#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11019E+04    0.21059E-01    0.14061E-02    0.21059E-01    0.96244E-06   -0.14139E-07    0.14061E-02   -0.14139E-07    0.56194E-08
     3    0.10068E+04    0.48997E-01    0.95716E-03    0.48997E-01    0.45154E-05   -0.17064E-07    0.95716E-03   -0.17064E-07    0.34095E-08
     4    0.93546E+03    0.84164E-01    0.70605E-03    0.84164E-01    0.12938E-04   -0.18582E-07    0.70605E-03   -0.18582E-07    0.23498E-08
     5    0.88648E+03    0.12573E+00    0.54729E-03    0.12573E+00    0.29071E-04   -0.19523E-07    0.54729E-03   -0.19523E-07    0.17393E-08
     6    0.85385E+03    0.17306E+00    0.43901E-03    0.17306E+00    0.56263E-04   -0.20124E-07    0.43901E-03   -0.20124E-07    0.13479E-08
     7    0.83277E+03    0.22555E+00    0.36118E-03    0.22555E+00    0.98337E-04   -0.20528E-07    0.36118E-03   -0.20528E-07    0.10791E-08
     8    0.81966E+03    0.28250E+00    0.30300E-03    0.28250E+00    0.15950E-03   -0.20825E-07    0.30300E-03   -0.20825E-07    0.88534E-09
     9    0.81256E+03    0.34335E+00    0.25816E-03    0.34335E+00    0.24445E-03   -0.21068E-07    0.25816E-03   -0.21068E-07    0.74033E-09
    10    0.81009E+03    0.40746E+00    0.22271E-03    0.40746E+00    0.35799E-03   -0.21239E-07    0.22271E-03   -0.21239E-07    0.62854E-09
    11    0.81103E+03    0.47423E+00    0.19425E-03    0.47423E+00    0.50565E-03   -0.21348E-07    0.19425E-03   -0.21348E-07    0.54046E-09
    12    0.81518E+03    0.54353E+00    0.17091E-03    0.54353E+00    0.69295E-03   -0.21381E-07    0.17091E-03   -0.21381E-07    0.46951E-09
    13    0.82153E+03    0.61401E+00    0.15166E-03    0.61401E+00    0.92564E-03   -0.21388E-07    0.15166E-03   -0.21388E-07    0.41163E-09
    14    0.82970E+03    0.68535E+00    0.13545E-03    0.68535E+00    0.12095E-02   -0.21375E-07    0.13545E-03   -0.21375E-07    0.36361E-09
    15    0.83939E+03    0.75686E+00    0.12171E-03    0.75686E+00    0.15511E-02   -0.21366E-07    0.12171E-03   -0.21366E-07    0.32340E-09
    16    0.85072E+03    0.82882E+00    0.10993E-03    0.82882E+00    0.19575E-02   -0.21348E-07    0.10993E-03   -0.21348E-07    0.28936E-09
    17    0.86317E+03    0.89975E+00    0.99761E-04    0.89975E+00    0.24353E-02   -0.21313E-07    0.99761E-04   -0.21313E-07    0.26021E-09
    18    0.87631E+03    0.96889E+00    0.90934E-04    0.96889E+00    0.29898E-02   -0.21262E-07    0.90934E-04   -0.21262E-07    0.23514E-09
    19    0.89130E+03    0.10371E+01    0.83230E-04    0.10371E+01    0.36316E-02   -0.21208E-07    0.83230E-04   -0.21208E-07    0.21338E-09
    20    0.90681E+03    0.11031E+01    0.76422E-04    0.11031E+01    0.43639E-02   -0.21135E-07    0.76422E-04   -0.21135E-07    0.19437E-09
    21    0.92306E+03    0.11660E+01    0.70402E-04    0.11660E+01    0.51950E-02   -0.21051E-07    0.70402E-04   -0.21051E-07    0.17766E-09
    22    0.93996E+03    0.12256E+01    0.65053E-04    0.12256E+01    0.61322E-02   -0.20965E-07    0.65053E-04   -0.20965E-07    0.16292E-09
    23    0.95748E+03    0.12812E+01    0.60282E-04    0.12812E+01    0.71831E-02   -0.20876E-07    0.60282E-04   -0.20876E-07    0.14984E-09
    24    0.97568E+03    0.13323E+01    0.56003E-04    0.13323E+01    0.83538E-02   -0.20774E-07    0.56003E-04   -0.20774E-07    0.13817E-09
    25    0.99442E+03    0.13786E+01    0.52153E-04    0.13786E+01    0.96524E-02   -0.20671E-07    0.52153E-04   -0.20671E-07    0.12773E-09
    26    0.10137E+04    0.14201E+01    0.48669E-04    0.14201E+01    0.11086E-01   -0.20565E-07    0.48669E-04   -0.20565E-07    0.11836E-09
    27    0.10334E+04    0.14558E+01    0.45513E-04    0.14558E+01    0.12662E-01   -0.20457E-07    0.45513E-04   -0.20457E-07    0.10991E-09
    28    0.10535E+04    0.14850E+01    0.42649E-04    0.14850E+01    0.14387E-01   -0.20346E-07    0.42649E-04   -0.20346E-07    0.10226E-09
    29    0.10743E+04    0.15074E+01    0.40040E-04    0.15074E+01    0.16267E-01   -0.20230E-07    0.40040E-04   -0.20230E-07    0.95328E-10
    30    0.10953E+04    0.15235E+01    0.37649E-04    0.15235E+01    0.18311E-01   -0.20112E-07    0.37649E-04   -0.20112E-07    0.89022E-10
    31    0.11167E+04    0.15323E+01    0.35456E-04    0.15323E+01    0.20525E-01   -0.19993E-07    0.35456E-04   -0.19993E-07    0.83266E-10
    32    0.11385E+04    0.15331E+01    0.33445E-04    0.15331E+01    0.22915E-01   -0.19874E-07    0.33445E-04   -0.19874E-07    0.78007E-10
    33    0.11607E+04    0.15248E+01    0.31600E-04    0.15248E+01    0.25488E-01   -0.19753E-07    0.31600E-04   -0.19753E-07    0.73188E-10
    34    0.11832E+04    0.15092E+01    0.29892E-04    0.15092E+01    0.28250E-01   -0.19628E-07    0.29892E-04   -0.19628E-07    0.68761E-10
    35    0.12060E+04    0.14849E+01    0.28311E-04    0.14849E+01    0.31207E-01   -0.19503E-07    0.28311E-04   -0.19503E-07    0.64686E-10
    36    0.12292E+04    0.14509E+01    0.26849E-04    0.14509E+01    0.34367E-01   -0.19379E-07    0.26849E-04   -0.19379E-07    0.60930E-10
    37    0.12527E+04    0.14067E+01    0.25497E-04    0.14067E+01    0.37733E-01   -0.19255E-07    0.25497E-04   -0.19255E-07    0.57460E-10
