# L    TT    EE    TE    PP    TP
2 9.99852E+02 1.18953E-06 2.61025E-02 9.64924E+05 2.81342E+04
3 9.57835E+02 5.62243E-06 5.94568E-02 1.48374E+06 3.31175E+04
4 9.19968E+02 1.61939E-05 1.01637E-01 1.94420E+06 3.53359E+04
5 8.93253E+02 3.65307E-05 1.51798E-01 2.34985E+06 3.61347E+04
6 8.76135E+02 7.09329E-05 2.09273E-01 2.70691E+06 3.61667E+04
7 8.66279E+02 1.24322E-04 2.73379E-01 3.02247E+06 3.57673E+04
8 8.61455E+02 2.02132E-04 3.43296E-01 3.30250E+06 3.51206E+04
9 8.60616E+02 3.10434E-04 4.18442E-01 3.55218E+06 3.43296E+04
10 8.62830E+02 4.55462E-04 4.97981E-01 3.77497E+06 3.34564E+04
11 8.67317E+02 6.44401E-04 5.81324E-01 3.97520E+06 3.25607E+04
12 8.74320E+02 8.84348E-04 6.68271E-01 4.15390E+06 3.16460E+04
13 8.82533E+02 1.18296E-03 7.57234E-01 4.31532E+06 3.07616E+04
14 8.92043E+02 1.54746E-03 8.47786E-01 4.45978E+06 2.98832E+04
15 9.02504E+02 1.98682E-03 9.39161E-01 4.59050E+06 2.90351E+04
16 9.14348E+02 2.50970E-03 1.03167E+00 4.70825E+06 2.82042E+04
17 9.26798E+02 3.12500E-03 1.12374E+00 4.81347E+06 2.74045E+04
18 9.39680E+02 3.83964E-03 1.21443E+00 4.90874E+06 2.66368E+04
19 9.54118E+02 4.66710E-03 1.30452E+00 4.99442E+06 2.59080E+04
20 9.68728E+02 5.61179E-03 1.39244E+00 5.07093E+06 2.51982E+04
21 9.83944E+02 6.68418E-03 1.47734E+00 5.13940E+06 2.45204E+04
22 9.99506E+02 7.89412E-03 1.55904E+00 5.20087E+06 2.38711E+04
23 1.01550E+03 9.25069E-03 1.63677E+00 5.25560E+06 2.32478E+04
24 1.03193E+03 1.07628E-02 1.70939E+00 5.30384E+06 2.26547E+04
25 1.04879E+03 1.24400E-02 1.77691E+00 5.34664E+06 2.20867E+04
26 1.06599E+03 1.42919E-02 1.83933E+00 5.38425E+06 2.15385E+04
27 1.08345E+03 1.63279E-02 1.89570E+00 5.41684E+06 2.10129E+04
28 1.10126E+03 1.85558E-02 1.94489E+00 5.44520E+06 2.05097E+04
29 1.11942E+03 2.09852E-02 1.98630E+00 5.46914E+06 2.00308E+04
30 1.13783E+03 2.36238E-02 2.02080E+00 5.48955E+06 1.95665E+04
31 1.15642E+03 2.64820E-02 2.04725E+00 5.50606E+06 1.91195E+04
32 1.17536E+03 2.95676E-02 2.06489E+00 5.51946E+06 1.86907E+04
33 1.19455E+03 3.28884E-02 2.07233E+00 5.52984E+06 1.82826E+04
34 1.21400E+03 3.64512E-02 2.07094E+00 5.53736E+06 1.78867E+04
35 1.23363E+03 4.02656E-02 2.06005E+00 5.54220E+06 1.75045E+04
36 1.25342E+03 4.43385E-02 2.03852E+00 5.54462E+06 1.71371E+04
37 1.27348E+03 4.86768E-02 2.00558E+00 5.54479E+06 1.67844E+04
38 1.29380E+03 5.32883E-02 1.96192E+00 5.54272E+06 1.64446E+04
39 1.31438E+03 5.81756E-02 1.90702E+00 5.53874E+06 1.61152E+04
40 1.33504E+03 6.33456E-02 1.83976E+00 5.53286E+06 1.57988E+04
41 1.35605E+03 6.88078E-02 1.75945E+00 5.52534E+06 1.54945E+04
42 1.37714E+03 7.45666E-02 1.66711E+00 5.51618E+06 1.52005E+04
43 1.39850E+03 8.06262E-02 1.56328E+00 5.50563E+06 1.49144E+04
44 1.41994E+03 8.69824E-02 1.44622E+00 5.49352E+06 1.46377E+04
45 1.44172E+03 9.36567E-02 1.31455E+00 5.48021E+06 1.43714E+04
46 1.46368E+03 1.00642E-01 1.16930E+00 5.46569E+06 1.41146E+04
47 1.48582E+03 1.07939E-01 1.01170E+00 5.45004E+06 1.38648E+04
48 1.50803E+03 1.15556E-01 8.40083E-01 5.43335E+06 1.36219E+04
49 1.53060E+03 1.23492E-01 6.53133E-01 5.41563E+06 1.33884E+04
50 1.55342E+03 1.31757E-01 4.51848E-01 5.39704E+06 1.31619E+04
51 1.57633E+03 1.40351E-01 2.37440E-01 5.37767E+06 1.29415E+04
52 1.59950E+03 1.49247E-01 8.52369E-03 5.35753E+06 1.27279E+04
53 1.62302E+03 1.58481E-01 -2.36385E-01 5.33661E+06 1.25221E+04
54 1.64662E+03 1.68034E-01 -4.96053E-01 5.31508E+06 1.23216E+04
55 1.67040E+03 1.77916E-01 -7.69259E-01 5.29286E+06 1.21262E+04
56 1.69443E+03 1.88117E-01 -1.05726E+00 5.27004E+06 1.19360E+04
57 1.71873E+03 1.98639E-01 -1.36123E+00 5.24678E+06 1.17527E+04
58 1.74337E+03 2.09480E-01 -1.68043E+00 5.22309E+06 1.15746E+04
59 1.76800E+03 2.20650E-01 -2.01345E+00 5.19889E+06 1.14000E+04
60 1.79282E+03 2.32106E-01 -2.35970E+00 5.17425E+06 1.12296E+04
61 1.81824E+03 2.43855E-01 -2.71875E+00 5.14926E+06 1.10645E+04
62 1.84365E+03 2.55907E-01 -3.09206E+00 5.12393E+06 1.09037E+04
63 1.86924E+03 2.68235E-01 -3.48077E+00 5.09825E+06 1.07481E+04
64 1.89527E+03 2.80901E-01 -3.88650E+00 5.07232E+06 1.05968E+04
65 1.92138E+03 2.93887E-01 -4.31013E+00 5.04621E+06 1.04490E+04
66 1.94774E+03 3.07175E-01 -4.75062E+00 5.01975E+06 1.03054E+04
67 1.97429E+03 3.20739E-01 -5.20572E+00 4.99312E+06 1.01654E+04
68 2.00117E+03 3.34598E-01 -5.67404E+00 4.96641E+06 1.00279E+04
69 2.02832E+03 3.48690E-01 -6.15318E+00 4.93943E+06 9.89478E+03
70 2.05581E+03 3.63025E-01 -6.64329E+00 4.91237E+06 9.76423E+03
71 2.08348E+03 3.77575E-01 -7.14559E+00 4.88514E+06 9.63714E+03
72 2.11140E+03 3.92324E-01 -7.66095E+00 4.85791E+06 9.51264E+03
73 2.13950E+03 4.07255E-01 -8.18997E+00 4.83050E+06 9.39074E+03
74 2.16786E+03 4.22376E-01 -8.73196E+00 4.80301E+06 9.27144E+03
75 2.19648E+03 4.37704E-01 -9.28613E+00 4.77552E+06 9.15472E+03
76 2.22535E+03 4.53266E-01 -9.85241E+00 4.74802E+06 9.04147E+03
77 2.25449E+03 4.69027E-01 -1.04299E+01 4.72044E+06 8.92994E+03
78 2.28388E+03 4.85004E-01 -1.10204E+01 4.69278E+06 8.82100E+03
79 2.31354E+03 5.01145E-01 -1.16204E+01 4.66520E+06 8.71467E+03
80 2.34354E+03 5.17442E-01 -1.22308E+01 4.63762E+06 8.61023E+03
81 2.37371E+03 5.33834E-01 -1.28515E+01 4.61004E+06 8.50830E+03
82 2.40423E+03 5.50338E-01 -1.34827E+01 4.58255E+06 8.40853E+03
83 2.43509E+03 5.66937E-01 -1.41233E+01 4.55506E+06 8.31092E+03
84 2.46613E+03 5.83623E-01 -1.47734E+01 4.52765E+06 8.21547E+03
85 2.49743E+03 6.00370E-01 -1.54314E+01 4.50024E+06 8.12193E+03
86 2.52890E+03 6.17194E-01 -1.60988E+01 4.47301E+06 8.03029E+03
87 2.56088E+03 6.34052E-01 -1.67731E+01 4.44578E+06 7.94055E+03
88 2.59296E+03 6.50963E-01 -1.74553E+01 4.41863E+06 7.85245E+03
