#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.109885E+08   0.109885E+08   0.144509E+08   0.144504E+08   0.109886E+08   0.109885E+08   0.109885E+08   0.109931E+08  -0.574135E+00   0.965472E+07   0.965472E+07   0.726714E-01
   0.798228E-04   0.109884E+08   0.109884E+08   0.144013E+08   0.144006E+08   0.109882E+08   0.109884E+08   0.109884E+08   0.109929E+08  -0.574128E+00   0.965461E+07   0.965461E+07   0.811968E-01
   0.892035E-04   0.109882E+08   0.109882E+08   0.143395E+08   0.143387E+08   0.109878E+08   0.109882E+08   0.109882E+08   0.109927E+08  -0.574118E+00   0.965448E+07   0.965448E+07   0.907182E-01
   0.996866E-04   0.109880E+08   0.109880E+08   0.142627E+08   0.142617E+08   0.109872E+08   0.109880E+08   0.109880E+08   0.109925E+08  -0.574106E+00   0.965431E+07   0.965431E+07   0.101350E+00
   0.111402E-03   0.109878E+08   0.109878E+08   0.141674E+08   0.141661E+08   0.109864E+08   0.109878E+08   0.109878E+08   0.109923E+08  -0.574092E+00   0.965411E+07   0.965411E+07   0.113221E+00
   0.124493E-03   0.109875E+08   0.109875E+08   0.140492E+08   0.140476E+08   0.109855E+08   0.109875E+08   0.109875E+08   0.109919E+08  -0.574073E+00   0.965385E+07   0.965385E+07   0.126470E+00
   0.139124E-03   0.109871E+08   0.109871E+08   0.139028E+08   0.139009E+08   0.109844E+08   0.109871E+08   0.109871E+08   0.109915E+08  -0.574051E+00   0.965352E+07   0.965352E+07   0.141255E+00
   0.155474E-03   0.109867E+08   0.109867E+08   0.137221E+08   0.137198E+08   0.109829E+08   0.109866E+08   0.109867E+08   0.109910E+08  -0.574022E+00   0.965312E+07   0.965312E+07   0.157747E+00
   0.173745E-03   0.109861E+08   0.109861E+08   0.134995E+08   0.134966E+08   0.109811E+08   0.109861E+08   0.109861E+08   0.109903E+08  -0.573987E+00   0.965262E+07   0.965262E+07   0.176135E+00
   0.194163E-03   0.109854E+08   0.109854E+08   0.132262E+08   0.132228E+08   0.109789E+08   0.109853E+08   0.109854E+08   0.109895E+08  -0.573943E+00   0.965199E+07   0.965199E+07   0.196626E+00
   0.216981E-03   0.109846E+08   0.109846E+08   0.128923E+08   0.128882E+08   0.109761E+08   0.109844E+08   0.109846E+08   0.109885E+08  -0.573888E+00   0.965121E+07   0.965121E+07   0.219444E+00
   0.242480E-03   0.109835E+08   0.109835E+08   0.124865E+08   0.124816E+08   0.109727E+08   0.109833E+08   0.109835E+08   0.109873E+08  -0.573820E+00   0.965024E+07   0.965024E+07   0.244834E+00
   0.270976E-03   0.109821E+08   0.109821E+08   0.119967E+08   0.119909E+08   0.109683E+08   0.109819E+08   0.109821E+08   0.109857E+08  -0.573736E+00   0.964902E+07   0.964902E+07   0.273057E+00
   0.302821E-03   0.109804E+08   0.109804E+08   0.114107E+08   0.114038E+08   0.109630E+08   0.109802E+08   0.109804E+08   0.109838E+08  -0.573631E+00   0.964752E+07   0.964752E+07   0.304391E+00
   0.338408E-03   0.109784E+08   0.109783E+08   0.107171E+08   0.107093E+08   0.109563E+08   0.109780E+08   0.109784E+08   0.109814E+08  -0.573502E+00   0.964564E+07   0.964564E+07   0.339129E+00
   0.378178E-03   0.109758E+08   0.109758E+08   0.990762E+07   0.989894E+07   0.109480E+08   0.109754E+08   0.109758E+08   0.109785E+08  -0.573343E+00   0.964332E+07   0.964332E+07   0.377575E+00
   0.422621E-03   0.109726E+08   0.109725E+08   0.897946E+07   0.897012E+07   0.109376E+08   0.109720E+08   0.109726E+08   0.109749E+08  -0.573147E+00   0.964044E+07   0.964044E+07   0.420038E+00
   0.472287E-03   0.109686E+08   0.109686E+08   0.793902E+07   0.792942E+07   0.109248E+08   0.109680E+08   0.109686E+08   0.109705E+08  -0.572906E+00   0.963687E+07   0.963687E+07   0.466834E+00
   0.527790E-03   0.109637E+08   0.109637E+08   0.680619E+07   0.679693E+07   0.109089E+08   0.109629E+08   0.109637E+08   0.109651E+08  -0.572613E+00   0.963246E+07   0.963246E+07   0.518272E+00
   0.589815E-03   0.109577E+08   0.109577E+08   0.561850E+07   0.561041E+07   0.108893E+08   0.109567E+08   0.109577E+08   0.109585E+08  -0.572255E+00   0.962703E+07   0.962703E+07   0.574661E+00
   0.659130E-03   0.109503E+08   0.109503E+08   0.443356E+07   0.442758E+07   0.108651E+08   0.109491E+08   0.109503E+08   0.109505E+08  -0.571822E+00   0.962036E+07   0.962036E+07   0.636306E+00
   0.736590E-03   0.109413E+08   0.109412E+08   0.332701E+07   0.332398E+07   0.108354E+08   0.109397E+08   0.109413E+08   0.109408E+08  -0.571300E+00   0.961220E+07   0.961220E+07   0.703522E+00
   0.823153E-03   0.109303E+08   0.109302E+08   0.238256E+07   0.238287E+07   0.107989E+08   0.109284E+08   0.109303E+08   0.109292E+08  -0.570673E+00   0.960225E+07   0.960225E+07   0.776652E+00
