#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.694240E+07   0.694240E+07   0.917771E+07   0.917740E+07   0.694308E+07   0.694241E+07   0.694240E+07   0.694640E+07  -0.592752E+00   0.669131E+07   0.669131E+07   0.956829E-01
   0.798228E-04   0.694234E+07   0.694234E+07   0.915812E+07   0.915773E+07   0.694286E+07   0.694235E+07   0.694234E+07   0.694633E+07  -0.592745E+00   0.669125E+07   0.669125E+07   0.106915E+00
   0.892035E-04   0.694226E+07   0.694226E+07   0.913370E+07   0.913322E+07   0.694258E+07   0.694227E+07   0.694226E+07   0.694625E+07  -0.592738E+00   0.669118E+07   0.669118E+07   0.119462E+00
   0.996866E-04   0.694217E+07   0.694217E+07   0.910329E+07   0.910270E+07   0.694224E+07   0.694217E+07   0.694217E+07   0.694614E+07  -0.592728E+00   0.669109E+07   0.669109E+07   0.133477E+00
   0.111402E-03   0.694205E+07   0.694205E+07   0.906546E+07   0.906471E+07   0.694181E+07   0.694205E+07   0.694205E+07   0.694600E+07  -0.592716E+00   0.669097E+07   0.669097E+07   0.149129E+00
   0.124493E-03   0.694191E+07   0.694191E+07   0.901841E+07   0.901749E+07   0.694127E+07   0.694190E+07   0.694191E+07   0.694583E+07  -0.592700E+00   0.669083E+07   0.669083E+07   0.166607E+00
   0.139124E-03   0.694173E+07   0.694172E+07   0.895998E+07   0.895884E+07   0.694060E+07   0.694171E+07   0.694173E+07   0.694561E+07  -0.592682E+00   0.669065E+07   0.669065E+07   0.186120E+00
   0.155474E-03   0.694150E+07   0.694150E+07   0.888751E+07   0.888610E+07   0.693976E+07   0.694147E+07   0.694150E+07   0.694534E+07  -0.592658E+00   0.669043E+07   0.669043E+07   0.207901E+00
   0.173745E-03   0.694122E+07   0.694122E+07   0.879778E+07   0.879604E+07   0.693872E+07   0.694118E+07   0.694122E+07   0.694501E+07  -0.592628E+00   0.669015E+07   0.669015E+07   0.232206E+00
   0.194163E-03   0.694087E+07   0.694086E+07   0.868692E+07   0.868479E+07   0.693742E+07   0.694081E+07   0.694086E+07   0.694460E+07  -0.592592E+00   0.668980E+07   0.668980E+07   0.259317E+00
   0.216981E-03   0.694043E+07   0.694042E+07   0.855033E+07   0.854772E+07   0.693580E+07   0.694036E+07   0.694043E+07   0.694408E+07  -0.592546E+00   0.668937E+07   0.668937E+07   0.289546E+00
