#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.15053E+04    0.14761E-05    0.00000E+00    0.32047E-01    0.52176E-07    0.47201E-02   -0.51848E-07
     3    0.13951E+04    0.69456E-05    0.00000E+00    0.74072E-01    0.63257E-07    0.45653E-02   -0.88400E-07
     4    0.13092E+04    0.19941E-04    0.00000E+00    0.12706E+00    0.72630E-07    0.43586E-02   -0.12427E-06
     5    0.12497E+04    0.44872E-04    0.00000E+00    0.18985E+00    0.80622E-07    0.41434E-02   -0.15994E-06
     6    0.12104E+04    0.86949E-04    0.00000E+00    0.26150E+00    0.87459E-07    0.39351E-02   -0.19513E-06
     7    0.11855E+04    0.15212E-03    0.00000E+00    0.34113E+00    0.93356E-07    0.37390E-02   -0.22993E-06
     8    0.11706E+04    0.24695E-03    0.00000E+00    0.42768E+00    0.98466E-07    0.35561E-02   -0.26463E-06
     9    0.11633E+04    0.37875E-03    0.00000E+00    0.52036E+00    0.10292E-06    0.33862E-02   -0.29947E-06
    10    0.11618E+04    0.55503E-03    0.00000E+00    0.61814E+00    0.10678E-06    0.32281E-02   -0.33394E-06
    11    0.11646E+04    0.78441E-03    0.00000E+00    0.72018E+00    0.11018E-06    0.30826E-02   -0.36787E-06
    12    0.11717E+04    0.10755E-02    0.00000E+00    0.82625E+00    0.11311E-06    0.29468E-02   -0.40070E-06
    13    0.11814E+04    0.14373E-02    0.00000E+00    0.93431E+00    0.11568E-06    0.28229E-02   -0.43317E-06
    14    0.11935E+04    0.18787E-02    0.00000E+00    0.10439E+01    0.11790E-06    0.27067E-02   -0.46525E-06
    15    0.12075E+04    0.24102E-02    0.00000E+00    0.11539E+01    0.11984E-06    0.25991E-02   -0.49738E-06
    16    0.12237E+04    0.30426E-02    0.00000E+00    0.12648E+01    0.12152E-06    0.24980E-02   -0.52928E-06
    17    0.12412E+04    0.37862E-02    0.00000E+00    0.13743E+01    0.12293E-06    0.24038E-02   -0.56070E-06
    18    0.12597E+04    0.46495E-02    0.00000E+00    0.14814E+01    0.12415E-06    0.23159E-02   -0.59161E-06
