#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.11635E+04    0.15126E-05    0.00000E+00    0.33456E-01    0.62735E-07    0.33112E-02   -0.51687E-07
     3    0.11326E+04    0.71632E-05    0.00000E+00    0.75655E-01    0.76310E-07    0.33101E-02   -0.87718E-07
     4    0.11002E+04    0.20660E-04    0.00000E+00    0.12908E+00    0.88014E-07    0.32348E-02   -0.12314E-06
     5    0.10771E+04    0.46657E-04    0.00000E+00    0.19274E+00    0.98201E-07    0.31333E-02   -0.15847E-06
     6    0.10630E+04    0.90678E-04    0.00000E+00    0.26580E+00    0.10711E-06    0.30241E-02   -0.19341E-06
     7    0.10559E+04    0.15905E-03    0.00000E+00    0.34743E+00    0.11497E-06    0.29147E-02   -0.22805E-06
     8    0.10535E+04    0.25877E-03    0.00000E+00    0.43659E+00    0.12195E-06    0.28081E-02   -0.26268E-06
     9    0.10552E+04    0.39767E-03    0.00000E+00    0.53259E+00    0.12818E-06    0.27054E-02   -0.29755E-06
    10    0.10600E+04    0.58378E-03    0.00000E+00    0.63434E+00    0.13375E-06    0.26073E-02   -0.33213E-06
    11    0.10670E+04    0.82635E-03    0.00000E+00    0.74117E+00    0.13877E-06    0.25151E-02   -0.36625E-06
    12    0.10766E+04    0.11346E-02    0.00000E+00    0.85280E+00    0.14325E-06    0.24271E-02   -0.39934E-06
    13    0.10875E+04    0.15182E-02    0.00000E+00    0.96725E+00    0.14732E-06    0.23457E-02   -0.43218E-06
    14    0.10996E+04    0.19868E-02    0.00000E+00    0.10840E+01    0.15096E-06    0.22680E-02   -0.46466E-06
    15    0.11127E+04    0.25518E-02    0.00000E+00    0.12020E+01    0.15427E-06    0.21951E-02   -0.49730E-06
    16    0.11271E+04    0.32243E-02    0.00000E+00    0.13218E+01    0.15726E-06    0.21254E-02   -0.52976E-06
    17    0.11423E+04    0.40160E-02    0.00000E+00    0.14414E+01    0.15993E-06    0.20595E-02   -0.56188E-06
    18    0.11578E+04    0.49357E-02    0.00000E+00    0.15595E+01    0.16236E-06    0.19972E-02   -0.59352E-06
    19    0.11750E+04    0.60008E-02    0.00000E+00    0.16772E+01    0.16455E-06    0.19388E-02   -0.62507E-06
    20    0.11923E+04    0.72171E-02    0.00000E+00    0.17924E+01    0.16650E-06    0.18826E-02   -0.65579E-06
    21    0.12102E+04    0.85980E-02    0.00000E+00    0.19043E+01    0.16825E-06    0.18295E-02   -0.68604E-06
    22    0.12285E+04    0.10156E-01    0.00000E+00    0.20123E+01    0.16983E-06    0.17789E-02   -0.71602E-06
    23    0.12472E+04    0.11904E-01    0.00000E+00    0.21159E+01    0.17124E-06    0.17306E-02   -0.74577E-06
    24    0.12662E+04    0.13852E-01    0.00000E+00    0.22131E+01    0.17247E-06    0.16850E-02   -0.77492E-06
    25    0.12857E+04    0.16013E-01    0.00000E+00    0.23043E+01    0.17357E-06    0.16415E-02   -0.80373E-06
    26    0.13055E+04    0.18399E-01    0.00000E+00    0.23895E+01    0.17454E-06    0.15998E-02   -0.83204E-06
    27    0.13256E+04    0.21021E-01    0.00000E+00    0.24674E+01    0.17538E-06    0.15598E-02   -0.85999E-06
    28    0.13460E+04    0.23893E-01    0.00000E+00    0.25366E+01    0.17611E-06    0.15217E-02   -0.88761E-06
    29    0.13667E+04    0.27023E-01    0.00000E+00    0.25963E+01    0.17672E-06    0.14855E-02   -0.91478E-06
    30    0.13877E+04    0.30424E-01    0.00000E+00    0.26476E+01    0.17725E-06    0.14506E-02   -0.94148E-06
    31    0.14089E+04    0.34107E-01    0.00000E+00    0.26891E+01    0.17766E-06    0.14169E-02   -0.96776E-06
    32    0.14303E+04    0.38084E-01    0.00000E+00    0.27199E+01    0.17800E-06    0.13847E-02   -0.99375E-06
    33    0.14520E+04    0.42364E-01    0.00000E+00    0.27383E+01    0.17826E-06    0.13541E-02   -0.10194E-05
    34    0.14739E+04    0.46956E-01    0.00000E+00    0.27456E+01    0.17845E-06    0.13245E-02   -0.10444E-05
    35    0.14961E+04    0.51871E-01    0.00000E+00    0.27414E+01    0.17856E-06    0.12960E-02   -0.10690E-05
    36    0.15183E+04    0.57119E-01    0.00000E+00    0.27243E+01    0.17860E-06    0.12685E-02   -0.10933E-05
    37    0.15409E+04    0.62710E-01    0.00000E+00    0.26932E+01    0.17859E-06    0.12422E-02   -0.11173E-05
    38    0.15636E+04    0.68652E-01    0.00000E+00    0.26488E+01    0.17852E-06    0.12168E-02   -0.11408E-05
    39    0.15866E+04    0.74949E-01    0.00000E+00    0.25903E+01    0.17840E-06    0.11923E-02   -0.11638E-05
    40    0.16097E+04    0.81610E-01    0.00000E+00    0.25167E+01    0.17822E-06    0.11687E-02   -0.11864E-05
    41    0.16332E+04    0.88647E-01    0.00000E+00    0.24270E+01    0.17800E-06    0.11461E-02   -0.12088E-05
    42    0.16568E+04    0.96066E-01    0.00000E+00    0.23225E+01    0.17774E-06    0.11242E-02   -0.12307E-05
    43    0.16806E+04    0.10387E+00    0.00000E+00    0.22039E+01    0.17744E-06    0.11029E-02   -0.12522E-05
    44    0.17044E+04    0.11206E+00    0.00000E+00    0.20689E+01    0.17710E-06    0.10823E-02   -0.12732E-05
    45    0.17286E+04    0.12065E+00    0.00000E+00    0.19160E+01    0.17672E-06    0.10626E-02   -0.12939E-05
    46    0.17531E+04    0.12965E+00    0.00000E+00    0.17461E+01    0.17631E-06    0.10435E-02   -0.13142E-05
    47    0.17776E+04    0.13904E+00    0.00000E+00    0.15608E+01    0.17587E-06    0.10249E-02   -0.13341E-05
    48    0.18023E+04    0.14885E+00    0.00000E+00    0.13582E+01    0.17540E-06    0.10068E-02   -0.13535E-05
    49    0.18273E+04    0.15906E+00    0.00000E+00    0.11369E+01    0.17490E-06    0.98947E-03   -0.13727E-05
    50    0.18527E+04    0.16969E+00    0.00000E+00    0.89790E+00    0.17437E-06    0.97265E-03   -0.13915E-05
    51    0.18780E+04    0.18075E+00    0.00000E+00    0.64222E+00    0.17383E-06    0.95629E-03   -0.14097E-05
    52    0.19038E+04    0.19219E+00    0.00000E+00    0.36855E+00    0.17326E-06    0.94042E-03   -0.14276E-05
    53    0.19298E+04    0.20408E+00    0.00000E+00    0.75455E-01    0.17267E-06    0.92508E-03   -0.14453E-05
    54    0.19560E+04    0.21636E+00    0.00000E+00   -0.23590E+00    0.17207E-06    0.91019E-03   -0.14625E-05
    55    0.19823E+04    0.22906E+00    0.00000E+00   -0.56439E+00    0.17144E-06    0.89566E-03   -0.14792E-05
    56    0.20089E+04    0.24217E+00    0.00000E+00   -0.91116E+00    0.17080E-06    0.88155E-03   -0.14956E-05
    57    0.20359E+04    0.25570E+00    0.00000E+00   -0.12775E+01    0.17014E-06    0.86791E-03   -0.15117E-05
    58    0.20631E+04    0.26963E+00    0.00000E+00   -0.16626E+01    0.16947E-06    0.85466E-03   -0.15274E-05
    59    0.20905E+04    0.28398E+00    0.00000E+00   -0.20652E+01    0.16879E-06    0.84171E-03   -0.15426E-05
    60    0.21180E+04    0.29869E+00    0.00000E+00   -0.24845E+01    0.16809E-06    0.82907E-03   -0.15574E-05
    61    0.21462E+04    0.31378E+00    0.00000E+00   -0.29199E+01    0.16738E-06    0.81680E-03   -0.15718E-05
    62    0.21745E+04    0.32925E+00    0.00000E+00   -0.33728E+01    0.16667E-06    0.80487E-03   -0.15859E-05
    63    0.22029E+04    0.34508E+00    0.00000E+00   -0.38447E+01    0.16594E-06    0.79328E-03   -0.15996E-05
    64    0.22318E+04    0.36132E+00    0.00000E+00   -0.43374E+01    0.16520E-06    0.78200E-03   -0.16131E-05
    65    0.22607E+04    0.37798E+00    0.00000E+00   -0.48520E+01    0.16446E-06    0.77102E-03   -0.16261E-05
    66    0.22901E+04    0.39501E+00    0.00000E+00   -0.53872E+01    0.16371E-06    0.76033E-03   -0.16388E-05
    67    0.23196E+04    0.41240E+00    0.00000E+00   -0.59405E+01    0.16295E-06    0.74990E-03   -0.16511E-05
    68    0.23495E+04    0.43015E+00    0.00000E+00   -0.65102E+01    0.16219E-06    0.73971E-03   -0.16631E-05
    69    0.23797E+04    0.44819E+00    0.00000E+00   -0.70936E+01    0.16142E-06    0.72977E-03   -0.16746E-05
    70    0.24103E+04    0.46654E+00    0.00000E+00   -0.76908E+01    0.16065E-06    0.72006E-03   -0.16858E-05
    71    0.24411E+04    0.48517E+00    0.00000E+00   -0.83031E+01    0.15987E-06    0.71058E-03   -0.16966E-05
    72    0.24723E+04    0.50405E+00    0.00000E+00   -0.89317E+01    0.15909E-06    0.70131E-03   -0.17071E-05
    73    0.25036E+04    0.52316E+00    0.00000E+00   -0.95771E+01    0.15831E-06    0.69225E-03   -0.17172E-05
    74    0.25353E+04    0.54250E+00    0.00000E+00   -0.10239E+02    0.15752E-06    0.68340E-03   -0.17269E-05
    75    0.25673E+04    0.56211E+00    0.00000E+00   -0.10915E+02    0.15674E-06    0.67474E-03   -0.17362E-05
    76    0.25995E+04    0.58199E+00    0.00000E+00   -0.11606E+02    0.15595E-06    0.66627E-03   -0.17451E-05
    77    0.26321E+04    0.60213E+00    0.00000E+00   -0.12312E+02    0.15515E-06    0.65799E-03   -0.17537E-05
    78    0.26651E+04    0.62253E+00    0.00000E+00   -0.13034E+02    0.15436E-06    0.64990E-03   -0.17620E-05
    79    0.26984E+04    0.64312E+00    0.00000E+00   -0.13767E+02    0.15357E-06    0.64198E-03   -0.17698E-05
    80    0.27320E+04    0.66390E+00    0.00000E+00   -0.14513E+02    0.15277E-06    0.63423E-03   -0.17774E-05
    81    0.27659E+04    0.68480E+00    0.00000E+00   -0.15272E+02    0.15198E-06    0.62666E-03   -0.17845E-05
    82    0.28002E+04    0.70583E+00    0.00000E+00   -0.16043E+02    0.15118E-06    0.61924E-03   -0.17913E-05
    83    0.28348E+04    0.72698E+00    0.00000E+00   -0.16827E+02    0.15039E-06    0.61199E-03   -0.17978E-05
    84    0.28698E+04    0.74822E+00    0.00000E+00   -0.17621E+02    0.14959E-06    0.60489E-03   -0.18039E-05
    85    0.29050E+04    0.76953E+00    0.00000E+00   -0.18427E+02    0.14880E-06    0.59794E-03   -0.18097E-05
    86    0.29406E+04    0.79092E+00    0.00000E+00   -0.19243E+02    0.14801E-06    0.59114E-03   -0.18151E-05
    87    0.29766E+04    0.81235E+00    0.00000E+00   -0.20068E+02    0.14722E-06    0.58447E-03   -0.18202E-05
    88    0.30127E+04    0.83383E+00    0.00000E+00   -0.20902E+02    0.14643E-06    0.57793E-03   -0.18249E-05
    89    0.30493E+04    0.85534E+00    0.00000E+00   -0.21745E+02    0.14565E-06    0.57152E-03   -0.18293E-05
    90    0.30862E+04    0.87682E+00    0.00000E+00   -0.22595E+02    0.14486E-06    0.56523E-03   -0.18333E-05
