# L    TT    EE    BB    TE
2 8.66994E+02 3.26218E-06 2.14858E-06 2.46344E-02
3 8.42520E+02 9.56983E-06 4.29769E-06 5.57515E-02
4 8.17421E+02 2.23670E-05 7.16403E-06 9.51374E-02
5 7.99561E+02 4.50778E-05 1.07488E-05 1.42059E-01
6 7.88532E+02 8.17639E-05 1.50519E-05 1.95902E-01
7 7.82850E+02 1.37083E-04 2.00752E-05 2.56043E-01
8 7.80823E+02 2.16169E-04 2.58187E-05 3.21721E-01
9 7.81855E+02 3.24788E-04 3.22852E-05 3.92429E-01
10 7.85175E+02 4.68847E-04 3.94764E-05 4.67345E-01
11 7.90269E+02 6.55131E-04 4.73914E-05 5.45988E-01
12 7.97299E+02 8.90428E-04 5.60338E-05 6.28160E-01
13 8.05306E+02 1.18191E-03 6.54046E-05 7.12386E-01
14 8.14219E+02 1.53649E-03 7.55055E-05 7.98258E-01
15 8.23891E+02 1.96273E-03 8.63375E-05 8.85099E-01
16 8.34594E+02 2.46878E-03 9.79060E-05 9.73179E-01
17 8.45877E+02 3.06312E-03 1.10202E-04 1.06112E+00
18 8.57358E+02 3.75229E-03 1.23240E-04 1.14789E+00
19 8.70116E+02 4.54922E-03 1.37020E-04 1.23439E+00
20 8.83045E+02 5.45780E-03 1.51532E-04 1.31908E+00
21 8.96336E+02 6.48834E-03 1.66796E-04 1.40123E+00
22 9.09935E+02 7.64980E-03 1.82792E-04 1.48049E+00
23 9.23869E+02 8.95133E-03 1.99540E-04 1.55649E+00
24 9.38074E+02 1.04013E-02 2.17029E-04 1.62779E+00
25 9.52550E+02 1.20082E-02 2.35269E-04 1.69465E+00
26 9.67298E+02 1.37807E-02 2.54261E-04 1.75699E+00
27 9.82317E+02 1.57287E-02 2.74003E-04 1.81399E+00
28 9.97517E+02 1.78594E-02 2.94487E-04 1.86448E+00
29 1.01299E+03 2.01829E-02 3.15731E-04 1.90800E+00
30 1.02864E+03 2.27045E-02 3.37726E-04 1.94527E+00
31 1.04448E+03 2.54351E-02 3.60482E-04 1.97540E+00
32 1.06049E+03 2.83820E-02 3.83988E-04 1.99757E+00
33 1.07669E+03 3.15523E-02 4.08245E-04 2.01051E+00
34 1.09306E+03 3.49534E-02 4.33262E-04 2.01530E+00
35 1.10962E+03 3.85924E-02 4.59039E-04 2.01159E+00
36 1.12627E+03 4.24775E-02 4.85567E-04 1.99829E+00
37 1.14310E+03 4.66141E-02 5.12855E-04 1.97477E+00
38 1.16011E+03 5.10114E-02 5.40903E-04 1.94129E+00
39 1.17730E+03 5.56692E-02 5.69711E-04 1.89750E+00
40 1.19458E+03 6.05957E-02 5.99270E-04 1.84249E+00
41 1.21213E+03 6.58000E-02 6.29599E-04 1.77563E+00
42 1.22968E+03 7.12847E-02 6.60678E-04 1.69791E+00
43 1.24751E+03 7.70554E-02 6.92508E-04 1.60960E+00
44 1.26533E+03 8.31093E-02 7.25107E-04 1.50935E+00
45 1.28343E+03 8.94563E-02 7.58457E-04 1.39571E+00
46 1.30170E+03 9.61055E-02 7.92567E-04 1.26967E+00
47 1.32007E+03 1.03045E-01 8.27428E-04 1.13224E+00
48 1.33862E+03 1.10292E-01 8.63049E-04 9.82046E-01
49 1.35726E+03 1.17838E-01 8.99430E-04 8.18028E-01
50 1.37626E+03 1.25701E-01 9.36535E-04 6.40881E-01
51 1.39517E+03 1.33862E-01 9.74446E-04 4.51493E-01
52 1.41444E+03 1.42322E-01 1.01308E-03 2.48841E-01
53 1.43398E+03 1.51098E-01 1.05244E-03 3.18038E-02
54 1.45353E+03 1.60173E-01 1.09261E-03 -1.98716E-01
55 1.47316E+03 1.69546E-01 1.13351E-03 -4.41848E-01
56 1.49306E+03 1.79236E-01 1.17513E-03 -6.98461E-01
57 1.51324E+03 1.89225E-01 1.21756E-03 -9.69560E-01
58 1.53360E+03 1.99513E-01 1.26072E-03 -1.25447E+00
59 1.55405E+03 2.10107E-01 1.30460E-03 -1.55242E+00
60 1.57468E+03 2.20974E-01 1.34929E-03 -1.86248E+00
61 1.59585E+03 2.32112E-01 1.39462E-03 -2.18386E+00
62 1.61693E+03 2.43530E-01 1.44077E-03 -2.51809E+00
