#           k/h    P           
    0.10000E-03    0.17347E+03
    0.10202E-03    0.17687E+03
    0.10408E-03    0.18033E+03
    0.10618E-03    0.18386E+03
    0.10833E-03    0.18746E+03
    0.11052E-03    0.19113E+03
    0.11275E-03    0.19487E+03
    0.11503E-03    0.19869E+03
    0.11735E-03    0.20258E+03
    0.11972E-03    0.20655E+03
    0.12214E-03    0.21059E+03
    0.12461E-03    0.21472E+03
    0.12712E-03    0.21892E+03
    0.12969E-03    0.22321E+03
    0.13231E-03    0.22758E+03
    0.13499E-03    0.23203E+03
    0.13771E-03    0.23657E+03
    0.14049E-03    0.24120E+03
    0.14333E-03    0.24593E+03
    0.14623E-03    0.25074E+03
    0.14918E-03    0.25565E+03
    0.15220E-03    0.26065E+03
    0.15527E-03    0.26576E+03
    0.15841E-03    0.27096E+03
    0.16161E-03    0.27626E+03
    0.16487E-03    0.28167E+03
    0.16820E-03    0.28718E+03
    0.17160E-03    0.29280E+03
    0.17507E-03    0.29853E+03
    0.17860E-03    0.30437E+03
    0.18221E-03    0.31033E+03
    0.18589E-03    0.31640E+03
    0.18965E-03    0.32259E+03
    0.19348E-03    0.32890E+03
    0.19739E-03    0.33534E+03
    0.20138E-03    0.34190E+03
    0.20544E-03    0.34859E+03
    0.20959E-03    0.35541E+03
    0.21383E-03    0.36236E+03
    0.21815E-03    0.36945E+03
    0.22255E-03    0.37667E+03
    0.22705E-03    0.38404E+03
    0.23164E-03    0.39155E+03
    0.23632E-03    0.39921E+03
    0.24109E-03    0.40701E+03
    0.24596E-03    0.41497E+03
    0.25093E-03    0.42308E+03
    0.25600E-03    0.43135E+03
    0.26117E-03    0.43979E+03
    0.26645E-03    0.44838E+03
    0.27183E-03    0.45714E+03
    0.27732E-03    0.46608E+03
    0.28292E-03    0.47518E+03
    0.28864E-03    0.48447E+03
    0.29447E-03    0.49393E+03
    0.30042E-03    0.50358E+03
    0.30649E-03    0.51342E+03
    0.31268E-03    0.52344E+03
    0.31899E-03    0.53366E+03
    0.32544E-03    0.54408E+03
    0.33201E-03    0.55470E+03
    0.33872E-03    0.56553E+03
    0.34556E-03    0.57657E+03
    0.35254E-03    0.58782E+03
    0.35966E-03    0.59929E+03
    0.36693E-03    0.61098E+03
    0.37434E-03    0.62289E+03
    0.38190E-03    0.63504E+03
    0.38962E-03    0.64742E+03
    0.39749E-03    0.66004E+03
    0.40552E-03    0.67291E+03
    0.41371E-03    0.68602E+03
    0.42207E-03    0.69938E+03
    0.43060E-03    0.71300E+03
    0.43929E-03    0.72689E+03
    0.44817E-03    0.74104E+03
    0.45722E-03    0.75546E+03
    0.46646E-03    0.77016E+03
    0.47588E-03    0.78515E+03
    0.48550E-03    0.80042E+03
    0.49530E-03    0.81598E+03
    0.50531E-03    0.83184E+03
    0.51552E-03    0.84800E+03
    0.52593E-03    0.86448E+03
    0.53656E-03    0.88126E+03
    0.54739E-03    0.89837E+03
    0.55845E-03    0.91581E+03
    0.56973E-03    0.93357E+03
    0.58124E-03    0.95167E+03
    0.59299E-03    0.97012E+03
    0.60496E-03    0.98892E+03
    0.61719E-03    0.10081E+04
    0.62965E-03    0.10276E+04
    0.64237E-03    0.10475E+04
    0.65535E-03    0.10677E+04
    0.66859E-03    0.10884E+04
    0.68210E-03    0.11094E+04
    0.69588E-03    0.11308E+04
    0.70993E-03    0.11527E+04
    0.72427E-03    0.11749E+04
    0.73891E-03    0.11976E+04
    0.75383E-03    0.12207E+04
    0.76906E-03    0.12442E+04
    0.78460E-03    0.12681E+04
    0.80045E-03    0.12925E+04
    0.81662E-03    0.13174E+04
    0.83311E-03    0.13427E+04
    0.84994E-03    0.13684E+04
    0.86711E-03    0.13947E+04
    0.88463E-03    0.14214E+04
    0.90250E-03    0.14487E+04
    0.92073E-03    0.14764E+04
    0.93933E-03    0.15046E+04
    0.95831E-03    0.15334E+04
    0.97767E-03    0.15626E+04
    0.99742E-03    0.15924E+04
    0.10176E-02    0.16228E+04
    0.10381E-02    0.16537E+04
    0.10591E-02    0.16851E+04
    0.10805E-02    0.17172E+04
    0.11023E-02    0.17497E+04
    0.11246E-02    0.17829E+04
    0.11473E-02    0.18167E+04
    0.11705E-02    0.18510E+04
    0.11941E-02    0.18860E+04
    0.12182E-02    0.19216E+04
    0.12429E-02    0.19578E+04
    0.12680E-02    0.19947E+04
    0.12936E-02    0.20322E+04
    0.13197E-02    0.20703E+04
    0.13464E-02    0.21091E+04
    0.13736E-02    0.21486E+04
    0.14013E-02    0.21887E+04
    0.14296E-02    0.22296E+04
    0.14585E-02    0.22711E+04
    0.14880E-02    0.23133E+04
    0.15180E-02    0.23563E+04
    0.15487E-02    0.23999E+04
    0.15800E-02    0.24443E+04
    0.16119E-02    0.24895E+04
    0.16445E-02    0.25353E+04
    0.16777E-02    0.25820E+04
    0.17116E-02    0.26293E+04
    0.17462E-02    0.26775E+04
    0.17814E-02    0.27264E+04
    0.18174E-02    0.27761E+04
    0.18541E-02    0.28266E+04
    0.18916E-02    0.28779E+04
    0.19298E-02    0.29299E+04
    0.19688E-02    0.29828E+04
    0.20086E-02    0.30365E+04
    0.20491E-02    0.30910E+04
    0.20905E-02    0.31464E+04
    0.21328E-02    0.32025E+04
    0.21758E-02    0.32595E+04
    0.22198E-02    0.33173E+04
    0.22646E-02    0.33760E+04
    0.23104E-02    0.34355E+04
    0.23571E-02    0.34958E+04
    0.24047E-02    0.35570E+04
    0.24533E-02    0.36190E+04
    0.25028E-02    0.36819E+04
    0.25534E-02    0.37457E+04
    0.26050E-02    0.38102E+04
    0.26576E-02    0.38757E+04
    0.27113E-02    0.39419E+04
    0.27660E-02    0.40091E+04
    0.28219E-02    0.40770E+04
    0.28789E-02    0.41458E+04
    0.29371E-02    0.42155E+04
    0.29964E-02    0.42859E+04
    0.30569E-02    0.43572E+04
    0.31187E-02    0.44293E+04
    0.31817E-02    0.45023E+04
    0.32460E-02    0.45760E+04
    0.33115E-02    0.46505E+04
    0.33784E-02    0.47258E+04
    0.34467E-02    0.48019E+04
    0.35163E-02    0.48787E+04
    0.35874E-02    0.49563E+04
    0.36598E-02    0.50346E+04
    0.37338E-02    0.51137E+04
    0.38092E-02    0.51935E+04
    0.38861E-02    0.52739E+04
    0.39646E-02    0.53550E+04
    0.40447E-02    0.54368E+04
    0.41264E-02    0.55192E+04
    0.42098E-02    0.56022E+04
    0.42948E-02    0.56859E+04
    0.43816E-02    0.57701E+04
    0.44701E-02    0.58548E+04
    0.45604E-02    0.59401E+04
    0.46525E-02    0.60258E+04
    0.47465E-02    0.61121E+04
    0.48424E-02    0.61987E+04
    0.49402E-02    0.62858E+04
    0.50400E-02    0.63733E+04
    0.51419E-02    0.64611E+04
