#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10798E+04    0.32124E-01    0.12137E-02    0.32124E-01    0.14440E-05   -0.20148E-07    0.12137E-02   -0.20148E-07    0.10314E-07
     3    0.10576E+04    0.72431E-01    0.86425E-03    0.72431E-01    0.68425E-05   -0.24160E-07    0.86425E-03   -0.24160E-07    0.62797E-08
     4    0.10318E+04    0.12348E+00    0.65758E-03    0.12348E+00    0.19744E-04   -0.26265E-07    0.65758E-03   -0.26265E-07    0.43507E-08
     5    0.10133E+04    0.18435E+00    0.52220E-03    0.18435E+00    0.44607E-04   -0.27596E-07    0.52220E-03   -0.27596E-07    0.32400E-08
     6    0.10023E+04    0.25424E+00    0.42746E-03    0.25424E+00    0.86722E-04   -0.28466E-07    0.42746E-03   -0.28466E-07    0.25272E-08
     7    0.99723E+03    0.33239E+00    0.35790E-03    0.33239E+00    0.15215E-03   -0.29065E-07    0.35790E-03   -0.29065E-07    0.20368E-08
     8    0.99627E+03    0.41779E+00    0.30495E-03    0.41779E+00    0.24762E-03   -0.29525E-07    0.30495E-03   -0.29525E-07    0.16823E-08
     9    0.99880E+03    0.50981E+00    0.26344E-03    0.50981E+00    0.38062E-03   -0.29918E-07    0.26344E-03   -0.29918E-07    0.14162E-08
    10    0.10039E+04    0.60739E+00    0.23016E-03    0.60739E+00    0.55887E-03   -0.30212E-07    0.23016E-03   -0.30212E-07    0.12104E-08
    11    0.10111E+04    0.70993E+00    0.20309E-03    0.70993E+00    0.79124E-03   -0.30416E-07    0.20309E-03   -0.30416E-07    0.10477E-08
    12    0.10205E+04    0.81715E+00    0.18062E-03    0.81715E+00    0.10866E-02   -0.30504E-07    0.18062E-03   -0.30504E-07    0.91609E-09
    13    0.10311E+04    0.92717E+00    0.16190E-03    0.92717E+00    0.14542E-02   -0.30564E-07    0.16190E-03   -0.30564E-07    0.80836E-09
    14    0.10426E+04    0.10395E+01    0.14596E-03    0.10395E+01    0.19033E-02   -0.30599E-07    0.14596E-03   -0.30599E-07    0.71864E-09
    15    0.10550E+04    0.11532E+01    0.13233E-03    0.11532E+01    0.24449E-02   -0.30641E-07    0.13233E-03   -0.30641E-07    0.64323E-09
    16    0.10687E+04    0.12687E+01    0.12050E-03    0.12687E+01    0.30897E-02   -0.30666E-07    0.12050E-03   -0.30666E-07    0.57912E-09
    17    0.10830E+04    0.13841E+01    0.11022E-03    0.13841E+01    0.38487E-02   -0.30663E-07    0.11022E-03   -0.30663E-07    0.52402E-09
    18    0.10975E+04    0.14983E+01    0.10121E-03    0.14983E+01    0.47307E-02   -0.30637E-07    0.10121E-03   -0.30637E-07    0.47643E-09
    19    0.11135E+04    0.16122E+01    0.93296E-04    0.16122E+01    0.57523E-02   -0.30615E-07    0.93296E-04   -0.30615E-07    0.43497E-09
    20    0.11297E+04    0.17240E+01    0.86245E-04    0.17240E+01    0.69188E-02   -0.30560E-07    0.86245E-04   -0.30560E-07    0.39858E-09
    21    0.11463E+04    0.18326E+01    0.79967E-04    0.18326E+01    0.82435E-02   -0.30489E-07    0.79967E-04   -0.30489E-07    0.36648E-09
