#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.91292E+03    0.23004E-01    0.11400E-02    0.23004E-01    0.10433E-05   -0.14791E-07    0.11400E-02   -0.14791E-07    0.68466E-08
     3    0.87083E+03    0.52500E-01    0.79458E-03    0.52500E-01    0.49273E-05   -0.17785E-07    0.79458E-03   -0.17785E-07    0.41643E-08
     4    0.83387E+03    0.89774E-01    0.59631E-03    0.89774E-01    0.14184E-04   -0.19350E-07    0.59631E-03   -0.19350E-07    0.28805E-08
     5    0.80781E+03    0.13408E+00    0.46870E-03    0.13408E+00    0.31984E-04   -0.20332E-07    0.46870E-03   -0.20332E-07    0.21410E-08
     6    0.79095E+03    0.18480E+00    0.38045E-03    0.18480E+00    0.62085E-04   -0.20969E-07    0.38045E-03   -0.20969E-07    0.16666E-08
     7    0.78097E+03    0.24135E+00    0.31625E-03    0.24135E+00    0.10879E-03   -0.21405E-07    0.31625E-03   -0.21405E-07    0.13404E-08
     8    0.77574E+03    0.30299E+00    0.26776E-03    0.30299E+00    0.17684E-03   -0.21736E-07    0.26776E-03   -0.21736E-07    0.11047E-08
     9    0.77430E+03    0.36921E+00    0.23001E-03    0.36921E+00    0.27154E-03   -0.22013E-07    0.23001E-03   -0.22013E-07    0.92791E-09
    10    0.77577E+03    0.43928E+00    0.19992E-03    0.43928E+00    0.39834E-03   -0.22216E-07    0.19992E-03   -0.22216E-07    0.79133E-09
    11    0.77941E+03    0.51267E+00    0.17557E-03    0.51267E+00    0.56350E-03   -0.22354E-07    0.17557E-03   -0.22354E-07    0.68346E-09
    12    0.78530E+03    0.58921E+00    0.15545E-03    0.58921E+00    0.77326E-03   -0.22411E-07    0.15545E-03   -0.22411E-07    0.59633E-09
    13    0.79249E+03    0.66751E+00    0.13875E-03    0.66751E+00    0.10342E-02   -0.22444E-07    0.13875E-03   -0.22444E-07    0.52508E-09
    14    0.80082E+03    0.74719E+00    0.12459E-03    0.74719E+00    0.13528E-02   -0.22455E-07    0.12459E-03   -0.22455E-07    0.46580E-09
    15    0.81010E+03    0.82758E+00    0.11253E-03    0.82758E+00    0.17367E-02   -0.22470E-07    0.11253E-03   -0.22470E-07    0.41604E-09
    16    0.82057E+03    0.90896E+00    0.10210E-03    0.90896E+00    0.21937E-02   -0.22475E-07    0.10210E-03   -0.22475E-07    0.37378E-09
    17    0.83173E+03    0.98993E+00    0.93070E-04    0.98993E+00    0.27314E-02   -0.22464E-07    0.93070E-04   -0.22464E-07    0.33751E-09
    18    0.84323E+03    0.10696E+01    0.85182E-04    0.10696E+01    0.33559E-02   -0.22435E-07    0.85182E-04   -0.22435E-07    0.30622E-09
    19    0.85614E+03    0.11488E+01    0.78271E-04    0.11488E+01    0.40790E-02   -0.22404E-07    0.78271E-04   -0.22404E-07    0.27900E-09
    20    0.86932E+03    0.12260E+01    0.72134E-04    0.12260E+01    0.49045E-02   -0.22349E-07    0.72134E-04   -0.22349E-07    0.25513E-09
    21    0.88295E+03    0.13007E+01    0.66684E-04    0.13007E+01    0.58417E-02   -0.22284E-07    0.66684E-04   -0.22284E-07    0.23411E-09
    22    0.89697E+03    0.13724E+01    0.61820E-04    0.13724E+01    0.68990E-02   -0.22215E-07    0.61820E-04   -0.22215E-07    0.21551E-09
    23    0.91138E+03    0.14407E+01    0.57460E-04    0.14407E+01    0.80847E-02   -0.22144E-07    0.57460E-04   -0.22144E-07    0.19896E-09
    24    0.92620E+03    0.15044E+01    0.53543E-04    0.15044E+01    0.94062E-02   -0.22059E-07    0.53543E-04   -0.22059E-07    0.18415E-09
    25    0.94136E+03    0.15638E+01    0.50005E-04    0.15638E+01    0.10872E-01   -0.21971E-07    0.50005E-04   -0.21971E-07    0.17088E-09
    26    0.95685E+03    0.16186E+01    0.46791E-04    0.16186E+01    0.12491E-01   -0.21879E-07    0.46791E-04   -0.21879E-07    0.15892E-09
    27    0.97265E+03    0.16680E+01    0.43867E-04    0.16680E+01    0.14270E-01   -0.21784E-07    0.43867E-04   -0.21784E-07    0.14811E-09
    28    0.98867E+03    0.17111E+01    0.41206E-04    0.17111E+01    0.16217E-01   -0.21687E-07    0.41206E-04   -0.21687E-07    0.13831E-09
    29    0.10051E+04    0.17473E+01    0.38777E-04    0.17473E+01    0.18341E-01   -0.21585E-07    0.38777E-04   -0.21585E-07    0.12939E-09
    30    0.10217E+04    0.17776E+01    0.36545E-04    0.17776E+01    0.20648E-01   -0.21477E-07    0.36545E-04   -0.21477E-07    0.12126E-09
    31    0.10385E+04    0.18007E+01    0.34490E-04    0.18007E+01    0.23147E-01   -0.21368E-07    0.34490E-04   -0.21368E-07    0.11382E-09
    32    0.10556E+04    0.18160E+01    0.32600E-04    0.18160E+01    0.25845E-01   -0.21259E-07    0.32600E-04   -0.21259E-07    0.10700E-09
    33    0.10729E+04    0.18223E+01    0.30862E-04    0.18223E+01    0.28749E-01   -0.21149E-07    0.30862E-04   -0.21149E-07    0.10074E-09
