#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.470145E+06   0.470145E+06   0.626560E+06   0.626543E+06   0.529741E+06   0.470738E+06   0.470145E+06   0.475908E+06  -0.602550E+00   0.468599E+06   0.468599E+06   0.140206E+01
   0.798228E-04   0.470143E+06   0.470142E+06   0.626483E+06   0.626461E+06   0.529691E+06   0.470735E+06   0.470143E+06   0.475904E+06  -0.602546E+00   0.468597E+06   0.468597E+06   0.156681E+01
   0.892035E-04   0.470140E+06   0.470140E+06   0.626386E+06   0.626359E+06   0.529629E+06   0.470732E+06   0.470140E+06   0.475900E+06  -0.602540E+00   0.468594E+06   0.468594E+06   0.175092E+01
   0.996866E-04   0.470137E+06   0.470136E+06   0.626266E+06   0.626231E+06   0.529552E+06   0.470728E+06   0.470137E+06   0.475895E+06  -0.602533E+00   0.468591E+06   0.468591E+06   0.195666E+01
   0.111402E-03   0.470133E+06   0.470132E+06   0.626115E+06   0.626072E+06   0.529455E+06   0.470723E+06   0.470133E+06   0.475889E+06  -0.602525E+00   0.468587E+06   0.468587E+06   0.218657E+01
   0.124493E-03   0.470128E+06   0.470126E+06   0.625927E+06   0.625873E+06   0.529334E+06   0.470716E+06   0.470128E+06   0.475881E+06  -0.602514E+00   0.468582E+06   0.468581E+06   0.244348E+01
   0.139124E-03   0.470121E+06   0.470120E+06   0.625692E+06   0.625625E+06   0.529183E+06   0.470708E+06   0.470121E+06   0.475871E+06  -0.602501E+00   0.468575E+06   0.468575E+06   0.273056E+01
   0.155474E-03   0.470113E+06   0.470111E+06   0.625398E+06   0.625315E+06   0.528995E+06   0.470698E+06   0.470113E+06   0.475859E+06  -0.602485E+00   0.468567E+06   0.468566E+06   0.305135E+01
   0.173745E-03   0.470103E+06   0.470100E+06   0.625032E+06   0.624929E+06   0.528760E+06   0.470686E+06   0.470103E+06   0.475844E+06  -0.602464E+00   0.468556E+06   0.468556E+06   0.340980E+01
   0.194163E-03   0.470091E+06   0.470087E+06   0.624576E+06   0.624446E+06   0.528467E+06   0.470671E+06   0.470090E+06   0.475824E+06  -0.602438E+00   0.468544E+06   0.468543E+06   0.381031E+01
   0.216981E-03   0.470075E+06   0.470071E+06   0.624005E+06   0.623844E+06   0.528100E+06   0.470651E+06   0.470074E+06   0.475800E+06  -0.602406E+00   0.468528E+06   0.468527E+06   0.425781E+01
