#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10153E+04    0.22854E-01    0.12970E-02    0.22854E-01    0.10442E-05   -0.14956E-07    0.12970E-02   -0.14956E-07    0.64335E-08
     3    0.95057E+03    0.52590E-01    0.89294E-03    0.52590E-01    0.49190E-05   -0.18014E-07    0.89294E-03   -0.18014E-07    0.39063E-08
     4    0.89846E+03    0.90113E-01    0.66406E-03    0.90113E-01    0.14135E-04   -0.19608E-07    0.66406E-03   -0.19608E-07    0.26962E-08
     5    0.86218E+03    0.13461E+00    0.51806E-03    0.13461E+00    0.31829E-04   -0.20605E-07    0.51806E-03   -0.20605E-07    0.19994E-08
     6    0.83831E+03    0.18546E+00    0.41782E-03    0.18546E+00    0.61713E-04   -0.21247E-07    0.41782E-03   -0.21247E-07    0.15526E-08
     7    0.82343E+03    0.24202E+00    0.34536E-03    0.24202E+00    0.10803E-03   -0.21684E-07    0.34536E-03   -0.21684E-07    0.12456E-08
     8    0.81476E+03    0.30356E+00    0.29092E-03    0.30356E+00    0.17545E-03   -0.22012E-07    0.29092E-03   -0.22012E-07    0.10241E-08
     9    0.81091E+03    0.36952E+00    0.24879E-03    0.36952E+00    0.26920E-03   -0.22284E-07    0.24879E-03   -0.22284E-07    0.85817E-09
    10    0.81076E+03    0.43920E+00    0.21536E-03    0.43920E+00    0.39464E-03   -0.22480E-07    0.21536E-03   -0.22480E-07    0.73012E-09
    11    0.81335E+03    0.51199E+00    0.18843E-03    0.51199E+00    0.55792E-03   -0.22611E-07    0.18843E-03   -0.22611E-07    0.62912E-09
    12    0.81866E+03    0.58775E+00    0.16627E-03    0.58775E+00    0.76518E-03   -0.22659E-07    0.16627E-03   -0.22659E-07    0.54766E-09
    13    0.82566E+03    0.66505E+00    0.14794E-03    0.66505E+00    0.10229E-02   -0.22683E-07    0.14794E-03   -0.22683E-07    0.48113E-09
    14    0.83414E+03    0.74353E+00    0.13247E-03    0.74353E+00    0.13374E-02   -0.22685E-07    0.13247E-03   -0.22685E-07    0.42587E-09
    15    0.84382E+03    0.82248E+00    0.11933E-03    0.82248E+00    0.17162E-02   -0.22690E-07    0.11933E-03   -0.22690E-07    0.37954E-09
    16    0.85493E+03    0.90219E+00    0.10803E-03    0.90219E+00    0.21669E-02   -0.22685E-07    0.10803E-03   -0.22685E-07    0.34026E-09
    17    0.86692E+03    0.98117E+00    0.98256E-04    0.98117E+00    0.26971E-02   -0.22664E-07    0.98256E-04   -0.22664E-07    0.30660E-09
    18    0.87942E+03    0.10586E+01    0.89753E-04    0.10586E+01    0.33127E-02   -0.22625E-07    0.89753E-04   -0.22625E-07    0.27759E-09
    19    0.89355E+03    0.11352E+01    0.82321E-04    0.11352E+01    0.40253E-02   -0.22584E-07    0.82321E-04   -0.22584E-07    0.25240E-09
    20    0.90807E+03    0.12097E+01    0.75740E-04    0.12097E+01    0.48386E-02   -0.22518E-07    0.75740E-04   -0.22518E-07    0.23035E-09
    21    0.92319E+03    0.12813E+01    0.69912E-04    0.12813E+01    0.57618E-02   -0.22442E-07    0.69912E-04   -0.22442E-07    0.21095E-09
    22    0.93882E+03    0.13496E+01    0.64724E-04    0.13496E+01    0.68032E-02   -0.22362E-07    0.64724E-04   -0.22362E-07    0.19381E-09
    23    0.95496E+03    0.14141E+01    0.60084E-04    0.14141E+01    0.79709E-02   -0.22282E-07    0.60084E-04   -0.22282E-07    0.17858E-09
    24    0.97163E+03    0.14738E+01    0.55923E-04    0.14738E+01    0.92721E-02   -0.22187E-07    0.55923E-04   -0.22187E-07    0.16498E-09
    25    0.98876E+03    0.15288E+01    0.52172E-04    0.15288E+01    0.10715E-01   -0.22090E-07    0.52172E-04   -0.22090E-07    0.15280E-09
    26    0.10063E+04    0.15789E+01    0.48772E-04    0.15789E+01    0.12309E-01   -0.21987E-07    0.48772E-04   -0.21987E-07    0.14185E-09
    27    0.10242E+04    0.16233E+01    0.45686E-04    0.16233E+01    0.14060E-01   -0.21883E-07    0.45686E-04   -0.21883E-07    0.13196E-09
    28    0.10425E+04    0.16609E+01    0.42881E-04    0.16609E+01    0.15977E-01   -0.21777E-07    0.42881E-04   -0.21777E-07    0.12300E-09
    29    0.10612E+04    0.16915E+01    0.40324E-04    0.16915E+01    0.18067E-01   -0.21665E-07    0.40324E-04   -0.21665E-07    0.11487E-09
    30    0.10802E+04    0.17157E+01    0.37978E-04    0.17157E+01    0.20338E-01   -0.21549E-07    0.37978E-04   -0.21549E-07    0.10746E-09
    31    0.10995E+04    0.17324E+01    0.35822E-04    0.17324E+01    0.22798E-01   -0.21431E-07    0.35822E-04   -0.21431E-07    0.10069E-09
    32    0.11191E+04    0.17409E+01    0.33842E-04    0.17409E+01    0.25453E-01   -0.21313E-07    0.33842E-04   -0.21313E-07    0.94501E-10
    33    0.11391E+04    0.17399E+01    0.32024E-04    0.17399E+01    0.28312E-01   -0.21195E-07    0.32024E-04   -0.21195E-07    0.88820E-10
    34    0.11593E+04    0.17312E+01    0.30338E-04    0.17312E+01    0.31379E-01   -0.21070E-07    0.30338E-04   -0.21070E-07    0.83594E-10
    35    0.11797E+04    0.17136E+01    0.28776E-04    0.17136E+01    0.34663E-01   -0.20945E-07    0.28776E-04   -0.20945E-07    0.78777E-10
    36    0.12004E+04    0.16862E+01    0.27330E-04    0.16862E+01    0.38170E-01   -0.20821E-07    0.27330E-04   -0.20821E-07    0.74332E-10
    37    0.12215E+04    0.16481E+01    0.25990E-04    0.16481E+01    0.41907E-01   -0.20696E-07    0.25990E-04   -0.20696E-07    0.70220E-10
    38    0.12427E+04    0.16004E+01    0.24741E-04    0.16004E+01    0.45880E-01   -0.20568E-07    0.24741E-04   -0.20568E-07    0.66409E-10
    39    0.12642E+04    0.15426E+01    0.23575E-04    0.15426E+01    0.50091E-01   -0.20439E-07    0.23575E-04   -0.20439E-07    0.62872E-10
    40    0.12859E+04    0.14736E+01    0.22488E-04    0.14736E+01    0.54547E-01   -0.20308E-07    0.22488E-04   -0.20308E-07    0.59585E-10
    41    0.13079E+04    0.13926E+01    0.21474E-04    0.13926E+01    0.59255E-01   -0.20179E-07    0.21474E-04   -0.20179E-07    0.56524E-10
    42    0.13301E+04    0.13005E+01    0.20525E-04    0.13005E+01    0.64221E-01   -0.20049E-07    0.20525E-04   -0.20049E-07    0.53671E-10
