# L    TT    EE    TE    PP    TP
2 1.11847E+03 1.27775E-06 2.80452E-02 1.02388E+06 3.19243E+04
3 1.06493E+03 6.03387E-06 6.40552E-02 1.57450E+06 3.74454E+04
4 1.01852E+03 1.73677E-05 1.09561E-01 2.06298E+06 3.98663E+04
5 9.85910E+02 3.91613E-05 1.63647E-01 2.49299E+06 4.07057E+04
6 9.64814E+02 7.60107E-05 2.25566E-01 2.87115E+06 4.06952E+04
7 9.52332E+02 1.33172E-04 2.94586E-01 3.20518E+06 4.02091E+04
8 9.45739E+02 2.16468E-04 3.69804E-01 3.50132E+06 3.94540E+04
9 9.43805E+02 3.32376E-04 4.50595E-01 3.76520E+06 3.85433E+04
10 9.45563E+02 4.87549E-04 5.36062E-01 4.00043E+06 3.75448E+04
11 9.49958E+02 6.89663E-04 6.25547E-01 4.21166E+06 3.65242E+04
12 9.57166E+02 9.46354E-04 7.18855E-01 4.39994E+06 3.54843E+04
13 9.65957E+02 1.26562E-03 8.14246E-01 4.56986E+06 3.44814E+04
14 9.76241E+02 1.65537E-03 9.11282E-01 4.72175E+06 3.34872E+04
15 9.87581E+02 2.12512E-03 1.00912E+00 4.85905E+06 3.25264E+04
16 1.00050E+03 2.68409E-03 1.10818E+00 4.98256E+06 3.15868E+04
17 1.01421E+03 3.34178E-03 1.20654E+00 5.09279E+06 3.06822E+04
18 1.02846E+03 4.10573E-03 1.30341E+00 5.19238E+06 2.98155E+04
19 1.04437E+03 4.99012E-03 1.39949E+00 5.28186E+06 2.89910E+04
20 1.06063E+03 5.99976E-03 1.49319E+00 5.36159E+06 2.81893E+04
21 1.07750E+03 7.14583E-03 1.58365E+00 5.43270E+06 2.74228E+04
22 1.09482E+03 8.43887E-03 1.67040E+00 5.49643E+06 2.66880E+04
23 1.11267E+03 9.88899E-03 1.75294E+00 5.55304E+06 2.59848E+04
24 1.13104E+03 1.15046E-02 1.82977E+00 5.60271E+06 2.53132E+04
25 1.14976E+03 1.32970E-02 1.90106E+00 5.64666E+06 2.46706E+04
26 1.16901E+03 1.52756E-02 1.96690E+00 5.68507E+06 2.40500E+04
27 1.18861E+03 1.74512E-02 2.02597E+00 5.71821E+06 2.34540E+04
28 1.20848E+03 1.98325E-02 2.07722E+00 5.74678E+06 2.28853E+04
29 1.22887E+03 2.24282E-02 2.12002E+00 5.77086E+06 2.23421E+04
30 1.24944E+03 2.52490E-02 2.15536E+00 5.79099E+06 2.18156E+04
31 1.27036E+03 2.83036E-02 2.18199E+00 5.80708E+06 2.13084E+04
32 1.29155E+03 3.16008E-02 2.19896E+00 5.81991E+06 2.08223E+04
33 1.31308E+03 3.51512E-02 2.20476E+00 5.82958E+06 2.03590E+04
34 1.33497E+03 3.89591E-02 2.20116E+00 5.83609E+06 1.99098E+04
35 1.35695E+03 4.30360E-02 2.18718E+00 5.83978E+06 1.94765E+04
36 1.37927E+03 4.73898E-02 2.16160E+00 5.84101E+06 1.90589E+04
37 1.40186E+03 5.20275E-02 2.12354E+00 5.83978E+06 1.86590E+04
38 1.42472E+03 5.69580E-02 2.07396E+00 5.83626E+06 1.82722E+04
39 1.44775E+03 6.21837E-02 2.01217E+00 5.83072E+06 1.78978E+04
40 1.47104E+03 6.77119E-02 1.93710E+00 5.82317E+06 1.75374E+04
41 1.49460E+03 7.35530E-02 1.84779E+00 5.81385E+06 1.71919E+04
42 1.51842E+03 7.97123E-02 1.74538E+00 5.80286E+06 1.68579E+04
43 1.54242E+03 8.61933E-02 1.63058E+00 5.79038E+06 1.65318E+04
44 1.56650E+03 9.30005E-02 1.50137E+00 5.77631E+06 1.62171E+04
45 1.59103E+03 1.00129E-01 1.35633E+00 5.76093E+06 1.59147E+04
46 1.61582E+03 1.07610E-01 1.19652E+00 5.74423E+06 1.56220E+04
47 1.64069E+03 1.15416E-01 1.02344E+00 5.72639E+06 1.53372E+04
48 1.66575E+03 1.23564E-01 8.35229E-01 5.70749E+06 1.50612E+04
49 1.69115E+03 1.32055E-01 6.30206E-01 5.68753E+06 1.47948E+04
50 1.71690E+03 1.40907E-01 4.09650E-01 5.66661E+06 1.45381E+04
51 1.74257E+03 1.50102E-01 1.75013E-01 5.64490E+06 1.42867E+04
52 1.76877E+03 1.59630E-01 -7.53524E-02 5.62240E+06 1.40432E+04
53 1.79523E+03 1.69519E-01 -3.43205E-01 5.59910E+06 1.38085E+04
54 1.82177E+03 1.79751E-01 -6.27068E-01 5.57511E+06 1.35800E+04
55 1.84849E+03 1.90335E-01 -9.25522E-01 5.55049E+06 1.33576E+04
56 1.87548E+03 2.01261E-01 -1.23995E+00 5.52527E+06 1.31414E+04
