#           k/h    P           
    0.10000E-03    0.29854E+00
    0.10202E-03    0.30439E+00
    0.10408E-03    0.31035E+00
    0.10618E-03    0.31643E+00
    0.10833E-03    0.32262E+00
    0.11052E-03    0.32894E+00
    0.11275E-03    0.33539E+00
    0.11503E-03    0.34195E+00
    0.11735E-03    0.34865E+00
    0.11972E-03    0.35548E+00
    0.12214E-03    0.36244E+00
    0.12461E-03    0.36954E+00
    0.12712E-03    0.37678E+00
    0.12969E-03    0.38416E+00
    0.13231E-03    0.39168E+00
    0.13499E-03    0.39935E+00
    0.13771E-03    0.40717E+00
    0.14049E-03    0.41514E+00
    0.14333E-03    0.42327E+00
    0.14623E-03    0.43156E+00
    0.14918E-03    0.44001E+00
    0.15220E-03    0.44863E+00
    0.15527E-03    0.45741E+00
    0.15841E-03    0.46637E+00
    0.16161E-03    0.47550E+00
    0.16487E-03    0.48481E+00
    0.16820E-03    0.49430E+00
    0.17160E-03    0.50398E+00
    0.17507E-03    0.51385E+00
    0.17860E-03    0.52391E+00
    0.18221E-03    0.53417E+00
    0.18589E-03    0.54463E+00
    0.18965E-03    0.55529E+00
    0.19348E-03    0.56616E+00
    0.19739E-03    0.57724E+00
    0.20138E-03    0.58854E+00
    0.20544E-03    0.60006E+00
    0.20959E-03    0.61181E+00
    0.21383E-03    0.62379E+00
    0.21815E-03    0.63600E+00
    0.22255E-03    0.64844E+00
    0.22705E-03    0.66114E+00
    0.23164E-03    0.67407E+00
    0.23632E-03    0.68727E+00
    0.24109E-03    0.70072E+00
    0.24596E-03    0.71443E+00
    0.25093E-03    0.72841E+00
    0.25600E-03    0.74266E+00
    0.26117E-03    0.75720E+00
    0.26645E-03    0.77201E+00
    0.27183E-03    0.78711E+00
    0.27732E-03    0.80251E+00
    0.28292E-03    0.81821E+00
    0.28864E-03    0.83422E+00
    0.29447E-03    0.85054E+00
    0.30042E-03    0.86717E+00
    0.30649E-03    0.88413E+00
    0.31268E-03    0.90142E+00
    0.31899E-03    0.91905E+00
    0.32544E-03    0.93702E+00
    0.33201E-03    0.95535E+00
    0.33872E-03    0.97402E+00
    0.34556E-03    0.99307E+00
    0.35254E-03    0.10125E+01
    0.35966E-03    0.10323E+01
    0.36693E-03    0.10524E+01
    0.37434E-03    0.10730E+01
    0.38190E-03    0.10940E+01
    0.38962E-03    0.11154E+01
    0.39749E-03    0.11371E+01
    0.40552E-03    0.11594E+01
    0.41371E-03    0.11820E+01
    0.42207E-03    0.12051E+01
    0.43060E-03    0.12286E+01
    0.43929E-03    0.12526E+01
    0.44817E-03    0.12771E+01
    0.45722E-03    0.13020E+01
    0.46646E-03    0.13274E+01
    0.47588E-03    0.13533E+01
    0.48550E-03    0.13797E+01
    0.49530E-03    0.14066E+01
    0.50531E-03    0.14341E+01
    0.51552E-03    0.14620E+01
    0.52593E-03    0.14906E+01
    0.53656E-03    0.15196E+01
    0.54739E-03    0.15492E+01
    0.55845E-03    0.15794E+01
    0.56973E-03    0.16102E+01
    0.58124E-03    0.16416E+01
    0.59299E-03    0.16735E+01
    0.60496E-03    0.17061E+01
    0.61719E-03    0.17393E+01
    0.62965E-03    0.17732E+01
    0.64237E-03    0.18077E+01
    0.65535E-03    0.18428E+01
    0.66859E-03    0.18786E+01
    0.68210E-03    0.19152E+01
    0.69588E-03    0.19524E+01
    0.70993E-03    0.19903E+01
    0.72427E-03    0.20289E+01
    0.73891E-03    0.20683E+01
    0.75383E-03    0.21085E+01
    0.76906E-03    0.21494E+01
    0.78460E-03    0.21910E+01
    0.80045E-03    0.22335E+01
    0.81662E-03    0.22768E+01
    0.83311E-03    0.23209E+01
    0.84994E-03    0.23658E+01
    0.86711E-03    0.24115E+01
    0.88463E-03    0.24582E+01
    0.90250E-03    0.25057E+01
    0.92073E-03    0.25541E+01
    0.93933E-03    0.26034E+01
    0.95831E-03    0.26536E+01
    0.97767E-03    0.27048E+01
    0.99742E-03    0.27569E+01
    0.10176E-02    0.28100E+01
    0.10381E-02    0.28640E+01
    0.10591E-02    0.29191E+01
    0.10805E-02    0.29752E+01
    0.11023E-02    0.30323E+01
    0.11246E-02    0.30905E+01
    0.11473E-02    0.31497E+01
    0.11705E-02    0.32101E+01
    0.11941E-02    0.32715E+01
    0.12182E-02    0.33340E+01
    0.12429E-02    0.33977E+01
    0.12680E-02    0.34625E+01
    0.12936E-02    0.35285E+01
    0.13197E-02    0.35957E+01
    0.13464E-02    0.36641E+01
    0.13736E-02    0.37337E+01
    0.14013E-02    0.38045E+01
    0.14296E-02    0.38766E+01
    0.14585E-02    0.39499E+01
    0.14880E-02    0.40246E+01
    0.15180E-02    0.41005E+01
    0.15487E-02    0.41778E+01
    0.15800E-02    0.42564E+01
    0.16119E-02    0.43364E+01
    0.16445E-02    0.44177E+01
    0.16777E-02    0.45004E+01
    0.17116E-02    0.45845E+01
    0.17462E-02    0.46700E+01
    0.17814E-02    0.47570E+01
    0.18174E-02    0.48454E+01
    0.18541E-02    0.49353E+01
    0.18916E-02    0.50266E+01
    0.19298E-02    0.51195E+01
    0.19688E-02    0.52138E+01
    0.20086E-02    0.53097E+01
    0.20491E-02    0.54070E+01
    0.20905E-02    0.55060E+01
    0.21328E-02    0.56064E+01
    0.21758E-02    0.57085E+01
    0.22198E-02    0.58121E+01
    0.22646E-02    0.59173E+01
    0.23104E-02    0.60241E+01
    0.23571E-02    0.61324E+01
    0.24047E-02    0.62424E+01
    0.24533E-02    0.63540E+01
    0.25028E-02    0.64672E+01
    0.25534E-02    0.65821E+01
    0.26050E-02    0.66985E+01
    0.26576E-02    0.68166E+01
    0.27113E-02    0.69363E+01
    0.27660E-02    0.70576E+01
    0.28219E-02    0.71806E+01
    0.28789E-02    0.73052E+01
    0.29371E-02    0.74314E+01
    0.29964E-02    0.75593E+01
    0.30569E-02    0.76887E+01
    0.31187E-02    0.78198E+01
    0.31817E-02    0.79525E+01
    0.32460E-02    0.80867E+01
    0.33115E-02    0.82226E+01
    0.33784E-02    0.83600E+01
    0.34467E-02    0.84990E+01
    0.35163E-02    0.86395E+01
    0.35874E-02    0.87815E+01
    0.36598E-02    0.89251E+01
    0.37338E-02    0.90702E+01
    0.38092E-02    0.92167E+01
    0.38861E-02    0.93647E+01
    0.39646E-02    0.95141E+01
    0.40447E-02    0.96649E+01
    0.41264E-02    0.98172E+01
    0.42098E-02    0.99707E+01
    0.42948E-02    0.10126E+02
    0.43816E-02    0.10282E+02
    0.44701E-02    0.10439E+02
    0.45604E-02    0.10598E+02
    0.46525E-02    0.10758E+02
    0.47465E-02    0.10919E+02
    0.48424E-02    0.11081E+02
    0.49402E-02    0.11244E+02
    0.50400E-02    0.11409E+02
    0.51419E-02    0.11574E+02
    0.52457E-02    0.11740E+02
    0.53517E-02    0.11907E+02
    0.54598E-02    0.12075E+02
    0.55701E-02    0.12244E+02
    0.56826E-02    0.12414E+02
    0.57974E-02    0.12584E+02
    0.59145E-02    0.12754E+02
    0.60340E-02    0.12925E+02
    0.61559E-02    0.13097E+02
    0.62803E-02    0.13269E+02
    0.64072E-02    0.13441E+02
    0.65366E-02    0.13614E+02
    0.66686E-02    0.13786E+02
    0.68033E-02    0.13959E+02
    0.69408E-02    0.14131E+02
    0.70810E-02    0.14303E+02
    0.72240E-02    0.14475E+02
    0.73700E-02    0.14646E+02
    0.75189E-02    0.14817E+02
    0.76708E-02    0.14987E+02
    0.78257E-02    0.15157E+02
    0.79838E-02    0.15325E+02
    0.81451E-02    0.15492E+02
    0.83096E-02    0.15658E+02
    0.84775E-02    0.15823E+02
    0.86488E-02    0.15986E+02
    0.88235E-02    0.16148E+02
    0.90017E-02    0.16308E+02
    0.91836E-02    0.16466E+02
    0.93691E-02    0.16622E+02
    0.95583E-02    0.16776E+02
    0.97514E-02    0.16928E+02
    0.99484E-02    0.17077E+02
    0.10149E-01    0.17223E+02
    0.10354E-01    0.17367E+02
    0.10564E-01    0.17507E+02
    0.10777E-01    0.17645E+02
    0.10995E-01    0.17779E+02
    0.11217E-01    0.17910E+02
    0.11443E-01    0.18037E+02
    0.11675E-01    0.18159E+02
    0.11910E-01    0.18278E+02
    0.12151E-01    0.18393E+02
    0.12397E-01    0.18503E+02
    0.12647E-01    0.18608E+02
    0.12902E-01    0.18708E+02
    0.13163E-01    0.18802E+02
    0.13429E-01    0.18892E+02
    0.13700E-01    0.18975E+02
    0.13977E-01    0.19053E+02
    0.14259E-01    0.19125E+02
    0.14547E-01    0.19190E+02
    0.14841E-01    0.19249E+02
    0.15141E-01    0.19301E+02
    0.15447E-01    0.19346E+02
    0.15759E-01    0.19385E+02
    0.16077E-01    0.19415E+02
    0.16402E-01    0.19439E+02
    0.16734E-01    0.19455E+02
    0.17072E-01    0.19462E+02
    0.17416E-01    0.19462E+02
    0.17768E-01    0.19454E+02
    0.18127E-01    0.19437E+02
    0.18493E-01    0.19411E+02
    0.18867E-01    0.19377E+02
    0.19248E-01    0.19333E+02
    0.19637E-01    0.19281E+02
    0.20034E-01    0.19220E+02
    0.20438E-01    0.19150E+02
    0.20851E-01    0.19071E+02
    0.21272E-01    0.18982E+02
    0.21702E-01    0.18885E+02
    0.22141E-01    0.18778E+02
    0.22588E-01    0.18662E+02
    0.23044E-01    0.18537E+02
    0.23510E-01    0.18403E+02
    0.23985E-01    0.18261E+02
    0.24469E-01    0.18109E+02
    0.24964E-01    0.17949E+02
    0.25468E-01    0.17781E+02
    0.25982E-01    0.17605E+02
    0.26507E-01    0.17421E+02
    0.27043E-01    0.17230E+02
    0.27589E-01    0.17032E+02
    0.28146E-01    0.16827E+02
    0.28715E-01    0.16616E+02
    0.29295E-01    0.16399E+02
    0.29887E-01    0.16177E+02
    0.30490E-01    0.15950E+02
    0.31106E-01    0.15719E+02
    0.31735E-01    0.15485E+02
    0.32376E-01    0.15247E+02
    0.33030E-01    0.15007E+02
    0.33697E-01    0.14765E+02
    0.34378E-01    0.14523E+02
    0.35072E-01    0.14280E+02
    0.35781E-01    0.14037E+02
    0.36504E-01    0.13795E+02
    0.37241E-01    0.13555E+02
    0.37993E-01    0.13318E+02
    0.38761E-01    0.13083E+02
    0.39544E-01    0.12851E+02
    0.40343E-01    0.12624E+02
    0.41158E-01    0.12402E+02
    0.41989E-01    0.12185E+02
    0.42838E-01    0.11973E+02
    0.43703E-01    0.11768E+02
    0.44586E-01    0.11569E+02
    0.45486E-01    0.11376E+02
    0.46405E-01    0.11191E+02
    0.47343E-01    0.11012E+02
    0.48299E-01    0.10841E+02
    0.49275E-01    0.10676E+02
    0.50270E-01    0.10518E+02
    0.51286E-01    0.10367E+02
    0.52322E-01    0.10221E+02
    0.53379E-01    0.10081E+02
    0.54457E-01    0.99458E+01
    0.55557E-01    0.98147E+01
    0.56680E-01    0.96869E+01
    0.57825E-01    0.95615E+01
    0.58993E-01    0.94375E+01
    0.60184E-01    0.93138E+01
    0.61400E-01    0.91892E+01
    0.62641E-01    0.90627E+01
    0.63906E-01    0.89331E+01
    0.65197E-01    0.87993E+01
    0.66514E-01    0.86602E+01
    0.67858E-01    0.85148E+01
    0.69229E-01    0.83624E+01
    0.70627E-01    0.82022E+01
    0.72054E-01    0.80339E+01
    0.73510E-01    0.78574E+01
    0.74994E-01    0.76726E+01
    0.76509E-01    0.74799E+01
    0.78055E-01    0.72801E+01
    0.79632E-01    0.70742E+01
    0.81241E-01    0.68633E+01
    0.82882E-01    0.66492E+01
    0.84556E-01    0.64334E+01
    0.86264E-01    0.62179E+01
    0.88007E-01    0.60048E+01
    0.89785E-01    0.57961E+01
    0.91598E-01    0.55938E+01
    0.93449E-01    0.53998E+01
    0.95337E-01    0.52158E+01
    0.97263E-01    0.50431E+01
    0.99227E-01    0.48829E+01
    0.10123E+00    0.47358E+01
    0.10328E+00    0.46020E+01
    0.10536E+00    0.44813E+01
    0.10749E+00    0.43731E+01
    0.10966E+00    0.42760E+01
    0.11188E+00    0.41885E+01
    0.11414E+00    0.41086E+01
    0.11644E+00    0.40339E+01
    0.11880E+00    0.39617E+01
    0.12120E+00    0.38895E+01
    0.12365E+00    0.38147E+01
    0.12614E+00    0.37350E+01
    0.12869E+00    0.36485E+01
    0.13129E+00    0.35540E+01
    0.13394E+00    0.34510E+01
    0.13665E+00    0.33399E+01
    0.13941E+00    0.32219E+01
    0.14223E+00    0.30989E+01
    0.14510E+00    0.29736E+01
    0.14803E+00    0.28488E+01
    0.15102E+00    0.27275E+01
    0.15407E+00    0.26126E+01
    0.15718E+00    0.25064E+01
    0.16036E+00    0.24106E+01
    0.16360E+00    0.23260E+01
    0.16690E+00    0.22525E+01
    0.17028E+00    0.21891E+01
    0.17371E+00    0.21340E+01
    0.17722E+00    0.20846E+01
    0.18080E+00    0.20380E+01
    0.18446E+00    0.19912E+01
    0.18818E+00    0.19416E+01
    0.19198E+00    0.18872E+01
    0.19586E+00    0.18271E+01
    0.19982E+00    0.17613E+01
    0.20386E+00    0.16914E+01
    0.20797E+00    0.16193E+01
    0.21218E+00    0.15479E+01
    0.21646E+00    0.14799E+01
    0.22083E+00    0.14174E+01
    0.22530E+00    0.13618E+01
    0.22985E+00    0.13135E+01
    0.23449E+00    0.12716E+01
    0.23923E+00    0.12346E+01
    0.24406E+00    0.12002E+01
    0.24899E+00    0.11660E+01
    0.25402E+00    0.11301E+01
    0.25915E+00    0.10914E+01
    0.26439E+00    0.10499E+01
    0.26973E+00    0.10067E+01
    0.27518E+00    0.96330E+00
    0.28074E+00    0.92172E+00
    0.28641E+00    0.88343E+00
    0.29219E+00    0.84918E+00
    0.29810E+00    0.81881E+00
    0.30412E+00    0.79134E+00
    0.31026E+00    0.76533E+00
    0.31653E+00    0.73938E+00
    0.32292E+00    0.71255E+00
    0.32945E+00    0.68469E+00
    0.33610E+00    0.65640E+00
    0.34289E+00    0.62867E+00
    0.34982E+00    0.60251E+00
    0.35689E+00    0.57850E+00
    0.36409E+00    0.55658E+00
    0.37145E+00    0.53617E+00
    0.37895E+00    0.51647E+00
    0.38661E+00    0.49684E+00
    0.39442E+00    0.47706E+00
    0.40239E+00    0.45738E+00
    0.41052E+00    0.43833E+00
    0.41881E+00    0.42034E+00
    0.42727E+00    0.40356E+00
    0.43590E+00    0.38779E+00
    0.44471E+00    0.37263E+00
    0.45369E+00    0.35777E+00
    0.46286E+00    0.34314E+00
    0.47221E+00    0.32888E+00
    0.48174E+00    0.31522E+00
    0.49148E+00    0.30229E+00
    0.50141E+00    0.29002E+00
    0.51153E+00    0.27823E+00
    0.52187E+00    0.26679E+00
    0.53241E+00    0.25568E+00
    0.54317E+00    0.24496E+00
    0.55414E+00    0.23472E+00
    0.56533E+00    0.22495E+00
    0.57675E+00    0.21558E+00
    0.58840E+00    0.20655E+00
    0.60029E+00    0.19783E+00
    0.61242E+00    0.18945E+00
    0.62479E+00    0.18143E+00
    0.63741E+00    0.17375E+00
    0.65029E+00    0.16637E+00
    0.66342E+00    0.15927E+00
    0.67683E+00    0.15246E+00
    0.69050E+00    0.14592E+00
    0.70445E+00    0.13965E+00
    0.71868E+00    0.13364E+00
    0.73320E+00    0.12788E+00
    0.74801E+00    0.12235E+00
    0.76312E+00    0.11705E+00
    0.77854E+00    0.11196E+00
    0.79426E+00    0.10709E+00
    0.81031E+00    0.10242E+00
    0.82668E+00    0.97938E-01
    0.84338E+00    0.93646E-01
    0.86041E+00    0.89533E-01
    0.87780E+00    0.85593E-01
    0.89553E+00    0.81818E-01
    0.91362E+00    0.78203E-01
    0.93208E+00    0.74741E-01
    0.95091E+00    0.71425E-01
    0.97011E+00    0.68251E-01
    0.98971E+00    0.65212E-01
    0.10097E+01    0.62302E-01
    0.10301E+01    0.59516E-01
    0.10509E+01    0.56850E-01
    0.10721E+01    0.54299E-01
    0.10938E+01    0.51858E-01
    0.11159E+01    0.49522E-01
    0.11384E+01    0.47288E-01
    0.11614E+01    0.45151E-01
    0.11849E+01    0.43106E-01
    0.12088E+01    0.41151E-01
    0.12333E+01    0.39282E-01
    0.12582E+01    0.37494E-01
    0.12836E+01    0.35785E-01
    0.13095E+01    0.34150E-01
    0.13360E+01    0.32588E-01
    0.13630E+01    0.31095E-01
    0.13905E+01    0.29669E-01
    0.14186E+01    0.28305E-01
    0.14472E+01    0.27002E-01
    0.14765E+01    0.25757E-01
    0.15063E+01    0.24568E-01
    0.15367E+01    0.23432E-01
    0.15678E+01    0.22346E-01
    0.15994E+01    0.21310E-01
    0.16318E+01    0.20320E-01
    0.16647E+01    0.19375E-01
    0.16984E+01    0.18472E-01
    0.17327E+01    0.17610E-01
    0.17677E+01    0.16788E-01
    0.18034E+01    0.16002E-01
    0.18398E+01    0.15253E-01
    0.18770E+01    0.14537E-01
    0.19149E+01    0.13854E-01
    0.19536E+01    0.13202E-01
    0.19930E+01    0.12581E-01
    0.20333E+01    0.11987E-01
    0.20744E+01    0.11421E-01
    0.21163E+01    0.10881E-01
    0.21590E+01    0.10366E-01
    0.22026E+01    0.98744E-02
    0.22471E+01    0.94057E-02
    0.22925E+01    0.89587E-02
    0.23388E+01    0.85324E-02
    0.23861E+01    0.81259E-02
    0.24343E+01    0.77383E-02
    0.24835E+01    0.73688E-02
    0.25336E+01    0.70165E-02
    0.25848E+01    0.66806E-02
    0.26370E+01    0.63605E-02
    0.26903E+01    0.60553E-02
    0.27447E+01    0.57645E-02
    0.28001E+01    0.54873E-02
    0.28567E+01    0.52231E-02
    0.29144E+01    0.49714E-02
    0.29733E+01    0.47316E-02
    0.30333E+01    0.45031E-02
    0.30946E+01    0.42854E-02
    0.31571E+01    0.40780E-02
    0.32209E+01    0.38804E-02
    0.32860E+01    0.36922E-02
    0.33523E+01    0.35129E-02
    0.34201E+01    0.33422E-02
    0.34892E+01    0.31796E-02
    0.35596E+01    0.30248E-02
    0.36316E+01    0.28773E-02
    0.37049E+01    0.27370E-02
    0.37798E+01    0.26033E-02
    0.38561E+01    0.24760E-02
    0.39340E+01    0.23549E-02
    0.40135E+01    0.22395E-02
    0.40946E+01    0.21297E-02
    0.41773E+01    0.20252E-02
    0.42617E+01    0.19257E-02
    0.43478E+01    0.18311E-02
    0.44356E+01    0.17410E-02
    0.45252E+01    0.16552E-02
    0.46166E+01    0.15736E-02
    0.47099E+01    0.14960E-02
    0.48050E+01    0.14221E-02
    0.49021E+01    0.13518E-02
    0.50011E+01    0.12850E-02
    0.51021E+01    0.12214E-02
    0.52052E+01    0.11608E-02
    0.53104E+01    0.11033E-02
    0.54176E+01    0.10485E-02
    0.55271E+01    0.99644E-03
    0.56387E+01    0.94690E-03
    0.57526E+01    0.89979E-03
    0.58689E+01    0.85499E-03
    0.59874E+01    0.81238E-03
    0.61084E+01    0.77187E-03
    0.62318E+01    0.73334E-03
    0.63577E+01    0.69672E-03
    0.64861E+01    0.66189E-03
    0.66171E+01    0.62878E-03
    0.67508E+01    0.59730E-03
    0.68872E+01    0.56738E-03
    0.70263E+01    0.53893E-03
    0.71682E+01    0.51189E-03
    0.73130E+01    0.48619E-03
    0.74608E+01    0.46176E-03
    0.76115E+01    0.43854E-03
    0.77653E+01    0.41647E-03
    0.79221E+01    0.39550E-03
    0.80822E+01    0.37557E-03
    0.82454E+01    0.35664E-03
    0.84120E+01    0.33864E-03
    0.85819E+01    0.32154E-03
    0.87553E+01    0.30529E-03
    0.89322E+01    0.28986E-03
    0.91126E+01    0.27519E-03
    0.92967E+01    0.26126E-03
    0.94845E+01    0.24802E-03
    0.96761E+01    0.23545E-03
    0.98716E+01    0.22351E-03
    0.10071E+02    0.21216E-03
    0.10274E+02    0.20139E-03
    0.10482E+02    0.19115E-03
    0.10694E+02    0.18143E-03
    0.10910E+02    0.17220E-03
    0.11130E+02    0.16343E-03
    0.11355E+02    0.15510E-03
    0.11584E+02    0.14719E-03
    0.11818E+02    0.13969E-03
    0.12057E+02    0.13256E-03
    0.12301E+02    0.12579E-03
    0.12549E+02    0.11936E-03
    0.12803E+02    0.11325E-03
    0.13061E+02    0.10746E-03
    0.13325E+02    0.10196E-03
    0.13594E+02    0.96736E-04
    0.13869E+02    0.91778E-04
    0.14149E+02    0.87072E-04
    0.14435E+02    0.82604E-04
    0.14727E+02    0.78364E-04
    0.15024E+02    0.74338E-04
    0.15328E+02    0.70518E-04
    0.15637E+02    0.66892E-04
    0.15953E+02    0.63450E-04
    0.16275E+02    0.60184E-04
    0.16604E+02    0.57084E-04
    0.16940E+02    0.54142E-04
    0.17282E+02    0.51351E-04
    0.17631E+02    0.48702E-04
    0.17987E+02    0.46188E-04
    0.18351E+02    0.43803E-04
    0.18721E+02    0.41540E-04
    0.19099E+02    0.39393E-04
    0.19485E+02    0.37355E-04
    0.19879E+02    0.35422E-04
    0.20280E+02    0.33589E-04
    0.20690E+02    0.31849E-04
    0.21108E+02    0.30198E-04
    0.21535E+02    0.28633E-04
    0.21970E+02    0.27147E-04
    0.22413E+02    0.25739E-04
