#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.489382E+06   0.489382E+06   0.652186E+06   0.652167E+06   0.563982E+06   0.490087E+06   0.489382E+06   0.495694E+06  -0.602646E+00   0.487713E+06   0.487713E+06   0.146507E+01
   0.798228E-04   0.489380E+06   0.489379E+06   0.652102E+06   0.652079E+06   0.563924E+06   0.490084E+06   0.489380E+06   0.495691E+06  -0.602642E+00   0.487711E+06   0.487711E+06   0.163723E+01
   0.892035E-04   0.489377E+06   0.489376E+06   0.651998E+06   0.651968E+06   0.563851E+06   0.490080E+06   0.489377E+06   0.495686E+06  -0.602636E+00   0.487708E+06   0.487708E+06   0.182962E+01
   0.996866E-04   0.489373E+06   0.489372E+06   0.651867E+06   0.651831E+06   0.563761E+06   0.490076E+06   0.489373E+06   0.495680E+06  -0.602629E+00   0.487704E+06   0.487704E+06   0.204460E+01
   0.111402E-03   0.489369E+06   0.489367E+06   0.651704E+06   0.651659E+06   0.563647E+06   0.490070E+06   0.489368E+06   0.495673E+06  -0.602619E+00   0.487700E+06   0.487699E+06   0.228484E+01
   0.124493E-03   0.489363E+06   0.489361E+06   0.651501E+06   0.651444E+06   0.563506E+06   0.490063E+06   0.489363E+06   0.495664E+06  -0.602608E+00   0.487694E+06   0.487694E+06   0.255329E+01
   0.139124E-03   0.489356E+06   0.489354E+06   0.651247E+06   0.651176E+06   0.563329E+06   0.490054E+06   0.489355E+06   0.495653E+06  -0.602594E+00   0.487686E+06   0.487686E+06   0.285327E+01
   0.155474E-03   0.489347E+06   0.489344E+06   0.650930E+06   0.650842E+06   0.563108E+06   0.490043E+06   0.489346E+06   0.495640E+06  -0.602576E+00   0.487677E+06   0.487677E+06   0.318847E+01
   0.173745E-03   0.489335E+06   0.489333E+06   0.650534E+06   0.650424E+06   0.562833E+06   0.490029E+06   0.489335E+06   0.495623E+06  -0.602554E+00   0.487666E+06   0.487666E+06   0.356302E+01
   0.194163E-03   0.489322E+06   0.489318E+06   0.650041E+06   0.649903E+06   0.562489E+06   0.490012E+06   0.489321E+06   0.495601E+06  -0.602526E+00   0.487652E+06   0.487651E+06   0.398152E+01
   0.216981E-03   0.489304E+06   0.489300E+06   0.649424E+06   0.649253E+06   0.562060E+06   0.489990E+06   0.489303E+06   0.495574E+06  -0.602492E+00   0.487634E+06   0.487633E+06   0.444912E+01
   0.242480E-03   0.489282E+06   0.489277E+06   0.648656E+06   0.648441E+06   0.561525E+06   0.489964E+06   0.489281E+06   0.495541E+06  -0.602449E+00   0.487612E+06   0.487611E+06   0.497154E+01
   0.270976E-03   0.489255E+06   0.489248E+06   0.647697E+06   0.647430E+06   0.560857E+06   0.489930E+06   0.489254E+06   0.495499E+06  -0.602395E+00   0.487584E+06   0.487583E+06   0.555519E+01
   0.302821E-03   0.489221E+06   0.489212E+06   0.646501E+06   0.646168E+06   0.560024E+06   0.489888E+06   0.489220E+06   0.495447E+06  -0.602328E+00   0.487550E+06   0.487548E+06   0.620719E+01
   0.338408E-03   0.489179E+06   0.489168E+06   0.645010E+06   0.644595E+06   0.558986E+06   0.489836E+06   0.489177E+06   0.495382E+06  -0.602244E+00   0.487507E+06   0.487505E+06   0.693548E+01
   0.378178E-03   0.489126E+06   0.489112E+06   0.643153E+06   0.642637E+06   0.557692E+06   0.489771E+06   0.489124E+06   0.495301E+06  -0.602140E+00   0.487453E+06   0.487451E+06   0.774890E+01
   0.422621E-03   0.489060E+06   0.489043E+06   0.640840E+06   0.640198E+06   0.556081E+06   0.489690E+06   0.489057E+06   0.495200E+06  -0.602009E+00   0.487386E+06   0.487383E+06   0.865727E+01
   0.472287E-03   0.488978E+06   0.488956E+06   0.637962E+06   0.637164E+06   0.554075E+06   0.489589E+06   0.488974E+06   0.495075E+06  -0.601847E+00   0.487303E+06   0.487299E+06   0.967149E+01
   0.527790E-03   0.488875E+06   0.488848E+06   0.634383E+06   0.633394E+06   0.551581E+06   0.489463E+06   0.488871E+06   0.494918E+06  -0.601645E+00   0.487198E+06   0.487194E+06   0.108037E+02
   0.589815E-03   0.488747E+06   0.488714E+06   0.629940E+06   0.628715E+06   0.548483E+06   0.489306E+06   0.488742E+06   0.494722E+06  -0.601393E+00   0.487068E+06   0.487063E+06   0.120671E+02
   0.659130E-03   0.488587E+06   0.488546E+06   0.624430E+06   0.622915E+06   0.544638E+06   0.489110E+06   0.488581E+06   0.494479E+06  -0.601079E+00   0.486906E+06   0.486899E+06   0.134767E+02
   0.736590E-03   0.488388E+06   0.488337E+06   0.617608E+06   0.615741E+06   0.539877E+06   0.488867E+06   0.488380E+06   0.494177E+06  -0.600688E+00   0.486704E+06   0.486695E+06   0.150485E+02
   0.823153E-03   0.488141E+06   0.488076E+06   0.609183E+06   0.606888E+06   0.533991E+06   0.488564E+06   0.488131E+06   0.493802E+06  -0.600203E+00   0.486452E+06   0.486441E+06   0.168004E+02
   0.919889E-03   0.487832E+06   0.487752E+06   0.598805E+06   0.595996E+06   0.526734E+06   0.488187E+06   0.487820E+06   0.493336E+06  -0.599601E+00   0.486138E+06   0.486125E+06   0.187518E+02
