#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.93805E+03    0.11653E-05    0.00000E+00    0.25766E-01    0.47595E-07    0.27555E-02   -0.40070E-07
     3    0.90693E+03    0.55131E-05    0.00000E+00    0.58450E-01    0.57907E-07    0.27405E-02   -0.68048E-07
     4    0.87672E+03    0.15890E-04    0.00000E+00    0.99800E-01    0.66792E-07    0.26704E-02   -0.95546E-07
     5    0.85527E+03    0.35867E-04    0.00000E+00    0.14903E+00    0.74520E-07    0.25816E-02   -0.12296E-06
     6    0.84179E+03    0.69679E-04    0.00000E+00    0.20549E+00    0.81272E-07    0.24881E-02   -0.15006E-06
     7    0.83445E+03    0.12217E-03    0.00000E+00    0.26851E+00    0.87224E-07    0.23955E-02   -0.17691E-06
     8    0.83132E+03    0.19872E-03    0.00000E+00    0.33730E+00    0.92503E-07    0.23058E-02   -0.20374E-06
     9    0.83167E+03    0.30530E-03    0.00000E+00    0.41132E+00    0.97214E-07    0.22199E-02   -0.23076E-06
    10    0.83465E+03    0.44807E-03    0.00000E+00    0.48972E+00    0.10142E-06    0.21379E-02   -0.25753E-06
    11    0.83962E+03    0.63412E-03    0.00000E+00    0.57196E+00    0.10521E-06    0.20611E-02   -0.28395E-06
    12    0.84676E+03    0.87049E-03    0.00000E+00    0.65785E+00    0.10858E-06    0.19878E-02   -0.30955E-06
    13    0.85503E+03    0.11646E-02    0.00000E+00    0.74584E+00    0.11164E-06    0.19201E-02   -0.33495E-06
    14    0.86435E+03    0.15239E-02    0.00000E+00    0.83552E+00    0.11438E-06    0.18554E-02   -0.36007E-06
    15    0.87452E+03    0.19569E-02    0.00000E+00    0.92615E+00    0.11686E-06    0.17948E-02   -0.38531E-06
    16    0.88584E+03    0.24724E-02    0.00000E+00    0.10180E+01    0.11910E-06    0.17368E-02   -0.41040E-06
    17    0.89781E+03    0.30791E-02    0.00000E+00    0.11097E+01    0.12109E-06    0.16820E-02   -0.43520E-06
    18    0.91003E+03    0.37839E-02    0.00000E+00    0.12001E+01    0.12290E-06    0.16301E-02   -0.45963E-06
    19    0.92365E+03    0.46000E-02    0.00000E+00    0.12901E+01    0.12453E-06    0.15815E-02   -0.48398E-06
    20    0.93749E+03    0.55319E-02    0.00000E+00    0.13781E+01    0.12598E-06    0.15347E-02   -0.50770E-06
    21    0.95173E+03    0.65900E-02    0.00000E+00    0.14635E+01    0.12727E-06    0.14904E-02   -0.53106E-06
    22    0.96633E+03    0.77838E-02    0.00000E+00    0.15458E+01    0.12843E-06    0.14482E-02   -0.55419E-06
    23    0.98127E+03    0.91227E-02    0.00000E+00    0.16245E+01    0.12946E-06    0.14080E-02   -0.57713E-06
    24    0.99657E+03    0.10615E-01    0.00000E+00    0.16983E+01    0.13036E-06    0.13699E-02   -0.59958E-06
    25    0.10122E+04    0.12271E-01    0.00000E+00    0.17673E+01    0.13116E-06    0.13336E-02   -0.62177E-06
    26    0.10281E+04    0.14098E-01    0.00000E+00    0.18316E+01    0.13186E-06    0.12987E-02   -0.64361E-06
    27    0.10443E+04    0.16108E-01    0.00000E+00    0.18901E+01    0.13245E-06    0.12653E-02   -0.66517E-06
    28    0.10607E+04    0.18307E-01    0.00000E+00    0.19418E+01    0.13297E-06    0.12335E-02   -0.68645E-06
    29    0.10775E+04    0.20706E-01    0.00000E+00    0.19861E+01    0.13339E-06    0.12033E-02   -0.70735E-06
    30    0.10944E+04    0.23311E-01    0.00000E+00    0.20239E+01    0.13375E-06    0.11740E-02   -0.72789E-06
    31    0.11115E+04    0.26133E-01    0.00000E+00    0.20540E+01    0.13403E-06    0.11459E-02   -0.74812E-06
    32    0.11288E+04    0.29180E-01    0.00000E+00    0.20757E+01    0.13425E-06    0.11190E-02   -0.76812E-06
    33    0.11464E+04    0.32460E-01    0.00000E+00    0.20876E+01    0.13440E-06    0.10933E-02   -0.78785E-06
    34    0.11642E+04    0.35978E-01    0.00000E+00    0.20910E+01    0.13450E-06    0.10686E-02   -0.80709E-06
    35    0.11821E+04    0.39744E-01    0.00000E+00    0.20854E+01    0.13455E-06    0.10447E-02   -0.82601E-06
    36    0.12001E+04    0.43766E-01    0.00000E+00    0.20696E+01    0.13455E-06    0.10217E-02   -0.84471E-06
    37    0.12184E+04    0.48051E-01    0.00000E+00    0.20430E+01    0.13450E-06    0.99965E-03   -0.86318E-06
    38    0.12369E+04    0.52605E-01    0.00000E+00    0.20059E+01    0.13440E-06    0.97839E-03   -0.88122E-06
    39    0.12556E+04    0.57432E-01    0.00000E+00    0.19580E+01    0.13427E-06    0.95787E-03   -0.89889E-06
    40    0.12744E+04    0.62537E-01    0.00000E+00    0.18982E+01    0.13410E-06    0.93814E-03   -0.91627E-06
    41    0.12934E+04    0.67932E-01    0.00000E+00    0.18260E+01    0.13390E-06    0.91918E-03   -0.93344E-06
    42    0.13126E+04    0.73619E-01    0.00000E+00    0.17421E+01    0.13366E-06    0.90086E-03   -0.95030E-06
    43    0.13320E+04    0.79605E-01    0.00000E+00    0.16473E+01    0.13339E-06    0.88302E-03   -0.96677E-06
    44    0.13514E+04    0.85884E-01    0.00000E+00    0.15397E+01    0.13309E-06    0.86577E-03   -0.98293E-06
    45    0.13711E+04    0.92469E-01    0.00000E+00    0.14180E+01    0.13277E-06    0.84923E-03   -0.99883E-06
    46    0.13910E+04    0.99371E-01    0.00000E+00    0.12832E+01    0.13242E-06    0.83325E-03   -0.10144E-05
    47    0.14110E+04    0.10658E+00    0.00000E+00    0.11365E+01    0.13205E-06    0.81768E-03   -0.10296E-05
    48    0.14311E+04    0.11410E+00    0.00000E+00    0.97623E+00    0.13166E-06    0.80259E-03   -0.10446E-05
    49    0.14514E+04    0.12193E+00    0.00000E+00    0.80132E+00    0.13124E-06    0.78807E-03   -0.10593E-05
    50    0.14721E+04    0.13010E+00    0.00000E+00    0.61256E+00    0.13081E-06    0.77401E-03   -0.10737E-05
    51    0.14927E+04    0.13858E+00    0.00000E+00    0.41099E+00    0.13036E-06    0.76032E-03   -0.10877E-05
    52    0.15137E+04    0.14736E+00    0.00000E+00    0.19543E+00    0.12990E-06    0.74704E-03   -0.11014E-05
    53    0.15350E+04    0.15648E+00    0.00000E+00   -0.35438E-01    0.12941E-06    0.73423E-03   -0.11149E-05
    54    0.15563E+04    0.16592E+00    0.00000E+00   -0.28055E+00    0.12892E-06    0.72180E-03   -0.11281E-05
    55    0.15777E+04    0.17567E+00    0.00000E+00   -0.53887E+00    0.12841E-06    0.70966E-03   -0.11409E-05
    56    0.15994E+04    0.18574E+00    0.00000E+00   -0.81143E+00    0.12789E-06    0.69788E-03   -0.11534E-05
    57    0.16214E+04    0.19612E+00    0.00000E+00   -0.10994E+01    0.12736E-06    0.68650E-03   -0.11658E-05
    58    0.16436E+04    0.20683E+00    0.00000E+00   -0.14020E+01    0.12682E-06    0.67546E-03   -0.11778E-05
    59    0.16659E+04    0.21785E+00    0.00000E+00   -0.17183E+01    0.12627E-06    0.66465E-03   -0.11895E-05
    60    0.16883E+04    0.22916E+00    0.00000E+00   -0.20471E+01    0.12571E-06    0.65412E-03   -0.12008E-05
    61    0.17113E+04    0.24075E+00    0.00000E+00   -0.23880E+01    0.12514E-06    0.64388E-03   -0.12118E-05
    62    0.17343E+04    0.25263E+00    0.00000E+00   -0.27423E+01    0.12456E-06    0.63395E-03   -0.12226E-05
    63    0.17574E+04    0.26479E+00    0.00000E+00   -0.31116E+01    0.12398E-06    0.62430E-03   -0.12331E-05
    64    0.17810E+04    0.27728E+00    0.00000E+00   -0.34978E+01    0.12339E-06    0.61492E-03   -0.12434E-05
    65    0.18046E+04    0.29010E+00    0.00000E+00   -0.39019E+01    0.12280E-06    0.60580E-03   -0.12534E-05
    66    0.18284E+04    0.30322E+00    0.00000E+00   -0.43227E+01    0.12220E-06    0.59691E-03   -0.12631E-05
    67    0.18524E+04    0.31660E+00    0.00000E+00   -0.47578E+01    0.12160E-06    0.58825E-03   -0.12725E-05
    68    0.18768E+04    0.33028E+00    0.00000E+00   -0.52056E+01    0.12099E-06    0.57981E-03   -0.12816E-05
    69    0.19013E+04    0.34419E+00    0.00000E+00   -0.56632E+01    0.12038E-06    0.57157E-03   -0.12905E-05
    70    0.19262E+04    0.35833E+00    0.00000E+00   -0.61311E+01    0.11977E-06    0.56352E-03   -0.12990E-05
    71    0.19513E+04    0.37268E+00    0.00000E+00   -0.66106E+01    0.11915E-06    0.55567E-03   -0.13073E-05
    72    0.19767E+04    0.38721E+00    0.00000E+00   -0.71028E+01    0.11853E-06    0.54800E-03   -0.13153E-05
    73    0.20022E+04    0.40193E+00    0.00000E+00   -0.76084E+01    0.11791E-06    0.54051E-03   -0.13229E-05
    74    0.20279E+04    0.41682E+00    0.00000E+00   -0.81268E+01    0.11729E-06    0.53319E-03   -0.13304E-05
    75    0.20538E+04    0.43191E+00    0.00000E+00   -0.86567E+01    0.11666E-06    0.52604E-03   -0.13375E-05
