#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11662E+04    0.28124E-01    0.14732E-02    0.28124E-01    0.12838E-05   -0.18215E-07    0.14732E-02   -0.18215E-07    0.81103E-08
     3    0.11034E+04    0.64413E-01    0.10200E-02    0.64413E-01    0.60573E-05   -0.21918E-07    0.10200E-02   -0.21918E-07    0.49256E-08
     4    0.10507E+04    0.11025E+00    0.76143E-03    0.11025E+00    0.17425E-04   -0.23854E-07    0.76143E-03   -0.23854E-07    0.34015E-08
     5    0.10138E+04    0.16469E+00    0.59577E-03    0.16469E+00    0.39271E-04   -0.25066E-07    0.59577E-03   -0.25066E-07    0.25241E-08
     6    0.98968E+03    0.22696E+00    0.48165E-03    0.22696E+00    0.76196E-04   -0.25851E-07    0.48165E-03   -0.25851E-07    0.19615E-08
     7    0.97510E+03    0.29633E+00    0.39894E-03    0.29633E+00    0.13346E-03   -0.26388E-07    0.39894E-03   -0.26388E-07    0.15749E-08
     8    0.96705E+03    0.37189E+00    0.33666E-03    0.37189E+00    0.21686E-03   -0.26793E-07    0.33666E-03   -0.26793E-07    0.12958E-08
     9    0.96415E+03    0.45298E+00    0.28835E-03    0.45298E+00    0.33289E-03   -0.27132E-07    0.28835E-03   -0.27132E-07    0.10867E-08
    10    0.96519E+03    0.53871E+00    0.24996E-03    0.53871E+00    0.48820E-03   -0.27378E-07    0.24996E-03   -0.27378E-07    0.92530E-09
    11    0.96918E+03    0.62841E+00    0.21899E-03    0.62841E+00    0.69045E-03   -0.27544E-07    0.21899E-03   -0.27544E-07    0.79793E-09
    12    0.97615E+03    0.72188E+00    0.19347E-03    0.72188E+00    0.94724E-03   -0.27610E-07    0.19347E-03   -0.27610E-07    0.69515E-09
    13    0.98489E+03    0.81736E+00    0.17234E-03    0.81736E+00    0.12666E-02   -0.27647E-07    0.17234E-03   -0.27647E-07    0.61118E-09
    14    0.99521E+03    0.91441E+00    0.15448E-03    0.91441E+00    0.16565E-02   -0.27656E-07    0.15448E-03   -0.27656E-07    0.54140E-09
    15    0.10068E+04    0.10122E+01    0.13930E-03    0.10122E+01    0.21262E-02   -0.27670E-07    0.13930E-03   -0.27670E-07    0.48287E-09
    16    0.10200E+04    0.11110E+01    0.12622E-03    0.11110E+01    0.26851E-02   -0.27672E-07    0.12622E-03   -0.27672E-07    0.43323E-09
    17    0.10341E+04    0.12092E+01    0.11491E-03    0.12092E+01    0.33427E-02   -0.27653E-07    0.11491E-03   -0.27653E-07    0.39066E-09
    18    0.10488E+04    0.13056E+01    0.10506E-03    0.13056E+01    0.41064E-02   -0.27612E-07    0.10506E-03   -0.27612E-07    0.35397E-09
    19    0.10652E+04    0.14012E+01    0.96444E-04    0.14012E+01    0.49904E-02   -0.27569E-07    0.96444E-04   -0.27569E-07    0.32208E-09
    20    0.10821E+04    0.14943E+01    0.88808E-04    0.14943E+01    0.59997E-02   -0.27496E-07    0.88808E-04   -0.27496E-07    0.29416E-09
    21    0.10996E+04    0.15840E+01    0.82040E-04    0.15840E+01    0.71452E-02   -0.27410E-07    0.82040E-04   -0.27410E-07    0.26959E-09
    22    0.11176E+04    0.16699E+01    0.76012E-04    0.16699E+01    0.84375E-02   -0.27320E-07    0.76012E-04   -0.27320E-07    0.24786E-09
    23    0.11362E+04    0.17513E+01    0.70617E-04    0.17513E+01    0.98867E-02   -0.27228E-07    0.70617E-04   -0.27228E-07    0.22855E-09
    24    0.11554E+04    0.18270E+01    0.65777E-04    0.18270E+01    0.11502E-01   -0.27119E-07    0.65777E-04   -0.27119E-07    0.21130E-09
    25    0.11750E+04    0.18970E+01    0.61412E-04    0.18970E+01    0.13293E-01   -0.27006E-07    0.61412E-04   -0.27006E-07    0.19584E-09
    26    0.11951E+04    0.19613E+01    0.57452E-04    0.19613E+01    0.15270E-01   -0.26887E-07    0.57452E-04   -0.26887E-07    0.18193E-09
    27    0.12156E+04    0.20188E+01    0.53855E-04    0.20188E+01    0.17444E-01   -0.26766E-07    0.53855E-04   -0.26766E-07    0.16936E-09
    28    0.12365E+04    0.20682E+01    0.50584E-04    0.20682E+01    0.19823E-01   -0.26642E-07    0.50584E-04   -0.26642E-07    0.15798E-09
    29    0.12578E+04    0.21091E+01    0.47603E-04    0.21091E+01    0.22418E-01   -0.26511E-07    0.47603E-04   -0.26511E-07    0.14763E-09
    30    0.12795E+04    0.21423E+01    0.44865E-04    0.21423E+01    0.25236E-01   -0.26374E-07    0.44865E-04   -0.26374E-07    0.13821E-09
    31    0.13014E+04    0.21666E+01    0.42347E-04    0.21666E+01    0.28288E-01   -0.26235E-07    0.42347E-04   -0.26235E-07    0.12960E-09
    32    0.13238E+04    0.21809E+01    0.40035E-04    0.21809E+01    0.31584E-01   -0.26096E-07    0.40035E-04   -0.26096E-07    0.12171E-09
    33    0.13464E+04    0.21840E+01    0.37909E-04    0.21840E+01    0.35131E-01   -0.25956E-07    0.37909E-04   -0.25956E-07    0.11447E-09
    34    0.13694E+04    0.21776E+01    0.35939E-04    0.21776E+01    0.38937E-01   -0.25809E-07    0.35939E-04   -0.25809E-07    0.10781E-09
    35    0.13926E+04    0.21605E+01    0.34112E-04    0.21605E+01    0.43011E-01   -0.25660E-07    0.34112E-04   -0.25660E-07    0.10167E-09
    36    0.14161E+04    0.21316E+01    0.32418E-04    0.21316E+01    0.47363E-01   -0.25512E-07    0.32418E-04   -0.25512E-07    0.95994E-10
    37    0.14399E+04    0.20900E+01    0.30849E-04    0.20900E+01    0.51998E-01   -0.25364E-07    0.30849E-04   -0.25364E-07    0.90745E-10
    38    0.14640E+04    0.20367E+01    0.29385E-04    0.20367E+01    0.56926E-01   -0.25213E-07    0.29385E-04   -0.25213E-07    0.85878E-10
    39    0.14884E+04    0.19711E+01    0.28019E-04    0.19711E+01    0.62149E-01   -0.25058E-07    0.28019E-04   -0.25058E-07    0.81358E-10
    40    0.15129E+04    0.18919E+01    0.26745E-04    0.18919E+01    0.67675E-01   -0.24903E-07    0.26745E-04   -0.24903E-07    0.77156E-10
    41    0.15379E+04    0.17983E+01    0.25556E-04    0.17983E+01    0.73514E-01   -0.24748E-07    0.25556E-04   -0.24748E-07    0.73242E-10
    42    0.15630E+04    0.16914E+01    0.24442E-04    0.16914E+01    0.79671E-01   -0.24593E-07    0.24442E-04   -0.24593E-07    0.69591E-10
    43    0.15884E+04    0.15718E+01    0.23394E-04    0.15718E+01    0.86151E-01   -0.24435E-07    0.23394E-04   -0.24435E-07    0.66181E-10
    44    0.16138E+04    0.14377E+01    0.22410E-04    0.14377E+01    0.92952E-01   -0.24277E-07    0.22410E-04   -0.24277E-07    0.62991E-10
    45    0.16397E+04    0.12874E+01    0.21488E-04    0.12874E+01    0.10008E+00   -0.24119E-07    0.21488E-04   -0.24119E-07    0.60004E-10
    46    0.16660E+04    0.11222E+01    0.20620E-04    0.11222E+01    0.10756E+00   -0.23961E-07    0.20620E-04   -0.23961E-07    0.57203E-10
    47    0.16922E+04    0.94353E+00    0.19800E-04    0.94353E+00    0.11537E+00   -0.23801E-07    0.19800E-04   -0.23801E-07    0.54575E-10
    48    0.17187E+04    0.74944E+00    0.19026E-04    0.74944E+00    0.12352E+00   -0.23640E-07    0.19026E-04   -0.23640E-07    0.52105E-10
    49    0.17456E+04    0.53825E+00    0.18297E-04    0.53825E+00    0.13201E+00   -0.23481E-07    0.18297E-04   -0.23481E-07    0.49781E-10
    50    0.17728E+04    0.31131E+00    0.17609E-04    0.31131E+00    0.14086E+00   -0.23321E-07    0.17609E-04   -0.23321E-07    0.47593E-10
    51    0.18000E+04    0.70195E-01    0.16956E-04    0.70195E-01    0.15006E+00   -0.23159E-07    0.16956E-04   -0.23159E-07    0.45531E-10
    52    0.18276E+04   -0.18688E+00    0.16337E-04   -0.18688E+00    0.15960E+00   -0.22998E-07    0.16337E-04   -0.22998E-07    0.43586E-10
    53    0.18556E+04   -0.46182E+00    0.15753E-04   -0.46182E+00    0.16949E+00   -0.22838E-07    0.15753E-04   -0.22838E-07    0.41749E-10
    54    0.18837E+04   -0.75302E+00    0.15198E-04   -0.75302E+00    0.17973E+00   -0.22678E-07    0.15198E-04   -0.22678E-07    0.40013E-10
