#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.90868E+03    0.26032E-01    0.10622E-02    0.26032E-01    0.11829E-05   -0.16435E-07    0.10622E-02   -0.16435E-07    0.80325E-08
     3    0.88322E+03    0.58908E-01    0.74920E-03    0.58908E-01    0.56019E-05   -0.19726E-07    0.74920E-03   -0.19726E-07    0.48813E-08
     4    0.85706E+03    0.10053E+00    0.56608E-03    0.10053E+00    0.16157E-04   -0.21452E-07    0.56608E-03   -0.21452E-07    0.33754E-08
     5    0.83845E+03    0.15012E+00    0.44691E-03    0.15012E+00    0.36486E-04   -0.22542E-07    0.44691E-03   -0.22542E-07    0.25088E-08
     6    0.82701E+03    0.20703E+00    0.36392E-03    0.20703E+00    0.70908E-04   -0.23253E-07    0.36392E-03   -0.23253E-07    0.19530E-08
     7    0.82116E+03    0.27061E+00    0.30325E-03    0.27061E+00    0.12437E-03   -0.23744E-07    0.30325E-03   -0.23744E-07    0.15710E-08
     8    0.81913E+03    0.34006E+00    0.25724E-03    0.34006E+00    0.20234E-03   -0.24120E-07    0.25724E-03   -0.24120E-07    0.12951E-08
     9    0.82030E+03    0.41483E+00    0.22131E-03    0.41483E+00    0.31093E-03   -0.24438E-07    0.22131E-03   -0.24438E-07    0.10881E-08
    10    0.82387E+03    0.49406E+00    0.19262E-03    0.49406E+00    0.45643E-03   -0.24674E-07    0.19262E-03   -0.24674E-07    0.92826E-09
    11    0.82929E+03    0.57724E+00    0.16936E-03    0.57724E+00    0.64607E-03   -0.24839E-07    0.16936E-03   -0.24839E-07    0.80199E-09
    12    0.83673E+03    0.66415E+00    0.15012E-03    0.66415E+00    0.88702E-03   -0.24912E-07    0.15012E-03   -0.24912E-07    0.69999E-09
    13    0.84519E+03    0.75322E+00    0.13413E-03    0.75322E+00    0.11869E-02   -0.24960E-07    0.13413E-03   -0.24960E-07    0.61657E-09
    14    0.85459E+03    0.84404E+00    0.12057E-03    0.84404E+00    0.15532E-02   -0.24983E-07    0.12057E-03   -0.24983E-07    0.54716E-09
    15    0.86477E+03    0.93587E+00    0.10902E-03    0.93587E+00    0.19947E-02   -0.25012E-07    0.10902E-03   -0.25012E-07    0.48890E-09
    16    0.87604E+03    0.10290E+01    0.99030E-04    0.10290E+01    0.25204E-02   -0.25028E-07    0.99030E-04   -0.25028E-07    0.43942E-09
    17    0.88791E+03    0.11220E+01    0.90367E-04    0.11220E+01    0.31391E-02   -0.25026E-07    0.90367E-04   -0.25026E-07    0.39695E-09
    18    0.89998E+03    0.12137E+01    0.82801E-04    0.12137E+01    0.38578E-02   -0.25004E-07    0.82801E-04   -0.25004E-07    0.36030E-09
    19    0.91340E+03    0.13051E+01    0.76175E-04    0.13051E+01    0.46902E-02   -0.24981E-07    0.76175E-04   -0.24981E-07    0.32841E-09
