#           k/h    P           
    0.10000E-03    0.40735E+00
    0.10202E-03    0.41532E+00
    0.10408E-03    0.42346E+00
    0.10618E-03    0.43175E+00
    0.10833E-03    0.44021E+00
    0.11052E-03    0.44883E+00
    0.11275E-03    0.45762E+00
    0.11503E-03    0.46658E+00
    0.11735E-03    0.47572E+00
    0.11972E-03    0.48503E+00
    0.12214E-03    0.49453E+00
    0.12461E-03    0.50422E+00
    0.12712E-03    0.51409E+00
    0.12969E-03    0.52416E+00
    0.13231E-03    0.53442E+00
    0.13499E-03    0.54489E+00
    0.13771E-03    0.55556E+00
    0.14049E-03    0.56643E+00
    0.14333E-03    0.57753E+00
    0.14623E-03    0.58883E+00
    0.14918E-03    0.60036E+00
    0.15220E-03    0.61212E+00
    0.15527E-03    0.62410E+00
    0.15841E-03    0.63632E+00
    0.16161E-03    0.64878E+00
    0.16487E-03    0.66148E+00
    0.16820E-03    0.67443E+00
    0.17160E-03    0.68764E+00
    0.17507E-03    0.70110E+00
    0.17860E-03    0.71482E+00
    0.18221E-03    0.72882E+00
    0.18589E-03    0.74308E+00
    0.18965E-03    0.75763E+00
    0.19348E-03    0.77246E+00
    0.19739E-03    0.78758E+00
    0.20138E-03    0.80299E+00
    0.20544E-03    0.81871E+00
    0.20959E-03    0.83473E+00
    0.21383E-03    0.85107E+00
    0.21815E-03    0.86772E+00
    0.22255E-03    0.88470E+00
    0.22705E-03    0.90201E+00
    0.23164E-03    0.91966E+00
    0.23632E-03    0.93766E+00
    0.24109E-03    0.95600E+00
    0.24596E-03    0.97471E+00
    0.25093E-03    0.99378E+00
    0.25600E-03    0.10132E+01
    0.26117E-03    0.10330E+01
    0.26645E-03    0.10532E+01
    0.27183E-03    0.10738E+01
    0.27732E-03    0.10948E+01
    0.28292E-03    0.11163E+01
    0.28864E-03    0.11381E+01
    0.29447E-03    0.11603E+01
    0.30042E-03    0.11830E+01
    0.30649E-03    0.12062E+01
    0.31268E-03    0.12297E+01
    0.31899E-03    0.12538E+01
    0.32544E-03    0.12783E+01
    0.33201E-03    0.13033E+01
    0.33872E-03    0.13287E+01
    0.34556E-03    0.13547E+01
    0.35254E-03    0.13812E+01
    0.35966E-03    0.14081E+01
    0.36693E-03    0.14356E+01
    0.37434E-03    0.14637E+01
    0.38190E-03    0.14923E+01
    0.38962E-03    0.15214E+01
    0.39749E-03    0.15511E+01
    0.40552E-03    0.15814E+01
    0.41371E-03    0.16123E+01
    0.42207E-03    0.16437E+01
    0.43060E-03    0.16758E+01
    0.43929E-03    0.17085E+01
    0.44817E-03    0.17418E+01
    0.45722E-03    0.17758E+01
    0.46646E-03    0.18104E+01
    0.47588E-03    0.18457E+01
    0.48550E-03    0.18817E+01
    0.49530E-03    0.19183E+01
    0.50531E-03    0.19557E+01
    0.51552E-03    0.19938E+01
    0.52593E-03    0.20326E+01
    0.53656E-03    0.20722E+01
    0.54739E-03    0.21126E+01
