#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.93883E+03    0.12938E-05    0.00000E+00    0.28892E-01    0.56911E-07    0.24852E-02   -0.44145E-07
     3    0.92455E+03    0.61351E-05    0.00000E+00    0.64961E-01    0.69349E-07    0.25207E-02   -0.74813E-07
     4    0.90556E+03    0.17712E-04    0.00000E+00    0.11066E+00    0.80136E-07    0.24872E-02   -0.10498E-06
     5    0.89188E+03    0.40030E-04    0.00000E+00    0.16519E+00    0.89582E-07    0.24269E-02   -0.13508E-06
     6    0.88404E+03    0.77850E-04    0.00000E+00    0.22784E+00    0.97896E-07    0.23566E-02   -0.16486E-06
     7    0.88098E+03    0.13663E-03    0.00000E+00    0.29794E+00    0.10528E-06    0.22831E-02   -0.19438E-06
     8    0.88116E+03    0.22241E-03    0.00000E+00    0.37459E+00    0.11188E-06    0.22096E-02   -0.22392E-06
     9    0.88419E+03    0.34194E-03    0.00000E+00    0.45724E+00    0.11781E-06    0.21372E-02   -0.25371E-06
    10    0.88931E+03    0.50217E-03    0.00000E+00    0.54493E+00    0.12315E-06    0.20669E-02   -0.28327E-06
    11    0.89608E+03    0.71110E-03    0.00000E+00    0.63714E+00    0.12799E-06    0.20001E-02   -0.31243E-06
    12    0.90478E+03    0.97667E-03    0.00000E+00    0.73362E+00    0.13235E-06    0.19356E-02   -0.34066E-06
    13    0.91432E+03    0.13073E-02    0.00000E+00    0.83271E+00    0.13634E-06    0.18756E-02   -0.36873E-06
    14    0.92470E+03    0.17113E-02    0.00000E+00    0.93392E+00    0.13994E-06    0.18178E-02   -0.39658E-06
    15    0.93574E+03    0.21985E-02    0.00000E+00    0.10365E+01    0.14324E-06    0.17630E-02   -0.42461E-06
    16    0.94784E+03    0.27787E-02    0.00000E+00    0.11407E+01    0.14625E-06    0.17102E-02   -0.45242E-06
    17    0.96046E+03    0.34617E-02    0.00000E+00    0.12451E+01    0.14896E-06    0.16600E-02   -0.47989E-06
    18    0.97318E+03    0.42554E-02    0.00000E+00    0.13484E+01    0.15145E-06    0.16123E-02   -0.50697E-06
    19    0.98723E+03    0.51748E-02    0.00000E+00    0.14516E+01    0.15372E-06    0.15674E-02   -0.53408E-06
    20    0.10014E+04    0.62248E-02    0.00000E+00    0.15530E+01    0.15578E-06    0.15239E-02   -0.56056E-06
    21    0.10159E+04    0.74172E-02    0.00000E+00    0.16516E+01    0.15764E-06    0.14825E-02   -0.58663E-06
    22    0.10306E+04    0.87627E-02    0.00000E+00    0.17474E+01    0.15934E-06    0.14430E-02   -0.61239E-06
    23    0.10456E+04    0.10272E-01    0.00000E+00    0.18396E+01    0.16088E-06    0.14051E-02   -0.63790E-06
    24    0.10609E+04    0.11955E-01    0.00000E+00    0.19266E+01    0.16227E-06    0.13692E-02   -0.66295E-06
    25    0.10764E+04    0.13822E-01    0.00000E+00    0.20088E+01    0.16352E-06    0.13349E-02   -0.68777E-06
    26    0.10921E+04    0.15883E-01    0.00000E+00    0.20861E+01    0.16465E-06    0.13017E-02   -0.71222E-06
    27    0.11081E+04    0.18149E-01    0.00000E+00    0.21575E+01    0.16566E-06    0.12699E-02   -0.73639E-06
    28    0.11242E+04    0.20631E-01    0.00000E+00    0.22217E+01    0.16656E-06    0.12395E-02   -0.76025E-06
    29    0.11406E+04    0.23336E-01    0.00000E+00    0.22781E+01    0.16735E-06    0.12105E-02   -0.78371E-06
    30    0.11571E+04    0.26276E-01    0.00000E+00    0.23275E+01    0.16805E-06    0.11825E-02   -0.80675E-06
    31    0.11737E+04    0.29459E-01    0.00000E+00    0.23690E+01    0.16866E-06    0.11554E-02   -0.82943E-06
    32    0.11905E+04    0.32896E-01    0.00000E+00    0.24017E+01    0.16918E-06    0.11294E-02   -0.85189E-06
    33    0.12075E+04    0.36596E-01    0.00000E+00    0.24241E+01    0.16963E-06    0.11046E-02   -0.87408E-06
    34    0.12246E+04    0.40565E-01    0.00000E+00    0.24370E+01    0.17001E-06    0.10807E-02   -0.89577E-06
    35    0.12419E+04    0.44814E-01    0.00000E+00    0.24406E+01    0.17031E-06    0.10575E-02   -0.91709E-06
    36    0.12592E+04    0.49351E-01    0.00000E+00    0.24335E+01    0.17055E-06    0.10351E-02   -0.93818E-06
    37    0.12767E+04    0.54184E-01    0.00000E+00    0.24149E+01    0.17074E-06    0.10136E-02   -0.95900E-06
    38    0.12944E+04    0.59321E-01    0.00000E+00    0.23850E+01    0.17086E-06    0.99289E-03   -0.97937E-06
    39    0.13122E+04    0.64765E-01    0.00000E+00    0.23433E+01    0.17093E-06    0.97287E-03   -0.99932E-06
    40    0.13301E+04    0.70524E-01    0.00000E+00    0.22890E+01    0.17095E-06    0.95358E-03   -0.10190E-05
    41    0.13482E+04    0.76607E-01    0.00000E+00    0.22214E+01    0.17093E-06    0.93501E-03   -0.10384E-05
    42    0.13663E+04    0.83021E-01    0.00000E+00    0.21414E+01    0.17086E-06    0.91703E-03   -0.10575E-05
    43    0.13847E+04    0.89769E-01    0.00000E+00    0.20495E+01    0.17075E-06    0.89951E-03   -0.10762E-05
    44    0.14031E+04    0.96849E-01    0.00000E+00    0.19440E+01    0.17060E-06    0.88255E-03   -0.10945E-05
    45    0.14217E+04    0.10427E+00    0.00000E+00    0.18236E+01    0.17042E-06    0.86625E-03   -0.11125E-05
    46    0.14405E+04    0.11205E+00    0.00000E+00    0.16890E+01    0.17020E-06    0.85048E-03   -0.11302E-05
    47    0.14594E+04    0.12017E+00    0.00000E+00    0.15412E+01    0.16995E-06    0.83512E-03   -0.11476E-05
    48    0.14784E+04    0.12865E+00    0.00000E+00    0.13790E+01    0.16966E-06    0.82022E-03   -0.11645E-05
    49    0.14975E+04    0.13747E+00    0.00000E+00    0.12014E+01    0.16935E-06    0.80584E-03   -0.11813E-05
    50    0.15170E+04    0.14667E+00    0.00000E+00    0.10089E+01    0.16901E-06    0.79190E-03   -0.11976E-05
    51    0.15364E+04    0.15622E+00    0.00000E+00    0.80213E+00    0.16865E-06    0.77835E-03   -0.12136E-05
