# L    TT    EE    BB    TE
2 7.54411E+02 3.38102E-06 2.34528E-06 2.30781E-02
3 7.42065E+02 9.60171E-06 4.69117E-06 5.19254E-02
4 7.26237E+02 2.19950E-05 7.81983E-06 8.84695E-02
5 7.14864E+02 4.37660E-05 1.17325E-05 1.32075E-01
6 7.08298E+02 7.87230E-05 1.64291E-05 1.82169E-01
7 7.05653E+02 1.31231E-04 2.19106E-05 2.38199E-01
8 7.05662E+02 2.06121E-04 2.81796E-05 2.99459E-01
9 7.07988E+02 3.08799E-04 3.52361E-05 3.65501E-01
10 7.12029E+02 4.44820E-04 4.30810E-05 4.35549E-01
11 7.17414E+02 6.20570E-04 5.17178E-05 5.09199E-01
12 7.24359E+02 8.42407E-04 6.11463E-05 5.86244E-01
13 7.32001E+02 1.11707E-03 7.13683E-05 6.65348E-01
14 7.40324E+02 1.45120E-03 8.23848E-05 7.46114E-01
15 7.49199E+02 1.85262E-03 9.41991E-05 8.27941E-01
16 7.58926E+02 2.32917E-03 1.06813E-04 9.11060E-01
17 7.69076E+02 2.88878E-03 1.20228E-04 9.94291E-01
18 7.79329E+02 3.53774E-03 1.34436E-04 1.07666E+00
19 7.90659E+02 4.28786E-03 1.49454E-04 1.15877E+00
20 8.02075E+02 5.14326E-03 1.65281E-04 1.23950E+00
21 8.13741E+02 6.11325E-03 1.81910E-04 1.31799E+00
22 8.25649E+02 7.20654E-03 1.99349E-04 1.39416E+00
23 8.37772E+02 8.43157E-03 2.17598E-04 1.46740E+00
24 8.50101E+02 9.79557E-03 2.36657E-04 1.53650E+00
25 8.62638E+02 1.13085E-02 2.56525E-04 1.60163E+00
26 8.75389E+02 1.29766E-02 2.77204E-04 1.66281E+00
27 8.88313E+02 1.48101E-02 2.98709E-04 1.71924E+00
28 9.01324E+02 1.68159E-02 3.21016E-04 1.76999E+00
29 9.14592E+02 1.90018E-02 3.44150E-04 1.81428E+00
30 9.27947E+02 2.13755E-02 3.68094E-04 1.85314E+00
31 9.41388E+02 2.39440E-02 3.92865E-04 1.88545E+00
32 9.55088E+02 2.67175E-02 4.18446E-04 1.91069E+00
33 9.68787E+02 2.97012E-02 4.44846E-04 1.92767E+00
34 9.82659E+02 3.29003E-02 4.72073E-04 1.93714E+00
35 9.96703E+02 3.63243E-02 5.00118E-04 1.93895E+00
36 1.01075E+03 3.99793E-02 5.28982E-04 1.93223E+00
37 1.02488E+03 4.38720E-02 5.58664E-04 1.91629E+00
38 1.03927E+03 4.80077E-02 5.89173E-04 1.89122E+00
39 1.05374E+03 5.23898E-02 6.20492E-04 1.85676E+00
40 1.06822E+03 5.70226E-02 6.52639E-04 1.81212E+00
41 1.08295E+03 6.19174E-02 6.85612E-04 1.75681E+00
42 1.09768E+03 6.70758E-02 7.19396E-04 1.69159E+00
43 1.11259E+03 7.25022E-02 7.53998E-04 1.61680E+00
44 1.12749E+03 7.81948E-02 7.89427E-04 1.53107E+00
45 1.14266E+03 8.41623E-02 8.25675E-04 1.43336E+00
46 1.15791E+03 9.04167E-02 8.62724E-04 1.32428E+00
47 1.17325E+03 9.69390E-02 9.00634E-04 1.20461E+00
48 1.18867E+03 1.03746E-01 9.39320E-04 1.07339E+00
49 1.20426E+03 1.10837E-01 9.78868E-04 9.29756E-01
50 1.22003E+03 1.18221E-01 1.01919E-03 7.74228E-01
51 1.23580E+03 1.25898E-01 1.06029E-03 6.07284E-01
52 1.25191E+03 1.33841E-01 1.10225E-03 4.28243E-01
53 1.26811E+03 1.42087E-01 1.14507E-03 2.36321E-01
54 1.28439E+03 1.50608E-01 1.18858E-03 3.21137E-02
55 1.30076E+03 1.59414E-01 1.23304E-03 -1.83806E-01
56 1.31739E+03 1.68512E-01 1.27819E-03 -4.12002E-01
57 1.33419E+03 1.77887E-01 1.32420E-03 -6.53121E-01
58 1.35108E+03 1.87545E-01 1.37107E-03 -9.06924E-01
59 1.36814E+03 1.97488E-01 1.41872E-03 -1.17290E+00
60 1.38537E+03 2.07681E-01 1.46714E-03 -1.44999E+00
61 1.40304E+03 2.18141E-01 1.51642E-03 -1.73734E+00
62 1.42061E+03 2.28842E-01 1.56648E-03 -2.03614E+00
63 1.43827E+03 2.39802E-01 1.61732E-03 -2.34778E+00
64 1.45628E+03 2.51045E-01 1.66893E-03 -2.67390E+00
65 1.47438E+03 2.62591E-01 1.72140E-03 -3.01544E+00
66 1.49264E+03 2.74386E-01 1.77473E-03 -3.37128E+00
67 1.51099E+03 2.86423E-01 1.82875E-03 -3.73945E+00
68 1.52960E+03 2.98718E-01 1.88364E-03 -4.11847E+00
69 1.54847E+03 3.11211E-01 1.93938E-03 -4.50610E+00
70 1.56752E+03 3.23911E-01 1.99582E-03 -4.90261E+00
71 1.58682E+03 3.36792E-01 2.05312E-03 -5.30903E+00
72 1.60629E+03 3.49846E-01 2.11127E-03 -5.72648E+00
73 1.62593E+03 3.63045E-01 2.17012E-03 -6.15547E+00
74 1.64566E+03 3.76400E-01 2.22983E-03 -6.59549E+00
75 1.66565E+03 3.89927E-01 2.29040E-03 -7.04542E+00
76 1.68590E+03 4.03653E-01 2.35166E-03 -7.50543E+00
77 1.70632E+03 4.17559E-01 2.41387E-03 -7.97535E+00
78 1.72700E+03 4.31655E-01 2.47677E-03 -8.45621E+00
79 1.74785E+03 4.45880E-01 2.54052E-03 -8.94431E+00
80 1.76896E+03 4.60226E-01 2.60506E-03 -9.44145E+00
81 1.79024E+03 4.74649E-01 2.67045E-03 -9.94721E+00
82 1.81178E+03 4.89167E-01 2.73663E-03 -1.04607E+01
83 1.83358E+03 5.03745E-01 2.80366E-03 -1.09829E+01
84 1.85555E+03 5.18392E-01 2.87147E-03 -1.15119E+01
85 1.87769E+03 5.33083E-01 2.94005E-03 -1.20495E+01
86 1.90001E+03 5.47825E-01 3.00950E-03 -1.25932E+01
87 1.92275E+03 5.62584E-01 3.07980E-03 -1.31429E+01
88 1.94550E+03 5.77386E-01 3.15088E-03 -1.36986E+01
89 1.96851E+03 5.92197E-01 3.22283E-03 -1.42613E+01
90 1.99177E+03 6.06982E-01 3.29563E-03 -1.48282E+01
91 2.01520E+03 6.21742E-01 3.36921E-03 -1.53994E+01
92 2.03890E+03 6.36467E-01 3.44366E-03 -1.59750E+01
93 2.06285E+03 6.51131E-01 3.51896E-03 -1.65540E+01
94 2.08689E+03 6.65718E-01 3.59513E-03 -1.71364E+01
95 2.11110E+03 6.80219E-01 3.67207E-03 -1.77215E+01
96 2.13540E+03 6.94616E-01 3.74987E-03 -1.83099E+01
97 2.16013E+03 7.08902E-01 3.82862E-03 -1.89001E+01
98 2.18503E+03 7.23066E-01 3.90815E-03 -1.94912E+01
99 2.20993E+03 7.37076E-01 3.98854E-03 -2.00840E+01
100 2.23517E+03 7.50922E-01 4.06987E-03 -2.06759E+01
101 2.26050E+03 7.64665E-01 4.15198E-03 -2.12687E+01
102 2.28635E+03 7.78166E-01 4.23504E-03 -2.18615E+01
103 2.31203E+03 7.91486E-01 4.31896E-03 -2.24543E+01
104 2.33796E+03 8.04634E-01 4.40383E-03 -2.30436E+01
105 2.36407E+03 8.17533E-01 4.48956E-03 -2.36321E+01
106 2.39035E+03 8.30258E-01 4.57615E-03 -2.42188E+01
107 2.41654E+03 8.42666E-01 4.66369E-03 -2.48013E+01
108 2.44308E+03 8.54814E-01 4.75209E-03 -2.53811E+01
109 2.46970E+03 8.66687E-01 4.84144E-03 -2.59575E+01
110 2.49650E+03 8.78146E-01 4.93173E-03 -2.65279E+01
111 2.52329E+03 8.89433E-01 5.02289E-03 -2.70940E+01
112 2.55035E+03 9.00376E-01 5.11508E-03 -2.76549E+01
113 2.57749E+03 9.10973E-01 5.20814E-03 -2.82106E+01
114 2.60480E+03 9.21227E-01 5.30214E-03 -2.87586E+01
115 2.63220E+03 9.31221E-01 5.39708E-03 -2.92997E+01
116 2.65968E+03 9.40699E-01 5.49307E-03 -2.98330E+01
117 2.68743E+03 9.49832E-01 5.58991E-03 -3.03586E+01
118 2.71526E+03 9.58706E-01 5.68779E-03 -3.08756E+01
119 2.74309E+03 9.67150E-01 5.78670E-03 -3.13839E+01
120 2.77109E+03 9.75077E-01 5.88648E-03 -3.18811E+01
121 2.79901E+03 9.82745E-01 5.98737E-03 -3.23696E+01
122 2.82709E+03 9.89983E-01 6.08912E-03 -3.28469E+01
123 2.85518E+03 9.96617E-01 6.19200E-03 -3.33130E+01
124 2.88327E+03 1.00299E+00 6.29582E-03 -3.37671E+01
125 2.91144E+03 1.00885E+00 6.40068E-03 -3.42091E+01
126 2.93962E+03 1.01428E+00 6.50657E-03 -3.46390E+01
127 2.96788E+03 1.01928E+00 6.61341E-03 -3.50561E+01
128 2.99605E+03 1.02376E+00 6.72137E-03 -3.54593E+01
129 3.02423E+03 1.02781E+00 6.83036E-03 -3.58487E+01
130 3.05249E+03 1.03134E+00 6.94039E-03 -3.62227E+01
131 3.08075E+03 1.03444E+00 7.05145E-03 -3.65828E+01
132 3.10901E+03 1.03711E+00 7.16363E-03 -3.69275E+01
133 3.13718E+03 1.03927E+00 7.27685E-03 -3.72575E+01
134 3.16536E+03 1.04090E+00 7.39109E-03 -3.75685E+01
135 3.19353E+03 1.04211E+00 7.50646E-03 -3.78649E+01
136 3.22162E+03 1.04280E+00 7.62287E-03 -3.81423E+01
137 3.24962E+03 1.04297E+00 7.74039E-03 -3.84025E+01
138 3.27754E+03 1.04271E+00 7.85903E-03 -3.86446E+01
139 3.30528E+03 1.04202E+00 7.97871E-03 -3.88678E+01
140 3.33311E+03 1.04082E+00 8.09959E-03 -3.90737E+01
141 3.36068E+03 1.03909E+00 8.22151E-03 -3.92590E+01
142 3.38826E+03 1.03685E+00 8.34454E-03 -3.94253E+01
143 3.41583E+03 1.03427E+00 8.46870E-03 -3.95726E+01
144 3.44314E+03 1.03117E+00 8.59398E-03 -3.96992E+01
145 3.47028E+03 1.02763E+00 8.72029E-03 -3.98061E+01
146 3.49751E+03 1.02359E+00 8.84781E-03 -3.98922E+01
147 3.52448E+03 1.01919E+00 8.97619E-03 -3.99569E+01
148 3.55127E+03 1.01428E+00 9.10629E-03 -4.00008E+01
