#           k/h    P           
    0.10000E-03    0.31641E+00
    0.10202E-03    0.32260E+00
    0.10408E-03    0.32892E+00
    0.10618E-03    0.33536E+00
    0.10833E-03    0.34193E+00
    0.11052E-03    0.34863E+00
    0.11275E-03    0.35546E+00
    0.11503E-03    0.36242E+00
    0.11735E-03    0.36951E+00
    0.11972E-03    0.37675E+00
    0.12214E-03    0.38413E+00
    0.12461E-03    0.39165E+00
    0.12712E-03    0.39932E+00
    0.12969E-03    0.40714E+00
    0.13231E-03    0.41511E+00
    0.13499E-03    0.42324E+00
    0.13771E-03    0.43153E+00
    0.14049E-03    0.43998E+00
    0.14333E-03    0.44859E+00
    0.14623E-03    0.45738E+00
    0.14918E-03    0.46633E+00
    0.15220E-03    0.47546E+00
    0.15527E-03    0.48477E+00
    0.15841E-03    0.49426E+00
    0.16161E-03    0.50394E+00
    0.16487E-03    0.51381E+00
    0.16820E-03    0.52387E+00
    0.17160E-03    0.53412E+00
    0.17507E-03    0.54458E+00
    0.17860E-03    0.55524E+00
    0.18221E-03    0.56611E+00
    0.18589E-03    0.57719E+00
    0.18965E-03    0.58849E+00
    0.19348E-03    0.60000E+00
    0.19739E-03    0.61175E+00
    0.20138E-03    0.62372E+00
    0.20544E-03    0.63593E+00
    0.20959E-03    0.64837E+00
    0.21383E-03    0.66106E+00
    0.21815E-03    0.67400E+00
    0.22255E-03    0.68719E+00
    0.22705E-03    0.70063E+00
    0.23164E-03    0.71434E+00
    0.23632E-03    0.72832E+00
    0.24109E-03    0.74257E+00
    0.24596E-03    0.75709E+00
    0.25093E-03    0.77190E+00
    0.25600E-03    0.78700E+00
    0.26117E-03    0.80240E+00
    0.26645E-03    0.81809E+00
    0.27183E-03    0.83409E+00
    0.27732E-03    0.85040E+00
    0.28292E-03    0.86703E+00
    0.28864E-03    0.88399E+00
    0.29447E-03    0.90127E+00
    0.30042E-03    0.91889E+00
    0.30649E-03    0.93685E+00
    0.31268E-03    0.95517E+00
    0.31899E-03    0.97384E+00
    0.32544E-03    0.99287E+00
    0.33201E-03    0.10123E+01
    0.33872E-03    0.10321E+01
    0.34556E-03    0.10522E+01
    0.35254E-03    0.10728E+01
    0.35966E-03    0.10937E+01
    0.36693E-03    0.11151E+01
    0.37434E-03    0.11369E+01
    0.38190E-03    0.11591E+01
    0.38962E-03    0.11817E+01
    0.39749E-03    0.12048E+01
    0.40552E-03    0.12283E+01
    0.41371E-03    0.12523E+01
