#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11042E+04    0.27970E-01    0.13768E-02    0.27970E-01    0.12785E-05   -0.17986E-07    0.13768E-02   -0.17986E-07    0.81719E-08
     3    0.10523E+04    0.63857E-01    0.95683E-03    0.63857E-01    0.60390E-05   -0.21630E-07    0.95683E-03   -0.21630E-07    0.49619E-08
     4    0.10070E+04    0.10922E+00    0.71593E-03    0.10922E+00    0.17386E-04   -0.23537E-07    0.71593E-03   -0.23537E-07    0.34267E-08
     5    0.97524E+03    0.16314E+00    0.56104E-03    0.16314E+00    0.39206E-04   -0.24734E-07    0.56104E-03   -0.24734E-07    0.25430E-08
     6    0.95470E+03    0.22488E+00    0.45407E-03    0.22488E+00    0.76106E-04   -0.25511E-07    0.45407E-03   -0.25511E-07    0.19764E-08
     7    0.94260E+03    0.29372E+00    0.37640E-03    0.29372E+00    0.13335E-03   -0.26043E-07    0.37640E-03   -0.26043E-07    0.15872E-08
     8    0.93629E+03    0.36876E+00    0.31784E-03    0.36876E+00    0.21677E-03   -0.26448E-07    0.31784E-03   -0.26448E-07    0.13061E-08
     9    0.93461E+03    0.44937E+00    0.27235E-03    0.44937E+00    0.33285E-03   -0.26787E-07    0.27235E-03   -0.26787E-07    0.10956E-08
    10    0.93646E+03    0.53464E+00    0.23617E-03    0.53464E+00    0.48828E-03   -0.27035E-07    0.23617E-03   -0.27035E-07    0.93301E-09
    11    0.94095E+03    0.62394E+00    0.20695E-03    0.62394E+00    0.69071E-03   -0.27205E-07    0.20695E-03   -0.27205E-07    0.80472E-09
    12    0.94819E+03    0.71706E+00    0.18287E-03    0.71706E+00    0.94780E-03   -0.27274E-07    0.18287E-03   -0.27274E-07    0.70119E-09
    13    0.95698E+03    0.81227E+00    0.16293E-03    0.81227E+00    0.12676E-02   -0.27316E-07    0.16293E-03   -0.27316E-07    0.61659E-09
    14    0.96718E+03    0.90912E+00    0.14606E-03    0.90912E+00    0.16580E-02   -0.27330E-07    0.14606E-03   -0.27330E-07    0.54628E-09
    15    0.97853E+03    0.10068E+01    0.13173E-03    0.10068E+01    0.21285E-02   -0.27349E-07    0.13173E-03   -0.27349E-07    0.48732E-09
    16    0.99133E+03    0.11056E+01    0.11937E-03    0.11056E+01    0.26884E-02   -0.27355E-07    0.11937E-03   -0.27355E-07    0.43729E-09
