#           k/h    P           
    0.10000E-03    0.68369E+01
    0.10202E-03    0.69708E+01
    0.10408E-03    0.71073E+01
    0.10618E-03    0.72464E+01
    0.10833E-03    0.73883E+01
    0.11052E-03    0.75330E+01
    0.11275E-03    0.76805E+01
    0.11503E-03    0.78309E+01
    0.11735E-03    0.79842E+01
    0.11972E-03    0.81405E+01
    0.12214E-03    0.82999E+01
    0.12461E-03    0.84624E+01
    0.12712E-03    0.86281E+01
    0.12969E-03    0.87970E+01
    0.13231E-03    0.89692E+01
    0.13499E-03    0.91448E+01
    0.13771E-03    0.93238E+01
    0.14049E-03    0.95063E+01
    0.14333E-03    0.96924E+01
    0.14623E-03    0.98821E+01
    0.14918E-03    0.10076E+02
    0.15220E-03    0.10273E+02
    0.15527E-03    0.10474E+02
    0.15841E-03    0.10679E+02
    0.16161E-03    0.10888E+02
    0.16487E-03    0.11101E+02
    0.16820E-03    0.11318E+02
    0.17160E-03    0.11540E+02
    0.17507E-03    0.11765E+02
    0.17860E-03    0.11996E+02
    0.18221E-03    0.12230E+02
    0.18589E-03    0.12470E+02
    0.18965E-03    0.12714E+02
    0.19348E-03    0.12962E+02
    0.19739E-03    0.13216E+02
    0.20138E-03    0.13474E+02
    0.20544E-03    0.13738E+02
    0.20959E-03    0.14007E+02
    0.21383E-03    0.14281E+02
    0.21815E-03    0.14560E+02
    0.22255E-03    0.14844E+02
    0.22705E-03    0.15135E+02
    0.23164E-03    0.15431E+02
    0.23632E-03    0.15732E+02
    0.24109E-03    0.16040E+02
    0.24596E-03    0.16353E+02
    0.25093E-03    0.16673E+02
    0.25600E-03    0.16999E+02
    0.26117E-03    0.17331E+02
    0.26645E-03    0.17670E+02
    0.27183E-03    0.18015E+02
    0.27732E-03    0.18367E+02
    0.28292E-03    0.18725E+02
    0.28864E-03    0.19091E+02
    0.29447E-03    0.19464E+02
    0.30042E-03    0.19844E+02
    0.30649E-03    0.20231E+02
    0.31268E-03    0.20626E+02
    0.31899E-03    0.21029E+02
    0.32544E-03    0.21439E+02
    0.33201E-03    0.21858E+02
    0.33872E-03    0.22284E+02
    0.34556E-03    0.22719E+02
    0.35254E-03    0.23162E+02
    0.35966E-03    0.23613E+02
    0.36693E-03    0.24074E+02
    0.37434E-03    0.24543E+02
    0.38190E-03    0.25021E+02
    0.38962E-03    0.25509E+02
    0.39749E-03    0.26005E+02
    0.40552E-03    0.26512E+02
    0.41371E-03    0.27028E+02
    0.42207E-03    0.27554E+02
    0.43060E-03    0.28090E+02
    0.43929E-03    0.28637E+02
    0.44817E-03    0.29194E+02
    0.45722E-03    0.29761E+02
    0.46646E-03    0.30340E+02
    0.47588E-03    0.30929E+02
    0.48550E-03    0.31530E+02
    0.49530E-03    0.32142E+02
    0.50531E-03    0.32766E+02
    0.51552E-03    0.33402E+02
    0.52593E-03    0.34050E+02
    0.53656E-03    0.34710E+02
    0.54739E-03    0.35383E+02
    0.55845E-03    0.36068E+02
    0.56973E-03    0.36767E+02
    0.58124E-03    0.37478E+02
    0.59299E-03    0.38203E+02
    0.60496E-03    0.38942E+02
    0.61719E-03    0.39695E+02
    0.62965E-03    0.40462E+02
    0.64237E-03    0.41243E+02
    0.65535E-03    0.42038E+02
    0.66859E-03    0.42849E+02
    0.68210E-03    0.43675E+02
    0.69588E-03    0.44516E+02
    0.70993E-03    0.45373E+02
    0.72427E-03    0.46245E+02
    0.73891E-03    0.47134E+02
    0.75383E-03    0.48039E+02
    0.76906E-03    0.48961E+02
    0.78460E-03    0.49900E+02
    0.80045E-03    0.50856E+02
    0.81662E-03    0.51829E+02
    0.83311E-03    0.52820E+02
    0.84994E-03    0.53829E+02
    0.86711E-03    0.54857E+02
    0.88463E-03    0.55903E+02
    0.90250E-03    0.56968E+02
    0.92073E-03    0.58052E+02
    0.93933E-03    0.59155E+02
    0.95831E-03    0.60278E+02
    0.97767E-03    0.61421E+02
    0.99742E-03    0.62584E+02
    0.10176E-02    0.63768E+02
    0.10381E-02    0.64973E+02
    0.10591E-02    0.66198E+02
    0.10805E-02    0.67445E+02
    0.11023E-02    0.68714E+02
    0.11246E-02    0.70004E+02
    0.11473E-02    0.71317E+02
    0.11705E-02    0.72652E+02
    0.11941E-02    0.74010E+02
    0.12182E-02    0.75391E+02
    0.12429E-02    0.76795E+02
    0.12680E-02    0.78222E+02
    0.12936E-02    0.79674E+02
    0.13197E-02    0.81149E+02
    0.13464E-02    0.82649E+02
    0.13736E-02    0.84173E+02
    0.14013E-02    0.85722E+02
    0.14296E-02    0.87297E+02
    0.14585E-02    0.88896E+02
    0.14880E-02    0.90521E+02
    0.15180E-02    0.92171E+02
    0.15487E-02    0.93848E+02
    0.15800E-02    0.95550E+02
    0.16119E-02    0.97279E+02
    0.16445E-02    0.99035E+02
    0.16777E-02    0.10082E+03
    0.17116E-02    0.10263E+03
    0.17462E-02    0.10446E+03
    0.17814E-02    0.10633E+03
    0.18174E-02    0.10822E+03
    0.18541E-02    0.11014E+03
    0.18916E-02    0.11208E+03
    0.19298E-02    0.11406E+03
    0.19688E-02    0.11606E+03
    0.20086E-02    0.11809E+03
    0.20491E-02    0.12015E+03
    0.20905E-02    0.12223E+03
    0.21328E-02    0.12435E+03
    0.21758E-02    0.12649E+03
    0.22198E-02    0.12866E+03
    0.22646E-02    0.13086E+03
    0.23104E-02    0.13309E+03
    0.23571E-02    0.13535E+03
    0.24047E-02    0.13764E+03
    0.24533E-02    0.13995E+03
    0.25028E-02    0.14230E+03
    0.25534E-02    0.14467E+03
    0.26050E-02    0.14707E+03
    0.26576E-02    0.14950E+03
    0.27113E-02    0.15195E+03
    0.27660E-02    0.15444E+03
    0.28219E-02    0.15695E+03
    0.28789E-02    0.15949E+03
    0.29371E-02    0.16206E+03
    0.29964E-02    0.16466E+03
    0.30569E-02    0.16728E+03
    0.31187E-02    0.16993E+03
    0.31817E-02    0.17261E+03
    0.32460E-02    0.17531E+03
    0.33115E-02    0.17804E+03
    0.33784E-02    0.18080E+03
    0.34467E-02    0.18358E+03
    0.35163E-02    0.18638E+03
    0.35874E-02    0.18921E+03
    0.36598E-02    0.19206E+03
    0.37338E-02    0.19494E+03
    0.38092E-02    0.19783E+03
    0.38861E-02    0.20075E+03
    0.39646E-02    0.20369E+03
    0.40447E-02    0.20666E+03
    0.41264E-02    0.20964E+03
    0.42098E-02    0.21263E+03
    0.42948E-02    0.21565E+03
    0.43816E-02    0.21869E+03
    0.44701E-02    0.22174E+03
    0.45604E-02    0.22480E+03
    0.46525E-02    0.22788E+03
    0.47465E-02    0.23097E+03
    0.48424E-02    0.23407E+03
    0.49402E-02    0.23719E+03
    0.50400E-02    0.24031E+03
    0.51419E-02    0.24344E+03
    0.52457E-02    0.24658E+03
    0.53517E-02    0.24972E+03
    0.54598E-02    0.25287E+03
    0.55701E-02    0.25602E+03
