# L    TT    EE    TE    PP    TP
2 9.78934E+02 1.20169E-06 2.64994E-02 1.00348E+06 2.70443E+04
3 9.43939E+02 5.68351E-06 6.01891E-02 1.54427E+06 3.20071E+04
4 9.10717E+02 1.63778E-05 1.02802E-01 2.02553E+06 3.42870E+04
5 8.87209E+02 3.69615E-05 1.53531E-01 2.45070E+06 3.51782E+04
6 8.72343E+02 7.17944E-05 2.11679E-01 2.82594E+06 3.53135E+04
7 8.64103E+02 1.25871E-04 2.76584E-01 3.15881E+06 3.50167E+04
8 8.60408E+02 2.04699E-04 3.47405E-01 3.45520E+06 3.44689E+04
9 8.60426E+02 3.14463E-04 4.23583E-01 3.72042E+06 3.37690E+04
10 8.63254E+02 4.61471E-04 5.04249E-01 3.95801E+06 3.29814E+04
11 8.68228E+02 6.53030E-04 5.88844E-01 4.17228E+06 3.21630E+04
12 8.75498E+02 8.96383E-04 6.77163E-01 4.36433E+06 3.13184E+04
13 8.83971E+02 1.19917E-03 7.67600E-01 4.53856E+06 3.04972E+04
14 8.93583E+02 1.56900E-03 8.59745E-01 4.69525E+06 2.96760E+04
15 9.04100E+02 2.01470E-03 9.52805E-01 4.83765E+06 2.88790E+04
16 9.15840E+02 2.54523E-03 1.04715E+00 4.96662E+06 2.80933E+04
17 9.28280E+02 3.16964E-03 1.14113E+00 5.08253E+06 2.73346E+04
18 9.40953E+02 3.89502E-03 1.23379E+00 5.18807E+06 2.66029E+04
19 9.55231E+02 4.73491E-03 1.32599E+00 5.28354E+06 2.59058E+04
20 9.69602E+02 5.69387E-03 1.41614E+00 5.36949E+06 2.52246E+04
21 9.84534E+02 6.78255E-03 1.50340E+00 5.44694E+06 2.45713E+04
22 9.99745E+02 8.01093E-03 1.58748E+00 5.51693E+06 2.39433E+04
23 1.01542E+03 9.38900E-03 1.66783E+00 5.58002E+06 2.33395E+04
24 1.03138E+03 1.09241E-02 1.74295E+00 5.63611E+06 2.27628E+04
25 1.04781E+03 1.26272E-02 1.81322E+00 5.68650E+06 2.22085E+04
