#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.96697E+03    0.12863E-05    0.00000E+00    0.28214E-01    0.52213E-07    0.27373E-02   -0.43526E-07
     3    0.94193E+03    0.60941E-05    0.00000E+00    0.63781E-01    0.63432E-07    0.27348E-02   -0.73869E-07
     4    0.91543E+03    0.17581E-04    0.00000E+00    0.10882E+00    0.73079E-07    0.26695E-02   -0.10371E-06
     5    0.89656E+03    0.39712E-04    0.00000E+00    0.16250E+00    0.81449E-07    0.25819E-02   -0.13347E-06
     6    0.88507E+03    0.77191E-04    0.00000E+00    0.22413E+00    0.88741E-07    0.24876E-02   -0.16291E-06
     7    0.87938E+03    0.13541E-03    0.00000E+00    0.29301E+00    0.95150E-07    0.23931E-02   -0.19209E-06
     8    0.87765E+03    0.22033E-03    0.00000E+00    0.36825E+00    0.10082E-06    0.23011E-02   -0.22128E-06
     9    0.87925E+03    0.33862E-03    0.00000E+00    0.44930E+00    0.10585E-06    0.22124E-02   -0.25068E-06
    10    0.88334E+03    0.49712E-03    0.00000E+00    0.53520E+00    0.11033E-06    0.21277E-02   -0.27984E-06
    11    0.88936E+03    0.70371E-03    0.00000E+00    0.62540E+00    0.11435E-06    0.20483E-02   -0.30862E-06
    12    0.89750E+03    0.96622E-03    0.00000E+00    0.71967E+00    0.11792E-06    0.19725E-02   -0.33651E-06
    13    0.90668E+03    0.12930E-02    0.00000E+00    0.81632E+00    0.12114E-06    0.19025E-02   -0.36421E-06
    14    0.91684E+03    0.16920E-02    0.00000E+00    0.91490E+00    0.12401E-06    0.18359E-02   -0.39161E-06
    15    0.92780E+03    0.21732E-02    0.00000E+00    0.10146E+01    0.12659E-06    0.17734E-02   -0.41916E-06
    16    0.93992E+03    0.27460E-02    0.00000E+00    0.11157E+01    0.12891E-06    0.17138E-02   -0.44655E-06
    17    0.95265E+03    0.34201E-02    0.00000E+00    0.12167E+01    0.13097E-06    0.16577E-02   -0.47364E-06
    18    0.96558E+03    0.42033E-02    0.00000E+00    0.13164E+01    0.13282E-06    0.16047E-02   -0.50033E-06
    19    0.97992E+03    0.51103E-02    0.00000E+00    0.14158E+01    0.13448E-06    0.15552E-02   -0.52696E-06
    20    0.99444E+03    0.61459E-02    0.00000E+00    0.15130E+01    0.13594E-06    0.15078E-02   -0.55288E-06
    21    0.10093E+04    0.73217E-02    0.00000E+00    0.16073E+01    0.13723E-06    0.14630E-02   -0.57841E-06
    22    0.10246E+04    0.86483E-02    0.00000E+00    0.16984E+01    0.13838E-06    0.14205E-02   -0.60371E-06
    23    0.10402E+04    0.10136E-01    0.00000E+00    0.17857E+01    0.13940E-06    0.13801E-02   -0.62880E-06
    24    0.10561E+04    0.11794E-01    0.00000E+00    0.18675E+01    0.14027E-06    0.13421E-02   -0.65339E-06
    25    0.10724E+04    0.13634E-01    0.00000E+00    0.19441E+01    0.14103E-06    0.13059E-02   -0.67769E-06
    26    0.10889E+04    0.15664E-01    0.00000E+00    0.20156E+01    0.14169E-06    0.12713E-02   -0.70157E-06
    27    0.11058E+04    0.17896E-01    0.00000E+00    0.20810E+01    0.14224E-06    0.12383E-02   -0.72515E-06
    28    0.11228E+04    0.20340E-01    0.00000E+00    0.21388E+01    0.14270E-06    0.12070E-02   -0.74845E-06
    29    0.11401E+04    0.23004E-01    0.00000E+00    0.21885E+01    0.14307E-06    0.11773E-02   -0.77137E-06
    30    0.11577E+04    0.25897E-01    0.00000E+00    0.22311E+01    0.14337E-06    0.11488E-02   -0.79387E-06
    31    0.11754E+04    0.29030E-01    0.00000E+00    0.22654E+01    0.14358E-06    0.11214E-02   -0.81602E-06
    32    0.11934E+04    0.32413E-01    0.00000E+00    0.22904E+01    0.14373E-06    0.10953E-02   -0.83791E-06
    33    0.12116E+04    0.36054E-01    0.00000E+00    0.23050E+01    0.14382E-06    0.10705E-02   -0.85951E-06
    34    0.12300E+04    0.39958E-01    0.00000E+00    0.23099E+01    0.14385E-06    0.10467E-02   -0.88059E-06
    35    0.12486E+04    0.44138E-01    0.00000E+00    0.23051E+01    0.14382E-06    0.10238E-02   -0.90132E-06
    36    0.12673E+04    0.48600E-01    0.00000E+00    0.22892E+01    0.14375E-06    0.10018E-02   -0.92180E-06
    37    0.12863E+04    0.53353E-01    0.00000E+00    0.22616E+01    0.14362E-06    0.98080E-03   -0.94202E-06
    38    0.13055E+04    0.58404E-01    0.00000E+00    0.22224E+01    0.14345E-06    0.96062E-03   -0.96178E-06
    39    0.13249E+04    0.63756E-01    0.00000E+00    0.21712E+01    0.14324E-06    0.94121E-03   -0.98112E-06
    40    0.13443E+04    0.69416E-01    0.00000E+00    0.21072E+01    0.14299E-06    0.92260E-03   -0.10002E-05
    41    0.13641E+04    0.75395E-01    0.00000E+00    0.20295E+01    0.14271E-06    0.90478E-03   -0.10190E-05
    42    0.13840E+04    0.81697E-01    0.00000E+00    0.19392E+01    0.14239E-06    0.88759E-03   -0.10375E-05
    43    0.14042E+04    0.88327E-01    0.00000E+00    0.18367E+01    0.14204E-06    0.87091E-03   -0.10555E-05
