#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.78774E+03    0.21034E-01    0.96022E-03    0.21034E-01    0.95509E-06   -0.13415E-07    0.96022E-03   -0.13415E-07    0.63525E-08
     3    0.75775E+03    0.47825E-01    0.67217E-03    0.47825E-01    0.45161E-05   -0.16118E-07    0.67217E-03   -0.16118E-07    0.38616E-08
     4    0.72992E+03    0.81708E-01    0.50563E-03    0.81708E-01    0.13011E-04   -0.17533E-07    0.50563E-03   -0.17533E-07    0.26703E-08
     5    0.71024E+03    0.12203E+00    0.39801E-03    0.12203E+00    0.29359E-04   -0.18424E-07    0.39801E-03   -0.18424E-07    0.19845E-08
     6    0.69773E+03    0.16824E+00    0.32341E-03    0.16824E+00    0.57020E-04   -0.19003E-07    0.32341E-03   -0.19003E-07    0.15446E-08
     7    0.69068E+03    0.21981E+00    0.26906E-03    0.21981E+00    0.99955E-04   -0.19401E-07    0.26906E-03   -0.19401E-07    0.12423E-08
     8    0.68739E+03    0.27607E+00    0.22796E-03    0.27607E+00    0.16254E-03   -0.19705E-07    0.22796E-03   -0.19705E-07    0.10238E-08
     9    0.68716E+03    0.33656E+00    0.19594E-03    0.33656E+00    0.24967E-03   -0.19960E-07    0.19594E-03   -0.19960E-07    0.86004E-09
    10    0.68924E+03    0.40061E+00    0.17041E-03    0.40061E+00    0.36637E-03   -0.20148E-07    0.17041E-03   -0.20148E-07    0.73350E-09
    11    0.69307E+03    0.46776E+00    0.14974E-03    0.46776E+00    0.51842E-03   -0.20278E-07    0.14974E-03   -0.20278E-07    0.63356E-09
    12    0.69877E+03    0.53784E+00    0.13266E-03    0.53784E+00    0.71155E-03   -0.20333E-07    0.13266E-03   -0.20333E-07    0.55284E-09
    13    0.70548E+03    0.60959E+00    0.11848E-03    0.60959E+00    0.95187E-03   -0.20367E-07    0.11848E-03   -0.20367E-07    0.48684E-09
    14    0.71312E+03    0.68267E+00    0.10646E-03    0.68267E+00    0.12453E-02   -0.20381E-07    0.10646E-03   -0.20381E-07    0.43193E-09
    15    0.72150E+03    0.75645E+00    0.96223E-04    0.75645E+00    0.15990E-02   -0.20399E-07    0.96223E-04   -0.20399E-07    0.38584E-09
    16    0.73088E+03    0.83121E+00    0.87378E-04    0.83121E+00    0.20200E-02   -0.20408E-07    0.87378E-04   -0.20408E-07    0.34671E-09
    17    0.74083E+03    0.90568E+00    0.79709E-04    0.90568E+00    0.25155E-02   -0.20402E-07    0.79709E-04   -0.20402E-07    0.31311E-09
    18    0.75102E+03    0.97906E+00    0.73015E-04    0.97906E+00    0.30910E-02   -0.20379E-07    0.73015E-04   -0.20379E-07    0.28413E-09
    19    0.76241E+03    0.10520E+01    0.67150E-04    0.10520E+01    0.37573E-02   -0.20355E-07    0.67150E-04   -0.20355E-07    0.25892E-09
    20    0.77400E+03    0.11233E+01    0.61941E-04    0.11233E+01    0.45182E-02   -0.20308E-07    0.61941E-04   -0.20308E-07    0.23682E-09
    21    0.78595E+03    0.11923E+01    0.57317E-04    0.11923E+01    0.53819E-02   -0.20252E-07    0.57317E-04   -0.20252E-07    0.21735E-09
    22    0.79823E+03    0.12587E+01    0.53189E-04    0.12587E+01    0.63565E-02   -0.20193E-07    0.53189E-04   -0.20193E-07    0.20012E-09
    23    0.81082E+03    0.13221E+01    0.49487E-04    0.13221E+01    0.74494E-02   -0.20131E-07    0.49487E-04   -0.20131E-07    0.18479E-09
    24    0.82372E+03    0.13814E+01    0.46163E-04    0.13814E+01    0.86675E-02   -0.20058E-07    0.46163E-04   -0.20058E-07    0.17108E-09
    25    0.83692E+03    0.14367E+01    0.43159E-04    0.14367E+01    0.10019E-01   -0.19982E-07    0.43159E-04   -0.19982E-07    0.15878E-09
    26    0.85038E+03    0.14880E+01    0.40429E-04    0.14880E+01    0.11510E-01   -0.19901E-07    0.40429E-04   -0.19901E-07    0.14771E-09
    27    0.86410E+03    0.15345E+01    0.37946E-04    0.15345E+01    0.13150E-01   -0.19818E-07    0.37946E-04   -0.19818E-07    0.13769E-09
    28    0.87799E+03    0.15753E+01    0.35685E-04    0.15753E+01    0.14945E-01   -0.19732E-07    0.35685E-04   -0.19732E-07    0.12861E-09
    29    0.89220E+03    0.16099E+01    0.33621E-04    0.16099E+01    0.16903E-01   -0.19641E-07    0.33621E-04   -0.19641E-07    0.12035E-09
    30    0.90657E+03    0.16391E+01    0.31723E-04    0.16391E+01    0.19029E-01   -0.19546E-07    0.31723E-04   -0.19546E-07    0.11282E-09
    31    0.92110E+03    0.16619E+01    0.29975E-04    0.16619E+01    0.21332E-01   -0.19449E-07    0.29975E-04   -0.19449E-07    0.10592E-09
    32    0.93585E+03    0.16777E+01    0.28367E-04    0.16777E+01    0.23818E-01   -0.19353E-07    0.28367E-04   -0.19353E-07    0.99606E-10
    33    0.95079E+03    0.16854E+01    0.26888E-04    0.16854E+01    0.26494E-01   -0.19255E-07    0.26888E-04   -0.19255E-07    0.93802E-10
    34    0.96592E+03    0.16860E+01    0.25516E-04    0.16860E+01    0.29365E-01   -0.19152E-07    0.25516E-04   -0.19152E-07    0.88457E-10
    35    0.98120E+03    0.16792E+01    0.24241E-04    0.16792E+01    0.32438E-01   -0.19047E-07    0.24241E-04   -0.19047E-07    0.83523E-10
    36    0.99660E+03    0.16639E+01    0.23058E-04    0.16639E+01    0.35720E-01   -0.18942E-07    0.23058E-04   -0.18942E-07    0.78962E-10
    37    0.10122E+04    0.16395E+01    0.21960E-04    0.16395E+01    0.39216E-01   -0.18838E-07    0.21960E-04   -0.18838E-07    0.74738E-10
    38    0.10280E+04    0.16066E+01    0.20935E-04    0.16066E+01    0.42933E-01   -0.18731E-07    0.20935E-04   -0.18731E-07    0.70817E-10
    39    0.10440E+04    0.15647E+01    0.19979E-04    0.15647E+01    0.46871E-01   -0.18621E-07    0.19979E-04   -0.18621E-07    0.67173E-10
    40    0.10600E+04    0.15130E+01    0.19086E-04    0.15130E+01    0.51036E-01   -0.18510E-07    0.19086E-04   -0.18510E-07    0.63781E-10
    41    0.10763E+04    0.14509E+01    0.18251E-04    0.14509E+01    0.55438E-01   -0.18401E-07    0.18251E-04   -0.18401E-07    0.60619E-10
    42    0.10927E+04    0.13793E+01    0.17469E-04    0.13793E+01    0.60079E-01   -0.18291E-07    0.17469E-04   -0.18291E-07    0.57667E-10
    43    0.11093E+04    0.12985E+01    0.16731E-04    0.12985E+01    0.64963E-01   -0.18178E-07    0.16731E-04   -0.18178E-07    0.54907E-10
    44    0.11258E+04    0.12071E+01    0.16038E-04    0.12071E+01    0.70087E-01   -0.18065E-07    0.16038E-04   -0.18065E-07    0.52323E-10
    45    0.11427E+04    0.11042E+01    0.15389E-04    0.11042E+01    0.75459E-01   -0.17952E-07    0.15389E-04   -0.17952E-07    0.49901E-10
    46    0.11598E+04    0.99034E+00    0.14777E-04    0.99034E+00    0.81092E-01   -0.17839E-07    0.14777E-04   -0.17839E-07    0.47627E-10
