#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.70908E+03    0.20239E-01    0.82778E-03    0.20239E-01    0.91165E-06   -0.12772E-07    0.82778E-03   -0.12772E-07    0.63831E-08
     3    0.69003E+03    0.45773E-01    0.58592E-03    0.45773E-01    0.43164E-05   -0.15327E-07    0.58592E-03   -0.15327E-07    0.38862E-08
     4    0.67010E+03    0.78091E-01    0.44419E-03    0.78091E-01    0.12448E-04   -0.16666E-07    0.44419E-03   -0.16666E-07    0.26919E-08
     5    0.65586E+03    0.11660E+00    0.35183E-03    0.11660E+00    0.28110E-04   -0.17511E-07    0.35183E-03   -0.17511E-07    0.20041E-08
     6    0.64708E+03    0.16079E+00    0.28739E-03    0.16079E+00    0.54629E-04   -0.18062E-07    0.28739E-03   -0.18062E-07    0.15627E-08
     7    0.64259E+03    0.21015E+00    0.24019E-03    0.21015E+00    0.95817E-04   -0.18442E-07    0.24019E-03   -0.18442E-07    0.12590E-08
     8    0.64104E+03    0.26407E+00    0.20433E-03    0.26407E+00    0.15589E-03   -0.18733E-07    0.20433E-03   -0.18733E-07    0.10394E-08
     9    0.64195E+03    0.32213E+00    0.17626E-03    0.32213E+00    0.23956E-03   -0.18979E-07    0.17626E-03   -0.18979E-07    0.87468E-09
    10    0.64472E+03    0.38366E+00    0.15379E-03    0.38366E+00    0.35168E-03   -0.19162E-07    0.15379E-03   -0.19162E-07    0.74726E-09
    11    0.64891E+03    0.44827E+00    0.13553E-03    0.44827E+00    0.49780E-03   -0.19289E-07    0.13553E-03   -0.19289E-07    0.64652E-09
    12    0.65468E+03    0.51579E+00    0.12039E-03    0.51579E+00    0.68349E-03   -0.19345E-07    0.12039E-03   -0.19345E-07    0.56508E-09
    13    0.66122E+03    0.58502E+00    0.10778E-03    0.58502E+00    0.91460E-03   -0.19382E-07    0.10778E-03   -0.19382E-07    0.49841E-09
    14    0.66851E+03    0.65564E+00    0.97056E-04    0.65564E+00    0.11969E-02   -0.19400E-07    0.97056E-04   -0.19400E-07    0.44289E-09
    15    0.67639E+03    0.72708E+00    0.87897E-04    0.72708E+00    0.15372E-02   -0.19422E-07    0.87897E-04   -0.19422E-07    0.39624E-09
    16    0.68512E+03    0.79959E+00    0.79959E-04    0.79959E+00    0.19424E-02   -0.19435E-07    0.79959E-04   -0.19435E-07    0.35659E-09
    17    0.69430E+03    0.87200E+00    0.73059E-04    0.87200E+00    0.24194E-02   -0.19434E-07    0.73059E-04   -0.19434E-07    0.32252E-09
    18    0.70364E+03    0.94353E+00    0.67019E-04    0.94353E+00    0.29735E-02   -0.19417E-07    0.67019E-04   -0.19417E-07    0.29309E-09
    19    0.71401E+03    0.10148E+01    0.61717E-04    0.10148E+01    0.36153E-02   -0.19400E-07    0.61717E-04   -0.19400E-07    0.26747E-09
    20    0.72452E+03    0.10847E+01    0.56996E-04    0.10847E+01    0.43481E-02   -0.19360E-07    0.56996E-04   -0.19360E-07    0.24498E-09
    21    0.73531E+03    0.11525E+01    0.52798E-04    0.11525E+01    0.51802E-02   -0.19312E-07    0.52798E-04   -0.19312E-07    0.22515E-09
    22    0.74635E+03    0.12181E+01    0.49042E-04    0.12181E+01    0.61191E-02   -0.19259E-07    0.49042E-04   -0.19259E-07    0.20759E-09
    23    0.75763E+03    0.12810E+01    0.45666E-04    0.12810E+01    0.71722E-02   -0.19205E-07    0.45666E-04   -0.19205E-07    0.19194E-09
    24    0.76915E+03    0.13400E+01    0.42630E-04    0.13400E+01    0.83461E-02   -0.19141E-07    0.42630E-04   -0.19141E-07    0.17793E-09
    25    0.78090E+03    0.13955E+01    0.39883E-04    0.13955E+01    0.96485E-02   -0.19074E-07    0.39883E-04   -0.19074E-07    0.16535E-09
    26    0.79286E+03    0.14474E+01    0.37382E-04    0.14474E+01    0.11086E-01   -0.19001E-07    0.37382E-04   -0.19001E-07    0.15402E-09
    27    0.80502E+03    0.14949E+01    0.35104E-04    0.14949E+01    0.12667E-01   -0.18926E-07    0.35104E-04   -0.18926E-07    0.14375E-09
    28    0.81729E+03    0.15371E+01    0.33026E-04    0.15371E+01    0.14397E-01   -0.18848E-07    0.33026E-04   -0.18848E-07    0.13444E-09
    29    0.82982E+03    0.15737E+01    0.31128E-04    0.15737E+01    0.16284E-01   -0.18767E-07    0.31128E-04   -0.18767E-07    0.12596E-09
    30    0.84248E+03    0.16052E+01    0.29380E-04    0.16052E+01    0.18334E-01   -0.18681E-07    0.29380E-04   -0.18681E-07    0.11822E-09
    31    0.85524E+03    0.16309E+01    0.27767E-04    0.16309E+01    0.20554E-01   -0.18593E-07    0.27767E-04   -0.18593E-07    0.11112E-09
    32    0.86819E+03    0.16501E+01    0.26283E-04    0.16501E+01    0.22952E-01   -0.18505E-07    0.26283E-04   -0.18505E-07    0.10462E-09
    33    0.88126E+03    0.16618E+01    0.24915E-04    0.16618E+01    0.25532E-01   -0.18416E-07    0.24915E-04   -0.18416E-07    0.98638E-10
    34    0.89449E+03    0.16669E+01    0.23647E-04    0.16669E+01    0.28300E-01   -0.18322E-07    0.23647E-04   -0.18322E-07    0.93123E-10
    35    0.90783E+03    0.16651E+01    0.22467E-04    0.16651E+01    0.31263E-01   -0.18226E-07    0.22467E-04   -0.18226E-07    0.88028E-10
    36    0.92126E+03    0.16554E+01    0.21371E-04    0.16554E+01    0.34428E-01   -0.18130E-07    0.21371E-04   -0.18130E-07    0.83314E-10
    37    0.93485E+03    0.16374E+01    0.20352E-04    0.16374E+01    0.37799E-01   -0.18034E-07    0.20352E-04   -0.18034E-07    0.78944E-10
    38    0.94859E+03    0.16114E+01    0.19401E-04    0.16114E+01    0.41383E-01   -0.17936E-07    0.19401E-04   -0.17936E-07    0.74884E-10
    39    0.96247E+03    0.15769E+01    0.18513E-04    0.15769E+01    0.45180E-01   -0.17834E-07    0.18513E-04   -0.17834E-07    0.71108E-10
