# L    TT    EE    TE    PP    TP
2 1.08025E+03 1.40437E-06 3.10622E-02 1.20828E+06 2.86575E+04
3 1.05156E+03 6.65066E-06 7.02418E-02 1.86005E+06 3.41827E+04
4 1.02148E+03 1.91818E-05 1.19844E-01 2.44098E+06 3.68009E+04
5 1.00003E+03 4.33186E-05 1.78949E-01 2.95516E+06 3.78974E+04
6 9.86941E+02 8.41899E-05 2.46782E-01 3.41010E+06 3.81555E+04
7 9.80349E+02 1.47670E-04 3.22571E-01 3.81444E+06 3.79299E+04
8 9.78121E+02 2.40255E-04 4.05351E-01 4.17542E+06 3.74165E+04
9 9.79699E+02 3.69216E-04 4.94483E-01 4.49917E+06 3.67267E+04
10 9.84156E+02 5.42010E-04 5.88952E-01 4.78996E+06 3.59319E+04
11 9.90655E+02 7.67224E-04 6.88138E-01 5.05299E+06 3.50963E+04
12 9.99568E+02 1.05342E-03 7.91781E-01 5.28937E+06 3.42236E+04
13 1.00969E+03 1.40957E-03 8.98042E-01 5.50449E+06 3.33722E+04
14 1.02092E+03 1.84464E-03 1.00644E+00 5.69863E+06 3.25152E+04
15 1.03309E+03 2.36922E-03 1.11600E+00 5.87560E+06 3.16805E+04
16 1.04645E+03 2.99360E-03 1.22722E+00 6.03659E+06 3.08551E+04
17 1.06057E+03 3.72865E-03 1.33827E+00 6.18180E+06 3.00548E+04
18 1.07496E+03 4.58254E-03 1.44792E+00 6.31457E+06 2.92814E+04
19 1.09093E+03 5.57144E-03 1.55719E+00 6.43526E+06 2.85433E+04
20 1.10699E+03 6.70071E-03 1.66415E+00 6.54445E+06 2.78210E+04
21 1.12361E+03 7.98280E-03 1.76805E+00 6.64333E+06 2.71265E+04
22 1.14060E+03 9.42933E-03 1.86832E+00 6.73339E+06 2.64589E+04
23 1.15796E+03 1.10523E-02 1.96450E+00 6.81491E+06 2.58146E+04
24 1.17560E+03 1.28609E-02 2.05475E+00 6.88807E+06 2.52000E+04
25 1.19371E+03 1.48673E-02 2.13942E+00 6.95427E+06 2.46085E+04
26 1.21209E+03 1.70825E-02 2.21853E+00 7.01378E+06 2.40357E+04
27 1.23075E+03 1.95169E-02 2.29085E+00 7.06680E+06 2.34833E+04
28 1.24969E+03 2.21834E-02 2.35510E+00 7.11424E+06 2.29540E+04
29 1.26891E+03 2.50895E-02 2.41053E+00 7.15611E+06 2.24480E+04
30 1.28841E+03 2.82471E-02 2.45816E+00 7.19325E+06 2.19569E+04
31 1.30809E+03 3.16666E-02 2.49669E+00 7.22519E+06 2.14806E+04
32 1.32796E+03 3.53590E-02 2.52529E+00 7.25314E+06 2.10238E+04
33 1.34811E+03 3.93328E-02 2.54237E+00 7.27718E+06 2.05865E+04
34 1.36844E+03 4.35962E-02 2.54915E+00 7.29724E+06 2.01631E+04
35 1.38905E+03 4.81596E-02 2.54525E+00 7.31367E+06 1.97527E+04
36 1.40966E+03 5.30321E-02 2.52937E+00 7.32695E+06 1.93563E+04
37 1.43065E+03 5.82230E-02 2.50050E+00 7.33716E+06 1.89756E+04
38 1.45172E+03 6.37399E-02 2.45928E+00 7.34440E+06 1.86070E+04
39 1.47308E+03 6.95863E-02 2.40496E+00 7.34895E+06 1.82505E+04
40 1.49452E+03 7.57707E-02 2.33663E+00 7.35099E+06 1.79070E+04
41 1.51634E+03 8.23042E-02 2.25335E+00 7.35072E+06 1.75755E+04
42 1.53825E+03 8.91924E-02 2.15632E+00 7.34821E+06 1.72543E+04
43 1.56035E+03 9.64380E-02 2.04621E+00 7.34366E+06 1.69414E+04
44 1.58245E+03 1.04042E-01 1.92087E+00 7.33707E+06 1.66378E+04
45 1.60492E+03 1.12017E-01 1.77891E+00 7.32862E+06 1.63463E+04
46 1.62766E+03 1.20373E-01 1.62116E+00 7.31850E+06 1.60640E+04
47 1.65041E+03 1.29092E-01 1.44912E+00 7.30680E+06 1.57883E+04
48 1.67334E+03 1.38200E-01 1.26102E+00 7.29362E+06 1.55209E+04
49 1.69655E+03 1.47679E-01 1.05555E+00 7.27895E+06 1.52628E+04
50 1.72014E+03 1.57548E-01 8.33654E-01 7.26298E+06 1.50121E+04
51 1.74363E+03 1.67817E-01 5.96268E-01 7.24580E+06 1.47679E+04
52 1.76758E+03 1.78439E-01 3.42180E-01 7.22751E+06 1.45312E+04
53 1.79172E+03 1.89478E-01 7.00561E-02 7.20811E+06 1.43018E+04
54 1.81605E+03 2.00879E-01 -2.19021E-01 7.18768E+06 1.40790E+04
55 1.84046E+03 2.12670E-01 -5.24007E-01 7.16623E+06 1.38608E+04
56 1.86516E+03 2.24842E-01 -8.45965E-01 7.14395E+06 1.36491E+04
57 1.89023E+03 2.37404E-01 -1.18609E+00 7.12092E+06 1.34439E+04
58 1.91548E+03 2.50338E-01 -1.54364E+00 7.09706E+06 1.32443E+04
59 1.94092E+03 2.63661E-01 -1.91743E+00 7.07246E+06 1.30493E+04
60 1.96645E+03 2.77318E-01 -2.30673E+00 7.04721E+06 1.28590E+04
61 1.99264E+03 2.91329E-01 -2.71098E+00 7.02139E+06 1.26733E+04
62 2.01891E+03 3.05692E-01 -3.13147E+00 6.99493E+06 1.24932E+04
63 2.04528E+03 3.20389E-01 -3.56961E+00 6.96792E+06 1.23187E+04
64 2.07211E+03 3.35467E-01 -4.02705E+00 6.94043E+06 1.21478E+04
65 2.09894E+03 3.50935E-01 -4.50483E+00 6.91249E+06 1.19816E+04
66 2.12624E+03 3.66747E-01 -5.00174E+00 6.88408E+06 1.18192E+04
67 2.15363E+03 3.82892E-01 -5.51545E+00 6.85529E+06 1.16613E+04
68 2.18139E+03 3.99372E-01 -6.04439E+00 6.82614E+06 1.15063E+04
69 2.20943E+03 4.16121E-01 -6.58604E+00 6.79671E+06 1.13549E+04
70 2.23784E+03 4.33159E-01 -7.14051E+00 6.76691E+06 1.12073E+04
71 2.26644E+03 4.50456E-01 -7.70900E+00 6.73692E+06 1.10634E+04
72 2.29540E+03 4.67985E-01 -8.29263E+00 6.70665E+06 1.09223E+04
73 2.32446E+03 4.85727E-01 -8.89185E+00 6.67610E+06 1.07839E+04
74 2.35390E+03 5.03683E-01 -9.50639E+00 6.64537E+06 1.06493E+04
75 2.38361E+03 5.21890E-01 -1.01340E+01 6.61446E+06 1.05165E+04
76 2.41350E+03 5.40348E-01 -1.07756E+01 6.58335E+06 1.03875E+04
77 2.44377E+03 5.59047E-01 -1.14311E+01 6.55216E+06 1.02612E+04
78 2.47441E+03 5.77987E-01 -1.21014E+01 6.52077E+06 1.01377E+04
79 2.50533E+03 5.97104E-01 -1.27820E+01 6.48930E+06 1.00161E+04
80 2.53652E+03 6.16397E-01 -1.34746E+01 6.45773E+06 9.89819E+03
81 2.56800E+03 6.35802E-01 -1.41793E+01 6.42607E+06 9.78214E+03
