# L    TT    EE    BB    TE
2 1.01590E+03 3.30535E-06 2.12165E-06 2.60913E-02
3 9.71808E+02 9.83618E-06 4.24392E-06 5.94720E-02
4 9.32351E+02 2.31771E-05 7.07465E-06 1.01669E-01
5 9.04617E+02 4.69325E-05 1.06148E-05 1.51843E-01
6 8.86682E+02 8.53744E-05 1.48649E-05 2.09304E-01
7 8.76272E+02 1.43391E-04 1.98263E-05 2.73380E-01
8 8.70979E+02 2.26382E-04 2.54999E-05 3.43247E-01
9 8.69824E+02 3.40386E-04 3.18882E-05 4.18329E-01
10 8.71810E+02 4.91599E-04 3.89922E-05 4.97785E-01
11 8.76184E+02 6.87133E-04 4.68126E-05 5.81029E-01
12 8.83008E+02 9.34101E-04 5.53523E-05 6.67868E-01
13 8.91232E+02 1.23996E-03 6.46128E-05 7.56712E-01
14 9.00768E+02 1.61213E-03 7.45959E-05 8.47156E-01
15 9.11266E+02 2.05927E-03 8.53026E-05 9.38387E-01
16 9.23077E+02 2.59023E-03 9.67346E-05 1.03086E+00
17 9.35675E+02 3.21367E-03 1.08895E-04 1.12281E+00
18 9.48536E+02 3.93657E-03 1.21791E-04 1.21336E+00
19 9.63059E+02 4.77234E-03 1.35413E-04 1.30338E+00
20 9.77844E+02 5.72534E-03 1.49769E-04 1.39122E+00
21 9.93154E+02 6.80598E-03 1.64861E-04 1.47617E+00
22 1.00881E+03 8.02397E-03 1.80696E-04 1.55780E+00
23 1.02500E+03 9.38912E-03 1.97266E-04 1.63557E+00
24 1.04153E+03 1.09088E-02 2.14580E-04 1.70819E+00
25 1.05851E+03 1.25938E-02 2.32628E-04 1.77590E+00
26 1.07583E+03 1.44520E-02 2.51429E-04 1.83846E+00
27 1.09350E+03 1.64948E-02 2.70965E-04 1.89497E+00
28 1.11135E+03 1.87293E-02 2.91262E-04 1.94440E+00
29 1.12963E+03 2.11649E-02 3.12294E-04 1.98605E+00
30 1.14818E+03 2.38105E-02 3.34079E-04 2.02087E+00
31 1.16690E+03 2.66731E-02 3.56615E-04 2.04772E+00
32 1.18598E+03 2.97640E-02 3.79904E-04 2.06575E+00
33 1.20531E+03 3.30894E-02 4.03946E-04 2.07353E+00
34 1.22482E+03 3.66563E-02 4.28740E-04 2.07275E+00
35 1.24459E+03 4.04742E-02 4.54286E-04 2.06242E+00
36 1.26445E+03 4.45502E-02 4.80593E-04 2.04151E+00
37 1.28466E+03 4.88913E-02 5.07644E-04 2.00914E+00
38 1.30513E+03 5.35054E-02 5.35456E-04 1.96619E+00
39 1.32578E+03 5.83942E-02 5.64030E-04 1.91203E+00
40 1.34652E+03 6.35656E-02 5.93356E-04 1.84563E+00
41 1.36760E+03 6.90291E-02 6.23434E-04 1.76628E+00
42 1.38886E+03 7.47884E-02 6.54264E-04 1.67477E+00
43 1.41029E+03 8.08486E-02 6.85856E-04 1.57197E+00
44 1.43182E+03 8.72081E-02 7.18208E-04 1.45596E+00
45 1.45369E+03 9.38737E-02 7.51314E-04 1.32526E+00
46 1.47582E+03 1.00864E-01 7.85171E-04 1.18116E+00
47 1.49796E+03 1.08160E-01 8.19790E-04 1.02474E+00
48 1.52035E+03 1.15781E-01 8.55161E-04 8.54391E-01
49 1.54292E+03 1.23707E-01 8.91319E-04 6.68656E-01
50 1.56593E+03 1.31974E-01 9.28151E-04 4.68634E-01
51 1.58885E+03 1.40566E-01 9.65771E-04 2.55611E-01
52 1.61213E+03 1.49463E-01 1.00418E-03 2.81184E-02
