# L    TT    EE    TE    PP    TP
2 6.36773E+02 8.61667E-07 1.89770E-02 7.40527E+05 1.64473E+04
3 6.22660E+02 4.08380E-06 4.28216E-02 1.13925E+06 1.96876E+04
4 6.06811E+02 1.17849E-05 7.30229E-02 1.49420E+06 2.12309E+04
5 5.95501E+02 2.66247E-05 1.09043E-01 1.80810E+06 2.18782E+04
6 5.88747E+02 5.17631E-05 1.50396E-01 2.08548E+06 2.20310E+04
7 5.85610E+02 9.08164E-05 1.96641E-01 2.33175E+06 2.18981E+04
8 5.84932E+02 1.47802E-04 2.47171E-01 2.55127E+06 2.15943E+04
9 5.86369E+02 2.27172E-04 3.01615E-01 2.74800E+06 2.11848E+04
10 5.89362E+02 3.33548E-04 3.59342E-01 2.92430E+06 2.07128E+04
11 5.93575E+02 4.72218E-04 4.19998E-01 3.08360E+06 2.02156E+04
12 5.99153E+02 6.48436E-04 4.83402E-01 3.22654E+06 1.96975E+04
13 6.05364E+02 8.67796E-04 5.48443E-01 3.35637E+06 1.91940E+04
14 6.12208E+02 1.13573E-03 6.14794E-01 3.47326E+06 1.86868E+04
15 6.19550E+02 1.45885E-03 6.81950E-01 3.57968E+06 1.81931E+04
16 6.27632E+02 1.84345E-03 7.50110E-01 3.67623E+06 1.77049E+04
17 6.36104E+02 2.29622E-03 8.18225E-01 3.76321E+06 1.72330E+04
18 6.44693E+02 2.82223E-03 8.85526E-01 3.84241E+06 1.67773E+04
19 6.54195E+02 3.43150E-03 9.52646E-01 3.91437E+06 1.63442E+04
20 6.63805E+02 4.12711E-03 1.01837E+00 3.97920E+06 1.59211E+04
21 6.73660E+02 4.91692E-03 1.08220E+00 4.03778E+06 1.55152E+04
22 6.83722E+02 5.80809E-03 1.14386E+00 4.09094E+06 1.51246E+04
23 6.94011E+02 6.80766E-03 1.20308E+00 4.13895E+06 1.47494E+04
24 7.04489E+02 7.92178E-03 1.25868E+00 4.18180E+06 1.43923E+04
25 7.15167E+02 9.15759E-03 1.31094E+00 4.22041E+06 1.40506E+04
26 7.26034E+02 1.05219E-02 1.35976E+00 4.25504E+06 1.37187E+04
27 7.37100E+02 1.20218E-02 1.40451E+00 4.28569E+06 1.34005E+04
28 7.48248E+02 1.36636E-02 1.44438E+00 4.31299E+06 1.30958E+04
29 7.59621E+02 1.54537E-02 1.47874E+00 4.33695E+06 1.28056E+04
30 7.71121E+02 1.73984E-02 1.50848E+00 4.35792E+06 1.25244E+04
31 7.82721E+02 1.95041E-02 1.53262E+00 4.37591E+06 1.22523E+04
32 7.94474E+02 2.17770E-02 1.55080E+00 4.39146E+06 1.19919E+04
33 8.06345E+02 2.42234E-02 1.56192E+00 4.40457E+06 1.17433E+04
34 8.18369E+02 2.68480E-02 1.56662E+00 4.41542E+06 1.15037E+04
35 8.30502E+02 2.96571E-02 1.56490E+00 4.42401E+06 1.12714E+04
36 8.42708E+02 3.26559E-02 1.55586E+00 4.43070E+06 1.10471E+04
37 8.55058E+02 3.58510E-02 1.53904E+00 4.43567E+06 1.08320E+04
38 8.67552E+02 3.92459E-02 1.51454E+00 4.43884E+06 1.06249E+04
39 8.80182E+02 4.28433E-02 1.48199E+00 4.44038E+06 1.04251E+04
40 8.92831E+02 4.66477E-02 1.44095E+00 4.44038E+06 1.02326E+04
41 9.05723E+02 5.06664E-02 1.39086E+00 4.43902E+06 1.00481E+04
42 9.18652E+02 5.49030E-02 1.33237E+00 4.43640E+06 9.86911E+03
43 9.31761E+02 5.93602E-02 1.26582E+00 4.43251E+06 9.69462E+03
44 9.44780E+02 6.40353E-02 1.19006E+00 4.42745E+06 9.52555E+03
45 9.58070E+02 6.89355E-02 1.10408E+00 4.42130E+06 9.36372E+03
