#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10359E+04    0.27198E-01    0.12749E-02    0.27198E-01    0.12433E-05   -0.17398E-07    0.12749E-02   -0.17398E-07    0.80416E-08
     3    0.99261E+03    0.61944E-01    0.88906E-03    0.61944E-01    0.58773E-05   -0.20913E-07    0.88906E-03   -0.20913E-07    0.48829E-08
     4    0.95355E+03    0.10588E+00    0.66668E-03    0.10588E+00    0.16930E-04   -0.22753E-07    0.66668E-03   -0.22753E-07    0.33727E-08
     5    0.92601E+03    0.15816E+00    0.52327E-03    0.15816E+00    0.38194E-04   -0.23910E-07    0.52327E-03   -0.23910E-07    0.25035E-08
     6    0.90840E+03    0.21805E+00    0.42403E-03    0.21805E+00    0.74167E-04   -0.24663E-07    0.42403E-03   -0.24663E-07    0.19463E-08
     7    0.89829E+03    0.28486E+00    0.35185E-03    0.28486E+00    0.12999E-03   -0.25180E-07    0.35185E-03   -0.25180E-07    0.15634E-08
     8    0.89333E+03    0.35773E+00    0.29735E-03    0.35773E+00    0.21136E-03   -0.25574E-07    0.29735E-03   -0.25574E-07    0.12869E-08
     9    0.89253E+03    0.43607E+00    0.25496E-03    0.43607E+00    0.32462E-03   -0.25904E-07    0.25496E-03   -0.25904E-07    0.10798E-08
    10    0.89488E+03    0.51897E+00    0.22122E-03    0.51897E+00    0.47629E-03   -0.26147E-07    0.22122E-03   -0.26147E-07    0.91980E-09
    11    0.89963E+03    0.60586E+00    0.19395E-03    0.60586E+00    0.67388E-03   -0.26315E-07    0.19395E-03   -0.26315E-07    0.79355E-09
    12    0.90687E+03    0.69651E+00    0.17145E-03    0.69651E+00    0.92485E-03   -0.26386E-07    0.17145E-03   -0.26386E-07    0.69164E-09
    13    0.91549E+03    0.78926E+00    0.15281E-03    0.78926E+00    0.12371E-02   -0.26429E-07    0.15281E-03   -0.26429E-07    0.60837E-09
    14    0.92537E+03    0.88367E+00    0.13704E-03    0.88367E+00    0.16183E-02   -0.26446E-07    0.13704E-03   -0.26446E-07    0.53914E-09
    15    0.93627E+03    0.97893E+00    0.12363E-03    0.97893E+00    0.20778E-02   -0.26468E-07    0.12363E-03   -0.26468E-07    0.48107E-09
    16    0.94851E+03    0.10754E+01    0.11206E-03    0.10754E+01    0.26246E-02   -0.26477E-07    0.11206E-03   -0.26477E-07    0.43179E-09
    17    0.96151E+03    0.11714E+01    0.10206E-03    0.11714E+01    0.32680E-02   -0.26468E-07    0.10206E-03   -0.26468E-07    0.38953E-09
