#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.96034E+03    0.11910E-05    0.00000E+00    0.26292E-01    0.48310E-07    0.28274E-02   -0.40915E-07
     3    0.92772E+03    0.56342E-05    0.00000E+00    0.59666E-01    0.58756E-07    0.28089E-02   -0.69491E-07
     4    0.89632E+03    0.16238E-04    0.00000E+00    0.10189E+00    0.67748E-07    0.27344E-02   -0.97577E-07
     5    0.87404E+03    0.36651E-04    0.00000E+00    0.15216E+00    0.75561E-07    0.26413E-02   -0.12557E-06
     6    0.86002E+03    0.71200E-04    0.00000E+00    0.20979E+00    0.82380E-07    0.25437E-02   -0.15325E-06
     7    0.85236E+03    0.12484E-03    0.00000E+00    0.27414E+00    0.88385E-07    0.24472E-02   -0.18067E-06
     8    0.84905E+03    0.20304E-03    0.00000E+00    0.34436E+00    0.93704E-07    0.23541E-02   -0.20808E-06
     9    0.84933E+03    0.31193E-03    0.00000E+00    0.41991E+00    0.98445E-07    0.22650E-02   -0.23567E-06
    10    0.85232E+03    0.45780E-03    0.00000E+00    0.49993E+00    0.10267E-06    0.21802E-02   -0.26302E-06
    11    0.85737E+03    0.64787E-03    0.00000E+00    0.58387E+00    0.10648E-06    0.21008E-02   -0.29000E-06
    12    0.86464E+03    0.88934E-03    0.00000E+00    0.67151E+00    0.10986E-06    0.20252E-02   -0.31614E-06
    13    0.87308E+03    0.11898E-02    0.00000E+00    0.76128E+00    0.11293E-06    0.19555E-02   -0.34208E-06
    14    0.88260E+03    0.15568E-02    0.00000E+00    0.85276E+00    0.11566E-06    0.18890E-02   -0.36773E-06
    15    0.89300E+03    0.19991E-02    0.00000E+00    0.94519E+00    0.11814E-06    0.18267E-02   -0.39350E-06
    16    0.90459E+03    0.25257E-02    0.00000E+00    0.10389E+01    0.12037E-06    0.17672E-02   -0.41912E-06
    17    0.91684E+03    0.31454E-02    0.00000E+00    0.11323E+01    0.12236E-06    0.17110E-02   -0.44445E-06
    18    0.92936E+03    0.38653E-02    0.00000E+00    0.12245E+01    0.12415E-06    0.16580E-02   -0.46938E-06
    19    0.94333E+03    0.46990E-02    0.00000E+00    0.13161E+01    0.12577E-06    0.16082E-02   -0.49424E-06
    20    0.95751E+03    0.56508E-02    0.00000E+00    0.14058E+01    0.12720E-06    0.15605E-02   -0.51846E-06
    21    0.97211E+03    0.67315E-02    0.00000E+00    0.14927E+01    0.12848E-06    0.15152E-02   -0.54231E-06
    22    0.98710E+03    0.79507E-02    0.00000E+00    0.15765E+01    0.12962E-06    0.14723E-02   -0.56592E-06
    23    0.10024E+04    0.93183E-02    0.00000E+00    0.16566E+01    0.13063E-06    0.14313E-02   -0.58932E-06
    24    0.10181E+04    0.10842E-01    0.00000E+00    0.17315E+01    0.13151E-06    0.13926E-02   -0.61223E-06
    25    0.10342E+04    0.12533E-01    0.00000E+00    0.18017E+01    0.13229E-06    0.13557E-02   -0.63488E-06
    26    0.10505E+04    0.14400E-01    0.00000E+00    0.18669E+01    0.13297E-06    0.13203E-02   -0.65717E-06
    27    0.10672E+04    0.16452E-01    0.00000E+00    0.19263E+01    0.13354E-06    0.12864E-02   -0.67917E-06
    28    0.10840E+04    0.18698E-01    0.00000E+00    0.19786E+01    0.13403E-06    0.12541E-02   -0.70088E-06
    29    0.11013E+04    0.21148E-01    0.00000E+00    0.20233E+01    0.13444E-06    0.12234E-02   -0.72221E-06
    30    0.11187E+04    0.23809E-01    0.00000E+00    0.20613E+01    0.13477E-06    0.11938E-02   -0.74317E-06
    31    0.11363E+04    0.26690E-01    0.00000E+00    0.20915E+01    0.13503E-06    0.11653E-02   -0.76380E-06
    32    0.11541E+04    0.29802E-01    0.00000E+00    0.21130E+01    0.13522E-06    0.11381E-02   -0.78421E-06
    33    0.11722E+04    0.33151E-01    0.00000E+00    0.21246E+01    0.13536E-06    0.11122E-02   -0.80433E-06
