#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10039E+04    0.27197E-01    0.12224E-02    0.27197E-01    0.12514E-05   -0.17327E-07    0.12224E-02   -0.17327E-07    0.80262E-08
     3    0.96547E+03    0.61843E-01    0.85415E-03    0.61843E-01    0.59206E-05   -0.20822E-07    0.85415E-03   -0.20822E-07    0.48703E-08
     4    0.92982E+03    0.10567E+00    0.64105E-03    0.10567E+00    0.17063E-04   -0.22653E-07    0.64105E-03   -0.22653E-07    0.33621E-08
     5    0.90461E+03    0.15785E+00    0.50327E-03    0.15785E+00    0.38511E-04   -0.23807E-07    0.50327E-03   -0.23807E-07    0.24944E-08
     6    0.88862E+03    0.21766E+00    0.40776E-03    0.21766E+00    0.74808E-04   -0.24559E-07    0.40776E-03   -0.24559E-07    0.19382E-08
     7    0.87965E+03    0.28443E+00    0.33820E-03    0.28443E+00    0.13115E-03   -0.25076E-07    0.33820E-03   -0.25076E-07    0.15562E-08
     8    0.87550E+03    0.35728E+00    0.28562E-03    0.35728E+00    0.21329E-03   -0.25472E-07    0.28562E-03   -0.25472E-07    0.12803E-08
     9    0.87527E+03    0.43564E+00    0.24470E-03    0.43564E+00    0.32765E-03   -0.25806E-07    0.24470E-03   -0.25806E-07    0.10737E-08
    10    0.87800E+03    0.51861E+00    0.21211E-03    0.51861E+00    0.48082E-03   -0.26052E-07    0.21211E-03   -0.26052E-07    0.91412E-09
    11    0.88298E+03    0.60561E+00    0.18577E-03    0.60561E+00    0.68038E-03   -0.26223E-07    0.18577E-03   -0.26223E-07    0.78822E-09
    12    0.89034E+03    0.69642E+00    0.16404E-03    0.69642E+00    0.93388E-03   -0.26297E-07    0.16404E-03   -0.26297E-07    0.68662E-09
    13    0.89897E+03    0.78938E+00    0.14603E-03    0.78938E+00    0.12493E-02   -0.26344E-07    0.14603E-03   -0.26344E-07    0.60360E-09
    14    0.90877E+03    0.88404E+00    0.13079E-03    0.88404E+00    0.16344E-02   -0.26364E-07    0.13079E-03   -0.26364E-07    0.53461E-09
    15    0.91952E+03    0.97961E+00    0.11785E-03    0.97961E+00    0.20986E-02   -0.26391E-07    0.11785E-03   -0.26391E-07    0.47675E-09
    16    0.93155E+03    0.10764E+01    0.10669E-03    0.10764E+01    0.26511E-02   -0.26404E-07    0.10669E-03   -0.26404E-07    0.42767E-09
    17    0.94430E+03    0.11728E+01    0.97037E-04    0.11728E+01    0.33012E-02   -0.26398E-07    0.97037E-04   -0.26398E-07    0.38558E-09
    18    0.95737E+03    0.12678E+01    0.88632E-04    0.12678E+01    0.40563E-02   -0.26370E-07    0.88632E-04   -0.26370E-07    0.34931E-09
    19    0.97194E+03    0.13621E+01    0.81289E-04    0.13621E+01    0.49306E-02   -0.26342E-07    0.81289E-04   -0.26342E-07    0.31779E-09
    20    0.98677E+03    0.14543E+01    0.74785E-04    0.14543E+01    0.59287E-02   -0.26283E-07    0.74785E-04   -0.26283E-07    0.29018E-09
    21    0.10021E+04    0.15433E+01    0.69028E-04    0.15433E+01    0.70618E-02   -0.26212E-07    0.69028E-04   -0.26212E-07    0.26589E-09
    22    0.10178E+04    0.16290E+01    0.63903E-04    0.16290E+01    0.83400E-02   -0.26136E-07    0.63903E-04   -0.26136E-07    0.24442E-09
    23    0.10339E+04    0.17107E+01    0.59318E-04    0.17107E+01    0.97733E-02   -0.26057E-07    0.59318E-04   -0.26057E-07    0.22534E-09
    24    0.10505E+04    0.17868E+01    0.55215E-04    0.17868E+01    0.11371E-01   -0.25963E-07    0.55215E-04   -0.25963E-07    0.20829E-09
    25    0.10674E+04    0.18577E+01    0.51518E-04    0.18577E+01    0.13142E-01   -0.25865E-07    0.51518E-04   -0.25865E-07    0.19301E-09
    26    0.10847E+04    0.19233E+01    0.48168E-04    0.19233E+01    0.15098E-01   -0.25761E-07    0.48168E-04   -0.25761E-07    0.17927E-09
    27    0.11023E+04    0.19826E+01    0.45128E-04    0.19826E+01    0.17247E-01   -0.25653E-07    0.45128E-04   -0.25653E-07    0.16686E-09
    28    0.11201E+04    0.20343E+01    0.42369E-04    0.20343E+01    0.19600E-01   -0.25542E-07    0.42369E-04   -0.25542E-07    0.15562E-09
    29    0.11384E+04    0.20779E+01    0.39858E-04    0.20779E+01    0.22165E-01   -0.25425E-07    0.39858E-04   -0.25425E-07    0.14541E-09
    30    0.11570E+04    0.21143E+01    0.37555E-04    0.21143E+01    0.24951E-01   -0.25303E-07    0.37555E-04   -0.25303E-07    0.13610E-09
    31    0.11757E+04    0.21422E+01    0.35440E-04    0.21422E+01    0.27968E-01   -0.25177E-07    0.35440E-04   -0.25177E-07    0.12760E-09
    32    0.11948E+04    0.21609E+01    0.33499E-04    0.21609E+01    0.31224E-01   -0.25051E-07    0.33499E-04   -0.25051E-07    0.11982E-09
    33    0.12141E+04    0.21689E+01    0.31719E-04    0.21689E+01    0.34729E-01   -0.24924E-07    0.31719E-04   -0.24924E-07    0.11267E-09
    34    0.12337E+04    0.21676E+01    0.30072E-04    0.21676E+01    0.38488E-01   -0.24790E-07    0.30072E-04   -0.24790E-07    0.10610E-09
    35    0.12535E+04    0.21564E+01    0.28546E-04    0.21564E+01    0.42511E-01   -0.24653E-07    0.28546E-04   -0.24653E-07    0.10004E-09
    36    0.12735E+04    0.21340E+01    0.27133E-04    0.21340E+01    0.46807E-01   -0.24517E-07    0.27133E-04   -0.24517E-07    0.94450E-10
