# L    TT    EE    TE    PP    TP
2 7.60976E+02 9.13795E-07 2.00395E-02 7.42337E+05 2.13410E+04
3 7.29851E+02 4.31997E-06 4.56232E-02 1.14138E+06 2.51389E+04
4 7.01597E+02 1.24437E-05 7.79761E-02 1.49565E+06 2.68333E+04
5 6.81655E+02 2.80746E-05 1.16462E-01 1.80763E+06 2.74457E+04
6 6.68913E+02 5.45187E-05 1.60566E-01 2.08224E+06 2.74740E+04
7 6.61640E+02 9.55629E-05 2.09774E-01 2.32505E+06 2.71732E+04
8 6.58104E+02 1.55380E-04 2.63438E-01 2.54041E+06 2.66820E+04
9 6.57602E+02 2.38638E-04 3.21131E-01 2.73245E+06 2.60813E+04
10 6.59398E+02 3.50151E-04 3.82197E-01 2.90389E+06 2.54178E+04
11 6.62925E+02 4.95423E-04 4.46197E-01 3.05783E+06 2.47361E+04
12 6.68284E+02 6.79941E-04 5.12968E-01 3.19518E+06 2.40388E+04
13 6.74655E+02 9.09511E-04 5.81298E-01 3.31932E+06 2.33662E+04
14 6.81937E+02 1.18977E-03 6.50867E-01 3.43042E+06 2.26981E+04
15 6.89967E+02 1.52764E-03 7.21074E-01 3.53086E+06 2.20519E+04
16 6.98963E+02 1.92976E-03 7.92174E-01 3.62136E+06 2.14194E+04
17 7.08533E+02 2.40288E-03 8.62946E-01 3.70221E+06 2.08106E+04
18 7.18349E+02 2.95247E-03 9.32661E-01 3.77540E+06 2.02263E+04
19 7.29331E+02 3.58874E-03 1.00184E+00 3.84120E+06 1.96722E+04
20 7.40524E+02 4.31523E-03 1.06947E+00 3.89999E+06 1.91326E+04
21 7.52081E+02 5.13998E-03 1.13482E+00 3.95249E+06 1.86168E+04
22 7.63966E+02 6.07036E-03 1.19761E+00 3.99970E+06 1.81228E+04
23 7.76160E+02 7.11376E-03 1.25749E+00 4.04171E+06 1.76497E+04
24 7.88683E+02 8.27665E-03 1.31336E+00 4.07863E+06 1.71986E+04
25 8.01489E+02 9.56632E-03 1.36531E+00 4.11144E+06 1.67675E+04
