#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.93790E+03    0.24587E-01    0.11535E-02    0.24587E-01    0.11191E-05   -0.15726E-07    0.11535E-02   -0.15726E-07    0.73354E-08
     3    0.89924E+03    0.55984E-01    0.80529E-03    0.55984E-01    0.52900E-05   -0.18901E-07    0.80529E-03   -0.18901E-07    0.44572E-08
     4    0.86422E+03    0.95684E-01    0.60455E-03    0.95684E-01    0.15237E-04   -0.20563E-07    0.60455E-03   -0.20563E-07    0.30806E-08
     5    0.83951E+03    0.14291E+00    0.47508E-03    0.14291E+00    0.34374E-04   -0.21608E-07    0.47508E-03   -0.21608E-07    0.22882E-08
     6    0.82370E+03    0.19702E+00    0.38546E-03    0.19702E+00    0.66748E-04   -0.22287E-07    0.38546E-03   -0.22287E-07    0.17800E-08
     7    0.81464E+03    0.25738E+00    0.32025E-03    0.25738E+00    0.11699E-03   -0.22754E-07    0.32025E-03   -0.22754E-07    0.14308E-08
     8    0.81022E+03    0.32321E+00    0.27099E-03    0.32321E+00    0.19022E-03   -0.23109E-07    0.27099E-03   -0.23109E-07    0.11786E-08
     9    0.80953E+03    0.39398E+00    0.23266E-03    0.39398E+00    0.29215E-03   -0.23407E-07    0.23266E-03   -0.23407E-07    0.98948E-09
    10    0.81168E+03    0.46888E+00    0.20213E-03    0.46888E+00    0.42865E-03   -0.23627E-07    0.20213E-03   -0.23627E-07    0.84344E-09
    11    0.81599E+03    0.54738E+00    0.17743E-03    0.54738E+00    0.60647E-03   -0.23777E-07    0.17743E-03   -0.23777E-07    0.72814E-09
    12    0.82254E+03    0.62928E+00    0.15704E-03    0.62928E+00    0.83235E-03   -0.23841E-07    0.15704E-03   -0.23841E-07    0.63504E-09
    13    0.83035E+03    0.71308E+00    0.14014E-03    0.71308E+00    0.11134E-02   -0.23879E-07    0.14014E-03   -0.23879E-07    0.55893E-09
    14    0.83929E+03    0.79840E+00    0.12581E-03    0.79840E+00    0.14565E-02   -0.23894E-07    0.12581E-03   -0.23894E-07    0.49564E-09
    15    0.84915E+03    0.88451E+00    0.11363E-03    0.88451E+00    0.18700E-02   -0.23914E-07    0.11363E-03   -0.23914E-07    0.44253E-09
    16    0.86022E+03    0.97171E+00    0.10311E-03    0.97171E+00    0.23622E-02   -0.23923E-07    0.10311E-03   -0.23923E-07    0.39745E-09
    17    0.87197E+03    0.10585E+01    0.93994E-04    0.10585E+01    0.29414E-02   -0.23914E-07    0.93994E-04   -0.23914E-07    0.35877E-09
    18    0.88405E+03    0.11440E+01    0.86045E-04    0.11440E+01    0.36142E-02   -0.23885E-07    0.86045E-04   -0.23885E-07    0.32541E-09
    19    0.89756E+03    0.12289E+01    0.79087E-04    0.12289E+01    0.43931E-02   -0.23855E-07    0.79087E-04   -0.23855E-07    0.29639E-09
    20    0.91132E+03    0.13118E+01    0.72912E-04    0.13118E+01    0.52824E-02   -0.23799E-07    0.72912E-04   -0.23799E-07    0.27097E-09
    21    0.92554E+03    0.13920E+01    0.67434E-04    0.13920E+01    0.62920E-02   -0.23732E-07    0.67434E-04   -0.23732E-07    0.24858E-09
    22    0.94016E+03    0.14691E+01    0.62548E-04    0.14691E+01    0.74310E-02   -0.23661E-07    0.62548E-04   -0.23661E-07    0.22877E-09
    23    0.95516E+03    0.15426E+01    0.58169E-04    0.15426E+01    0.87083E-02   -0.23587E-07    0.58169E-04   -0.23587E-07    0.21116E-09
    24    0.97056E+03    0.16111E+01    0.54239E-04    0.16111E+01    0.10132E-01   -0.23499E-07    0.54239E-04   -0.23499E-07    0.19540E-09
    25    0.98632E+03    0.16750E+01    0.50691E-04    0.16750E+01    0.11711E-01   -0.23408E-07    0.50691E-04   -0.23408E-07    0.18128E-09
    26    0.10024E+04    0.17341E+01    0.47469E-04    0.17341E+01    0.13454E-01   -0.23311E-07    0.47469E-04   -0.23311E-07    0.16856E-09
    27    0.10188E+04    0.17875E+01    0.44539E-04    0.17875E+01    0.15371E-01   -0.23213E-07    0.44539E-04   -0.23213E-07    0.15707E-09
    28    0.10354E+04    0.18341E+01    0.41873E-04    0.18341E+01    0.17468E-01   -0.23111E-07    0.41873E-04   -0.23111E-07    0.14665E-09
    29    0.10524E+04    0.18735E+01    0.39441E-04    0.18735E+01    0.19756E-01   -0.23003E-07    0.39441E-04   -0.23003E-07    0.13717E-09
    30    0.10697E+04    0.19064E+01    0.37206E-04    0.19064E+01    0.22240E-01   -0.22890E-07    0.37206E-04   -0.22890E-07    0.12854E-09
