#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.94678E+03    0.13364E-05    0.00000E+00    0.29864E-01    0.59364E-07    0.24227E-02   -0.45465E-07
     3    0.93576E+03    0.63400E-05    0.00000E+00    0.67025E-01    0.72326E-07    0.24679E-02   -0.77019E-07
     4    0.91901E+03    0.18309E-04    0.00000E+00    0.11412E+00    0.83568E-07    0.24411E-02   -0.10806E-06
     5    0.90695E+03    0.41391E-04    0.00000E+00    0.17035E+00    0.93419E-07    0.23861E-02   -0.13905E-06
     6    0.90033E+03    0.80514E-04    0.00000E+00    0.23498E+00    0.10209E-06    0.23202E-02   -0.16971E-06
     7    0.89823E+03    0.14133E-03    0.00000E+00    0.30731E+00    0.10980E-06    0.22505E-02   -0.20010E-06
     8    0.89919E+03    0.23009E-03    0.00000E+00    0.38644E+00    0.11669E-06    0.21805E-02   -0.23052E-06
     9    0.90288E+03    0.35381E-03    0.00000E+00    0.47179E+00    0.12289E-06    0.21113E-02   -0.26121E-06
    10    0.90856E+03    0.51966E-03    0.00000E+00    0.56237E+00    0.12848E-06    0.20439E-02   -0.29166E-06
    11    0.91583E+03    0.73595E-03    0.00000E+00    0.65765E+00    0.13355E-06    0.19798E-02   -0.32170E-06
    12    0.92499E+03    0.10109E-02    0.00000E+00    0.75738E+00    0.13812E-06    0.19177E-02   -0.35079E-06
    13    0.93494E+03    0.13533E-02    0.00000E+00    0.85984E+00    0.14231E-06    0.18601E-02   -0.37973E-06
    14    0.94568E+03    0.17716E-02    0.00000E+00    0.96453E+00    0.14609E-06    0.18045E-02   -0.40845E-06
    15    0.95705E+03    0.22761E-02    0.00000E+00    0.10707E+01    0.14955E-06    0.17517E-02   -0.43734E-06
    16    0.96946E+03    0.28769E-02    0.00000E+00    0.11786E+01    0.15272E-06    0.17008E-02   -0.46601E-06
    17    0.98238E+03    0.35843E-02    0.00000E+00    0.12867E+01    0.15558E-06    0.16525E-02   -0.49433E-06
    18    0.99537E+03    0.44064E-02    0.00000E+00    0.13938E+01    0.15821E-06    0.16064E-02   -0.52227E-06
    19    0.10097E+04    0.53587E-02    0.00000E+00    0.15007E+01    0.16061E-06    0.15631E-02   -0.55026E-06
    20    0.10241E+04    0.64462E-02    0.00000E+00    0.16059E+01    0.16279E-06    0.15211E-02   -0.57758E-06
    21    0.10388E+04    0.76813E-02    0.00000E+00    0.17083E+01    0.16477E-06    0.14811E-02   -0.60447E-06
    22    0.10537E+04    0.90751E-02    0.00000E+00    0.18078E+01    0.16658E-06    0.14429E-02   -0.63104E-06
    23    0.10689E+04    0.10639E-01    0.00000E+00    0.19038E+01    0.16823E-06    0.14062E-02   -0.65737E-06
    24    0.10844E+04    0.12382E-01    0.00000E+00    0.19943E+01    0.16971E-06    0.13715E-02   -0.68323E-06
    25    0.11001E+04    0.14316E-01    0.00000E+00    0.20800E+01    0.17106E-06    0.13383E-02   -0.70887E-06
    26    0.11160E+04    0.16451E-01    0.00000E+00    0.21607E+01    0.17227E-06    0.13062E-02   -0.73413E-06
    27    0.11321E+04    0.18799E-01    0.00000E+00    0.22353E+01    0.17336E-06    0.12753E-02   -0.75909E-06
    28    0.11483E+04    0.21369E-01    0.00000E+00    0.23027E+01    0.17434E-06    0.12458E-02   -0.78373E-06
    29    0.11648E+04    0.24172E-01    0.00000E+00    0.23621E+01    0.17520E-06    0.12177E-02   -0.80797E-06
    30    0.11815E+04    0.27217E-01    0.00000E+00    0.24143E+01    0.17598E-06    0.11905E-02   -0.83177E-06
    31    0.11982E+04    0.30514E-01    0.00000E+00    0.24584E+01    0.17664E-06    0.11642E-02   -0.85520E-06
    32    0.12151E+04    0.34075E-01    0.00000E+00    0.24934E+01    0.17723E-06    0.11389E-02   -0.87841E-06
    33    0.12321E+04    0.37907E-01    0.00000E+00    0.25181E+01    0.17774E-06    0.11148E-02   -0.90135E-06
    34    0.12493E+04    0.42019E-01    0.00000E+00    0.25329E+01    0.17817E-06    0.10915E-02   -0.92377E-06
    35    0.12666E+04    0.46420E-01    0.00000E+00    0.25382E+01    0.17853E-06    0.10689E-02   -0.94582E-06
    36    0.12840E+04    0.51120E-01    0.00000E+00    0.25325E+01    0.17882E-06    0.10471E-02   -0.96762E-06
    37    0.13016E+04    0.56126E-01    0.00000E+00    0.25151E+01    0.17905E-06    0.10261E-02   -0.98914E-06
    38    0.13193E+04    0.61447E-01    0.00000E+00    0.24861E+01    0.17921E-06    0.10059E-02   -0.10102E-05
    39    0.13372E+04    0.67085E-01    0.00000E+00    0.24449E+01    0.17933E-06    0.98634E-03   -0.10309E-05
    40    0.13550E+04    0.73049E-01    0.00000E+00    0.23909E+01    0.17939E-06    0.96749E-03   -0.10512E-05
    41    0.13732E+04    0.79350E-01    0.00000E+00    0.23233E+01    0.17940E-06    0.94933E-03   -0.10713E-05
    42    0.13914E+04    0.85992E-01    0.00000E+00    0.22429E+01    0.17937E-06    0.93174E-03   -0.10911E-05
    43    0.14098E+04    0.92979E-01    0.00000E+00    0.21503E+01    0.17929E-06    0.91459E-03   -0.11104E-05
    44    0.14281E+04    0.10031E+00    0.00000E+00    0.20438E+01    0.17917E-06    0.89797E-03   -0.11293E-05
    45    0.14467E+04    0.10800E+00    0.00000E+00    0.19220E+01    0.17901E-06    0.88198E-03   -0.11480E-05
    46    0.14655E+04    0.11605E+00    0.00000E+00    0.17856E+01    0.17882E-06    0.86650E-03   -0.11663E-05
    47    0.14844E+04    0.12446E+00    0.00000E+00    0.16356E+01    0.17859E-06    0.85143E-03   -0.11843E-05
    48    0.15034E+04    0.13323E+00    0.00000E+00    0.14709E+01    0.17833E-06    0.83679E-03   -0.12018E-05
    49    0.15225E+04    0.14237E+00    0.00000E+00    0.12904E+01    0.17804E-06    0.82264E-03   -0.12191E-05
    50    0.15419E+04    0.15189E+00    0.00000E+00    0.10947E+01    0.17772E-06    0.80893E-03   -0.12361E-05
    51    0.15614E+04    0.16178E+00    0.00000E+00    0.88420E+00    0.17738E-06    0.79559E-03   -0.12526E-05
    52    0.15811E+04    0.17202E+00    0.00000E+00    0.65825E+00    0.17701E-06    0.78263E-03   -0.12689E-05
    53    0.16010E+04    0.18265E+00    0.00000E+00    0.41594E+00    0.17662E-06    0.77007E-03   -0.12848E-05
    54    0.16210E+04    0.19363E+00    0.00000E+00    0.15790E+00    0.17620E-06    0.75785E-03   -0.13005E-05
    55    0.16411E+04    0.20499E+00    0.00000E+00   -0.11526E+00    0.17577E-06    0.74595E-03   -0.13157E-05
    56    0.16616E+04    0.21671E+00    0.00000E+00   -0.40413E+00    0.17531E-06    0.73437E-03   -0.13305E-05
    57    0.16821E+04    0.22880E+00    0.00000E+00   -0.70941E+00    0.17484E-06    0.72314E-03   -0.13451E-05
    58    0.17030E+04    0.24126E+00    0.00000E+00   -0.10309E+01    0.17434E-06    0.71222E-03   -0.13594E-05
    59    0.17239E+04    0.25408E+00    0.00000E+00   -0.13682E+01    0.17384E-06    0.70156E-03   -0.13733E-05
    60    0.17450E+04    0.26722E+00    0.00000E+00   -0.17198E+01    0.17331E-06    0.69116E-03   -0.13868E-05
    61    0.17667E+04    0.28070E+00    0.00000E+00   -0.20849E+01    0.17278E-06    0.68104E-03   -0.14000E-05
    62    0.17883E+04    0.29451E+00    0.00000E+00   -0.24647E+01    0.17223E-06    0.67120E-03   -0.14128E-05
    63    0.18101E+04    0.30864E+00    0.00000E+00   -0.28609E+01    0.17166E-06    0.66161E-03   -0.14254E-05
    64    0.18322E+04    0.32315E+00    0.00000E+00   -0.32752E+01    0.17109E-06    0.65228E-03   -0.14377E-05
    65    0.18544E+04    0.33802E+00    0.00000E+00   -0.37089E+01    0.17051E-06    0.64318E-03   -0.14496E-05
    66    0.18769E+04    0.35322E+00    0.00000E+00   -0.41607E+01    0.16991E-06    0.63430E-03   -0.14612E-05
    67    0.18994E+04    0.36874E+00    0.00000E+00   -0.46282E+01    0.16931E-06    0.62564E-03   -0.14725E-05
    68    0.19224E+04    0.38458E+00    0.00000E+00   -0.51099E+01    0.16869E-06    0.61718E-03   -0.14835E-05
    69    0.19455E+04    0.40068E+00    0.00000E+00   -0.56028E+01    0.16807E-06    0.60892E-03   -0.14941E-05
    70    0.19690E+04    0.41705E+00    0.00000E+00   -0.61073E+01    0.16744E-06    0.60084E-03   -0.15044E-05
    71    0.19927E+04    0.43365E+00    0.00000E+00   -0.66248E+01    0.16681E-06    0.59295E-03   -0.15144E-05
    72    0.20167E+04    0.45047E+00    0.00000E+00   -0.71563E+01    0.16617E-06    0.58524E-03   -0.15240E-05
    73    0.20408E+04    0.46749E+00    0.00000E+00   -0.77027E+01    0.16552E-06    0.57770E-03   -0.15333E-05
    74    0.20652E+04    0.48471E+00    0.00000E+00   -0.82631E+01    0.16486E-06    0.57033E-03   -0.15423E-05
    75    0.20898E+04    0.50216E+00    0.00000E+00   -0.88363E+01    0.16421E-06    0.56312E-03   -0.15509E-05
    76    0.21147E+04    0.51986E+00    0.00000E+00   -0.94224E+01    0.16354E-06    0.55606E-03   -0.15593E-05
    77    0.21399E+04    0.53777E+00    0.00000E+00   -0.10021E+02    0.16288E-06    0.54916E-03   -0.15672E-05
    78    0.21654E+04    0.55593E+00    0.00000E+00   -0.10634E+02    0.16221E-06    0.54242E-03   -0.15749E-05
    79    0.21911E+04    0.57425E+00    0.00000E+00   -0.11256E+02    0.16153E-06    0.53582E-03   -0.15823E-05
    80    0.22172E+04    0.59272E+00    0.00000E+00   -0.11890E+02    0.16085E-06    0.52936E-03   -0.15893E-05
    81    0.22435E+04    0.61130E+00    0.00000E+00   -0.12534E+02    0.16017E-06    0.52304E-03   -0.15960E-05
    82    0.22701E+04    0.62999E+00    0.00000E+00   -0.13190E+02    0.15949E-06    0.51685E-03   -0.16024E-05
    83    0.22969E+04    0.64877E+00    0.00000E+00   -0.13856E+02    0.15881E-06    0.51079E-03   -0.16085E-05
    84    0.23241E+04    0.66762E+00    0.00000E+00   -0.14531E+02    0.15812E-06    0.50487E-03   -0.16143E-05
    85    0.23515E+04    0.68654E+00    0.00000E+00   -0.15216E+02    0.15744E-06    0.49906E-03   -0.16198E-05
    86    0.23791E+04    0.70551E+00    0.00000E+00   -0.15909E+02    0.15675E-06    0.49337E-03   -0.16250E-05
    87    0.24071E+04    0.72451E+00    0.00000E+00   -0.16611E+02    0.15606E-06    0.48780E-03   -0.16298E-05
    88    0.24352E+04    0.74355E+00    0.00000E+00   -0.17320E+02    0.15537E-06    0.48233E-03   -0.16344E-05
    89    0.24638E+04    0.76260E+00    0.00000E+00   -0.18038E+02    0.15468E-06    0.47697E-03   -0.16386E-05
    90    0.24925E+04    0.78162E+00    0.00000E+00   -0.18761E+02    0.15399E-06    0.47171E-03   -0.16426E-05
    91    0.25215E+04    0.80060E+00    0.00000E+00   -0.19490E+02    0.15330E-06    0.46655E-03   -0.16462E-05
    92    0.25508E+04    0.81953E+00    0.00000E+00   -0.20225E+02    0.15261E-06    0.46149E-03   -0.16495E-05
    93    0.25805E+04    0.83838E+00    0.00000E+00   -0.20965E+02    0.15192E-06    0.45652E-03   -0.16525E-05
    94    0.26102E+04    0.85713E+00    0.00000E+00   -0.21708E+02    0.15123E-06    0.45164E-03   -0.16552E-05
    95    0.26403E+04    0.87576E+00    0.00000E+00   -0.22455E+02    0.15054E-06    0.44684E-03   -0.16576E-05
    96    0.26705E+04    0.89425E+00    0.00000E+00   -0.23207E+02    0.14986E-06    0.44214E-03   -0.16597E-05
    97    0.27011E+04    0.91260E+00    0.00000E+00   -0.23960E+02    0.14917E-06    0.43751E-03   -0.16615E-05
    98    0.27319E+04    0.93078E+00    0.00000E+00   -0.24715E+02    0.14849E-06    0.43297E-03   -0.16630E-05
    99    0.27629E+04    0.94876E+00    0.00000E+00   -0.25472E+02    0.14781E-06    0.42850E-03   -0.16641E-05
   100    0.27942E+04    0.96653E+00    0.00000E+00   -0.26228E+02    0.14712E-06    0.42411E-03   -0.16650E-05
   101    0.28256E+04    0.98415E+00    0.00000E+00   -0.26986E+02    0.14645E-06    0.41979E-03   -0.16656E-05
   102    0.28576E+04    0.10015E+01    0.00000E+00   -0.27743E+02    0.14577E-06    0.41555E-03   -0.16659E-05
   103    0.28896E+04    0.10185E+01    0.00000E+00   -0.28500E+02    0.14509E-06    0.41137E-03   -0.16659E-05
   104    0.29218E+04    0.10354E+01    0.00000E+00   -0.29254E+02    0.14442E-06    0.40727E-03   -0.16656E-05
   105    0.29542E+04    0.10519E+01    0.00000E+00   -0.30005E+02    0.14375E-06    0.40324E-03   -0.16650E-05
   106    0.29868E+04    0.10682E+01    0.00000E+00   -0.30755E+02    0.14308E-06    0.39927E-03   -0.16641E-05
   107    0.30194E+04    0.10840E+01    0.00000E+00   -0.31499E+02    0.14241E-06    0.39536E-03   -0.16630E-05
   108    0.30524E+04    0.10996E+01    0.00000E+00   -0.32241E+02    0.14174E-06    0.39152E-03   -0.16615E-05
