# L    TT    EE    TE    PP    TP
2 1.02194E+03 1.24203E-06 2.74214E-02 1.03853E+06 2.83545E+04
3 9.84226E+02 5.87348E-06 6.23118E-02 1.59871E+06 3.35476E+04
4 9.48919E+02 1.69230E-05 1.06438E-01 2.09745E+06 3.59385E+04
5 9.23899E+02 3.81884E-05 1.58963E-01 2.53827E+06 3.68790E+04
6 9.08025E+02 7.41723E-05 2.19150E-01 2.92756E+06 3.70282E+04
7 8.99129E+02 1.30032E-04 2.86335E-01 3.27294E+06 3.67271E+04
8 8.95042E+02 2.11459E-04 3.59626E-01 3.58069E+06 3.61618E+04
9 8.94857E+02 3.24820E-04 4.38449E-01 3.85619E+06 3.54371E+04
10 8.97655E+02 4.76665E-04 5.21915E-01 4.10315E+06 3.46189E+04
11 9.02706E+02 6.74502E-04 6.09440E-01 4.32602E+06 3.37682E+04
12 9.10156E+02 9.25836E-04 7.00801E-01 4.52581E+06 3.28869E+04
13 9.18904E+02 1.23860E-03 7.94359E-01 4.70716E+06 3.20307E+04
14 9.28810E+02 1.62048E-03 8.89667E-01 4.87035E+06 3.11716E+04
15 9.39745E+02 2.08077E-03 9.85894E-01 5.01880E+06 3.03376E+04
16 9.51885E+02 2.62871E-03 1.08347E+00 5.15326E+06 2.95147E+04
17 9.64766E+02 3.27349E-03 1.18068E+00 5.27419E+06 2.87187E+04
18 9.78017E+02 4.02253E-03 1.27650E+00 5.38428E+06 2.79505E+04
19 9.92751E+02 4.88990E-03 1.37186E+00 5.48409E+06 2.72175E+04
20 1.00776E+03 5.88024E-03 1.46508E+00 5.57388E+06 2.65002E+04
21 1.02324E+03 7.00458E-03 1.55534E+00 5.65487E+06 2.58117E+04
22 1.03909E+03 8.27311E-03 1.64226E+00 5.72817E+06 2.51501E+04
23 1.05539E+03 9.69584E-03 1.72538E+00 5.79425E+06 2.45134E+04
24 1.07207E+03 1.12814E-02 1.80304E+00 5.85300E+06 2.39046E+04
25 1.08913E+03 1.30412E-02 1.87560E+00 5.90582E+06 2.33190E+04
26 1.10645E+03 1.49825E-02 1.94306E+00 5.95289E+06 2.27528E+04
27 1.12415E+03 1.71176E-02 2.00431E+00 5.99450E+06 2.22069E+04
28 1.14204E+03 1.94547E-02 2.05815E+00 6.03129E+06 2.16834E+04
29 1.16039E+03 2.20031E-02 2.10412E+00 6.06326E+06 2.11839E+04
30 1.17892E+03 2.47711E-02 2.14295E+00 6.09125E+06 2.06983E+04
31 1.19764E+03 2.77698E-02 2.17353E+00 6.11478E+06 2.02285E+04
32 1.21664E+03 3.10067E-02 2.19512E+00 6.13489E+06 1.97772E+04
33 1.23591E+03 3.44910E-02 2.20614E+00 6.15167E+06 1.93463E+04
34 1.25537E+03 3.82292E-02 2.20809E+00 6.16510E+06 1.89283E+04
35 1.27502E+03 4.22306E-02 2.20031E+00 6.17548E+06 1.85234E+04
36 1.29485E+03 4.65045E-02 2.18159E+00 6.18317E+06 1.81333E+04
37 1.31496E+03 5.10572E-02 2.15119E+00 6.18827E+06 1.77580E+04
38 1.33525E+03 5.58964E-02 2.10958E+00 6.19086E+06 1.73947E+04
39 1.35573E+03 6.10246E-02 2.05639E+00 6.19114E+06 1.70435E+04
40 1.37630E+03 6.64503E-02 1.99051E+00 6.18929E+06 1.67052E+04
41 1.39725E+03 7.21827E-02 1.91109E+00 6.18558E+06 1.63791E+04
42 1.41837E+03 7.82265E-02 1.81935E+00 6.17993E+06 1.60640E+04
43 1.43960E+03 8.45863E-02 1.71575E+00 6.17261E+06 1.57554E+04
44 1.46100E+03 9.12603E-02 1.59843E+00 6.16362E+06 1.54579E+04
45 1.48259E+03 9.82558E-02 1.46601E+00 6.15306E+06 1.51716E+04
46 1.50456E+03 1.05595E-01 1.31959E+00 6.14101E+06 1.48945E+04
