#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.86939E+03    0.25319E-01    0.99805E-03    0.25319E-01    0.11409E-05   -0.15933E-07    0.99805E-03   -0.15933E-07    0.80182E-08
     3    0.84845E+03    0.57186E-01    0.70775E-03    0.57186E-01    0.54041E-05   -0.19114E-07    0.70775E-03   -0.19114E-07    0.48799E-08
     4    0.82566E+03    0.97534E-01    0.53704E-03    0.97534E-01    0.15589E-04   -0.20782E-07    0.53704E-03   -0.20782E-07    0.33793E-08
     5    0.80937E+03    0.14563E+00    0.42560E-03    0.14563E+00    0.35210E-04   -0.21836E-07    0.42560E-03   -0.21836E-07    0.25154E-08
     6    0.79948E+03    0.20083E+00    0.34779E-03    0.20083E+00    0.68440E-04   -0.22524E-07    0.34779E-03   -0.22524E-07    0.19610E-08
     7    0.79466E+03    0.26252E+00    0.29077E-03    0.26252E+00    0.12006E-03   -0.22998E-07    0.29077E-03   -0.22998E-07    0.15798E-08
     8    0.79330E+03    0.32992E+00    0.24743E-03    0.32992E+00    0.19536E-03   -0.23361E-07    0.24743E-03   -0.23361E-07    0.13041E-08
     9    0.79486E+03    0.40252E+00    0.21352E-03    0.40252E+00    0.30024E-03   -0.23670E-07    0.21352E-03   -0.23670E-07    0.10973E-08
    10    0.79861E+03    0.47947E+00    0.18636E-03    0.47947E+00    0.44079E-03   -0.23900E-07    0.18636E-03   -0.23900E-07    0.93740E-09
    11    0.80406E+03    0.56029E+00    0.16430E-03    0.56029E+00    0.62400E-03   -0.24061E-07    0.16430E-03   -0.24061E-07    0.81100E-09
    12    0.81141E+03    0.64477E+00    0.14600E-03    0.64477E+00    0.85681E-03   -0.24130E-07    0.14600E-03   -0.24130E-07    0.70882E-09
    13    0.81967E+03    0.73142E+00    0.13077E-03    0.73142E+00    0.11466E-02   -0.24175E-07    0.13077E-03   -0.24175E-07    0.62518E-09
    14    0.82880E+03    0.81982E+00    0.11781E-03    0.81982E+00    0.15006E-02   -0.24200E-07    0.11781E-03   -0.24200E-07    0.55554E-09
    15    0.83864E+03    0.90927E+00    0.10675E-03    0.90927E+00    0.19274E-02   -0.24231E-07    0.10675E-03   -0.24231E-07    0.49703E-09
    16    0.84951E+03    0.10001E+01    0.97157E-04    0.10001E+01    0.24356E-02   -0.24249E-07    0.97157E-04   -0.24249E-07    0.44730E-09
    17    0.86091E+03    0.10908E+01    0.88820E-04    0.10908E+01    0.30337E-02   -0.24246E-07    0.88820E-04   -0.24246E-07    0.40457E-09
    18    0.87249E+03    0.11805E+01    0.81523E-04    0.11805E+01    0.37287E-02   -0.24223E-07    0.81523E-04   -0.24223E-07    0.36767E-09
    19    0.88534E+03    0.12698E+01    0.75119E-04    0.12698E+01    0.45335E-02   -0.24203E-07    0.75119E-04   -0.24203E-07    0.33553E-09
    20    0.89833E+03    0.13574E+01    0.69416E-04    0.13574E+01    0.54526E-02   -0.24157E-07    0.69416E-04   -0.24157E-07    0.30734E-09
    21    0.91166E+03    0.14425E+01    0.64341E-04    0.14425E+01    0.64963E-02   -0.24099E-07    0.64341E-04   -0.24099E-07    0.28247E-09
    22    0.92528E+03    0.15248E+01    0.59801E-04    0.15248E+01    0.76739E-02   -0.24035E-07    0.59801E-04   -0.24035E-07    0.26045E-09
    23    0.93920E+03    0.16038E+01    0.55719E-04    0.16038E+01    0.89948E-02   -0.23966E-07    0.55719E-04   -0.23966E-07    0.24084E-09
    24    0.95339E+03    0.16781E+01    0.52049E-04    0.16781E+01    0.10467E-01   -0.23885E-07    0.52049E-04   -0.23885E-07    0.22327E-09
    25    0.96785E+03    0.17479E+01    0.48728E-04    0.17479E+01    0.12101E-01   -0.23801E-07    0.48728E-04   -0.23801E-07    0.20750E-09
    26    0.98256E+03    0.18132E+01    0.45703E-04    0.18132E+01    0.13904E-01   -0.23712E-07    0.45703E-04   -0.23712E-07    0.19329E-09
    27    0.99753E+03    0.18730E+01    0.42945E-04    0.18730E+01    0.15886E-01   -0.23620E-07    0.42945E-04   -0.23620E-07    0.18042E-09
    28    0.10126E+04    0.19264E+01    0.40430E-04    0.19264E+01    0.18057E-01   -0.23525E-07    0.40430E-04   -0.23525E-07    0.16875E-09
    29    0.10280E+04    0.19727E+01    0.38132E-04    0.19727E+01    0.20424E-01   -0.23424E-07    0.38132E-04   -0.23424E-07    0.15811E-09
    30    0.10436E+04    0.20127E+01    0.36015E-04    0.20127E+01    0.22995E-01   -0.23317E-07    0.36015E-04   -0.23317E-07    0.14841E-09
    31    0.10592E+04    0.20454E+01    0.34062E-04    0.20454E+01    0.25779E-01   -0.23207E-07    0.34062E-04   -0.23207E-07    0.13952E-09
    32    0.10751E+04    0.20701E+01    0.32263E-04    0.20701E+01    0.28785E-01   -0.23098E-07    0.32263E-04   -0.23098E-07    0.13136E-09
    33    0.10911E+04    0.20855E+01    0.30605E-04    0.20855E+01    0.32021E-01   -0.22988E-07    0.30605E-04   -0.22988E-07    0.12386E-09
