#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.65965E+03    0.87496E-06    0.00000E+00    0.19351E-01    0.36544E-07    0.18474E-02   -0.29809E-07
     3    0.64401E+03    0.41452E-05    0.00000E+00    0.43698E-01    0.44450E-07    0.18515E-02   -0.50574E-07
     4    0.62691E+03    0.11959E-04    0.00000E+00    0.74528E-01    0.51270E-07    0.18122E-02   -0.70992E-07
     5    0.61471E+03    0.27013E-04    0.00000E+00    0.11128E+00    0.57209E-07    0.17571E-02   -0.91361E-07
     6    0.60733E+03    0.52510E-04    0.00000E+00    0.15348E+00    0.62404E-07    0.16971E-02   -0.11151E-06
     7    0.60379E+03    0.92116E-04    0.00000E+00    0.20064E+00    0.66990E-07    0.16366E-02   -0.13148E-06
     8    0.60285E+03    0.14989E-03    0.00000E+00    0.25217E+00    0.71062E-07    0.15775E-02   -0.15145E-06
     9    0.60414E+03    0.23038E-03    0.00000E+00    0.30767E+00    0.74700E-07    0.15204E-02   -0.17157E-06
    10    0.60707E+03    0.33823E-03    0.00000E+00    0.36651E+00    0.77953E-07    0.14656E-02   -0.19153E-06
    11    0.61128E+03    0.47881E-03    0.00000E+00    0.42831E+00    0.80887E-07    0.14141E-02   -0.21123E-06
    12    0.61692E+03    0.65746E-03    0.00000E+00    0.49291E+00    0.83506E-07    0.13649E-02   -0.23030E-06
    13    0.62325E+03    0.87984E-03    0.00000E+00    0.55915E+00    0.85885E-07    0.13194E-02   -0.24924E-06
    14    0.63024E+03    0.11515E-02    0.00000E+00    0.62674E+00    0.88016E-07    0.12760E-02   -0.26801E-06
    15    0.63776E+03    0.14790E-02    0.00000E+00    0.69511E+00    0.89952E-07    0.12352E-02   -0.28689E-06
    16    0.64606E+03    0.18689E-02    0.00000E+00    0.76452E+00    0.91702E-07    0.11961E-02   -0.30565E-06
    17    0.65477E+03    0.23278E-02    0.00000E+00    0.83385E+00    0.93266E-07    0.11592E-02   -0.32417E-06
    18    0.66361E+03    0.28611E-02    0.00000E+00    0.90235E+00    0.94689E-07    0.11243E-02   -0.34241E-06
    19    0.67341E+03    0.34786E-02    0.00000E+00    0.97062E+00    0.95972E-07    0.10916E-02   -0.36063E-06
    20    0.68332E+03    0.41838E-02    0.00000E+00    0.10375E+01    0.97119E-07    0.10602E-02   -0.37842E-06
    21    0.69348E+03    0.49845E-02    0.00000E+00    0.11025E+01    0.98148E-07    0.10304E-02   -0.39594E-06
    22    0.70388E+03    0.58880E-02    0.00000E+00    0.11653E+01    0.99074E-07    0.10020E-02   -0.41326E-06
    23    0.71450E+03    0.69014E-02    0.00000E+00    0.12256E+01    0.99901E-07    0.97502E-03   -0.43042E-06
    24    0.72533E+03    0.80309E-02    0.00000E+00    0.12821E+01    0.10063E-06    0.94951E-03   -0.44724E-06
    25    0.73637E+03    0.92840E-02    0.00000E+00    0.13353E+01    0.10128E-06    0.92521E-03   -0.46389E-06
    26    0.74760E+03    0.10667E-01    0.00000E+00    0.13850E+01    0.10185E-06    0.90184E-03   -0.48027E-06
    27    0.75903E+03    0.12188E-01    0.00000E+00    0.14306E+01    0.10235E-06    0.87948E-03   -0.49647E-06
    28    0.77055E+03    0.13853E-01    0.00000E+00    0.14711E+01    0.10278E-06    0.85820E-03   -0.51245E-06
    29    0.78231E+03    0.15668E-01    0.00000E+00    0.15061E+01    0.10314E-06    0.83798E-03   -0.52817E-06
    30    0.79419E+03    0.17640E-01    0.00000E+00    0.15364E+01    0.10345E-06    0.81846E-03   -0.54359E-06
    31    0.80617E+03    0.19776E-01    0.00000E+00    0.15610E+01    0.10370E-06    0.79966E-03   -0.55878E-06
    32    0.81831E+03    0.22081E-01    0.00000E+00    0.15795E+01    0.10391E-06    0.78170E-03   -0.57380E-06
    33    0.83057E+03    0.24563E-01    0.00000E+00    0.15909E+01    0.10407E-06    0.76460E-03   -0.58864E-06
    34    0.84298E+03    0.27225E-01    0.00000E+00    0.15958E+01    0.10418E-06    0.74811E-03   -0.60312E-06
    35    0.85550E+03    0.30075E-01    0.00000E+00    0.15941E+01    0.10425E-06    0.73217E-03   -0.61736E-06
    36    0.86809E+03    0.33117E-01    0.00000E+00    0.15850E+01    0.10429E-06    0.71685E-03   -0.63143E-06
    37    0.88084E+03    0.36359E-01    0.00000E+00    0.15680E+01    0.10429E-06    0.70217E-03   -0.64533E-06
    38    0.89372E+03    0.39804E-01    0.00000E+00    0.15431E+01    0.10425E-06    0.68802E-03   -0.65891E-06
    39    0.90674E+03    0.43455E-01    0.00000E+00    0.15102E+01    0.10419E-06    0.67437E-03   -0.67222E-06
    40    0.91976E+03    0.47315E-01    0.00000E+00    0.14686E+01    0.10409E-06    0.66125E-03   -0.68532E-06
    41    0.93301E+03    0.51394E-01    0.00000E+00    0.14178E+01    0.10397E-06    0.64864E-03   -0.69826E-06
    42    0.94631E+03    0.55694E-01    0.00000E+00    0.13584E+01    0.10383E-06    0.63645E-03   -0.71098E-06
    43    0.95980E+03    0.60219E-01    0.00000E+00    0.12909E+01    0.10366E-06    0.62459E-03   -0.72339E-06
    44    0.97323E+03    0.64965E-01    0.00000E+00    0.12139E+01    0.10347E-06    0.61312E-03   -0.73556E-06
    45    0.98688E+03    0.69940E-01    0.00000E+00    0.11267E+01    0.10325E-06    0.60212E-03   -0.74755E-06
    46    0.10007E+04    0.75156E-01    0.00000E+00    0.10297E+01    0.10302E-06    0.59149E-03   -0.75932E-06
    47    0.10146E+04    0.80601E-01    0.00000E+00    0.92378E+00    0.10277E-06    0.58113E-03   -0.77081E-06
    48    0.10285E+04    0.86282E-01    0.00000E+00    0.80789E+00    0.10250E-06    0.57110E-03   -0.78208E-06
