#           k/h    P           
    0.10000E-03    0.18854E+00
    0.10202E-03    0.19223E+00
    0.10408E-03    0.19600E+00
    0.10618E-03    0.19984E+00
    0.10833E-03    0.20375E+00
    0.11052E-03    0.20774E+00
    0.11275E-03    0.21181E+00
    0.11503E-03    0.21596E+00
    0.11735E-03    0.22019E+00
    0.11972E-03    0.22450E+00
    0.12214E-03    0.22890E+00
    0.12461E-03    0.23338E+00
    0.12712E-03    0.23795E+00
    0.12969E-03    0.24261E+00
    0.13231E-03    0.24736E+00
    0.13499E-03    0.25221E+00
    0.13771E-03    0.25714E+00
    0.14049E-03    0.26218E+00
    0.14333E-03    0.26731E+00
    0.14623E-03    0.27255E+00
    0.14918E-03    0.27789E+00
    0.15220E-03    0.28333E+00
    0.15527E-03    0.28888E+00
    0.15841E-03    0.29453E+00
    0.16161E-03    0.30030E+00
    0.16487E-03    0.30618E+00
    0.16820E-03    0.31218E+00
    0.17160E-03    0.31829E+00
    0.17507E-03    0.32452E+00
    0.17860E-03    0.33088E+00
    0.18221E-03    0.33735E+00
    0.18589E-03    0.34396E+00
    0.18965E-03    0.35069E+00
    0.19348E-03    0.35756E+00
    0.19739E-03    0.36456E+00
    0.20138E-03    0.37170E+00
    0.20544E-03    0.37897E+00
    0.20959E-03    0.38639E+00
    0.21383E-03    0.39396E+00
    0.21815E-03    0.40167E+00
    0.22255E-03    0.40953E+00
    0.22705E-03    0.41755E+00
    0.23164E-03    0.42572E+00
    0.23632E-03    0.43405E+00
    0.24109E-03    0.44255E+00
    0.24596E-03    0.45121E+00
    0.25093E-03    0.46004E+00
    0.25600E-03    0.46904E+00
    0.26117E-03    0.47822E+00
    0.26645E-03    0.48758E+00
    0.27183E-03    0.49712E+00
    0.27732E-03    0.50685E+00
    0.28292E-03    0.51677E+00
    0.28864E-03    0.52688E+00
    0.29447E-03    0.53719E+00
    0.30042E-03    0.54769E+00
    0.30649E-03    0.55841E+00
    0.31268E-03    0.56933E+00
    0.31899E-03    0.58047E+00
    0.32544E-03    0.59182E+00
    0.33201E-03    0.60340E+00
    0.33872E-03    0.61520E+00
    0.34556E-03    0.62723E+00
    0.35254E-03    0.63949E+00
    0.35966E-03    0.65199E+00
    0.36693E-03    0.66474E+00
    0.37434E-03    0.67773E+00
    0.38190E-03    0.69098E+00
    0.38962E-03    0.70449E+00
    0.39749E-03    0.71826E+00
    0.40552E-03    0.73229E+00
    0.41371E-03    0.74660E+00
    0.42207E-03    0.76119E+00
    0.43060E-03    0.77606E+00
    0.43929E-03    0.79122E+00
    0.44817E-03    0.80667E+00
    0.45722E-03    0.82242E+00
    0.46646E-03    0.83848E+00
    0.47588E-03    0.85485E+00
    0.48550E-03    0.87154E+00
    0.49530E-03    0.88855E+00
    0.50531E-03    0.90589E+00
    0.51552E-03    0.92357E+00
    0.52593E-03    0.94158E+00
    0.53656E-03    0.95995E+00
    0.54739E-03    0.97867E+00
    0.55845E-03    0.99776E+00
    0.56973E-03    0.10172E+01
    0.58124E-03    0.10370E+01
    0.59299E-03    0.10572E+01
    0.60496E-03    0.10778E+01
    0.61719E-03    0.10988E+01
    0.62965E-03    0.11202E+01
    0.64237E-03    0.11420E+01
    0.65535E-03    0.11643E+01
    0.66859E-03    0.11869E+01
    0.68210E-03    0.12100E+01
    0.69588E-03    0.12336E+01
    0.70993E-03    0.12575E+01
    0.72427E-03    0.12820E+01
    0.73891E-03    0.13069E+01
    0.75383E-03    0.13323E+01
    0.76906E-03    0.13582E+01
    0.78460E-03    0.13845E+01
    0.80045E-03    0.14114E+01
    0.81662E-03    0.14388E+01
    0.83311E-03    0.14667E+01
    0.84994E-03    0.14951E+01
    0.86711E-03    0.15241E+01
    0.88463E-03    0.15536E+01
    0.90250E-03    0.15836E+01
    0.92073E-03    0.16143E+01
    0.93933E-03    0.16455E+01
    0.95831E-03    0.16773E+01
    0.97767E-03    0.17097E+01
    0.99742E-03    0.17427E+01
    0.10176E-02    0.17763E+01
    0.10381E-02    0.18106E+01
    0.10591E-02    0.18455E+01
    0.10805E-02    0.18810E+01
    0.11023E-02    0.19172E+01
    0.11246E-02    0.19541E+01
    0.11473E-02    0.19916E+01
    0.11705E-02    0.20298E+01
    0.11941E-02    0.20688E+01
    0.12182E-02    0.21084E+01
    0.12429E-02    0.21488E+01
    0.12680E-02    0.21899E+01
    0.12936E-02    0.22318E+01
    0.13197E-02    0.22744E+01
    0.13464E-02    0.23178E+01
    0.13736E-02    0.23620E+01
    0.14013E-02    0.24070E+01
    0.14296E-02    0.24527E+01
    0.14585E-02    0.24993E+01
    0.14880E-02    0.25467E+01
    0.15180E-02    0.25950E+01
    0.15487E-02    0.26441E+01
    0.15800E-02    0.26940E+01
    0.16119E-02    0.27449E+01
    0.16445E-02    0.27966E+01
    0.16777E-02    0.28492E+01
    0.17116E-02    0.29027E+01
    0.17462E-02    0.29571E+01
    0.17814E-02    0.30125E+01
    0.18174E-02    0.30687E+01
    0.18541E-02    0.31260E+01
    0.18916E-02    0.31842E+01
    0.19298E-02    0.32433E+01
