#           k/h    P           
    0.10000E-03    0.17525E+00
    0.10202E-03    0.17868E+00
    0.10408E-03    0.18218E+00
    0.10618E-03    0.18575E+00
    0.10833E-03    0.18939E+00
    0.11052E-03    0.19310E+00
    0.11275E-03    0.19688E+00
    0.11503E-03    0.20074E+00
    0.11735E-03    0.20467E+00
    0.11972E-03    0.20868E+00
    0.12214E-03    0.21277E+00
    0.12461E-03    0.21693E+00
    0.12712E-03    0.22118E+00
    0.12969E-03    0.22551E+00
    0.13231E-03    0.22993E+00
    0.13499E-03    0.23443E+00
    0.13771E-03    0.23903E+00
    0.14049E-03    0.24371E+00
    0.14333E-03    0.24848E+00
    0.14623E-03    0.25335E+00
    0.14918E-03    0.25831E+00
    0.15220E-03    0.26337E+00
    0.15527E-03    0.26852E+00
    0.15841E-03    0.27378E+00
    0.16161E-03    0.27914E+00
    0.16487E-03    0.28461E+00
    0.16820E-03    0.29018E+00
    0.17160E-03    0.29587E+00
    0.17507E-03    0.30166E+00
    0.17860E-03    0.30757E+00
    0.18221E-03    0.31359E+00
    0.18589E-03    0.31973E+00
    0.18965E-03    0.32599E+00
    0.19348E-03    0.33238E+00
    0.19739E-03    0.33888E+00
    0.20138E-03    0.34552E+00
    0.20544E-03    0.35228E+00
    0.20959E-03    0.35918E+00
    0.21383E-03    0.36621E+00
    0.21815E-03    0.37338E+00
    0.22255E-03    0.38069E+00
    0.22705E-03    0.38815E+00
    0.23164E-03    0.39575E+00
    0.23632E-03    0.40349E+00
    0.24109E-03    0.41139E+00
    0.24596E-03    0.41944E+00
    0.25093E-03    0.42765E+00
    0.25600E-03    0.43603E+00
    0.26117E-03    0.44456E+00
    0.26645E-03    0.45326E+00
    0.27183E-03    0.46213E+00
    0.27732E-03    0.47118E+00
    0.28292E-03    0.48040E+00
    0.28864E-03    0.48980E+00
    0.29447E-03    0.49939E+00
    0.30042E-03    0.50916E+00
    0.30649E-03    0.51912E+00
    0.31268E-03    0.52928E+00
    0.31899E-03    0.53963E+00
    0.32544E-03    0.55019E+00
    0.33201E-03    0.56096E+00
    0.33872E-03    0.57193E+00
    0.34556E-03    0.58312E+00
    0.35254E-03    0.59452E+00
    0.35966E-03    0.60615E+00
    0.36693E-03    0.61801E+00
    0.37434E-03    0.63009E+00
    0.38190E-03    0.64242E+00
    0.38962E-03    0.65498E+00
    0.39749E-03    0.66778E+00
    0.40552E-03    0.68084E+00
    0.41371E-03    0.69415E+00
    0.42207E-03    0.70772E+00
    0.43060E-03    0.72155E+00
    0.43929E-03    0.73566E+00
    0.44817E-03    0.75003E+00
    0.45722E-03    0.76469E+00
    0.46646E-03    0.77963E+00
    0.47588E-03    0.79486E+00
    0.48550E-03    0.81039E+00
    0.49530E-03    0.82622E+00
    0.50531E-03    0.84236E+00
    0.51552E-03    0.85880E+00
    0.52593E-03    0.87557E+00
    0.53656E-03    0.89267E+00
    0.54739E-03    0.91009E+00
    0.55845E-03    0.92785E+00
    0.56973E-03    0.94596E+00
    0.58124E-03    0.96442E+00
    0.59299E-03    0.98323E+00
    0.60496E-03    0.10024E+01
    0.61719E-03    0.10220E+01
    0.62965E-03    0.10419E+01
    0.64237E-03    0.10622E+01
    0.65535E-03    0.10829E+01
    0.66859E-03    0.11040E+01
    0.68210E-03    0.11255E+01
    0.69588E-03    0.11474E+01
    0.70993E-03    0.11698E+01
    0.72427E-03    0.11925E+01
    0.73891E-03    0.12158E+01
    0.75383E-03    0.12394E+01
    0.76906E-03    0.12635E+01
    0.78460E-03    0.12881E+01
    0.80045E-03    0.13131E+01
    0.81662E-03    0.13387E+01
    0.83311E-03    0.13647E+01
    0.84994E-03    0.13912E+01
    0.86711E-03    0.14182E+01
    0.88463E-03    0.14457E+01
    0.90250E-03    0.14738E+01
    0.92073E-03    0.15024E+01
    0.93933E-03    0.15315E+01
    0.95831E-03    0.15612E+01
    0.97767E-03    0.15914E+01
    0.99742E-03    0.16222E+01
    0.10176E-02    0.16536E+01
    0.10381E-02    0.16856E+01
    0.10591E-02    0.17182E+01
    0.10805E-02    0.17514E+01
    0.11023E-02    0.17852E+01
    0.11246E-02    0.18197E+01
    0.11473E-02    0.18548E+01
    0.11705E-02    0.18905E+01
    0.11941E-02    0.19270E+01
    0.12182E-02    0.19641E+01
    0.12429E-02    0.20019E+01
    0.12680E-02    0.20403E+01
    0.12936E-02    0.20795E+01
    0.13197E-02    0.21195E+01
    0.13464E-02    0.21601E+01
    0.13736E-02    0.22015E+01
    0.14013E-02    0.22437E+01
    0.14296E-02    0.22866E+01
    0.14585E-02    0.23303E+01
    0.14880E-02    0.23748E+01
    0.15180E-02    0.24201E+01
    0.15487E-02    0.24662E+01
    0.15800E-02    0.25132E+01
    0.16119E-02    0.25609E+01
    0.16445E-02    0.26096E+01
    0.16777E-02    0.26591E+01
    0.17116E-02    0.27094E+01
    0.17462E-02    0.27607E+01
    0.17814E-02    0.28128E+01
    0.18174E-02    0.28659E+01
    0.18541E-02    0.29199E+01
    0.18916E-02    0.29748E+01
    0.19298E-02    0.30307E+01
    0.19688E-02    0.30875E+01
    0.20086E-02    0.31453E+01
    0.20491E-02    0.32040E+01
    0.20905E-02    0.32638E+01
    0.21328E-02    0.33245E+01
    0.21758E-02    0.33863E+01
    0.22198E-02    0.34491E+01
    0.22646E-02    0.35129E+01
    0.23104E-02    0.35777E+01
    0.23571E-02    0.36436E+01
    0.24047E-02    0.37105E+01
    0.24533E-02    0.37785E+01
    0.25028E-02    0.38476E+01
    0.25534E-02    0.39178E+01
    0.26050E-02    0.39890E+01
    0.26576E-02    0.40614E+01
    0.27113E-02    0.41348E+01
    0.27660E-02    0.42094E+01
    0.28219E-02    0.42850E+01
    0.28789E-02    0.43618E+01
    0.29371E-02    0.44397E+01
    0.29964E-02    0.45187E+01
    0.30569E-02    0.45988E+01
    0.31187E-02    0.46801E+01
    0.31817E-02    0.47625E+01
    0.32460E-02    0.48460E+01
    0.33115E-02    0.49306E+01
    0.33784E-02    0.50164E+01
    0.34467E-02    0.51033E+01
    0.35163E-02    0.51913E+01
    0.35874E-02    0.52805E+01
    0.36598E-02    0.53707E+01
    0.37338E-02    0.54621E+01
    0.38092E-02    0.55545E+01
    0.38861E-02    0.56481E+01
    0.39646E-02    0.57428E+01
    0.40447E-02    0.58385E+01
    0.41264E-02    0.59353E+01
    0.42098E-02    0.60332E+01
    0.42948E-02    0.61321E+01
    0.43816E-02    0.62320E+01
    0.44701E-02    0.63330E+01
    0.45604E-02    0.64350E+01
    0.46525E-02    0.65379E+01
    0.47465E-02    0.66419E+01
    0.48424E-02    0.67468E+01
    0.49402E-02    0.68526E+01
    0.50400E-02    0.69594E+01
    0.51419E-02    0.70671E+01
    0.52457E-02    0.71756E+01
    0.53517E-02    0.72851E+01
    0.54598E-02    0.73953E+01
    0.55701E-02    0.75064E+01
    0.56826E-02    0.76182E+01
    0.57974E-02    0.77308E+01
    0.59145E-02    0.78442E+01
    0.60340E-02    0.79582E+01
    0.61559E-02    0.80729E+01
    0.62803E-02    0.81883E+01
    0.64072E-02    0.83042E+01
    0.65366E-02    0.84208E+01
    0.66686E-02    0.85378E+01
    0.68033E-02    0.86554E+01
    0.69408E-02    0.87733E+01
    0.70810E-02    0.88917E+01
    0.72240E-02    0.90105E+01
    0.73700E-02    0.91295E+01
    0.75189E-02    0.92488E+01
    0.76708E-02    0.93683E+01
    0.78257E-02    0.94879E+01
    0.79838E-02    0.96076E+01
    0.81451E-02    0.97273E+01
    0.83096E-02    0.98469E+01
    0.84775E-02    0.99664E+01
    0.86488E-02    0.10086E+02
    0.88235E-02    0.10205E+02
    0.90017E-02    0.10323E+02
    0.91836E-02    0.10441E+02
    0.93691E-02    0.10559E+02
    0.95583E-02    0.10676E+02
    0.97514E-02    0.10792E+02
    0.99484E-02    0.10908E+02
    0.10149E-01    0.11022E+02
    0.10354E-01    0.11136E+02
    0.10564E-01    0.11248E+02
    0.10777E-01    0.11359E+02
    0.10995E-01    0.11469E+02
    0.11217E-01    0.11577E+02
    0.11443E-01    0.11683E+02
    0.11675E-01    0.11788E+02
    0.11910E-01    0.11892E+02
    0.12151E-01    0.11993E+02
    0.12397E-01    0.12092E+02
    0.12647E-01    0.12189E+02
    0.12902E-01    0.12284E+02
    0.13163E-01    0.12376E+02
    0.13429E-01    0.12466E+02
    0.13700E-01    0.12553E+02
    0.13977E-01    0.12638E+02
    0.14259E-01    0.12719E+02
    0.14547E-01    0.12798E+02
    0.14841E-01    0.12873E+02
    0.15141E-01    0.12945E+02
    0.15447E-01    0.13013E+02
    0.15759E-01    0.13077E+02
    0.16077E-01    0.13138E+02
    0.16402E-01    0.13195E+02
    0.16734E-01    0.13247E+02
    0.17072E-01    0.13295E+02
    0.17416E-01    0.13339E+02
    0.17768E-01    0.13379E+02
    0.18127E-01    0.13413E+02
    0.18493E-01    0.13443E+02
    0.18867E-01    0.13468E+02
    0.19248E-01    0.13487E+02
    0.19637E-01    0.13502E+02
    0.20034E-01    0.13511E+02
