# L    TT    EE    TE    PP    TP
2 8.47654E+02 1.03328E-06 2.28341E-02 8.68431E+05 2.34727E+04
3 8.17067E+02 4.88662E-06 5.18687E-02 1.33728E+06 2.77966E+04
4 7.88172E+02 1.40806E-05 8.85936E-02 1.75480E+06 2.97996E+04
5 7.67684E+02 3.17754E-05 1.32306E-01 2.12416E+06 3.05991E+04
6 7.54696E+02 6.17190E-05 1.82399E-01 2.45051E+06 3.07403E+04
7 7.47449E+02 1.08200E-04 2.38318E-01 2.74029E+06 3.05056E+04
8 7.44157E+02 1.75966E-04 2.99333E-01 2.99866E+06 3.00493E+04
9 7.44083E+02 2.70317E-04 3.64958E-01 3.23010E+06 2.94583E+04
10 7.46467E+02 3.96686E-04 4.34454E-01 3.43769E+06 2.87887E+04
11 7.50694E+02 5.61346E-04 5.07335E-01 3.62517E+06 2.80893E+04
12 7.56921E+02 7.70527E-04 5.83424E-01 3.79330E+06 2.73637E+04
13 7.64196E+02 1.03085E-03 6.61345E-01 3.94610E+06 2.66577E+04
14 7.72463E+02 1.34869E-03 7.40735E-01 4.08365E+06 2.59479E+04
15 7.81514E+02 1.73179E-03 8.20929E-01 4.20886E+06 2.52578E+04
16 7.91623E+02 2.18793E-03 9.02226E-01 4.32238E+06 2.45761E+04
17 8.02330E+02 2.72468E-03 9.83252E-01 4.42459E+06 2.39160E+04
18 8.13279E+02 3.34820E-03 1.06311E+00 4.51772E+06 2.32782E+04
19 8.25511E+02 4.07018E-03 1.14259E+00 4.60216E+06 2.26695E+04
20 8.37947E+02 4.89456E-03 1.22039E+00 4.67818E+06 2.20738E+04
21 8.50758E+02 5.83050E-03 1.29567E+00 4.74691E+06 2.15016E+04
22 8.63915E+02 6.88650E-03 1.36823E+00 4.80919E+06 2.09508E+04
23 8.77380E+02 8.07089E-03 1.43761E+00 4.86530E+06 2.04206E+04
24 8.91192E+02 9.39115E-03 1.50251E+00 4.91532E+06 1.99128E+04
25 9.05293E+02 1.08555E-02 1.56320E+00 4.96039E+06 1.94247E+04
26 9.19675E+02 1.24723E-02 1.61958E+00 5.00060E+06 1.89525E+04
27 9.34327E+02 1.42490E-02 1.67083E+00 5.03614E+06 1.84971E+04
28 9.49121E+02 1.61949E-02 1.71599E+00 5.06765E+06 1.80604E+04
29 9.64269E+02 1.83166E-02 1.75452E+00 5.09523E+06 1.76424E+04
30 9.79605E+02 2.06216E-02 1.78725E+00 5.11927E+06 1.72375E+04
31 9.95127E+02 2.31174E-02 1.81315E+00 5.13965E+06 1.68448E+04
32 1.01084E+03 2.58123E-02 1.83148E+00 5.15723E+06 1.64679E+04
33 1.02673E+03 2.87130E-02 1.84111E+00 5.17182E+06 1.61070E+04
