#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.94678E+03    0.29864E-01    0.98906E-03    0.29864E-01    0.13364E-05   -0.18561E-07    0.98906E-03   -0.18561E-07    0.98941E-08
     3    0.93576E+03    0.67025E-01    0.71242E-03    0.67025E-01    0.63400E-05   -0.22233E-07    0.71242E-03   -0.22233E-07    0.60271E-08
     4    0.91901E+03    0.11412E+00    0.54585E-03    0.11412E+00    0.18309E-04   -0.24163E-07    0.54585E-03   -0.24163E-07    0.41784E-08
     5    0.90695E+03    0.17035E+00    0.43564E-03    0.17035E+00    0.41391E-04   -0.25386E-07    0.43564E-03   -0.25386E-07    0.31140E-08
     6    0.90033E+03    0.23498E+00    0.35801E-03    0.23498E+00    0.80514E-04   -0.26186E-07    0.35801E-03   -0.26186E-07    0.24308E-08
     7    0.89823E+03    0.30731E+00    0.30074E-03    0.30731E+00    0.14133E-03   -0.26739E-07    0.30074E-03   -0.26739E-07    0.19607E-08
     8    0.89919E+03    0.38644E+00    0.25698E-03    0.38644E+00    0.23009E-03   -0.27167E-07    0.25698E-03   -0.27167E-07    0.16207E-08
     9    0.90288E+03    0.47179E+00    0.22255E-03    0.47179E+00    0.35381E-03   -0.27534E-07    0.22255E-03   -0.27534E-07    0.13655E-08
    10    0.90856E+03    0.56237E+00    0.19488E-03    0.56237E+00    0.51966E-03   -0.27809E-07    0.19488E-03   -0.27809E-07    0.11680E-08
    11    0.91583E+03    0.65765E+00    0.17232E-03    0.65765E+00    0.73595E-03   -0.28000E-07    0.17232E-03   -0.28000E-07    0.10118E-08
    12    0.92499E+03    0.75738E+00    0.15354E-03    0.75738E+00    0.10109E-02   -0.28086E-07    0.15354E-03   -0.28086E-07    0.88540E-09
    13    0.93494E+03    0.85984E+00    0.13788E-03    0.85984E+00    0.13533E-02   -0.28147E-07    0.13788E-03   -0.28147E-07    0.78190E-09
    14    0.94568E+03    0.96453E+00    0.12452E-03    0.96453E+00    0.17716E-02   -0.28186E-07    0.12452E-03   -0.28186E-07    0.69566E-09
    15    0.95705E+03    0.10707E+01    0.11307E-03    0.10707E+01    0.22761E-02   -0.28230E-07    0.11307E-03   -0.28230E-07    0.62315E-09
    16    0.96946E+03    0.11786E+01    0.10313E-03    0.11786E+01    0.28769E-02   -0.28256E-07    0.10313E-03   -0.28256E-07    0.56147E-09
    17    0.98238E+03    0.12867E+01    0.94464E-04    0.12867E+01    0.35843E-02   -0.28259E-07    0.94464E-04   -0.28259E-07    0.50844E-09
    18    0.99537E+03    0.13938E+01    0.86866E-04    0.13938E+01    0.44064E-02   -0.28241E-07    0.86866E-04   -0.28241E-07    0.46261E-09
