# L    TT    EE    TE    PP    TP
2 9.37419E+02 1.12627E-06 2.45583E-02 8.97067E+05 2.63987E+04
3 8.97391E+02 5.32444E-06 5.59546E-02 1.37823E+06 3.10373E+04
4 8.61498E+02 1.53368E-05 9.56573E-02 1.80442E+06 3.30711E+04
5 8.36201E+02 3.46006E-05 1.42884E-01 2.17908E+06 3.37697E+04
6 8.19999E+02 6.71886E-05 1.97005E-01 2.50802E+06 3.37465E+04
7 8.10662E+02 1.17763E-04 2.57371E-01 2.79801E+06 3.33190E+04
8 8.06045E+02 1.91472E-04 3.23206E-01 3.05468E+06 3.26621E+04
9 8.05212E+02 2.94069E-04 3.93973E-01 3.28277E+06 3.18719E+04
10 8.07267E+02 4.31457E-04 4.68876E-01 3.48569E+06 3.10086E+04
11 8.11495E+02 6.10428E-04 5.47360E-01 3.66732E+06 3.01268E+04
12 8.18000E+02 8.37746E-04 6.29239E-01 3.82879E+06 2.92301E+04
13 8.25754E+02 1.12054E-03 7.13006E-01 3.97415E+06 2.83659E+04
14 8.34665E+02 1.46586E-03 7.98263E-01 4.10360E+06 2.75109E+04
15 8.44510E+02 1.88196E-03 8.84288E-01 4.22019E+06 2.66874E+04
16 8.55558E+02 2.37718E-03 9.71377E-01 4.32475E+06 2.58833E+04
17 8.67309E+02 2.95993E-03 1.05799E+00 4.41756E+06 2.51116E+04
18 8.79384E+02 3.63679E-03 1.14330E+00 4.50120E+06 2.43733E+04
19 8.92894E+02 4.42042E-03 1.22796E+00 4.57587E+06 2.36737E+04
20 9.06671E+02 5.31500E-03 1.31059E+00 4.64203E+06 2.29946E+04
21 9.20912E+02 6.33052E-03 1.39035E+00 4.70088E+06 2.23478E+04
22 9.35568E+02 7.47603E-03 1.46697E+00 4.75307E+06 2.17297E+04
23 9.50651E+02 8.76072E-03 1.53988E+00 4.79924E+06 2.11384E+04
24 9.66103E+02 1.01922E-02 1.60780E+00 4.83940E+06 2.05777E+04
25 9.81926E+02 1.17800E-02 1.67099E+00 4.87447E+06 2.00419E+04
26 9.98026E+02 1.35334E-02 1.72929E+00 4.90491E+06 1.95266E+04
27 1.01459E+03 1.54599E-02 1.78175E+00 4.93082E+06 1.90334E+04
28 1.03134E+03 1.75686E-02 1.82737E+00 4.95275E+06 1.85633E+04
29 1.04845E+03 1.98680E-02 1.86568E+00 4.97079E+06 1.81164E+04
30 1.06585E+03 2.23654E-02 1.89732E+00 4.98550E+06 1.76852E+04
31 1.08343E+03 2.50700E-02 1.92129E+00 4.99679E+06 1.72698E+04
