#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10472E+04    0.29488E-01    0.12350E-02    0.29488E-01    0.13292E-05   -0.18646E-07    0.12350E-02   -0.18646E-07    0.92378E-08
     3    0.10169E+04    0.66756E-01    0.87251E-03    0.66756E-01    0.62919E-05   -0.22381E-07    0.87251E-03   -0.22381E-07    0.56236E-08
     4    0.98603E+03    0.11392E+00    0.66064E-03    0.11392E+00    0.18141E-04   -0.24338E-07    0.66064E-03   -0.24338E-07    0.38948E-08
     5    0.96399E+03    0.17010E+00    0.52278E-03    0.17010E+00    0.40960E-04   -0.25572E-07    0.52278E-03   -0.25572E-07    0.28991E-08
     6    0.95029E+03    0.23455E+00    0.42671E-03    0.23455E+00    0.79594E-04   -0.26376E-07    0.42671E-03   -0.26376E-07    0.22601E-08
     7    0.94311E+03    0.30654E+00    0.35639E-03    0.30654E+00    0.13959E-03   -0.26930E-07    0.35639E-03   -0.26930E-07    0.18206E-08
     8    0.94039E+03    0.38515E+00    0.30300E-03    0.38515E+00    0.22709E-03   -0.27355E-07    0.30300E-03   -0.27355E-07    0.15028E-08
     9    0.94139E+03    0.46977E+00    0.26124E-03    0.46977E+00    0.34894E-03   -0.27713E-07    0.26124E-03   -0.27713E-07    0.12643E-08
    10    0.94519E+03    0.55945E+00    0.22782E-03    0.55945E+00    0.51221E-03   -0.27978E-07    0.22782E-03   -0.27978E-07    0.10799E-08
    11    0.95114E+03    0.65358E+00    0.20069E-03    0.65358E+00    0.72499E-03   -0.28163E-07    0.20069E-03   -0.28163E-07    0.93418E-09
    12    0.95945E+03    0.75194E+00    0.17819E-03    0.75194E+00    0.99535E-03   -0.28244E-07    0.17819E-03   -0.28244E-07    0.81635E-09
    13    0.96895E+03    0.85276E+00    0.15946E-03    0.85276E+00    0.13319E-02   -0.28297E-07    0.15946E-03   -0.28297E-07    0.71991E-09
    14    0.97956E+03    0.95559E+00    0.14354E-03    0.95559E+00    0.17429E-02   -0.28322E-07    0.14354E-03   -0.28322E-07    0.63961E-09
    15    0.99108E+03    0.10596E+01    0.12995E-03    0.10596E+01    0.22383E-02   -0.28352E-07    0.12995E-03   -0.28352E-07    0.57214E-09
    16    0.10039E+04    0.11651E+01    0.11817E-03    0.11651E+01    0.28282E-02   -0.28369E-07    0.11817E-03   -0.28369E-07    0.51480E-09
    17    0.10173E+04    0.12704E+01    0.10794E-03    0.12704E+01    0.35225E-02   -0.28367E-07    0.10794E-03   -0.28367E-07    0.46553E-09
    18    0.10310E+04    0.13744E+01    0.98986E-04    0.13744E+01    0.43292E-02   -0.28342E-07    0.98986E-04   -0.28342E-07    0.42299E-09
    19    0.10463E+04    0.14780E+01    0.91126E-04    0.14780E+01    0.52634E-02   -0.28315E-07    0.91126E-04   -0.28315E-07    0.38595E-09
    20    0.10618E+04    0.15796E+01    0.84132E-04    0.15796E+01    0.63301E-02   -0.28256E-07    0.84132E-04   -0.28256E-07    0.35344E-09
    21    0.10777E+04    0.16781E+01    0.77912E-04    0.16781E+01    0.75413E-02   -0.28183E-07    0.77912E-04   -0.28183E-07    0.32478E-09
    22    0.10939E+04    0.17732E+01    0.72350E-04    0.17732E+01    0.89079E-02   -0.28106E-07    0.72350E-04   -0.28106E-07    0.29940E-09
    23    0.11106E+04    0.18644E+01    0.67353E-04    0.18644E+01    0.10441E-01   -0.28026E-07    0.67353E-04   -0.28026E-07    0.27679E-09
    24    0.11276E+04    0.19501E+01    0.62859E-04    0.19501E+01    0.12149E-01   -0.27931E-07    0.62859E-04   -0.27931E-07    0.25655E-09
    25    0.11449E+04    0.20304E+01    0.58793E-04    0.20304E+01    0.14045E-01   -0.27832E-07    0.58793E-04   -0.27832E-07    0.23838E-09
    26    0.11626E+04    0.21054E+01    0.55093E-04    0.21054E+01    0.16138E-01   -0.27724E-07    0.55093E-04   -0.27724E-07    0.22200E-09
    27    0.11806E+04    0.21740E+01    0.51722E-04    0.21740E+01    0.18438E-01   -0.27613E-07    0.51722E-04   -0.27613E-07    0.20718E-09
