#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.94046E+03    0.23165E-01    0.11825E-02    0.23165E-01    0.10605E-05   -0.14960E-07    0.11825E-02   -0.14960E-07    0.66844E-08
     3    0.89219E+03    0.52993E-01    0.81947E-03    0.52993E-01    0.50063E-05   -0.17999E-07    0.81947E-03   -0.17999E-07    0.40578E-08
     4    0.85108E+03    0.90681E-01    0.61191E-03    0.90681E-01    0.14407E-04   -0.19588E-07    0.61191E-03   -0.19588E-07    0.28013E-08
     5    0.82227E+03    0.13546E+00    0.47874E-03    0.13546E+00    0.32477E-04   -0.20584E-07    0.47874E-03   -0.20584E-07    0.20780E-08
     6    0.80356E+03    0.18671E+00    0.38693E-03    0.18671E+00    0.63027E-04   -0.21230E-07    0.38693E-03   -0.21230E-07    0.16143E-08
     7    0.79234E+03    0.24382E+00    0.32035E-03    0.24382E+00    0.11041E-03   -0.21673E-07    0.32035E-03   -0.21673E-07    0.12958E-08
     8    0.78627E+03    0.30604E+00    0.27021E-03    0.30604E+00    0.17944E-03   -0.22008E-07    0.27021E-03   -0.22008E-07    0.10659E-08
     9    0.78428E+03    0.37284E+00    0.23130E-03    0.37284E+00    0.27548E-03   -0.22288E-07    0.23130E-03   -0.22288E-07    0.89360E-09
    10    0.78541E+03    0.44349E+00    0.20039E-03    0.44349E+00    0.40405E-03   -0.22493E-07    0.20039E-03   -0.22493E-07    0.76065E-09
    11    0.78887E+03    0.51743E+00    0.17545E-03    0.51743E+00    0.57149E-03   -0.22632E-07    0.17545E-03   -0.22632E-07    0.65574E-09
    12    0.79472E+03    0.59449E+00    0.15491E-03    0.59449E+00    0.78410E-03   -0.22688E-07    0.15491E-03   -0.22688E-07    0.57111E-09
    13    0.80195E+03    0.67324E+00    0.13791E-03    0.67324E+00    0.10485E-02   -0.22720E-07    0.13791E-03   -0.22720E-07    0.50198E-09
    14    0.81042E+03    0.75331E+00    0.12355E-03    0.75331E+00    0.13713E-02   -0.22730E-07    0.12355E-03   -0.22730E-07    0.44453E-09
    15    0.81991E+03    0.83399E+00    0.11135E-03    0.83399E+00    0.17603E-02   -0.22743E-07    0.11135E-03   -0.22743E-07    0.39636E-09
    16    0.83066E+03    0.91558E+00    0.10084E-03    0.91558E+00    0.22232E-02   -0.22746E-07    0.10084E-03   -0.22746E-07    0.35551E-09
    17    0.84217E+03    0.99661E+00    0.91758E-04    0.99661E+00    0.27677E-02   -0.22733E-07    0.91758E-04   -0.22733E-07    0.32049E-09
    18    0.85406E+03    0.10762E+01    0.83852E-04    0.10762E+01    0.34001E-02   -0.22701E-07    0.83852E-04   -0.22701E-07    0.29031E-09
    19    0.86742E+03    0.11552E+01    0.76944E-04    0.11552E+01    0.41323E-02   -0.22668E-07    0.76944E-04   -0.22668E-07    0.26409E-09
    20    0.88110E+03    0.12321E+01    0.70825E-04    0.12321E+01    0.49680E-02   -0.22609E-07    0.70825E-04   -0.22609E-07    0.24113E-09
    21    0.89528E+03    0.13062E+01    0.65407E-04    0.13062E+01    0.59167E-02   -0.22540E-07    0.65407E-04   -0.22540E-07    0.22092E-09
    22    0.90991E+03    0.13773E+01    0.60583E-04    0.13773E+01    0.69869E-02   -0.22468E-07    0.60583E-04   -0.22468E-07    0.20307E-09
    23    0.92496E+03    0.14446E+01    0.56269E-04    0.14446E+01    0.81869E-02   -0.22393E-07    0.56269E-04   -0.22393E-07    0.18720E-09
    24    0.94046E+03    0.15072E+01    0.52402E-04    0.15072E+01    0.95242E-02   -0.22305E-07    0.52402E-04   -0.22305E-07    0.17303E-09
    25    0.95636E+03    0.15652E+01    0.48917E-04    0.15652E+01    0.11008E-01   -0.22213E-07    0.48917E-04   -0.22213E-07    0.16033E-09
    26    0.97261E+03    0.16184E+01    0.45757E-04    0.16184E+01    0.12645E-01   -0.22116E-07    0.45757E-04   -0.22116E-07    0.14890E-09
    27    0.98923E+03    0.16660E+01    0.42888E-04    0.16660E+01    0.14445E-01   -0.22018E-07    0.42888E-04   -0.22018E-07    0.13859E-09
    28    0.10061E+04    0.17070E+01    0.40282E-04    0.17070E+01    0.16415E-01   -0.21917E-07    0.40282E-04   -0.21917E-07    0.12924E-09
    29    0.10234E+04    0.17410E+01    0.37908E-04    0.17410E+01    0.18563E-01   -0.21810E-07    0.37908E-04   -0.21810E-07    0.12075E-09
    30    0.10409E+04    0.17686E+01    0.35729E-04    0.17686E+01    0.20896E-01   -0.21699E-07    0.35729E-04   -0.21699E-07    0.11302E-09
    31    0.10587E+04    0.17889E+01    0.33726E-04    0.17889E+01    0.23423E-01   -0.21585E-07    0.33726E-04   -0.21585E-07    0.10596E-09
    32    0.10768E+04    0.18011E+01    0.31887E-04    0.18011E+01    0.26152E-01   -0.21472E-07    0.31887E-04   -0.21472E-07    0.99487E-10
    33    0.10951E+04    0.18039E+01    0.30198E-04    0.18039E+01    0.29088E-01   -0.21358E-07    0.30198E-04   -0.21358E-07    0.93551E-10
