#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.13608E+04    0.29584E-01    0.17412E-02    0.29584E-01    0.13614E-05   -0.19476E-07    0.17412E-02   -0.19476E-07    0.81004E-08
     3    0.12654E+04    0.68277E-01    0.11930E-02    0.68277E-01    0.64087E-05   -0.23473E-07    0.11930E-02   -0.23473E-07    0.49116E-08
     4    0.11903E+04    0.11708E+00    0.88348E-03    0.11708E+00    0.18406E-04   -0.25557E-07    0.88348E-03   -0.25557E-07    0.33848E-08
     5    0.11382E+04    0.17493E+00    0.68655E-03    0.17493E+00    0.41429E-04   -0.26857E-07    0.68655E-03   -0.26857E-07    0.25059E-08
     6    0.11038E+04    0.24097E+00    0.55165E-03    0.24097E+00    0.80296E-04   -0.27695E-07    0.55165E-03   -0.27695E-07    0.19425E-08
     7    0.10822E+04    0.31441E+00    0.45436E-03    0.31441E+00    0.14051E-03   -0.28263E-07    0.45436E-03   -0.28263E-07    0.15558E-08
     8    0.10693E+04    0.39425E+00    0.38144E-03    0.39425E+00    0.22814E-03   -0.28689E-07    0.38144E-03   -0.28689E-07    0.12769E-08
     9    0.10632E+04    0.47977E+00    0.32514E-03    0.47977E+00    0.34995E-03   -0.29042E-07    0.32514E-03   -0.29042E-07    0.10682E-08
    10    0.10623E+04    0.57004E+00    0.28057E-03    0.57004E+00    0.51289E-03   -0.29295E-07    0.28057E-03   -0.29295E-07    0.90721E-09
    11    0.10652E+04    0.66428E+00    0.24476E-03    0.66428E+00    0.72494E-03   -0.29462E-07    0.24476E-03   -0.29462E-07    0.78037E-09
    12    0.10718E+04    0.76228E+00    0.21537E-03    0.76228E+00    0.99405E-03   -0.29522E-07    0.21537E-03   -0.29522E-07    0.67817E-09
    13    0.10808E+04    0.86216E+00    0.19113E-03    0.86216E+00    0.13286E-02   -0.29550E-07    0.19113E-03   -0.29550E-07    0.59479E-09
    14    0.10919E+04    0.96347E+00    0.17071E-03    0.96347E+00    0.17367E-02   -0.29549E-07    0.17071E-03   -0.29549E-07    0.52560E-09
    15    0.11047E+04    0.10653E+01    0.15342E-03    0.10653E+01    0.22283E-02   -0.29552E-07    0.15342E-03   -0.29552E-07    0.46766E-09
    16    0.11194E+04    0.11679E+01    0.13858E-03    0.11679E+01    0.28131E-02   -0.29542E-07    0.13858E-03   -0.29542E-07    0.41858E-09
    17    0.11354E+04    0.12694E+01    0.12579E-03    0.12694E+01    0.35009E-02   -0.29509E-07    0.12579E-03   -0.29509E-07    0.37657E-09
    18    0.11521E+04    0.13687E+01    0.11468E-03    0.13687E+01    0.42994E-02   -0.29454E-07    0.11468E-03   -0.29454E-07    0.34041E-09
    19    0.11710E+04    0.14669E+01    0.10500E-03    0.14669E+01    0.52235E-02   -0.29396E-07    0.10500E-03   -0.29396E-07    0.30904E-09
    20    0.11905E+04    0.15621E+01    0.96450E-04    0.15621E+01    0.62783E-02   -0.29307E-07    0.96450E-04   -0.29307E-07    0.28161E-09
    21    0.12109E+04    0.16533E+01    0.88896E-04    0.16533E+01    0.74753E-02   -0.29203E-07    0.88896E-04   -0.29203E-07    0.25751E-09
    22    0.12320E+04    0.17401E+01    0.82186E-04    0.17401E+01    0.88255E-02   -0.29095E-07    0.82186E-04   -0.29095E-07    0.23624E-09
    23    0.12538E+04    0.18216E+01    0.76201E-04    0.18216E+01    0.10339E-01   -0.28985E-07    0.76201E-04   -0.28985E-07    0.21736E-09
    24    0.12764E+04    0.18969E+01    0.70844E-04    0.18969E+01    0.12026E-01   -0.28858E-07    0.70844E-04   -0.28858E-07    0.20052E-09
    25    0.12997E+04    0.19657E+01    0.66026E-04    0.19657E+01    0.13897E-01   -0.28727E-07    0.66026E-04   -0.28727E-07    0.18545E-09
    26    0.13235E+04    0.20280E+01    0.61668E-04    0.20280E+01    0.15961E-01   -0.28589E-07    0.61668E-04   -0.28589E-07    0.17192E-09
    27    0.13480E+04    0.20826E+01    0.57720E-04    0.20826E+01    0.18231E-01   -0.28449E-07    0.57720E-04   -0.28449E-07    0.15971E-09
    28    0.13729E+04    0.21282E+01    0.54140E-04    0.21282E+01    0.20716E-01   -0.28306E-07    0.54140E-04   -0.28306E-07    0.14867E-09
    29    0.13985E+04    0.21644E+01    0.50882E-04    0.21644E+01    0.23424E-01   -0.28156E-07    0.50882E-04   -0.28156E-07    0.13865E-09
    30    0.14245E+04    0.21921E+01    0.47897E-04    0.21921E+01    0.26366E-01   -0.28001E-07    0.47897E-04   -0.28001E-07    0.12954E-09
    31    0.14508E+04    0.22098E+01    0.45160E-04    0.22098E+01    0.29553E-01   -0.27843E-07    0.45160E-04   -0.27843E-07    0.12123E-09
    32    0.14778E+04    0.22166E+01    0.42651E-04    0.22166E+01    0.32994E-01   -0.27686E-07    0.42651E-04   -0.27686E-07    0.11363E-09
    33    0.15052E+04    0.22108E+01    0.40350E-04    0.22108E+01    0.36697E-01   -0.27527E-07    0.40350E-04   -0.27527E-07    0.10666E-09
    34    0.15329E+04    0.21948E+01    0.38219E-04    0.21948E+01    0.40670E-01   -0.27361E-07    0.38219E-04   -0.27361E-07    0.10026E-09
    35    0.15610E+04    0.21669E+01    0.36248E-04    0.21669E+01    0.44924E-01   -0.27194E-07    0.36248E-04   -0.27194E-07    0.94368E-10
    36    0.15895E+04    0.21259E+01    0.34425E-04    0.21259E+01    0.49468E-01   -0.27028E-07    0.34425E-04   -0.27028E-07    0.88934E-10
    37    0.16185E+04    0.20709E+01    0.32738E-04    0.20709E+01    0.54308E-01   -0.26862E-07    0.32738E-04   -0.26862E-07    0.83914E-10
    38    0.16478E+04    0.20031E+01    0.31168E-04    0.20031E+01    0.59454E-01   -0.26692E-07    0.31168E-04   -0.26692E-07    0.79266E-10
    39    0.16774E+04    0.19220E+01    0.29703E-04    0.19220E+01    0.64909E-01   -0.26520E-07    0.29703E-04   -0.26520E-07    0.74956E-10
    40    0.17074E+04    0.18260E+01    0.28339E-04    0.18260E+01    0.70681E-01   -0.26347E-07    0.28339E-04   -0.26347E-07    0.70955E-10
    41    0.17378E+04    0.17142E+01    0.27069E-04    0.17142E+01    0.76779E-01   -0.26175E-07    0.27069E-04   -0.26175E-07    0.67234E-10
    42    0.17685E+04    0.15877E+01    0.25881E-04    0.15877E+01    0.83212E-01   -0.26003E-07    0.25881E-04   -0.26003E-07    0.63768E-10
    43    0.17995E+04    0.14473E+01    0.24764E-04    0.14473E+01    0.89983E-01   -0.25828E-07    0.24764E-04   -0.25828E-07    0.60535E-10
    44    0.18306E+04    0.12910E+01    0.23716E-04    0.12910E+01    0.97090E-01   -0.25653E-07    0.23716E-04   -0.25653E-07    0.57516E-10
    45    0.18624E+04    0.11171E+01    0.22736E-04    0.11171E+01    0.10454E+00   -0.25478E-07    0.22736E-04   -0.25478E-07    0.54693E-10
    46    0.18945E+04    0.92696E+00    0.21815E-04    0.92696E+00    0.11236E+00   -0.25303E-07    0.21815E-04   -0.25303E-07    0.52049E-10
    47    0.19267E+04    0.72218E+00    0.20945E-04    0.72218E+00    0.12052E+00   -0.25127E-07    0.20945E-04   -0.25127E-07    0.49572E-10
    48    0.19591E+04    0.50048E+00    0.20124E-04    0.50048E+00    0.12905E+00   -0.24951E-07    0.20124E-04   -0.24951E-07    0.47247E-10
    49    0.19920E+04    0.25996E+00    0.19353E-04    0.25996E+00    0.13793E+00   -0.24775E-07    0.19353E-04   -0.24775E-07    0.45064E-10
    50    0.20254E+04    0.23171E-02    0.18626E-04    0.23171E-02    0.14719E+00   -0.24599E-07    0.18626E-04   -0.24599E-07    0.43010E-10
    51    0.20587E+04   -0.27058E+00    0.17935E-04   -0.27058E+00    0.15681E+00   -0.24422E-07    0.17935E-04   -0.24422E-07    0.41078E-10
    52    0.20925E+04   -0.56090E+00    0.17281E-04   -0.56090E+00    0.16679E+00   -0.24245E-07    0.17281E-04   -0.24245E-07    0.39258E-10
    53    0.21268E+04   -0.87090E+00    0.16664E-04   -0.87090E+00    0.17715E+00   -0.24070E-07    0.16664E-04   -0.24070E-07    0.37541E-10
    54    0.21613E+04   -0.11987E+01    0.16079E-04   -0.11987E+01    0.18786E+00   -0.23895E-07    0.16079E-04   -0.23895E-07    0.35921E-10
    55    0.21959E+04   -0.15423E+01    0.15522E-04   -0.15423E+01    0.19895E+00   -0.23718E-07    0.15522E-04   -0.23718E-07    0.34390E-10
    56    0.22309E+04   -0.19036E+01    0.14993E-04   -0.19036E+01    0.21041E+00   -0.23541E-07    0.14993E-04   -0.23541E-07    0.32943E-10
    57    0.22663E+04   -0.22846E+01    0.14492E-04   -0.22846E+01    0.22223E+00   -0.23366E-07    0.14492E-04   -0.23366E-07    0.31574E-10
    58    0.23022E+04   -0.26838E+01    0.14016E-04   -0.26838E+01    0.23443E+00   -0.23191E-07    0.14016E-04   -0.23191E-07    0.30278E-10
    59    0.23380E+04   -0.30992E+01    0.13560E-04   -0.30992E+01    0.24699E+00   -0.23015E-07    0.13560E-04   -0.23015E-07    0.29050E-10
    60    0.23741E+04   -0.35302E+01    0.13125E-04   -0.35302E+01    0.25988E+00   -0.22839E-07    0.13125E-04   -0.22839E-07    0.27886E-10
    61    0.24109E+04   -0.39770E+01    0.12710E-04   -0.39770E+01    0.27312E+00   -0.22663E-07    0.12710E-04   -0.22663E-07    0.26780E-10
    62    0.24477E+04   -0.44409E+01    0.12315E-04   -0.44409E+01    0.28669E+00   -0.22488E-07    0.12315E-04   -0.22488E-07    0.25730E-10
    63    0.24848E+04   -0.49234E+01    0.11938E-04   -0.49234E+01    0.30060E+00   -0.22313E-07    0.11938E-04   -0.22313E-07    0.24732E-10
    64    0.25225E+04   -0.54264E+01    0.11578E-04   -0.54264E+01    0.31488E+00   -0.22139E-07    0.11578E-04   -0.22139E-07    0.23785E-10
    65    0.25603E+04   -0.59508E+01    0.11235E-04   -0.59508E+01    0.32955E+00   -0.21965E-07    0.11235E-04   -0.21965E-07    0.22883E-10
    66    0.25985E+04   -0.64954E+01    0.10907E-04   -0.64954E+01    0.34457E+00   -0.21792E-07    0.10907E-04   -0.21792E-07    0.22026E-10
    67    0.26369E+04   -0.70576E+01    0.10592E-04   -0.70576E+01    0.35991E+00   -0.21619E-07    0.10592E-04   -0.21619E-07    0.21209E-10
    68    0.26758E+04   -0.76358E+01    0.10291E-04   -0.76358E+01    0.37559E+00   -0.21446E-07    0.10291E-04   -0.21446E-07    0.20430E-10
    69    0.27149E+04   -0.82271E+01    0.10001E-04   -0.82271E+01    0.39155E+00   -0.21273E-07    0.10001E-04   -0.21273E-07    0.19687E-10
