#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.211618E+08   0.211618E+08   0.274063E+08   0.274051E+08   0.211597E+08   0.211618E+08   0.211618E+08   0.211670E+08  -0.452578E+00   0.100380E+08   0.100380E+08   0.474917E-01
   0.798228E-04   0.211614E+08   0.211614E+08   0.272077E+08   0.272062E+08   0.211585E+08   0.211614E+08   0.211614E+08   0.211666E+08  -0.452568E+00   0.100378E+08   0.100378E+08   0.530544E-01
   0.892035E-04   0.211610E+08   0.211610E+08   0.269615E+08   0.269597E+08   0.211570E+08   0.211609E+08   0.211610E+08   0.211661E+08  -0.452556E+00   0.100376E+08   0.100376E+08   0.592635E-01
   0.996866E-04   0.211604E+08   0.211604E+08   0.266569E+08   0.266547E+08   0.211551E+08   0.211603E+08   0.211604E+08   0.211655E+08  -0.452542E+00   0.100373E+08   0.100373E+08   0.661922E-01
   0.111402E-03   0.211597E+08   0.211597E+08   0.262809E+08   0.262782E+08   0.211528E+08   0.211596E+08   0.211597E+08   0.211647E+08  -0.452523E+00   0.100370E+08   0.100370E+08   0.739212E-01
   0.124493E-03   0.211588E+08   0.211588E+08   0.258181E+08   0.258148E+08   0.211499E+08   0.211587E+08   0.211588E+08   0.211637E+08  -0.452500E+00   0.100365E+08   0.100365E+08   0.825391E-01
   0.139124E-03   0.211577E+08   0.211577E+08   0.252506E+08   0.252465E+08   0.211463E+08   0.211576E+08   0.211577E+08   0.211624E+08  -0.452471E+00   0.100360E+08   0.100360E+08   0.921430E-01
   0.155474E-03   0.211563E+08   0.211563E+08   0.245577E+08   0.245528E+08   0.211418E+08   0.211561E+08   0.211563E+08   0.211609E+08  -0.452435E+00   0.100353E+08   0.100353E+08   0.102839E+00
   0.173745E-03   0.211546E+08   0.211546E+08   0.237167E+08   0.237109E+08   0.211362E+08   0.211544E+08   0.211546E+08   0.211590E+08  -0.452391E+00   0.100345E+08   0.100345E+08   0.114740E+00
   0.194163E-03   0.211525E+08   0.211525E+08   0.227033E+08   0.226965E+08   0.211292E+08   0.211522E+08   0.211525E+08   0.211566E+08  -0.452335E+00   0.100334E+08   0.100334E+08   0.127971E+00
   0.216981E-03   0.211498E+08   0.211498E+08   0.214934E+08   0.214854E+08   0.211204E+08   0.211495E+08   0.211498E+08   0.211536E+08  -0.452267E+00   0.100321E+08   0.100321E+08   0.142663E+00
   0.242480E-03   0.211466E+08   0.211465E+08   0.200652E+08   0.200562E+08   0.211096E+08   0.211461E+08   0.211466E+08   0.211500E+08  -0.452183E+00   0.100305E+08   0.100305E+08   0.158952E+00
   0.270976E-03   0.211425E+08   0.211425E+08   0.184039E+08   0.183940E+08   0.210961E+08   0.211419E+08   0.211425E+08   0.211454E+08  -0.452079E+00   0.100285E+08   0.100285E+08   0.176982E+00
   0.302821E-03   0.211374E+08   0.211374E+08   0.165073E+08   0.164967E+08   0.210793E+08   0.211367E+08   0.211374E+08   0.211399E+08  -0.451951E+00   0.100260E+08   0.100260E+08   0.196901E+00
   0.338408E-03   0.211312E+08   0.211312E+08   0.143932E+08   0.143824E+08   0.210585E+08   0.211303E+08   0.211312E+08   0.211330E+08  -0.451794E+00   0.100229E+08   0.100229E+08   0.218856E+00
   0.378178E-03   0.211235E+08   0.211234E+08   0.121080E+08   0.120978E+08   0.210327E+08   0.211223E+08   0.211234E+08   0.211247E+08  -0.451603E+00   0.100191E+08   0.100191E+08   0.242996E+00
