#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.768357E+06   0.768356E+06   0.102371E+07   0.102367E+07   0.858300E+06   0.769897E+06   0.768356E+06   0.783878E+06  -0.603904E+00   0.764705E+06   0.764705E+06   0.236848E+01
   0.798228E-04   0.768349E+06   0.768348E+06   0.102351E+07   0.102346E+07   0.858178E+06   0.769887E+06   0.768349E+06   0.783866E+06  -0.603894E+00   0.764697E+06   0.764697E+06   0.264678E+01
   0.892035E-04   0.768340E+06   0.768338E+06   0.102326E+07   0.102320E+07   0.858025E+06   0.769876E+06   0.768340E+06   0.783851E+06  -0.603882E+00   0.764688E+06   0.764688E+06   0.295776E+01
   0.996866E-04   0.768328E+06   0.768327E+06   0.102295E+07   0.102288E+07   0.857833E+06   0.769861E+06   0.768328E+06   0.783832E+06  -0.603866E+00   0.764676E+06   0.764675E+06   0.330527E+01
   0.111402E-03   0.768314E+06   0.768312E+06   0.102256E+07   0.102247E+07   0.857595E+06   0.769842E+06   0.768313E+06   0.783808E+06  -0.603847E+00   0.764661E+06   0.764660E+06   0.369359E+01
   0.124493E-03   0.768296E+06   0.768293E+06   0.102207E+07   0.102196E+07   0.857297E+06   0.769819E+06   0.768295E+06   0.783778E+06  -0.603823E+00   0.764642E+06   0.764642E+06   0.412749E+01
   0.139124E-03   0.768273E+06   0.768270E+06   0.102147E+07   0.102133E+07   0.856924E+06   0.769791E+06   0.768272E+06   0.783741E+06  -0.603793E+00   0.764619E+06   0.764618E+06   0.461233E+01
   0.155474E-03   0.768245E+06   0.768241E+06   0.102071E+07   0.102054E+07   0.856460E+06   0.769755E+06   0.768244E+06   0.783695E+06  -0.603755E+00   0.764590E+06   0.764589E+06   0.515405E+01
   0.173745E-03   0.768210E+06   0.768204E+06   0.101976E+07   0.101955E+07   0.855880E+06   0.769710E+06   0.768208E+06   0.783637E+06  -0.603708E+00   0.764553E+06   0.764552E+06   0.575930E+01
   0.194163E-03   0.768166E+06   0.768159E+06   0.101858E+07   0.101831E+07   0.855157E+06   0.769654E+06   0.768164E+06   0.783565E+06  -0.603649E+00   0.764508E+06   0.764507E+06   0.643551E+01
