#           k/h    P           
    0.10000E-03    0.24982E+02
    0.10202E-03    0.25471E+02
    0.10408E-03    0.25970E+02
    0.10618E-03    0.26478E+02
    0.10833E-03    0.26997E+02
    0.11052E-03    0.27525E+02
    0.11275E-03    0.28064E+02
    0.11503E-03    0.28614E+02
    0.11735E-03    0.29174E+02
    0.11972E-03    0.29745E+02
    0.12214E-03    0.30328E+02
    0.12461E-03    0.30921E+02
    0.12712E-03    0.31527E+02
    0.12969E-03    0.32144E+02
    0.13231E-03    0.32773E+02
    0.13499E-03    0.33415E+02
    0.13771E-03    0.34069E+02
    0.14049E-03    0.34736E+02
    0.14333E-03    0.35416E+02
    0.14623E-03    0.36109E+02
    0.14918E-03    0.36816E+02
    0.15220E-03    0.37537E+02
    0.15527E-03    0.38271E+02
    0.15841E-03    0.39020E+02
    0.16161E-03    0.39784E+02
    0.16487E-03    0.40563E+02
    0.16820E-03    0.41357E+02
    0.17160E-03    0.42166E+02
    0.17507E-03    0.42991E+02
    0.17860E-03    0.43832E+02
    0.18221E-03    0.44690E+02
    0.18589E-03    0.45564E+02
    0.18965E-03    0.46456E+02
    0.19348E-03    0.47365E+02
    0.19739E-03    0.48291E+02
    0.20138E-03    0.49236E+02
    0.20544E-03    0.50199E+02
    0.20959E-03    0.51181E+02
    0.21383E-03    0.52182E+02
    0.21815E-03    0.53202E+02
    0.22255E-03    0.54243E+02
    0.22705E-03    0.55303E+02
    0.23164E-03    0.56385E+02
    0.23632E-03    0.57487E+02
    0.24109E-03    0.58611E+02
    0.24596E-03    0.59757E+02
    0.25093E-03    0.60925E+02
    0.25600E-03    0.62116E+02
    0.26117E-03    0.63330E+02
    0.26645E-03    0.64567E+02
    0.27183E-03    0.65829E+02
    0.27732E-03    0.67115E+02
    0.28292E-03    0.68426E+02
    0.28864E-03    0.69763E+02
    0.29447E-03    0.71125E+02
    0.30042E-03    0.72514E+02
    0.30649E-03    0.73930E+02
    0.31268E-03    0.75373E+02
    0.31899E-03    0.76845E+02
    0.32544E-03    0.78345E+02
    0.33201E-03    0.79874E+02
    0.33872E-03    0.81432E+02
    0.34556E-03    0.83021E+02
    0.35254E-03    0.84640E+02
    0.35966E-03    0.86291E+02
    0.36693E-03    0.87973E+02
    0.37434E-03    0.89688E+02
    0.38190E-03    0.91437E+02
    0.38962E-03    0.93219E+02
    0.39749E-03    0.95035E+02
    0.40552E-03    0.96886E+02
    0.41371E-03    0.98773E+02
    0.42207E-03    0.10070E+03
    0.43060E-03    0.10266E+03
    0.43929E-03    0.10465E+03
    0.44817E-03    0.10669E+03
    0.45722E-03    0.10877E+03
    0.46646E-03    0.11088E+03
    0.47588E-03    0.11304E+03
    0.48550E-03    0.11523E+03
    0.49530E-03    0.11747E+03
    0.50531E-03    0.11975E+03
    0.51552E-03    0.12208E+03
    0.52593E-03    0.12445E+03
    0.53656E-03    0.12686E+03
    0.54739E-03    0.12932E+03
    0.55845E-03    0.13183E+03
    0.56973E-03    0.13438E+03
    0.58124E-03    0.13699E+03
    0.59299E-03    0.13964E+03
    0.60496E-03    0.14234E+03
    0.61719E-03    0.14509E+03
    0.62965E-03    0.14790E+03
    0.64237E-03    0.15076E+03
    0.65535E-03    0.15367E+03
    0.66859E-03    0.15664E+03
    0.68210E-03    0.15966E+03
    0.69588E-03    0.16274E+03
    0.70993E-03    0.16587E+03
    0.72427E-03    0.16907E+03
    0.73891E-03    0.17232E+03
    0.75383E-03    0.17563E+03
    0.76906E-03    0.17901E+03
    0.78460E-03    0.18245E+03
    0.80045E-03    0.18595E+03
    0.81662E-03    0.18951E+03
    0.83311E-03    0.19315E+03
    0.84994E-03    0.19684E+03
    0.86711E-03    0.20061E+03
    0.88463E-03    0.20444E+03
    0.90250E-03    0.20835E+03
    0.92073E-03    0.21232E+03
    0.93933E-03    0.21637E+03
    0.95831E-03    0.22049E+03
    0.97767E-03    0.22468E+03
    0.99742E-03    0.22895E+03
    0.10176E-02    0.23330E+03
    0.10381E-02    0.23772E+03
    0.10591E-02    0.24222E+03
    0.10805E-02    0.24680E+03
    0.11023E-02    0.25146E+03
    0.11246E-02    0.25621E+03
    0.11473E-02    0.26103E+03
    0.11705E-02    0.26594E+03
    0.11941E-02    0.27094E+03
    0.12182E-02    0.27603E+03
    0.12429E-02    0.28120E+03
    0.12680E-02    0.28646E+03
    0.12936E-02    0.29181E+03
    0.13197E-02    0.29725E+03
    0.13464E-02    0.30278E+03
    0.13736E-02    0.30841E+03
    0.14013E-02    0.31413E+03
    0.14296E-02    0.31995E+03
    0.14585E-02    0.32586E+03
    0.14880E-02    0.33188E+03
    0.15180E-02    0.33799E+03
    0.15487E-02    0.34420E+03
    0.15800E-02    0.35052E+03
    0.16119E-02    0.35693E+03
    0.16445E-02    0.36345E+03
    0.16777E-02    0.37008E+03
    0.17116E-02    0.37681E+03
    0.17462E-02    0.38365E+03
    0.17814E-02    0.39059E+03
    0.18174E-02    0.39765E+03
    0.18541E-02    0.40481E+03
    0.18916E-02    0.41209E+03
    0.19298E-02    0.41948E+03
    0.19688E-02    0.42698E+03
    0.20086E-02    0.43459E+03
    0.20491E-02    0.44232E+03
    0.20905E-02    0.45016E+03
    0.21328E-02    0.45813E+03
    0.21758E-02    0.46620E+03
    0.22198E-02    0.47440E+03
    0.22646E-02    0.48271E+03
    0.23104E-02    0.49114E+03
    0.23571E-02    0.49969E+03
    0.24047E-02    0.50837E+03
    0.24533E-02    0.51716E+03
    0.25028E-02    0.52607E+03
    0.25534E-02    0.53511E+03
    0.26050E-02    0.54426E+03
    0.26576E-02    0.55354E+03
    0.27113E-02    0.56294E+03
    0.27660E-02    0.57246E+03
    0.28219E-02    0.58210E+03
    0.28789E-02    0.59187E+03
    0.29371E-02    0.60176E+03
    0.29964E-02    0.61177E+03
    0.30569E-02    0.62190E+03
    0.31187E-02    0.63215E+03
    0.31817E-02    0.64253E+03
    0.32460E-02    0.65302E+03
    0.33115E-02    0.66363E+03
    0.33784E-02    0.67436E+03
    0.34467E-02    0.68521E+03
    0.35163E-02    0.69618E+03
    0.35874E-02    0.70726E+03
    0.36598E-02    0.71845E+03
    0.37338E-02    0.72976E+03
    0.38092E-02    0.74119E+03
    0.38861E-02    0.75272E+03
    0.39646E-02    0.76436E+03
    0.40447E-02    0.77611E+03
    0.41264E-02    0.78796E+03
    0.42098E-02    0.79991E+03
    0.42948E-02    0.81197E+03
    0.43816E-02    0.82412E+03
    0.44701E-02    0.83637E+03
    0.45604E-02    0.84871E+03
    0.46525E-02    0.86115E+03
    0.47465E-02    0.87366E+03
    0.48424E-02    0.88627E+03
    0.49402E-02    0.89895E+03
    0.50400E-02    0.91171E+03
    0.51419E-02    0.92454E+03
    0.52457E-02    0.93743E+03
    0.53517E-02    0.95039E+03
    0.54598E-02    0.96342E+03
    0.55701E-02    0.97649E+03
    0.56826E-02    0.98962E+03
    0.57974E-02    0.10028E+04
    0.59145E-02    0.10160E+04
    0.60340E-02    0.10292E+04
    0.61559E-02    0.10425E+04
    0.62803E-02    0.10558E+04
    0.64072E-02    0.10691E+04
    0.65366E-02    0.10824E+04
    0.66686E-02    0.10957E+04
    0.68033E-02    0.11090E+04
    0.69408E-02    0.11223E+04
    0.70810E-02    0.11356E+04
    0.72240E-02    0.11489E+04
    0.73700E-02    0.11621E+04
    0.75189E-02    0.11752E+04
    0.76708E-02    0.11883E+04
    0.78257E-02    0.12014E+04
    0.79838E-02    0.12143E+04
    0.81451E-02    0.12272E+04
    0.83096E-02    0.12400E+04
    0.84775E-02    0.12527E+04
    0.86488E-02    0.12653E+04
    0.88235E-02    0.12777E+04
