#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.67001E+03    0.16036E-01    0.84811E-03    0.16036E-01    0.73034E-06   -0.10395E-07    0.84811E-03   -0.10395E-07    0.46434E-08
     3    0.63358E+03    0.36740E-01    0.58745E-03    0.36740E-01    0.34453E-05   -0.12509E-07    0.58745E-03   -0.12509E-07    0.28216E-08
     4    0.60303E+03    0.62886E-01    0.43883E-03    0.62886E-01    0.99099E-05   -0.13613E-07    0.43883E-03   -0.13613E-07    0.19496E-08
     5    0.58164E+03    0.93933E-01    0.34362E-03    0.93933E-01    0.22332E-04   -0.14304E-07    0.34362E-03   -0.14304E-07    0.14474E-08
     6    0.56767E+03    0.12944E+00    0.27802E-03    0.12944E+00    0.43327E-04   -0.14752E-07    0.27802E-03   -0.14752E-07    0.11253E-08
     7    0.55917E+03    0.16900E+00    0.23046E-03    0.16900E+00    0.75883E-04   -0.15057E-07    0.23046E-03   -0.15057E-07    0.90395E-09
     8    0.55445E+03    0.21207E+00    0.19463E-03    0.21207E+00    0.12330E-03   -0.15288E-07    0.19463E-03   -0.15288E-07    0.74409E-09
     9    0.55269E+03    0.25830E+00    0.16683E-03    0.25830E+00    0.18927E-03   -0.15480E-07    0.16683E-03   -0.15480E-07    0.62429E-09
    10    0.55322E+03    0.30717E+00    0.14472E-03    0.30717E+00    0.27756E-03   -0.15619E-07    0.14472E-03   -0.15619E-07    0.53179E-09
    11    0.55544E+03    0.35830E+00    0.12687E-03    0.35830E+00    0.39254E-03   -0.15714E-07    0.12687E-03   -0.15714E-07    0.45877E-09
    12    0.55938E+03    0.41157E+00    0.11215E-03    0.41157E+00    0.53852E-03   -0.15751E-07    0.11215E-03   -0.15751E-07    0.39983E-09
    13    0.56434E+03    0.46599E+00    0.99961E-04    0.46599E+00    0.72008E-03   -0.15771E-07    0.99961E-04   -0.15771E-07    0.35167E-09
    14    0.57022E+03    0.52132E+00    0.89645E-04    0.52132E+00    0.94171E-03   -0.15776E-07    0.89645E-04   -0.15776E-07    0.31163E-09
