#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.78989E+03    0.23339E-01    0.89982E-03    0.23339E-01    0.10590E-05   -0.14667E-07    0.89982E-03   -0.14667E-07    0.73044E-08
     3    0.77150E+03    0.52693E-01    0.63761E-03    0.52693E-01    0.50180E-05   -0.17595E-07    0.63761E-03   -0.17595E-07    0.44397E-08
     4    0.75125E+03    0.89868E-01    0.48316E-03    0.89868E-01    0.14479E-04   -0.19132E-07    0.48316E-03   -0.19132E-07    0.30709E-08
     5    0.73680E+03    0.13419E+00    0.38225E-03    0.13419E+00    0.32708E-04   -0.20104E-07    0.38225E-03   -0.20104E-07    0.22832E-08
     6    0.72811E+03    0.18509E+00    0.31180E-03    0.18509E+00    0.63585E-04   -0.20739E-07    0.31180E-03   -0.20739E-07    0.17781E-08
     7    0.72398E+03    0.24198E+00    0.26018E-03    0.24198E+00    0.11155E-03   -0.21177E-07    0.26018E-03   -0.21177E-07    0.14309E-08
     8    0.72296E+03    0.30414E+00    0.22097E-03    0.30414E+00    0.18153E-03   -0.21514E-07    0.22097E-03   -0.21514E-07    0.11800E-08
     9    0.72458E+03    0.37111E+00    0.19031E-03    0.37111E+00    0.27900E-03   -0.21800E-07    0.19031E-03   -0.21800E-07    0.99183E-09
    10    0.72817E+03    0.44211E+00    0.16580E-03    0.44211E+00    0.40963E-03   -0.22015E-07    0.16580E-03   -0.22015E-07    0.84642E-09
    11    0.73329E+03    0.51668E+00    0.14590E-03    0.51668E+00    0.57991E-03   -0.22164E-07    0.14590E-03   -0.22164E-07    0.73156E-09
    12    0.74011E+03    0.59464E+00    0.12942E-03    0.59464E+00    0.79629E-03   -0.22230E-07    0.12942E-03   -0.22230E-07    0.63876E-09
    13    0.74775E+03    0.67459E+00    0.11572E-03    0.67459E+00    0.10656E-02   -0.22274E-07    0.11572E-03   -0.22274E-07    0.56285E-09
    14    0.75617E+03    0.75616E+00    0.10410E-03    0.75616E+00    0.13946E-02   -0.22298E-07    0.10410E-03   -0.22298E-07    0.49967E-09
    15    0.76522E+03    0.83868E+00    0.94178E-04    0.83868E+00    0.17913E-02   -0.22329E-07    0.94178E-04   -0.22329E-07    0.44663E-09
    16    0.77520E+03    0.92244E+00    0.85596E-04    0.92244E+00    0.22636E-02   -0.22346E-07    0.85596E-04   -0.22346E-07    0.40158E-09
    17    0.78567E+03    0.10061E+01    0.78150E-04    0.10061E+01    0.28194E-02   -0.22345E-07    0.78150E-04   -0.22345E-07    0.36289E-09
    18    0.79628E+03    0.10888E+01    0.71644E-04    0.10888E+01    0.34653E-02   -0.22326E-07    0.71644E-04   -0.22326E-07    0.32950E-09
    19    0.80805E+03    0.11712E+01    0.65945E-04    0.11712E+01    0.42133E-02   -0.22309E-07    0.65945E-04   -0.22309E-07    0.30044E-09
    20    0.81994E+03    0.12519E+01    0.60879E-04    0.12519E+01    0.50673E-02   -0.22267E-07    0.60879E-04   -0.22267E-07    0.27496E-09
    21    0.83215E+03    0.13302E+01    0.56379E-04    0.13302E+01    0.60370E-02   -0.22214E-07    0.56379E-04   -0.22214E-07    0.25251E-09
    22    0.84462E+03    0.14060E+01    0.52360E-04    0.14060E+01    0.71312E-02   -0.22155E-07    0.52360E-04   -0.22155E-07    0.23263E-09
    23    0.85737E+03    0.14786E+01    0.48753E-04    0.14786E+01    0.83584E-02   -0.22093E-07    0.48753E-04   -0.22093E-07    0.21494E-09
    24    0.87037E+03    0.15468E+01    0.45516E-04    0.15468E+01    0.97262E-02   -0.22019E-07    0.45516E-04   -0.22019E-07    0.19911E-09
    25    0.88362E+03    0.16109E+01    0.42591E-04    0.16109E+01    0.11244E-01   -0.21943E-07    0.42591E-04   -0.21943E-07    0.18491E-09
    26    0.89710E+03    0.16707E+01    0.39931E-04    0.16707E+01    0.12919E-01   -0.21861E-07    0.39931E-04   -0.21861E-07    0.17211E-09
    27    0.91083E+03    0.17255E+01    0.37511E-04    0.17255E+01    0.14760E-01   -0.21776E-07    0.37511E-04   -0.21776E-07    0.16054E-09
    28    0.92466E+03    0.17743E+01    0.35306E-04    0.17743E+01    0.16776E-01   -0.21688E-07    0.35306E-04   -0.21688E-07    0.15004E-09
    29    0.93878E+03    0.18164E+01    0.33295E-04    0.18164E+01    0.18974E-01   -0.21596E-07    0.33295E-04   -0.21596E-07    0.14049E-09
    30    0.95306E+03    0.18526E+01    0.31445E-04    0.18526E+01    0.21361E-01   -0.21498E-07    0.31445E-04   -0.21498E-07    0.13177E-09
