#    L    TT             EE             TE             PP             TP          
     2    0.79937E+03    0.10880E-05    0.24269E-01    0.98011E+06    0.20065E+05
     3    0.78567E+03    0.51576E-05    0.54626E-01    0.15148E+07    0.24237E+05
     4    0.76797E+03    0.14886E-04    0.93059E-01    0.19914E+07    0.26271E+05
     5    0.75540E+03    0.33638E-04    0.13893E+00    0.24146E+07    0.27199E+05
     6    0.74804E+03    0.65399E-04    0.19160E+00    0.27912E+07    0.27536E+05
     7    0.74484E+03    0.11475E-03    0.25045E+00    0.31278E+07    0.27544E+05
     8    0.74460E+03    0.18679E-03    0.31483E+00    0.34298E+07    0.27302E+05
     9    0.74689E+03    0.28702E-03    0.38421E+00    0.37020E+07    0.26859E+05
    10    0.75089E+03    0.42135E-03    0.45774E+00    0.39477E+07    0.26299E+05
    11    0.75598E+03    0.59651E-03    0.53490E+00    0.41713E+07    0.25726E+05
    12    0.76335E+03    0.92336E-03    0.61576E+00    0.43741E+07    0.25172E+05
    13    0.77147E+03    0.10959E-02    0.69901E+00    0.45583E+07    0.24627E+05
    14    0.77951E+03    0.14044E-02    0.78212E+00    0.47264E+07    0.24073E+05
    15    0.78804E+03    0.18367E-02    0.86620E+00    0.48799E+07    0.23503E+05
    16    0.79777E+03    0.22993E-02    0.95315E+00    0.50202E+07    0.22916E+05
    17    0.80875E+03    0.28951E-02    0.10410E+01    0.51485E+07    0.22335E+05
    18    0.82010E+03    0.35756E-02    0.11288E+01    0.52662E+07    0.21781E+05
    19    0.83270E+03    0.43357E-02    0.12165E+01    0.53738E+07    0.21250E+05
    20    0.84492E+03    0.52270E-02    0.13016E+01    0.54720E+07    0.20733E+05
    21    0.85716E+03    0.62170E-02    0.13841E+01    0.55616E+07    0.20232E+05
    22    0.86977E+03    0.73382E-02    0.14637E+01    0.56437E+07    0.19751E+05
    23    0.88256E+03    0.86099E-02    0.15401E+01    0.57188E+07    0.19285E+05
    24    0.89560E+03    0.10016E-01    0.16133E+01    0.57873E+07    0.18830E+05
    25    0.90884E+03    0.11586E-01    0.16821E+01    0.58496E+07    0.18390E+05
    26    0.92214E+03    0.13319E-01    0.17468E+01    0.59063E+07    0.17969E+05
    27    0.93573E+03    0.15214E-01    0.18061E+01    0.59579E+07    0.17563E+05
    28    0.94948E+03    0.17293E-01    0.18593E+01    0.60048E+07    0.17170E+05
    29    0.96347E+03    0.19558E-01    0.19067E+01    0.60469E+07    0.16790E+05
    30    0.97762E+03    0.22019E-01    0.19468E+01    0.60844E+07    0.16427E+05
    31    0.99176E+03    0.24688E-01    0.19799E+01    0.61178E+07    0.16077E+05
    32    0.10061E+04    0.27570E-01    0.20058E+01    0.61477E+07    0.15736E+05
    33    0.10206E+04    0.30669E-01    0.20236E+01    0.61741E+07    0.15406E+05
    34    0.10353E+04    0.33998E-01    0.20332E+01    0.61974E+07    0.15087E+05
    35    0.10500E+04    0.37560E-01    0.20351E+01    0.62176E+07    0.14778E+05
    36    0.10648E+04    0.41365E-01    0.20288E+01    0.62350E+07    0.14480E+05
    37    0.10797E+04    0.45416E-01    0.20121E+01    0.62498E+07    0.14191E+05
    38    0.10948E+04    0.49724E-01    0.19847E+01    0.62621E+07    0.13914E+05
    39    0.11102E+04    0.54287E-01    0.19472E+01    0.62720E+07    0.13647E+05
    40    0.11256E+04    0.59108E-01    0.19002E+01    0.62798E+07    0.13388E+05
    41    0.11413E+04    0.64196E-01    0.18437E+01    0.62854E+07    0.13136E+05
    42    0.11569E+04    0.69561E-01    0.17767E+01    0.62889E+07    0.12891E+05
    43    0.11725E+04    0.75215E-01    0.16979E+01    0.62906E+07    0.12653E+05
    44    0.11882E+04    0.81156E-01    0.16068E+01    0.62905E+07    0.12421E+05
    45    0.12041E+04    0.87391E-01    0.15032E+01    0.62888E+07    0.12197E+05
    46    0.12202E+04    0.93928E-01    0.13848E+01    0.62856E+07    0.11980E+05
    47    0.12365E+04    0.10076E+00    0.12529E+01    0.62809E+07    0.11769E+05
    48    0.12527E+04    0.10789E+00    0.11118E+01    0.62748E+07    0.11565E+05
    49    0.12691E+04    0.11528E+00    0.96548E+00    0.62675E+07    0.11367E+05
    50    0.12858E+04    0.12292E+00    0.81103E+00    0.62591E+07    0.11175E+05
    51    0.13026E+04    0.13076E+00    0.64405E+00    0.62495E+07    0.10988E+05
    52    0.13197E+04    0.13890E+00    0.45976E+00    0.62388E+07    0.10807E+05
    53    0.13368E+04    0.14747E+00    0.25515E+00    0.62272E+07    0.10630E+05
    54    0.13538E+04    0.15649E+00    0.35143E-01    0.62147E+07    0.10458E+05
    55    0.13709E+04    0.16592E+00   -0.19519E+00    0.62013E+07    0.10291E+05
    56    0.13883E+04    0.17564E+00   -0.43704E+00    0.61870E+07    0.10128E+05
    57    0.14059E+04    0.18551E+00   -0.69033E+00    0.61719E+07    0.99699E+04
    58    0.14238E+04    0.19557E+00   -0.95590E+00    0.61561E+07    0.98158E+04
    59    0.14419E+04    0.20583E+00   -0.12346E+01    0.61396E+07    0.96656E+04
    60    0.14600E+04    0.21635E+00   -0.15259E+01    0.61223E+07    0.95192E+04
    61    0.14787E+04    0.22722E+00   -0.18289E+01    0.61044E+07    0.93763E+04
    62    0.14971E+04    0.23842E+00   -0.21447E+01    0.60859E+07    0.92370E+04
    63    0.15157E+04    0.24993E+00   -0.24743E+01    0.60669E+07    0.91011E+04
    64    0.15346E+04    0.26174E+00   -0.28188E+01    0.60473E+07    0.89688E+04
    65    0.15535E+04    0.27384E+00   -0.31789E+01    0.60272E+07    0.88398E+04
    66    0.15727E+04    0.28616E+00   -0.35528E+01    0.60068E+07    0.87143E+04
    67    0.15920E+04    0.29869E+00   -0.39379E+01    0.59860E+07    0.85920E+04
    68    0.16118E+04    0.31148E+00   -0.43326E+01    0.59648E+07    0.84728E+04
    69    0.16317E+04    0.32449E+00   -0.47354E+01    0.59433E+07    0.83566E+04
    70    0.16519E+04    0.33774E+00   -0.51481E+01    0.59215E+07    0.82432E+04
    71    0.16722E+04    0.35124E+00   -0.55734E+01    0.58995E+07    0.81325E+04
    72    0.16927E+04    0.36494E+00   -0.60121E+01    0.58772E+07    0.80245E+04
    73    0.17133E+04    0.37883E+00   -0.64648E+01    0.58546E+07    0.79192E+04
    74    0.17341E+04    0.39287E+00   -0.69301E+01    0.58317E+07    0.78165E+04
