#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.78989E+03    0.10590E-05    0.00000E+00    0.23339E-01    0.43827E-07    0.22041E-02   -0.35926E-07
     3    0.77150E+03    0.50180E-05    0.00000E+00    0.52693E-01    0.53276E-07    0.22087E-02   -0.60951E-07
     4    0.75125E+03    0.14479E-04    0.00000E+00    0.89868E-01    0.61418E-07    0.21608E-02   -0.85561E-07
     5    0.73680E+03    0.32708E-04    0.00000E+00    0.13419E+00    0.68497E-07    0.20937E-02   -0.11011E-06
     6    0.72811E+03    0.63585E-04    0.00000E+00    0.18509E+00    0.74680E-07    0.20207E-02   -0.13440E-06
     7    0.72398E+03    0.11155E-03    0.00000E+00    0.24198E+00    0.80128E-07    0.19470E-02   -0.15848E-06
     8    0.72296E+03    0.18153E-03    0.00000E+00    0.30414E+00    0.84958E-07    0.18750E-02   -0.18255E-06
     9    0.72458E+03    0.27900E-03    0.00000E+00    0.37111E+00    0.89264E-07    0.18055E-02   -0.20682E-06
    10    0.72817E+03    0.40963E-03    0.00000E+00    0.44211E+00    0.93107E-07    0.17389E-02   -0.23089E-06
    11    0.73329E+03    0.57991E-03    0.00000E+00    0.51668E+00    0.96566E-07    0.16762E-02   -0.25465E-06
    12    0.74011E+03    0.79629E-03    0.00000E+00    0.59464E+00    0.99646E-07    0.16164E-02   -0.27765E-06
    13    0.74775E+03    0.10656E-02    0.00000E+00    0.67459E+00    0.10244E-06    0.15612E-02   -0.30049E-06
    14    0.75617E+03    0.13946E-02    0.00000E+00    0.75616E+00    0.10493E-06    0.15085E-02   -0.32313E-06
    15    0.76522E+03    0.17913E-02    0.00000E+00    0.83868E+00    0.10719E-06    0.14590E-02   -0.34591E-06
    16    0.77520E+03    0.22636E-02    0.00000E+00    0.92244E+00    0.10923E-06    0.14117E-02   -0.36854E-06
    17    0.78567E+03    0.28194E-02    0.00000E+00    0.10061E+01    0.11104E-06    0.13671E-02   -0.39087E-06
    18    0.79628E+03    0.34653E-02    0.00000E+00    0.10888E+01    0.11269E-06    0.13249E-02   -0.41288E-06
    19    0.80805E+03    0.42133E-02    0.00000E+00    0.11712E+01    0.11417E-06    0.12855E-02   -0.43487E-06
    20    0.81994E+03    0.50673E-02    0.00000E+00    0.12519E+01    0.11548E-06    0.12476E-02   -0.45633E-06
    21    0.83215E+03    0.60370E-02    0.00000E+00    0.13302E+01    0.11666E-06    0.12118E-02   -0.47747E-06
    22    0.84462E+03    0.71312E-02    0.00000E+00    0.14060E+01    0.11771E-06    0.11778E-02   -0.49837E-06
    23    0.85737E+03    0.83584E-02    0.00000E+00    0.14786E+01    0.11865E-06    0.11454E-02   -0.51907E-06
    24    0.87037E+03    0.97262E-02    0.00000E+00    0.15468E+01    0.11947E-06    0.11149E-02   -0.53936E-06
    25    0.88362E+03    0.11244E-01    0.00000E+00    0.16109E+01    0.12019E-06    0.10859E-02   -0.55944E-06
    26    0.89710E+03    0.12919E-01    0.00000E+00    0.16707E+01    0.12082E-06    0.10580E-02   -0.57921E-06
    27    0.91083E+03    0.14760E-01    0.00000E+00    0.17255E+01    0.12137E-06    0.10314E-02   -0.59874E-06
    28    0.92466E+03    0.16776E-01    0.00000E+00    0.17743E+01    0.12183E-06    0.10061E-02   -0.61802E-06
    29    0.93878E+03    0.18974E-01    0.00000E+00    0.18164E+01    0.12222E-06    0.98206E-03   -0.63698E-06
    30    0.95306E+03    0.21361E-01    0.00000E+00    0.18526E+01    0.12255E-06    0.95894E-03   -0.65559E-06
    31    0.96746E+03    0.23947E-01    0.00000E+00    0.18821E+01    0.12280E-06    0.93669E-03   -0.67390E-06
    32    0.98206E+03    0.26738E-01    0.00000E+00    0.19041E+01    0.12300E-06    0.91547E-03   -0.69202E-06
    33    0.99680E+03    0.29742E-01    0.00000E+00    0.19174E+01    0.12315E-06    0.89530E-03   -0.70991E-06
    34    0.10117E+04    0.32964E-01    0.00000E+00    0.19230E+01    0.12324E-06    0.87589E-03   -0.72737E-06
    35    0.10268E+04    0.36413E-01    0.00000E+00    0.19205E+01    0.12329E-06    0.85715E-03   -0.74454E-06
    36    0.10420E+04    0.40096E-01    0.00000E+00    0.19091E+01    0.12329E-06    0.83916E-03   -0.76151E-06
    37    0.10573E+04    0.44019E-01    0.00000E+00    0.18880E+01    0.12325E-06    0.82195E-03   -0.77826E-06
    38    0.10728E+04    0.48188E-01    0.00000E+00    0.18575E+01    0.12317E-06    0.80538E-03   -0.79463E-06
    39    0.10885E+04    0.52606E-01    0.00000E+00    0.18172E+01    0.12305E-06    0.78943E-03   -0.81067E-06
    40    0.11042E+04    0.57278E-01    0.00000E+00    0.17663E+01    0.12291E-06    0.77411E-03   -0.82645E-06
    41    0.11202E+04    0.62213E-01    0.00000E+00    0.17043E+01    0.12273E-06    0.75942E-03   -0.84206E-06
    42    0.11362E+04    0.67416E-01    0.00000E+00    0.16320E+01    0.12252E-06    0.74523E-03   -0.85738E-06
