# L    TT    EE    TE    PP    TP
2 8.64751E+02 9.75127E-07 2.13002E-02 7.64985E+05 2.48274E+04
3 8.20366E+02 4.60328E-06 4.87269E-02 1.17549E+06 2.90331E+04
4 7.82566E+02 1.32472E-05 8.33809E-02 1.53887E+06 3.08326E+04
5 7.56075E+02 2.98625E-05 1.24555E-01 1.85794E+06 3.14100E+04
6 7.38871E+02 5.79532E-05 1.71679E-01 2.13783E+06 3.13337E+04
7 7.28555E+02 1.01522E-04 2.24192E-01 2.38435E+06 3.08960E+04
8 7.22973E+02 1.64995E-04 2.81403E-01 2.60227E+06 3.02561E+04
9 7.21143E+02 2.53303E-04 3.42825E-01 2.79573E+06 2.95012E+04
10 7.22182E+02 3.71523E-04 4.07788E-01 2.96768E+06 2.86856E+04
11 7.25364E+02 5.25484E-04 4.75776E-01 3.12142E+06 2.78571E+04
12 7.30743E+02 7.20978E-04 5.46632E-01 3.25796E+06 2.70194E+04
13 7.37391E+02 9.64093E-04 6.19042E-01 3.38072E+06 2.62140E+04
14 7.45179E+02 1.26091E-03 6.92667E-01 3.48995E+06 2.54195E+04
15 7.53905E+02 1.61859E-03 7.66852E-01 3.58815E+06 2.46554E+04
16 7.63790E+02 2.04423E-03 8.41873E-01 3.67615E+06 2.39106E+04
17 7.74373E+02 2.54489E-03 9.16380E-01 3.75412E+06 2.31980E+04
18 7.85306E+02 3.12638E-03 9.89563E-01 3.82428E+06 2.25157E+04
19 7.97590E+02 3.79964E-03 1.06220E+00 3.88690E+06 2.18693E+04
20 8.10169E+02 4.56806E-03 1.13291E+00 3.94216E+06 2.12422E+04
21 8.23208E+02 5.44039E-03 1.20105E+00 3.99117E+06 2.06455E+04
22 8.36660E+02 6.42444E-03 1.26642E+00 4.03466E+06 2.00745E+04
23 8.50498E+02 7.52783E-03 1.32831E+00 4.07291E+06 1.95292E+04
24 8.64751E+02 8.75748E-03 1.38587E+00 4.10611E+06 1.90106E+04
25 8.79371E+02 1.01218E-02 1.43920E+00 4.13498E+06 1.85159E+04
26 8.94312E+02 1.16270E-02 1.48811E+00 4.15990E+06 1.80387E+04
27 9.09594E+02 1.32821E-02 1.53188E+00 4.18095E+06 1.75826E+04
28 9.25106E+02 1.50936E-02 1.56958E+00 4.19870E+06 1.71477E+04
29 9.41014E+02 1.70686E-02 1.60085E+00 4.21305E+06 1.67330E+04
30 9.57105E+02 1.92138E-02 1.62622E+00 4.22472E+06 1.63330E+04
31 9.73472E+02 2.15374E-02 1.64489E+00 4.23327E+06 1.59487E+04
32 9.90115E+02 2.40467E-02 1.65611E+00 4.23962E+06 1.55800E+04
33 1.00694E+03 2.67463E-02 1.65868E+00 4.24357E+06 1.52306E+04
34 1.02404E+03 2.96428E-02 1.65408E+00 4.24541E+06 1.48913E+04
35 1.04133E+03 3.27442E-02 1.64139E+00 4.24514E+06 1.45648E+04
36 1.05880E+03 3.60553E-02 1.61979E+00 4.24311E+06 1.42513E+04
37 1.07664E+03 3.95825E-02 1.58862E+00 4.23934E+06 1.39515E+04
38 1.09457E+03 4.33332E-02 1.54843E+00 4.23401E+06 1.36619E+04
39 1.11268E+03 4.73072E-02 1.49896E+00 4.22711E+06 1.33824E+04
40 1.13098E+03 5.15112E-02 1.43929E+00 4.21893E+06 1.31139E+04
41 1.14956E+03 5.59523E-02 1.36858E+00 4.20946E+06 1.28564E+04
42 1.16831E+03 6.06363E-02 1.28785E+00 4.19879E+06 1.26081E+04
43 1.18726E+03 6.55657E-02 1.19755E+00 4.18712E+06 1.23663E+04
44 1.20620E+03 7.07379E-02 1.09622E+00 4.17433E+06 1.21318E+04
45 1.22560E+03 7.61620E-02 9.82667E-01 4.16063E+06 1.19084E+04
46 1.24509E+03 8.18472E-02 8.57781E-01 4.14601E+06 1.16923E+04
47 1.26477E+03 8.77853E-02 7.22716E-01 4.13066E+06 1.14818E+04
48 1.28454E+03 9.39818E-02 5.75946E-01 4.11457E+06 1.12776E+04
49 1.30449E+03 1.00437E-01 4.16302E-01 4.09774E+06 1.10818E+04
50 1.32481E+03 1.07167E-01 2.44715E-01 4.08027E+06 1.08924E+04
51 1.34513E+03 1.14156E-01 6.23355E-02 4.06225E+06 1.07075E+04
52 1.36582E+03 1.21401E-01 -1.32113E-01 4.04367E+06 1.05282E+04
53 1.38669E+03 1.28923E-01 -3.40012E-01 4.02464E+06 1.03563E+04
54 1.40766E+03 1.36702E-01 -5.60213E-01 4.00515E+06 1.01890E+04
55 1.42872E+03 1.44747E-01 -7.91577E-01 3.98519E+06 1.00262E+04
56 1.45014E+03 1.53050E-01 -1.03517E+00 3.96478E+06 9.86713E+03
57 1.47175E+03 1.61620E-01 -1.29235E+00 3.94418E+06 9.71449E+03
58 1.49363E+03 1.70456E-01 -1.56213E+00 3.92322E+06 9.56645E+03
59 1.51552E+03 1.79559E-01 -1.84332E+00 3.90198E+06 9.42117E+03
60 1.53758E+03 1.88892E-01 -2.13526E+00 3.88037E+06 9.27957E+03
61 1.56011E+03 1.98464E-01 -2.43750E+00 3.85867E+06 9.14183E+03
62 1.58264E+03 2.08275E-01 -2.75123E+00 3.83670E+06 9.00841E+03
63 1.60535E+03 2.18316E-01 -3.07793E+00 3.81454E+06 8.87894E+03
64 1.62852E+03 2.28633E-01 -3.41934E+00 3.79219E+06 8.75316E+03
65 1.65160E+03 2.39244E-01 -3.77647E+00 3.76976E+06 8.63086E+03
66 1.67505E+03 2.50085E-01 -4.14813E+00 3.74714E+06 8.51179E+03
67 1.69850E+03 2.61165E-01 -4.53220E+00 3.72452E+06 8.39575E+03
68 1.72240E+03 2.72493E-01 -4.92704E+00 3.70171E+06 8.28256E+03
69 1.74640E+03 2.84005E-01 -5.33023E+00 3.67882E+06 8.17203E+03
70 1.77077E+03 2.95720E-01 -5.74208E+00 3.65592E+06 8.06418E+03
71 1.79532E+03 3.07599E-01 -6.16376E+00 3.63303E+06 7.95880E+03
72 1.82005E+03 3.19645E-01 -6.59638E+00 3.61004E+06 7.85582E+03
73 1.84488E+03 3.31828E-01 -7.04068E+00 3.58705E+06 7.75532E+03
74 1.86998E+03 3.44159E-01 -7.49602E+00 3.56406E+06 7.65702E+03
75 1.89527E+03 3.56673E-01 -7.96119E+00 3.54108E+06 7.56084E+03
76 1.92074E+03 3.69381E-01 -8.43639E+00 3.51809E+06 7.46687E+03
77 1.94639E+03 3.82272E-01 -8.92161E+00 3.49510E+06 7.37501E+03
78 1.97241E+03 3.95347E-01 -9.41749E+00 3.47211E+06 7.28518E+03
79 1.99862E+03 4.08570E-01 -9.92138E+00 3.44922E+06 7.19727E+03
80 2.02501E+03 4.21911E-01 -1.04335E+01 3.42642E+06 7.11130E+03
81 2.05167E+03 4.35336E-01 -1.09549E+01 3.40361E+06 7.02726E+03
82 2.07862E+03 4.48862E-01 -1.14836E+01 3.38090E+06 6.94506E+03
83 2.10565E+03 4.62452E-01 -1.20215E+01 3.35828E+06 6.86460E+03
84 2.13305E+03 4.76125E-01 -1.25668E+01 3.33566E+06 6.78589E+03
85 2.16054E+03 4.89853E-01 -1.31194E+01 3.31323E+06 6.70875E+03
86 2.18831E+03 5.03646E-01 -1.36794E+01 3.29079E+06 6.63325E+03
87 2.21645E+03 5.17475E-01 -1.42449E+01 3.26854E+06 6.55924E+03
88 2.24449E+03 5.31350E-01 -1.48168E+01 3.24638E+06 6.48669E+03
89 2.27300E+03 5.45253E-01 -1.53961E+01 3.22422E+06 6.41552E+03
90 2.30169E+03 5.59165E-01 -1.59790E+01 3.20224E+06 6.34573E+03
91 2.33047E+03 5.73068E-01 -1.65666E+01 3.18036E+06 6.27713E+03
92 2.35952E+03 5.86943E-01 -1.71587E+01 3.15866E+06 6.20992E+03
93 2.38885E+03 6.00790E-01 -1.77546E+01 3.13696E+06 6.14381E+03
94 2.41828E+03 6.14583E-01 -1.83541E+01 3.11553E+06 6.07889E+03
95 2.44798E+03 6.28320E-01 -1.89564E+01 3.09411E+06 6.01517E+03
96 2.47759E+03 6.41975E-01 -1.95623E+01 3.07287E+06 5.95246E+03
97 2.50765E+03 6.55556E-01 -2.01701E+01 3.05172E+06 5.89085E+03
98 2.53790E+03 6.69036E-01 -2.07788E+01 3.03076E+06 5.83035E+03
99 2.56825E+03 6.82396E-01 -2.13893E+01 3.00988E+06 5.77077E+03
100 2.59887E+03 6.95627E-01 -2.19999E+01 2.98919E+06 5.71229E+03
101 2.62958E+03 7.08785E-01 -2.26114E+01 2.96860E+06 5.65473E+03
102 2.66075E+03 7.21741E-01 -2.32228E+01 2.94818E+06 5.59808E+03
103 2.69192E+03 7.34550E-01 -2.38343E+01 2.92786E+06 5.54236E+03
104 2.72318E+03 7.47230E-01 -2.44439E+01 2.90773E+06 5.48756E+03
105 2.75463E+03 7.59689E-01 -2.50517E+01 2.88768E+06 5.43368E+03
106 2.78626E+03 7.72019E-01 -2.56577E+01 2.86782E+06 5.38062E+03
107 2.81780E+03 7.84065E-01 -2.62608E+01 2.84814E+06 5.32840E+03
108 2.84971E+03 7.95899E-01 -2.68613E+01 2.82856E+06 5.27700E+03
109 2.88180E+03 8.07457E-01 -2.74580E+01 2.80906E+06 5.22642E+03
110 2.91389E+03 8.18739E-01 -2.80493E+01 2.78985E+06 5.17659E+03
111 2.94607E+03 8.29819E-01 -2.86368E+01 2.77072E+06 5.12758E+03
112 2.97844E+03 8.40614E-01 -2.92198E+01 2.75169E+06 5.07921E+03
113 3.01108E+03 8.51124E-01 -2.97972E+01 2.73284E+06 5.03158E+03
