#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.177684E+08   0.177684E+08   0.231292E+08   0.231283E+08   0.177665E+08   0.177684E+08   0.177684E+08   0.177720E+08  -0.477238E+00   0.958621E+07   0.958621E+07   0.360978E-01
   0.798228E-04   0.177682E+08   0.177682E+08   0.229910E+08   0.229899E+08   0.177642E+08   0.177682E+08   0.177682E+08   0.177717E+08  -0.477231E+00   0.958609E+07   0.958609E+07   0.403289E-01
   0.892035E-04   0.177679E+08   0.177679E+08   0.228194E+08   0.228181E+08   0.177614E+08   0.177679E+08   0.177679E+08   0.177714E+08  -0.477222E+00   0.958593E+07   0.958593E+07   0.450528E-01
   0.996866E-04   0.177676E+08   0.177676E+08   0.226068E+08   0.226051E+08   0.177578E+08   0.177676E+08   0.177676E+08   0.177710E+08  -0.477211E+00   0.958574E+07   0.958574E+07   0.503258E-01
   0.111402E-03   0.177672E+08   0.177672E+08   0.223438E+08   0.223418E+08   0.177534E+08   0.177671E+08   0.177672E+08   0.177705E+08  -0.477197E+00   0.958551E+07   0.958551E+07   0.562101E-01
   0.124493E-03   0.177666E+08   0.177666E+08   0.220193E+08   0.220168E+08   0.177478E+08   0.177666E+08   0.177666E+08   0.177699E+08  -0.477180E+00   0.958521E+07   0.958521E+07   0.627743E-01
   0.139124E-03   0.177660E+08   0.177660E+08   0.216201E+08   0.216171E+08   0.177409E+08   0.177659E+08   0.177660E+08   0.177692E+08  -0.477158E+00   0.958484E+07   0.958484E+07   0.700937E-01
   0.155474E-03   0.177652E+08   0.177652E+08   0.211309E+08   0.211273E+08   0.177324E+08   0.177650E+08   0.177652E+08   0.177683E+08  -0.477132E+00   0.958438E+07   0.958438E+07   0.782510E-01
   0.173745E-03   0.177642E+08   0.177641E+08   0.205342E+08   0.205299E+08   0.177217E+08   0.177639E+08   0.177641E+08   0.177671E+08  -0.477098E+00   0.958381E+07   0.958381E+07   0.873362E-01
   0.194163E-03   0.177629E+08   0.177629E+08   0.198109E+08   0.198057E+08   0.177084E+08   0.177626E+08   0.177629E+08   0.177657E+08  -0.477057E+00   0.958309E+07   0.958309E+07   0.974469E-01
   0.216981E-03   0.177613E+08   0.177613E+08   0.189404E+08   0.189343E+08   0.176920E+08   0.177610E+08   0.177613E+08   0.177639E+08  -0.477006E+00   0.958220E+07   0.958220E+07   0.108688E+00
   0.242480E-03   0.177593E+08   0.177593E+08   0.179029E+08   0.178959E+08   0.176715E+08   0.177589E+08   0.177593E+08   0.177616E+08  -0.476942E+00   0.958110E+07   0.958110E+07   0.121171E+00
   0.270976E-03   0.177569E+08   0.177569E+08   0.166811E+08   0.166731E+08   0.176463E+08   0.177563E+08   0.177569E+08   0.177589E+08  -0.476864E+00   0.957972E+07   0.957972E+07   0.135015E+00
   0.302821E-03   0.177538E+08   0.177538E+08   0.152639E+08   0.152551E+08   0.176150E+08   0.177532E+08   0.177538E+08   0.177555E+08  -0.476767E+00   0.957802E+07   0.957802E+07   0.150343E+00
   0.338408E-03   0.177501E+08   0.177501E+08   0.136518E+08   0.136425E+08   0.175766E+08   0.177492E+08   0.177501E+08   0.177513E+08  -0.476648E+00   0.957591E+07   0.957591E+07   0.167282E+00
   0.378178E-03   0.177454E+08   0.177454E+08   0.118631E+08   0.118538E+08   0.175294E+08   0.177444E+08   0.177454E+08   0.177462E+08  -0.476503E+00   0.957330E+07   0.957330E+07   0.185961E+00
   0.422621E-03   0.177397E+08   0.177397E+08   0.994133E+07   0.993266E+07   0.174718E+08   0.177384E+08   0.177397E+08   0.177399E+08  -0.476325E+00   0.957008E+07   0.957008E+07   0.206513E+00
   0.472287E-03   0.177326E+08   0.177326E+08   0.796137E+07   0.795422E+07   0.174018E+08   0.177310E+08   0.177326E+08   0.177323E+08  -0.476108E+00   0.956612E+07   0.956612E+07   0.229061E+00
   0.527790E-03   0.177240E+08   0.177240E+08   0.603162E+07   0.602690E+07   0.173171E+08   0.177220E+08   0.177240E+08   0.177229E+08  -0.475847E+00   0.956126E+07   0.956126E+07   0.253742E+00
   0.589815E-03   0.177134E+08   0.177134E+08   0.428631E+07   0.428470E+07   0.172156E+08   0.177110E+08   0.177134E+08   0.177117E+08  -0.475531E+00   0.955532E+07   0.955532E+07   0.280699E+00
   0.659130E-03   0.177005E+08   0.177005E+08   0.286277E+07   0.286434E+07   0.170949E+08   0.176976E+08   0.177005E+08   0.176980E+08  -0.475153E+00   0.954810E+07   0.954810E+07   0.310074E+00
   0.736590E-03   0.176849E+08   0.176849E+08   0.186100E+07   0.186480E+07   0.169530E+08   0.176814E+08   0.176849E+08   0.176816E+08  -0.474700E+00   0.953936E+07   0.953936E+07   0.342048E+00
   0.823153E-03   0.176661E+08   0.176660E+08   0.129370E+07   0.129771E+07   0.167882E+08   0.176618E+08   0.176661E+08   0.176620E+08  -0.474162E+00   0.952882E+07   0.952882E+07   0.376834E+00
   0.919889E-03   0.176434E+08   0.176433E+08   0.105302E+07   0.105492E+07   0.165995E+08   0.176383E+08   0.176434E+08   0.176385E+08  -0.473522E+00   0.951619E+07   0.951619E+07   0.414690E+00
   0.102799E-02   0.176163E+08   0.176162E+08   0.936342E+06   0.935047E+06   0.163872E+08   0.176103E+08   0.176163E+08   0.176105E+08  -0.472764E+00   0.950113E+07   0.950113E+07   0.455913E+00
   0.114880E-02   0.175840E+08   0.175839E+08   0.756670E+06   0.753806E+06   0.161513E+08   0.175770E+08   0.175840E+08   0.175772E+08  -0.471865E+00   0.948324E+07   0.948324E+07   0.500828E+00
   0.128381E-02   0.175457E+08   0.175455E+08   0.484130E+06   0.483088E+06   0.158934E+08   0.175377E+08   0.175457E+08   0.175378E+08  -0.470804E+00   0.946210E+07   0.946210E+07   0.549761E+00
