# L    TT    EE    BB    TE
2 9.01398E+02 2.96567E-06 1.87847E-06 2.40160E-02
3 8.67387E+02 8.89782E-06 3.75747E-06 5.45964E-02
4 8.35709E+02 2.10727E-05 6.26374E-06 9.32725E-02
5 8.13269E+02 4.28132E-05 9.39816E-06 1.39285E-01
6 7.98987E+02 7.80586E-05 1.31601E-05 1.92029E-01
7 7.90927E+02 1.31314E-04 1.75531E-05 2.50878E-01
8 7.87157E+02 2.07576E-04 2.25762E-05 3.15076E-01
9 7.86860E+02 3.12401E-04 2.82313E-05 3.84113E-01
10 7.89212E+02 4.51525E-04 3.45192E-05 4.57216E-01
11 7.93575E+02 6.31508E-04 4.14426E-05 5.33855E-01
12 8.00064E+02 8.58913E-04 4.90015E-05 6.13861E-01
13 8.07712E+02 1.14062E-03 5.71977E-05 6.95778E-01
14 8.16410E+02 1.48351E-03 6.60340E-05 7.79222E-01
15 8.25970E+02 1.89561E-03 7.55102E-05 8.63500E-01
16 8.36670E+02 2.38500E-03 8.56292E-05 9.48882E-01
17 8.48007E+02 2.95984E-03 9.63873E-05 1.03398E+00
18 8.59622E+02 3.62642E-03 1.07796E-04 1.11791E+00
19 8.72602E+02 4.39712E-03 1.19851E-04 1.20130E+00
20 8.85806E+02 5.27599E-03 1.32562E-04 1.28289E+00
21 8.99423E+02 6.27280E-03 1.45909E-04 1.36188E+00
22 9.13426E+02 7.39636E-03 1.59921E-04 1.43791E+00
23 9.27698E+02 8.65546E-03 1.74580E-04 1.51053E+00
24 9.42419E+02 1.00579E-02 1.89893E-04 1.57848E+00
25 9.57410E+02 1.16126E-02 2.05862E-04 1.64194E+00
26 9.72759E+02 1.33271E-02 2.22486E-04 1.70091E+00
27 9.88378E+02 1.52121E-02 2.39774E-04 1.75441E+00
28 1.00418E+03 1.72739E-02 2.57718E-04 1.80145E+00
29 1.02024E+03 1.95216E-02 2.76326E-04 1.84148E+00
30 1.03658E+03 2.19623E-02 2.95589E-04 1.87541E+00
31 1.05310E+03 2.46049E-02 3.15525E-04 1.90198E+00
32 1.06988E+03 2.74566E-02 3.36117E-04 1.92065E+00
33 1.08685E+03 3.05265E-02 3.57372E-04 1.93017E+00
34 1.10399E+03 3.38181E-02 3.79293E-04 1.93169E+00
35 1.12141E+03 3.73404E-02 4.01886E-04 1.92469E+00
36 1.13882E+03 4.11024E-02 4.25134E-04 1.90800E+00
37 1.15659E+03 4.51085E-02 4.49056E-04 1.88107E+00
38 1.17446E+03 4.93659E-02 4.73642E-04 1.84445E+00
39 1.19259E+03 5.38774E-02 4.98892E-04 1.79759E+00
40 1.21081E+03 5.86492E-02 5.24807E-04 1.73960E+00
41 1.22930E+03 6.36894E-02 5.51395E-04 1.66986E+00
42 1.24788E+03 6.90042E-02 5.78647E-04 1.58916E+00
43 1.26664E+03 7.45955E-02 6.06572E-04 1.49805E+00
44 1.28549E+03 8.04624E-02 6.35152E-04 1.39500E+00
45 1.30461E+03 8.66130E-02 6.64406E-04 1.27876E+00
46 1.32391E+03 9.30571E-02 6.94324E-04 1.15013E+00
47 1.34339E+03 9.97893E-02 7.24915E-04 1.01028E+00
48 1.36287E+03 1.06818E-01 7.56161E-04 8.57818E-01
49 1.38271E+03 1.14133E-01 7.88081E-04 6.91434E-01
50 1.40272E+03 1.21754E-01 8.20665E-04 5.12034E-01
51 1.42283E+03 1.29680E-01 8.53913E-04 3.20695E-01
52 1.44321E+03 1.37885E-01 8.87826E-04 1.16198E-01
53 1.46385E+03 1.46403E-01 9.22402E-04 -1.02778E-01
54 1.48450E+03 1.55209E-01 9.57679E-04 -3.35156E-01
55 1.50532E+03 1.64311E-01 9.93494E-04 -5.79858E-01
56 1.52642E+03 1.73718E-01 1.03012E-03 -8.37953E-01
57 1.54778E+03 1.83421E-01 1.06737E-03 -1.11063E+00
58 1.56932E+03 1.93421E-01 1.10525E-03 -1.39707E+00
59 1.59104E+03 2.03717E-01 1.14376E-03 -1.69616E+00
60 1.61286E+03 2.14273E-01 1.18298E-03 -2.00710E+00
61 1.63512E+03 2.25098E-01 1.22284E-03 -2.32952E+00
62 1.65747E+03 2.36202E-01 1.26341E-03 -2.66461E+00
63 1.67991E+03 2.47566E-01 1.30452E-03 -3.01387E+00
64 1.70280E+03 2.59226E-01 1.34644E-03 -3.37885E+00
65 1.72569E+03 2.71209E-01 1.38890E-03 -3.76052E+00
66 1.74885E+03 2.83462E-01 1.43208E-03 -4.15772E+00
67 1.77210E+03 2.95966E-01 1.47588E-03 -4.56839E+00
68 1.79579E+03 3.08748E-01 1.52040E-03 -4.99108E+00
69 1.81958E+03 3.21746E-01 1.56555E-03 -5.42311E+00
70 1.84373E+03 3.34959E-01 1.61133E-03 -5.86492E+00
71 1.86814E+03 3.48369E-01 1.65783E-03 -6.31759E+00
72 1.89265E+03 3.61959E-01 1.70495E-03 -6.78229E+00
73 1.91742E+03 3.75720E-01 1.75271E-03 -7.25956E+00
74 1.94229E+03 3.89642E-01 1.80118E-03 -7.74877E+00
75 1.96751E+03 4.03771E-01 1.85028E-03 -8.24884E+00
76 1.99291E+03 4.18106E-01 1.90010E-03 -8.75986E+00
77 2.01850E+03 4.32630E-01 1.95054E-03 -9.28147E+00
78 2.04444E+03 4.47369E-01 2.00162E-03 -9.81556E+00
79 2.07056E+03 4.62251E-01 2.05341E-03 -1.03577E+01
80 2.09695E+03 4.77278E-01 2.10592E-03 -1.09089E+01
81 2.12361E+03 4.92385E-01 2.15897E-03 -1.14699E+01
82 2.15054E+03 5.07599E-01 2.21283E-03 -1.20399E+01
