#           k/h    P           
    0.10000E-03    0.44283E+02
    0.10202E-03    0.45150E+02
    0.10408E-03    0.46034E+02
    0.10618E-03    0.46936E+02
    0.10833E-03    0.47854E+02
    0.11052E-03    0.48791E+02
    0.11275E-03    0.49746E+02
    0.11503E-03    0.50720E+02
    0.11735E-03    0.51713E+02
    0.11972E-03    0.52726E+02
    0.12214E-03    0.53758E+02
    0.12461E-03    0.54810E+02
    0.12712E-03    0.55883E+02
    0.12969E-03    0.56977E+02
    0.13231E-03    0.58092E+02
    0.13499E-03    0.59229E+02
    0.13771E-03    0.60388E+02
    0.14049E-03    0.61570E+02
    0.14333E-03    0.62775E+02
    0.14623E-03    0.64003E+02
    0.14918E-03    0.65256E+02
    0.15220E-03    0.66532E+02
    0.15527E-03    0.67834E+02
    0.15841E-03    0.69161E+02
    0.16161E-03    0.70515E+02
    0.16487E-03    0.71894E+02
    0.16820E-03    0.73300E+02
    0.17160E-03    0.74734E+02
    0.17507E-03    0.76196E+02
    0.17860E-03    0.77686E+02
    0.18221E-03    0.79206E+02
    0.18589E-03    0.80755E+02
    0.18965E-03    0.82334E+02
    0.19348E-03    0.83944E+02
    0.19739E-03    0.85585E+02
    0.20138E-03    0.87258E+02
    0.20544E-03    0.88964E+02
    0.20959E-03    0.90703E+02
    0.21383E-03    0.92476E+02
    0.21815E-03    0.94284E+02
    0.22255E-03    0.96126E+02
    0.22705E-03    0.98004E+02
    0.23164E-03    0.99919E+02
    0.23632E-03    0.10187E+03
    0.24109E-03    0.10386E+03
    0.24596E-03    0.10589E+03
    0.25093E-03    0.10796E+03
    0.25600E-03    0.11007E+03
    0.26117E-03    0.11222E+03
    0.26645E-03    0.11441E+03
    0.27183E-03    0.11664E+03
    0.27732E-03    0.11892E+03
    0.28292E-03    0.12124E+03
    0.28864E-03    0.12360E+03
    0.29447E-03    0.12601E+03
    0.30042E-03    0.12847E+03
    0.30649E-03    0.13098E+03
    0.31268E-03    0.13353E+03
    0.31899E-03    0.13613E+03
