#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.92921E+03    0.23740E-01    0.11551E-02    0.23740E-01    0.10753E-05   -0.15231E-07    0.11551E-02   -0.15231E-07    0.71263E-08
     3    0.88843E+03    0.54120E-01    0.80671E-03    0.54120E-01    0.50797E-05   -0.18308E-07    0.80671E-03   -0.18308E-07    0.43360E-08
     4    0.85208E+03    0.92518E-01    0.60624E-03    0.92518E-01    0.14626E-04   -0.19918E-07    0.60624E-03   -0.19918E-07    0.30004E-08
     5    0.82640E+03    0.13817E+00    0.47699E-03    0.13817E+00    0.32986E-04   -0.20929E-07    0.47699E-03   -0.20929E-07    0.22310E-08
     6    0.80983E+03    0.19046E+00    0.38749E-03    0.19046E+00    0.64041E-04   -0.21585E-07    0.38749E-03   -0.21585E-07    0.17372E-08
     7    0.80011E+03    0.24876E+00    0.32231E-03    0.24876E+00    0.11223E-03   -0.22034E-07    0.32231E-03   -0.22034E-07    0.13977E-08
     8    0.79512E+03    0.31234E+00    0.27303E-03    0.31234E+00    0.18245E-03   -0.22376E-07    0.27303E-03   -0.22376E-07    0.11523E-08
     9    0.79392E+03    0.38065E+00    0.23464E-03    0.38065E+00    0.28018E-03   -0.22662E-07    0.23464E-03   -0.22662E-07    0.96829E-09
    10    0.79562E+03    0.45296E+00    0.20402E-03    0.45296E+00    0.41106E-03   -0.22872E-07    0.20402E-03   -0.22872E-07    0.82604E-09
    11    0.79949E+03    0.52871E+00    0.17922E-03    0.52871E+00    0.58154E-03   -0.23016E-07    0.17922E-03   -0.23016E-07    0.71367E-09
    12    0.80563E+03    0.60775E+00    0.15871E-03    0.60775E+00    0.79807E-03   -0.23075E-07    0.15871E-03   -0.23075E-07    0.62288E-09
    13    0.81305E+03    0.68862E+00    0.14169E-03    0.68862E+00    0.10675E-02   -0.23111E-07    0.14169E-03   -0.23111E-07    0.54862E-09
    14    0.82163E+03    0.77096E+00    0.12724E-03    0.77096E+00    0.13964E-02   -0.23124E-07    0.12724E-03   -0.23124E-07    0.48683E-09
    15    0.83114E+03    0.85405E+00    0.11494E-03    0.85405E+00    0.17928E-02   -0.23141E-07    0.11494E-03   -0.23141E-07    0.43494E-09
    16    0.84185E+03    0.93821E+00    0.10430E-03    0.93821E+00    0.22646E-02   -0.23147E-07    0.10430E-03   -0.23147E-07    0.39088E-09
    17    0.85325E+03    0.10220E+01    0.95079E-04    0.10220E+01    0.28198E-02   -0.23137E-07    0.95079E-04   -0.23137E-07    0.35304E-09
    18    0.86499E+03    0.11045E+01    0.87025E-04    0.11045E+01    0.34647E-02   -0.23109E-07    0.87025E-04   -0.23109E-07    0.32040E-09
    19    0.87815E+03    0.11864E+01    0.79967E-04    0.11864E+01    0.42114E-02   -0.23078E-07    0.79967E-04   -0.23078E-07    0.29199E-09
    20    0.89156E+03    0.12665E+01    0.73697E-04    0.12665E+01    0.50639E-02   -0.23023E-07    0.73697E-04   -0.23023E-07    0.26708E-09
    21    0.90543E+03    0.13439E+01    0.68129E-04    0.13439E+01    0.60317E-02   -0.22957E-07    0.68129E-04   -0.22957E-07    0.24514E-09
    22    0.91970E+03    0.14184E+01    0.63159E-04    0.14184E+01    0.71236E-02   -0.22887E-07    0.63159E-04   -0.22887E-07    0.22572E-09
    23    0.93434E+03    0.14893E+01    0.58703E-04    0.14893E+01    0.83482E-02   -0.22815E-07    0.58703E-04   -0.22815E-07    0.20843E-09
    24    0.94939E+03    0.15556E+01    0.54700E-04    0.15556E+01    0.97131E-02   -0.22729E-07    0.54700E-04   -0.22729E-07    0.19297E-09
    25    0.96478E+03    0.16174E+01    0.51084E-04    0.16174E+01    0.11227E-01   -0.22640E-07    0.51084E-04   -0.22640E-07    0.17910E-09
    26    0.98050E+03    0.16746E+01    0.47798E-04    0.16746E+01    0.12899E-01   -0.22546E-07    0.47798E-04   -0.22546E-07    0.16660E-09
    27    0.99654E+03    0.17263E+01    0.44809E-04    0.17263E+01    0.14736E-01   -0.22450E-07    0.44809E-04   -0.22450E-07    0.15530E-09
    28    0.10128E+04    0.17714E+01    0.42088E-04    0.17714E+01    0.16748E-01   -0.22351E-07    0.42088E-04   -0.22351E-07    0.14506E-09
    29    0.10294E+04    0.18096E+01    0.39606E-04    0.18096E+01    0.18941E-01   -0.22247E-07    0.39606E-04   -0.22247E-07    0.13574E-09
    30    0.10463E+04    0.18417E+01    0.37323E-04    0.18417E+01    0.21324E-01   -0.22137E-07    0.37323E-04   -0.22137E-07    0.12724E-09
    31    0.10633E+04    0.18664E+01    0.35222E-04    0.18664E+01    0.23905E-01   -0.22025E-07    0.35222E-04   -0.22025E-07    0.11945E-09
    32    0.10806E+04    0.18831E+01    0.33290E-04    0.18831E+01    0.26692E-01   -0.21914E-07    0.33290E-04   -0.21914E-07    0.11232E-09
    33    0.10981E+04    0.18906E+01    0.31513E-04    0.18906E+01    0.29691E-01   -0.21802E-07    0.31513E-04   -0.21802E-07    0.10577E-09
    34    0.11159E+04    0.18903E+01    0.29865E-04    0.18903E+01    0.32909E-01   -0.21683E-07    0.29865E-04   -0.21683E-07    0.99738E-10
    35    0.11338E+04    0.18813E+01    0.28336E-04    0.18813E+01    0.36355E-01   -0.21563E-07    0.28336E-04   -0.21563E-07    0.94167E-10
    36    0.11519E+04    0.18627E+01    0.26917E-04    0.18627E+01    0.40034E-01   -0.21443E-07    0.26917E-04   -0.21443E-07    0.89018E-10
    37    0.11703E+04    0.18337E+01    0.25601E-04    0.18337E+01    0.43955E-01   -0.21324E-07    0.25601E-04   -0.21324E-07    0.84248E-10
    38    0.11888E+04    0.17951E+01    0.24374E-04    0.17951E+01    0.48122E-01   -0.21201E-07    0.24374E-04   -0.21201E-07    0.79820E-10
    39    0.12076E+04    0.17463E+01    0.23229E-04    0.17463E+01    0.52539E-01   -0.21075E-07    0.23229E-04   -0.21075E-07    0.75705E-10
    40    0.12265E+04    0.16863E+01    0.22160E-04    0.16863E+01    0.57211E-01   -0.20949E-07    0.22160E-04   -0.20949E-07    0.71876E-10
    41    0.12456E+04    0.16146E+01    0.21162E-04    0.16146E+01    0.62149E-01   -0.20823E-07    0.21162E-04   -0.20823E-07    0.68305E-10
    42    0.12649E+04    0.15319E+01    0.20228E-04    0.15319E+01    0.67355E-01   -0.20697E-07    0.20228E-04   -0.20697E-07    0.64971E-10
    43    0.12844E+04    0.14389E+01    0.19348E-04    0.14389E+01    0.72835E-01   -0.20569E-07    0.19348E-04   -0.20569E-07    0.61854E-10
    44    0.13040E+04    0.13338E+01    0.18521E-04    0.13338E+01    0.78585E-01   -0.20439E-07    0.18521E-04   -0.20439E-07    0.58936E-10
    45    0.13238E+04    0.12155E+01    0.17747E-04    0.12155E+01    0.84615E-01   -0.20311E-07    0.17747E-04   -0.20311E-07    0.56200E-10
    46    0.13440E+04    0.10849E+01    0.17019E-04    0.10849E+01    0.90936E-01   -0.20181E-07    0.17019E-04   -0.20181E-07    0.53633E-10
    47    0.13641E+04    0.94322E+00    0.16330E-04    0.94322E+00    0.97539E-01   -0.20050E-07    0.16330E-04   -0.20050E-07    0.51221E-10
