# L    TT    EE    BB    TE
2 9.78934E+02 3.39417E-06 2.19248E-06 2.64994E-02
3 9.43939E+02 1.00693E-05 4.38570E-06 6.01881E-02
4 9.10726E+02 2.36885E-05 7.31084E-06 1.02802E-01
5 8.87228E+02 4.79305E-05 1.09689E-05 1.53531E-01
6 8.72371E+02 8.71550E-05 1.53606E-05 2.11679E-01
7 8.64141E+02 1.46355E-04 2.04867E-05 2.76575E-01
8 8.60454E+02 2.31053E-04 2.63500E-05 3.47405E-01
9 8.60482E+02 3.47414E-04 3.29497E-05 4.23573E-01
10 8.63329E+02 5.01767E-04 4.02894E-05 5.04240E-01
11 8.68312E+02 7.01408E-04 4.83691E-05 5.88835E-01
12 8.75591E+02 9.53551E-04 5.71916E-05 6.77144E-01
13 8.84093E+02 1.26599E-03 6.67579E-05 7.67572E-01
14 8.93714E+02 1.64608E-03 7.70708E-05 8.59698E-01
15 9.04250E+02 2.10280E-03 8.81302E-05 9.52711E-01
16 9.16008E+02 2.64518E-03 9.99372E-05 1.04706E+00
17 9.28457E+02 3.28218E-03 1.12498E-04 1.14103E+00
18 9.41233E+02 4.02082E-03 1.25815E-04 1.23370E+00
19 9.55418E+02 4.87479E-03 1.39888E-04 1.32590E+00
20 9.69882E+02 5.84850E-03 1.54707E-04 1.41596E+00
21 9.84720E+02 6.95286E-03 1.70292E-04 1.50321E+00
22 1.00002E+03 8.19757E-03 1.86641E-04 1.58729E+00
23 1.01570E+03 9.59244E-03 2.03747E-04 1.66755E+00
24 1.03175E+03 1.11453E-02 2.21618E-04 1.74267E+00
25 1.04818E+03 1.28680E-02 2.40254E-04 1.81285E+00
26 1.06488E+03 1.47671E-02 2.59656E-04 1.87808E+00
27 1.08196E+03 1.68547E-02 2.79832E-04 1.93724E+00
28 1.09913E+03 1.91382E-02 3.00773E-04 1.98932E+00
29 1.11677E+03 2.16271E-02 3.22479E-04 2.03365E+00
30 1.13459E+03 2.43306E-02 3.44960E-04 2.07125E+00
31 1.15260E+03 2.72562E-02 3.68216E-04 2.10084E+00
32 1.17090E+03 3.04142E-02 3.92246E-04 2.12165E+00
33 1.18947E+03 3.38120E-02 4.17050E-04 2.13229E+00
34 1.20813E+03 3.74561E-02 4.42630E-04 2.13415E+00
35 1.22707E+03 4.13569E-02 4.68983E-04 2.12659E+00
36 1.24611E+03 4.55209E-02 4.96121E-04 2.10849E+00
37 1.26543E+03 4.99555E-02 5.24024E-04 2.07900E+00
38 1.28503E+03 5.46682E-02 5.52711E-04 2.03887E+00
39 1.30472E+03 5.96618E-02 5.82172E-04 1.98736E+00
40 1.32459E+03 6.49428E-02 6.12408E-04 1.92362E+00
41 1.34475E+03 7.05215E-02 6.43428E-04 1.84691E+00
42 1.36500E+03 7.64026E-02 6.75222E-04 1.75816E+00
43 1.38544E+03 8.25907E-02 7.07800E-04 1.65803E+00
44 1.40597E+03 8.90821E-02 7.41144E-04 1.54464E+00
45 1.42678E+03 9.58870E-02 7.75271E-04 1.41661E+00
46 1.44787E+03 1.03017E-01 8.10173E-04 1.27513E+00
47 1.46905E+03 1.10464E-01 8.45859E-04 1.12116E+00
48 1.49033E+03 1.18237E-01 8.82310E-04 9.53271E-01
49 1.51189E+03 1.26328E-01 9.19545E-04 7.70157E-01
50 1.53373E+03 1.34764E-01 9.57564E-04 5.72691E-01
51 1.55566E+03 1.43527E-01 9.96292E-04 3.62000E-01
52 1.57787E+03 1.52598E-01 1.03586E-03 1.36827E-01
53 1.60036E+03 1.62014E-01 1.07617E-03 -1.04239E-01
54 1.62285E+03 1.71757E-01 1.11733E-03 -3.60050E-01
55 1.64552E+03 1.81826E-01 1.15923E-03 -6.29486E-01
56 1.66857E+03 1.92222E-01 1.20188E-03 -9.13666E-01
57 1.69181E+03 2.02945E-01 1.24527E-03 -1.21382E+00
58 1.71533E+03 2.13994E-01 1.28941E-03 -1.52915E+00
59 1.73885E+03 2.25370E-01 1.33439E-03 -1.85839E+00
60 1.76264E+03 2.37044E-01 1.38012E-03 -2.20088E+00
61 1.78700E+03 2.49008E-01 1.42669E-03 -2.55596E+00
62 1.81126E+03 2.61279E-01 1.47391E-03 -2.92514E+00
63 1.83571E+03 2.73831E-01 1.52197E-03 -3.30981E+00
64 1.86063E+03 2.86728E-01 1.57077E-03 -3.71155E+00
65 1.88564E+03 2.99951E-01 1.62033E-03 -4.13159E+00
66 1.91084E+03 3.13483E-01 1.67063E-03 -4.56842E+00
67 1.93622E+03 3.27294E-01 1.72177E-03 -5.02009E+00
68 1.96197E+03 3.41405E-01 1.77365E-03 -5.48493E+00
69 1.98792E+03 3.55748E-01 1.82629E-03 -5.96021E+00
70 2.01423E+03 3.70334E-01 1.87976E-03 -6.44641E+00
71 2.04083E+03 3.85135E-01 1.93389E-03 -6.94465E+00
72 2.06761E+03 4.00141E-01 1.98885E-03 -7.45595E+00
73 2.09449E+03 4.15324E-01 2.04456E-03 -7.98116E+00
74 2.12165E+03 4.30694E-01 2.10112E-03 -8.51925E+00
75 2.14918E+03 4.46288E-01 2.15832E-03 -9.06928E+00
76 2.17680E+03 4.62096E-01 2.21637E-03 -9.63163E+00
77 2.20470E+03 4.78119E-01 2.27525E-03 -1.02056E+01
78 2.23298E+03 4.94367E-01 2.33479E-03 -1.07925E+01
79 2.26144E+03 5.10782E-01 2.39517E-03 -1.13879E+01
80 2.29028E+03 5.27337E-01 2.45629E-03 -1.19945E+01
81 2.31930E+03 5.43994E-01 2.51826E-03 -1.26114E+01
82 2.34870E+03 5.60764E-01 2.58097E-03 -1.32385E+01
83 2.37828E+03 5.77627E-01 2.64443E-03 -1.38759E+01
84 2.40814E+03 5.94574E-01 2.70873E-03 -1.45207E+01
85 2.43828E+03 6.11587E-01 2.77387E-03 -1.51758E+01
86 2.46861E+03 6.28664E-01 2.83966E-03 -1.58384E+01
87 2.49932E+03 6.45779E-01 2.90638E-03 -1.65094E+01
88 2.53020E+03 6.62941E-01 2.97385E-03 -1.71869E+01
89 2.56137E+03 6.80140E-01 3.04207E-03 -1.78719E+01
90 2.59282E+03 6.97320E-01 3.11113E-03 -1.85634E+01
91 2.62446E+03 7.14482E-01 3.18102E-03 -1.92595E+01
92 2.65647E+03 7.31616E-01 3.25167E-03 -1.99613E+01
93 2.68866E+03 7.48693E-01 3.32315E-03 -2.06668E+01
94 2.72105E+03 7.65697E-01 3.39547E-03 -2.13770E+01
95 2.75371E+03 7.82616E-01 3.46864E-03 -2.20909E+01
96 2.78646E+03 7.99432E-01 3.54255E-03 -2.28076E+01
97 2.81959E+03 8.16136E-01 3.61739E-03 -2.35280E+01
98 2.85300E+03 8.32710E-01 3.69298E-03 -2.42475E+01
99 2.88650E+03 8.49125E-01 3.76950E-03 -2.49717E+01
100 2.92029E+03 8.65372E-01 3.84677E-03 -2.56940E+01
101 2.95425E+03 8.81508E-01 3.92498E-03 -2.64172E+01
102 2.98869E+03 8.97381E-01 4.00402E-03 -2.71405E+01
103 3.02312E+03 9.13069E-01 4.08390E-03 -2.78637E+01
104 3.05775E+03 9.28569E-01 4.16462E-03 -2.85841E+01
105 3.09256E+03 9.43752E-01 4.24628E-03 -2.93027E+01
106 3.12764E+03 9.58870E-01 4.32878E-03 -3.00185E+01
107 3.16264E+03 9.73522E-01 4.41220E-03 -3.07314E+01
108 3.19801E+03 9.87893E-01 4.49647E-03 -3.14407E+01
109 3.23356E+03 1.00198E+00 4.58167E-03 -3.21443E+01
110 3.26921E+03 1.01570E+00 4.66772E-03 -3.28424E+01
111 3.30505E+03 1.02914E+00 4.75469E-03 -3.35357E+01
112 3.34098E+03 1.04230E+00 4.84269E-03 -3.42235E+01
113 3.37718E+03 1.05499E+00 4.93144E-03 -3.49038E+01
114 3.41339E+03 1.06731E+00 5.02121E-03 -3.55757E+01
115 3.44997E+03 1.07925E+00 5.11192E-03 -3.62392E+01
116 3.48646E+03 1.09073E+00 5.20366E-03 -3.68943E+01
117 3.52323E+03 1.10184E+00 5.29623E-03 -3.75401E+01
118 3.56028E+03 1.11257E+00 5.38974E-03 -3.81756E+01
119 3.59723E+03 1.12293E+00 5.48427E-03 -3.88009E+01
120 3.63438E+03 1.13263E+00 5.57983E-03 -3.94131E+01
121 3.67152E+03 1.14215E+00 5.67633E-03 -4.00150E+01
122 3.70875E+03 1.15102E+00 5.77375E-03 -4.06038E+01
123 3.74599E+03 1.15932E+00 5.87221E-03 -4.11796E+01
124 3.78332E+03 1.16726E+00 5.97169E-03 -4.17405E+01
125 3.82074E+03 1.17472E+00 6.07210E-03 -4.22874E+01
126 3.85816E+03 1.18163E+00 6.17363E-03 -4.28193E+01
127 3.89558E+03 1.18807E+00 6.27610E-03 -4.33363E+01
128 3.93300E+03 1.19395E+00 6.37968E-03 -4.38374E+01
129 3.97042E+03 1.19926E+00 6.48420E-03 -4.43208E+01
130 4.00785E+03 1.20402E+00 6.58984E-03 -4.47874E+01
131 4.04536E+03 1.20841E+00 6.69651E-03 -4.52372E+01
132 4.08287E+03 1.21214E+00 6.80429E-03 -4.56665E+01
133 4.12020E+03 1.21532E+00 6.91301E-03 -4.60799E+01
134 4.15762E+03 1.21802E+00 7.02294E-03 -4.64709E+01
135 4.19505E+03 1.22008E+00 7.13390E-03 -4.68433E+01
136 4.23219E+03 1.22166E+00 7.24589E-03 -4.71932E+01
137 4.26942E+03 1.22259E+00 7.35899E-03 -4.75226E+01
138 4.30656E+03 1.22306E+00 7.47322E-03 -4.78306E+01
139 4.34343E+03 1.22306E+00 7.58856E-03 -4.81162E+01
140 4.38038E+03 1.22241E+00 7.70493E-03 -4.83793E+01
141 4.41706E+03 1.22119E+00 7.82252E-03 -4.86192E+01
142 4.45373E+03 1.21942E+00 7.94122E-03 -4.88357E+01
143 4.49031E+03 1.21718E+00 8.06095E-03 -4.90288E+01
144 4.52671E+03 1.21438E+00 8.18189E-03 -4.91978E+01
145 4.56282E+03 1.21112E+00 8.30396E-03 -4.93424E+01
146 4.59913E+03 1.20720E+00 8.42714E-03 -4.94618E+01
147 4.63496E+03 1.20290E+00 8.55154E-03 -4.95552E+01
148 4.67061E+03 1.19796E+00 8.67705E-03 -4.96242E+01
149 4.70626E+03 1.19264E+00 8.80369E-03 -4.96662E+01
