# L    TT    EE    BB    TE
2 1.02237E+03 2.40441E-06 1.28460E-06 2.43981E-02
3 9.64734E+02 7.85249E-06 2.56966E-06 5.59446E-02
4 9.16838E+02 1.94787E-05 4.28380E-06 9.57914E-02
5 8.83394E+02 4.06698E-05 6.42757E-06 1.43099E-01
6 8.61553E+02 7.54336E-05 9.00172E-06 1.97207E-01
7 8.48231E+02 1.28348E-04 1.20071E-05 2.57480E-01
8 8.40795E+02 2.04484E-04 1.54440E-05 3.23107E-01
9 8.37965E+02 3.09468E-04 1.93152E-05 3.93526E-01
10 8.38665E+02 4.49110E-04 2.36200E-05 4.67962E-01
11 8.41991E+02 6.30071E-04 2.83600E-05 5.45817E-01
12 8.47979E+02 8.58984E-04 3.35373E-05 6.26913E-01
13 8.55546E+02 1.14279E-03 3.91517E-05 7.09720E-01
14 8.64524E+02 1.48844E-03 4.52062E-05 7.93862E-01
15 8.74650E+02 1.90415E-03 5.17006E-05 8.78583E-01
16 8.86169E+02 2.39787E-03 5.86370E-05 9.64173E-01
17 8.98537E+02 2.97800E-03 6.60170E-05 1.04909E+00
18 9.11373E+02 3.65089E-03 7.38418E-05 1.13242E+00
19 9.25834E+02 4.42897E-03 8.21131E-05 1.21500E+00
20 9.40632E+02 5.31645E-03 9.08309E-05 1.29534E+00
21 9.56046E+02 6.32313E-03 9.99952E-05 1.37269E+00
22 9.71927E+02 7.45779E-03 1.09617E-04 1.44659E+00
23 9.88369E+02 8.72950E-03 1.19688E-04 1.51656E+00
24 1.00528E+03 1.01462E-02 1.30207E-04 1.58139E+00
25 1.02256E+03 1.17166E-02 1.41183E-04 1.64118E+00
26 1.04031E+03 1.34485E-02 1.52609E-04 1.69601E+00
27 1.05853E+03 1.53524E-02 1.64491E-04 1.74469E+00
28 1.07702E+03 1.74356E-02 1.76832E-04 1.78626E+00
29 1.09599E+03 1.97066E-02 1.89640E-04 1.82035E+00
30 1.11514E+03 2.21720E-02 2.02896E-04 1.84763E+00
31 1.13466E+03 2.48419E-02 2.16610E-04 1.86706E+00
32 1.15447E+03 2.77238E-02 2.30791E-04 1.87771E+00
33 1.17465E+03 3.08253E-02 2.45429E-04 1.87846E+00
34 1.19510E+03 3.41510E-02 2.60526E-04 1.87080E+00
35 1.21575E+03 3.77112E-02 2.76089E-04 1.85380E+00
36 1.23668E+03 4.15124E-02 2.92120E-04 1.82643E+00
37 1.25797E+03 4.55621E-02 3.08608E-04 1.78775E+00
38 1.27946E+03 4.98659E-02 3.25554E-04 1.73889E+00
39 1.30123E+03 5.44257E-02 3.42968E-04 1.67920E+00
40 1.32318E+03 5.92498E-02 3.60848E-04 1.60755E+00
41 1.34551E+03 6.43458E-02 3.79195E-04 1.52319E+00
42 1.36793E+03 6.97192E-02 3.98000E-04 1.42716E+00
43 1.39063E+03 7.53738E-02 4.17263E-04 1.32010E+00
44 1.41342E+03 8.13078E-02 4.37003E-04 1.20015E+00
45 1.43659E+03 8.75295E-02 4.57200E-04 1.06600E+00
46 1.46013E+03 9.40538E-02 4.77864E-04 9.18884E-01
47 1.48367E+03 1.00864E-01 4.98986E-04 7.59904E-01
48 1.50740E+03 1.07973E-01 5.20575E-04 5.87369E-01
49 1.53150E+03 1.15372E-01 5.42631E-04 3.99850E-01
50 1.55589E+03 1.23088E-01 5.65145E-04 1.98514E-01
51 1.58027E+03 1.31113E-01 5.88126E-04 -1.52487E-02
52 1.60502E+03 1.39418E-01 6.11565E-04 -2.43000E-01
53 1.63015E+03 1.48040E-01 6.35471E-04 -4.86384E-01
54 1.65538E+03 1.56962E-01 6.59834E-04 -7.44032E-01
