#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10659E+04    0.29256E-01    0.12817E-02    0.29256E-01    0.13317E-05   -0.18588E-07    0.12817E-02   -0.18588E-07    0.88616E-08
     3    0.10291E+04    0.66408E-01    0.89903E-03    0.66408E-01    0.63006E-05   -0.22326E-07    0.89903E-03   -0.22326E-07    0.53841E-08
     4    0.99385E+03    0.11341E+00    0.67688E-03    0.11341E+00    0.18160E-04   -0.24285E-07    0.67688E-03   -0.24285E-07    0.37217E-08
     5    0.96889E+03    0.16938E+00    0.53299E-03    0.16938E+00    0.40991E-04   -0.25519E-07    0.53299E-03   -0.25519E-07    0.27649E-08
     6    0.95319E+03    0.23356E+00    0.43311E-03    0.23356E+00    0.79632E-04   -0.26323E-07    0.43311E-03   -0.26323E-07    0.21514E-08
     7    0.94461E+03    0.30521E+00    0.36027E-03    0.30521E+00    0.13962E-03   -0.26876E-07    0.36027E-03   -0.26876E-07    0.17297E-08
     8    0.94090E+03    0.38341E+00    0.30515E-03    0.38341E+00    0.22709E-03   -0.27300E-07    0.30515E-03   -0.27300E-07    0.14252E-08
     9    0.94120E+03    0.46754E+00    0.26219E-03    0.46754E+00    0.34887E-03   -0.27656E-07    0.26219E-03   -0.27656E-07    0.11969E-08
    10    0.94452E+03    0.55664E+00    0.22794E-03    0.55664E+00    0.51201E-03   -0.27920E-07    0.22794E-03   -0.27920E-07    0.10205E-08
    11    0.95014E+03    0.65010E+00    0.20020E-03    0.65010E+00    0.72458E-03   -0.28102E-07    0.20020E-03   -0.28102E-07    0.88124E-09
    12    0.95824E+03    0.74768E+00    0.17728E-03    0.74768E+00    0.99462E-03   -0.28181E-07    0.17728E-03   -0.28181E-07    0.76879E-09
    13    0.96763E+03    0.84761E+00    0.15827E-03    0.84761E+00    0.13307E-02   -0.28232E-07    0.15827E-03   -0.28232E-07    0.67684E-09
    14    0.97823E+03    0.94943E+00    0.14215E-03    0.94943E+00    0.17410E-02   -0.28254E-07    0.14215E-03   -0.28254E-07    0.60036E-09
    15    0.98980E+03    0.10523E+01    0.12843E-03    0.10523E+01    0.22357E-02   -0.28282E-07    0.12843E-03   -0.28282E-07    0.53618E-09
    16    0.10027E+04    0.11565E+01    0.11658E-03    0.11565E+01    0.28245E-02   -0.28296E-07    0.11658E-03   -0.28296E-07    0.48169E-09
    17    0.10164E+04    0.12604E+01    0.10631E-03    0.12604E+01    0.35174E-02   -0.28290E-07    0.10631E-03   -0.28290E-07    0.43493E-09
