#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.475813E+06   0.475812E+06   0.634111E+06   0.634093E+06   0.000000E+00   0.475813E+06   0.475813E+06   0.484836E+06  -0.602591E+00   0.474212E+06   0.474212E+06   0.141719E+01
   0.798228E-04   0.475810E+06   0.475810E+06   0.634032E+06   0.634009E+06   0.000000E+00   0.475810E+06   0.475810E+06   0.484832E+06  -0.602587E+00   0.474210E+06   0.474210E+06   0.158373E+01
   0.892035E-04   0.475808E+06   0.475807E+06   0.633933E+06   0.633905E+06   0.000000E+00   0.475808E+06   0.475808E+06   0.484828E+06  -0.602581E+00   0.474207E+06   0.474207E+06   0.176982E+01
   0.996866E-04   0.475804E+06   0.475803E+06   0.633809E+06   0.633774E+06   0.000000E+00   0.475804E+06   0.475804E+06   0.484823E+06  -0.602574E+00   0.474204E+06   0.474203E+06   0.197778E+01
   0.111402E-03   0.475800E+06   0.475799E+06   0.633655E+06   0.633612E+06   0.000000E+00   0.475800E+06   0.475800E+06   0.484816E+06  -0.602566E+00   0.474199E+06   0.474199E+06   0.221017E+01
   0.124493E-03   0.475795E+06   0.475793E+06   0.633463E+06   0.633409E+06   0.000000E+00   0.475794E+06   0.475794E+06   0.484808E+06  -0.602555E+00   0.474194E+06   0.474194E+06   0.246985E+01
   0.139124E-03   0.475788E+06   0.475786E+06   0.633222E+06   0.633155E+06   0.000000E+00   0.475788E+06   0.475788E+06   0.484797E+06  -0.602541E+00   0.474187E+06   0.474187E+06   0.276003E+01
   0.155474E-03   0.475779E+06   0.475777E+06   0.632923E+06   0.632838E+06   0.000000E+00   0.475779E+06   0.475779E+06   0.484785E+06  -0.602524E+00   0.474179E+06   0.474179E+06   0.308428E+01
   0.173745E-03   0.475769E+06   0.475766E+06   0.632548E+06   0.632443E+06   0.000000E+00   0.475768E+06   0.475768E+06   0.484768E+06  -0.602503E+00   0.474169E+06   0.474168E+06   0.344660E+01
   0.194163E-03   0.475756E+06   0.475752E+06   0.632081E+06   0.631950E+06   0.000000E+00   0.475755E+06   0.475755E+06   0.484748E+06  -0.602477E+00   0.474156E+06   0.474155E+06   0.385143E+01
   0.216981E-03   0.475739E+06   0.475735E+06   0.631498E+06   0.631334E+06   0.000000E+00   0.475739E+06   0.475739E+06   0.484723E+06  -0.602444E+00   0.474140E+06   0.474139E+06   0.430376E+01
   0.242480E-03   0.475719E+06   0.475713E+06   0.630771E+06   0.630566E+06   0.000000E+00   0.475718E+06   0.475718E+06   0.484692E+06  -0.602403E+00   0.474120E+06   0.474119E+06   0.480912E+01
   0.270976E-03   0.475693E+06   0.475687E+06   0.629863E+06   0.629608E+06   0.000000E+00   0.475692E+06   0.475692E+06   0.484653E+06  -0.602351E+00   0.474094E+06   0.474093E+06   0.537372E+01
   0.302821E-03   0.475661E+06   0.475653E+06   0.628732E+06   0.628413E+06   0.000000E+00   0.475660E+06   0.475660E+06   0.484605E+06  -0.602287E+00   0.474063E+06   0.474062E+06   0.600446E+01
   0.338408E-03   0.475621E+06   0.475611E+06   0.627321E+06   0.626925E+06   0.000000E+00   0.475620E+06   0.475620E+06   0.484544E+06  -0.602207E+00   0.474024E+06   0.474022E+06   0.670900E+01
   0.378178E-03   0.475572E+06   0.475559E+06   0.625563E+06   0.625070E+06   0.000000E+00   0.475570E+06   0.475570E+06   0.484468E+06  -0.602107E+00   0.473975E+06   0.473973E+06   0.749590E+01
   0.422621E-03   0.475510E+06   0.475493E+06   0.623374E+06   0.622760E+06   0.000000E+00   0.475507E+06   0.475507E+06   0.484374E+06  -0.601983E+00   0.473914E+06   0.473911E+06   0.837469E+01
   0.472287E-03   0.475432E+06   0.475412E+06   0.620650E+06   0.619888E+06   0.000000E+00   0.475429E+06   0.475429E+06   0.484256E+06  -0.601828E+00   0.473838E+06   0.473834E+06   0.935590E+01
   0.527790E-03   0.475335E+06   0.475310E+06   0.617262E+06   0.616317E+06   0.000000E+00   0.475332E+06   0.475332E+06   0.484109E+06  -0.601634E+00   0.473743E+06   0.473738E+06   0.104513E+02
   0.589815E-03   0.475215E+06   0.475183E+06   0.613055E+06   0.611884E+06   0.000000E+00   0.475210E+06   0.475210E+06   0.483927E+06  -0.601393E+00   0.473624E+06   0.473619E+06   0.116737E+02
   0.659130E-03   0.475065E+06   0.475025E+06   0.607837E+06   0.606388E+06   0.000000E+00   0.475059E+06   0.475059E+06   0.483699E+06  -0.601093E+00   0.473476E+06   0.473470E+06   0.130376E+02
   0.736590E-03   0.474877E+06   0.474828E+06   0.601376E+06   0.599589E+06   0.000000E+00   0.474870E+06   0.474870E+06   0.483417E+06  -0.600720E+00   0.473292E+06   0.473284E+06   0.145586E+02
   0.823153E-03   0.474644E+06   0.474582E+06   0.593394E+06   0.591196E+06   0.000000E+00   0.474635E+06   0.474635E+06   0.483066E+06  -0.600256E+00   0.473062E+06   0.473052E+06   0.162540E+02
   0.919889E-03   0.474354E+06   0.474277E+06   0.583557E+06   0.580866E+06   0.000000E+00   0.474342E+06   0.474342E+06   0.482630E+06  -0.599681E+00   0.472776E+06   0.472763E+06   0.181426E+02
